00ZH               20131030                                                                                   
0601ZHA5N       20140101000235100000005000 0500000020000008   
0601ZHA5N       20140101000240100000005000 0500000020000008   
0601ZHA5N       20140101000245100000005000 0500000020000008   
0601ZHA5N       20140101000250100000005000 0500000020000008   
0601ZHA5N       20140101000255100000005000 0500000020000008   
0601ZHA5N       20140101000260100000005000 0500000020000008   
0601ZHA5N       20140101000265100000005000 0500000020000007   
0601ZHA5N       20140101000270100000005000 0500000020000007   
0601ZHA5N       20140101000275100000005000 0500000020000007   
0601ZHA5N       20140101000280100000005000 0500000020000007   
0601ZHA5N       20140101000285100000005000 0500000020000007   
0601ZHA5N       20140101000290100000005000 0500000020000007   
0601ZHA5N       20140101000295100000005000 0500000020000007   
0601ZHA5N       20140101000300100000005000 0500000020000007   
0601ZHA5N       20140101000305100000005000 0500000020000007   
0601ZHA5N       20140101000310100000005000 0500000020000006   
0601ZHA5N       20140101000315100000005000 0500000020000006   
0601ZHA5N       20140101000320100000005000 0500000020000006   
0601ZHA5N       20140101000325100000005000 0500000020000006   
0601ZHA5N       20140101000330100000005000 0500000020000006   
0601ZHA5N       20140101000335100000005000 0500000020000006   
0601ZHA5N       20140101000340100000005000 0500000020000006   
0601ZHA5N       20140101000345100000005000 0500000020000006   
0601ZHA5N       20140101000350100000005000 0500000020000006   
0601ZHA5N       20140101000355100000005000 0500000020000006   
0601ZHA5N       20140101000360100000005000 0500000020000006   
0601ZHA5N       20140101000365100000005000 0500000020000005   
0601ZHA5N       20140101000370100000005000 0500000020000005   
0601ZHA5N       20140101000375100000005000 0500000020000005   
0601ZHA5N       20140101000380100000005000 0500000020000005   
0601ZHA5N       20140101000385100000005000 0500000020000005   
0601ZHA5N       20140101000390100000005000 0500000020000005   
0601ZHA5N       20140101000395100000005000 0500000020000005   
0601ZHA5N       20140101000400100000005000 0500000020000005   
0601ZHA5N       20140101000405100000005000 0500000020000005   
0601ZHA5N       20140101000410100000005000 0500000020000005   
0601ZHA5N       20140101000415100000005000 0500000020000005   
0601ZHA5N       20140101000420100000005000 0500000020000005   
0601ZHA5N       20140101000425100000005000 0500000020000005   
0601ZHA5N       20140101000430100000005000 0500000020000005   
0601ZHA5N       20140101000435100000005000 0500000020000005   
0601ZHA5N       20140101000440100000005000 0500000020000005   
0601ZHA5N       20140101000445100000005000 0500000020000004   
0601ZHA5N       20140101000450100000005000 0500000020000004   
0601ZHA5N       20140101000455100000005000 0500000020000004   
0601ZHA5N       20140101000460100000005000 0500000020000004   
0601ZHA5N       20140101000465100000005000 0500000020000004   
0601ZHA5N       20140101000470100000005000 0500000020000004   
0601ZHA5N       20140101000475100000005000 0500000020000004   
0601ZHA5N       20140101000480100000005000 0500000020000004   
0601ZHA5N       20140101000485100000005000 0500000020000004   
0601ZHA5N       20140101000490100000005000 0500000020000004   
0601ZHA5N       20140101000495100000005000 0500000020000004   
0601ZHA5N       20140101000500100000005000 0500000020000004   
0601ZHA5N       20140101000505100000005000 0500000020000004   
0601ZHA5N       20140101000510100000005000 0500000020000004   
0601ZHA5N       20140101000515100000005000 0500000020000004   
0601ZHA5N       20140101000520100000005000 0500000020000004   
0601ZHA5N       20140101000525100000005000 0500000020000004   
0601ZHA5N       20140101000530100000005000 0500000020000004   
0601ZHA5N       20140101000535100000005000 0500000020000004   
0601ZHA5N       20140101000540100000005000 0500000020000004   
0601ZHA5N       20140101000545100000005000 0500000020000004   
0601ZHA5N       20140101000550100000005000 0500000020000004   
0601ZHA5N       20140101000555100000005000 0500000020000004   
0601ZHA5N       20140101000560100000005000 0500000020000004   
0601ZHA5N       20140101000565100000005000 0500000020000004   
0601ZHA5N       20140101000570100000005000 0500000020000003   
0601ZHA5N       20140101000575100000005000 0500000020000003   
0601ZHA5N       20140101000580100000005000 0500000020000003   
0601ZHA5N       20140101000585100000005000 0500000020000003   
0601ZHA5N       20140101000590100000005000 0500000040000007   
0601ZHA5N       20140101000595100000005000 0500000050000008   
0601ZHA5N       20140101000600100000005000 0500000050000008   
0601ZHA5N       20140101000605100000005000 0500000050000008   
0601ZHA5N       20140101000610100000005000 0500000060000010   
0601ZHA5N       20140101000615100000005000 0500000060000010   
0601ZHA5N       20140101000620100000005000 0500000060000010   
0601ZHA5N       20140101000625100000005000 0500000070000011   
0601ZHA5N       20140101000630100000005000 0500000070000011   
0601ZHA5N       20140101000635100000005000 0500000070000011   
0601ZHA5N       20140101000640100000005000 0500000080000012   
0601ZHA5N       20140101000645100000005000 0500000080000012   
0601ZHA5N       20140101000650100000005000 0500000080000012   
0601ZHA5N       20140101000655100000005000 0500000090000014   
0601ZHA5N       20140101000660100000005000 0500000090000014   
0601ZHA5N       20140101000665100000005000 0500000090000013   
0601ZHA5N       20140101000670100000005000 0500000090000013   
0601ZHA5N       20140101000675100000005000 0500000120000018   
0601ZHA5N       20140101000680100000005000 0500000130000019   
0601ZHA5N       20140101000685100000005000 0500000150000022   
0601ZHA5N       20140101000690100000005000 0500000170000025   
0601ZHA5N       20140101000695100000005000 0500000190000027   
0601ZHA5N       20140101000700100000005000 0500000210000030   
0601ZHA5N       20140101000705100000005000 0500000230000033   
0601ZHA5N       20140101000710100000005000 0500000250000035   
0601ZHA5N       20140101000715100000005000 0500000270000038   
0601ZHA5N       20140101000720100000005000 0500000290000040   
0601ZHA5N       20140101000725100000005000 0500000310000043   
0601ZHA5N       20140101000730100000005000 0500000340000046   
0601ZHA5N       20140101000735100000005000 0500000360000049   
0601ZHA5N       20140101000740100000005000 0500000390000053   
0601ZHA5N       20140101000745100000005000 0500000420000056   
0601ZHA5N       20140101000750100000005000 0500000450000060   
0601ZHA5N       20140101000755100000005000 0500000470000062   
0601ZHA5N       20140101000760100000005000 0500000500000066   
0601ZHA5N       20140101000765100000005000 0500000530000069   
0601ZHA5N       20140101000770100000005000 0500000560000072   
0601ZHA5N       20140101000775100000005000 0500000580000075   
0601ZHA5N       20140101000780100000005000 0500000620000079   
0601ZHA5N       20140101000785100000005000 0500000660000084   
0601ZHA5N       20140101000790100000005000 0500000690000087   
0601ZHA5N       20140101000795100000005000 0500000730000092   
0601ZHA5N       20140101000800100000005000 0500000760000095   
0601ZHA5N       20140101000805100000005000 0500000800000099   
0601ZHA5N       20140101000810100000005000 0500000830000102   
0601ZHA5N       20140101000815100000005000 0500000870000106   
0601ZHA5N       20140101000820100000005000 0500000900000109   
0601ZHA5N       20140101000825100000005000 0500000950000115   
0601ZHA5N       20140101000830100000005000 0500000990000119   
0601ZHA5N       20140101000835100000005000 0500001030000123   
0601ZHA5N       20140101000840100000005000 0500001070000127   
0601ZHA5N       20140101000845100000005000 0500001120000132   
0601ZHA5N       20140101000850100000005000 0500001160000136   
0601ZHA5N       20140101000855100000005000 0500001200000140   
0601ZHA5N       20140101000860100000005000 0500001240000144   
0601ZHA5N       20140101000865100000005000 0500001300000150   
0601ZHA5N       20140101000870100000005000 0500001340000154   
0601ZHA5N       20140101000875100000005000 0500001400000160   
0601ZHA5N       20140101000880100000005000 0500001460000165   
0601ZHA5N       20140101000885100000005000 0500001500000169   
0601ZHA5N       20140101000890100000005000 0500001560000175   
0601ZHA5N       20140101000895100000005000 0500001600000178   
0601ZHA5N       20140101000900100000005000 0500001660000184   
0601ZHA5N       20140101000905100000005000 0500001700000187   
0601ZHA5N       20140101000910100000005000 0500001760000193   
0601ZHA5N       20140101000915100000005000 0500001800000196   
0601ZHA5N       20140101000920100000005000 0500001860000202   
0601ZHA5N       20140101000925100000005000 0500001900000205   
0601ZHA5N       20140101000930100000005000 0500001960000210   
0601ZHA5N       20140101000935100000005000 0500002010000214   
0601ZHA5N       20140101000940100000005000 0500002060000219   
0601ZHA5N       20140101000945100000005000 0500002110000223   
0601ZHA5N       20140101000950100000005000 0500002160000227   
0601ZHA5N       20140101000955100000005000 0500002210000231   
0601ZHA5N       20140101000960100000005000 0500002260000235   
0601ZHA5N       20140101000965100000005000 0500002310000239   
0601ZHA5N       20140101000970100000005000 0500002380000245   
0601ZHA5N       20140101000975100000005000 0500002440000250   
0601ZHA5N       20140101000980100000005000 0500002500000254   
0601ZHA5N       20140101000985100000005000 0500002560000259   
0601ZHA5N       20140101000990100000005000 0500002620000264   
0601ZHA5N       20140101000995100000005000 0500002680000269   
0601ZHA5N       20140101001000100000005000 0500002740000273   
0601ZHA5N       20140101001005100000005000 0500002810000279   
0601ZHA5N       20140101001010100000005000 0500002880000284   
0601ZHA5N       20140101001015100000005000 0500002940000289   
0601ZHA5N       20140101001020100000005000 0500003010000294   
0601ZHA5N       20140101001025100000005000 0500003070000299   
0601ZHA5N       20140101001030100000005000 0500003140000304   
0601ZHA5N       20140101001035100000005000 0500003200000308   
0601ZHA5N       20140101001040100000005000 0500003270000314   
0601ZHA5N       20140101001045100000005000 0500003340000319   
0601ZHA5N       20140101001050100000005000 0500003410000324   
0601ZHA5N       20140101001055100000005000 0500003470000328   
0601ZHA5N       20140101001060100000005000 0500003540000333   
0601ZHA5N       20140101001065100000005000 0500003610000338   
0601ZHA5N       20140101001070100000005000 0500003680000343   
0601ZHA5N       20140101001075100000005000 0500003760000349   
0601ZHA5N       20140101001080100000005000 0500003830000354   
0601ZHA5N       20140101001085100000005000 0500003900000359   
0601ZHA5N       20140101001090100000005000 0500003990000365   
0601ZHA5N       20140101001095100000005000 0500004060000370   
0601ZHA5N       20140101001100100000005000 0500004140000376   
0601ZHA5N       20140101001105100000005000 0500004210000380   
0601ZHA5N       20140101001110100000005000 0500004300000387   
0601ZHA5N       20140101001115100000005000 0500004370000391   
0601ZHA5N       20140101001120100000005000 0500004440000396   
0601ZHA5N       20140101001125100000005000 0500004520000401   
0601ZHA5N       20140101001130100000005000 0500004610000407   
0601ZHA5N       20140101001135100000005000 0500004700000413   
0601ZHA5N       20140101001140100000005000 0500004790000419   
0601ZHA5N       20140101001145100000005000 0500004870000424   
0601ZHA5N       20140101001150100000005000 0500004970000431   
0601ZHA5N       20140101001155100000005000 0500005060000437   
0601ZHA5N       20140101001160100000005000 0500005150000443   
0601ZHA5N       20140101001165100000005000 0500005230000448   
0601ZHA5N       20140101001170100000005000 0500005340000455   
0601ZHA5N       20140101001175100000005000 0500005420000460   
0601ZHA5N       20140101001180100000005000 0500005510000466   
0601ZHA5N       20140101001185100000005000 0500005600000472   
0601ZHA5N       20140101001190100000005000 0500005710000479   
0601ZHA5N       20140101001195100000005000 0500005810000485   
0601ZHA5N       20140101001200100000005000 0500005910000491   
0601ZHA5N       20140101001205100000005000 0500006010000498   
0601ZHA5N       20140101001210100000005000 0500006120000505   
0601ZHA5N       20140101001215100000005000 0500006220000511   
0601ZHA5N       20140101001220100000005000 0500006320000517   
0601ZHA5N       20140101001225100000005000 0500006410000522   
0601ZHA5N       20140101001230100000005000 0500006520000529   
0601ZHA5N       20140101001235100000005000 0500006630000536   
0601ZHA5N       20140101001240100000005000 0500006730000542   
0601ZHA5N       20140101001245100000005000 0500006830000547   
0601ZHA5N       20140101001250100000005000 0500006930000553   
0601ZHA5N       20140101001255100000005000 0500007040000560   
0601ZHA5N       20140101001260100000005000 0500007140000566   
0601ZHA5N       20140101001265100000005000 0500007240000571   
0601ZHA5N       20140101001270100000005000 0500007330000576   
0601ZHA5N       20140101001275100000005000 0500007450000583   
0601ZHA5N       20140101001280100000005000 0500007550000589   
0601ZHA5N       20140101001285100000005000 0500007650000594   
0601ZHA5N       20140101001290100000005000 0500007750000600   
0601ZHA5N       20140101001295100000005000 0500007860000606   
0601ZHA5N       20140101001300100000005000 0500007960000611   
0601ZHA5N       20140101001305100000005000 0500008060000616   
0601ZHA5N       20140101001310100000005000 0500008160000622   
0601ZHA5N       20140101001315100000005000 0500008270000628   
0601ZHA5N       20140101001320100000005000 0500008370000633   
0601ZHA5N       20140101001325100000005000 0500008470000638   
0601ZHA5N       20140101001330100000005000 0500008570000643   
0601ZHA5N       20140101001335100000005000 0500008680000649   
0601ZHA5N       20140101001340100000005000 0500008780000654   
0601ZHA5N       20140101001345100000005000 0500008880000659   
0601ZHA5N       20140101001350100000005000 0500008980000664   
0601ZHA5N       20140101001355100000005000 0500009090000670   
0601ZHA5N       20140101001360100000005000 0500009210000676   
0601ZHA5N       20140101001365100000005000 0500009320000682   
0601ZHA5N       20140101001370100000005000 0500009430000687   
0601ZHA5N       20140101001375100000005000 0500009540000693   
0601ZHA5N       20140101001380100000005000 0500009660000699   
0601ZHA5N       20140101001385100000005000 0500009770000704   
0601ZHA5N       20140101001390100000005000 0500009880000710   
0601ZHA5N       20140101001395100000005000 0500009990000715   
0601ZHA5N       20140101001400100000005000 0500010110000721   
0601ZHA5N       20140101001405100000005000 0500010210000725   
0601ZHA5N       20140101001410100000005000 0500010330000731   
0601ZHA5N       20140101001415100000005000 0500010430000736   
0601ZHA5N       20140101001420100000005000 0500010560000742   
0601ZHA5N       20140101001425100000005000 0500010680000748   
0601ZHA5N       20140101001430100000005000 0500010790000753   
0601ZHA5N       20140101001435100000005000 0500010910000759   
0601ZHA5N       20140101001440100000005000 0500011050000766   
0601ZHA5N       20140101001445100000005000 0500011160000771   
0601ZHA5N       20140101001450100000005000 0500011280000777   
0601ZHA5N       20140101001455100000005000 0500011400000782   
0601ZHA5N       20140101001460100000005000 0500011530000788   
0601ZHA5N       20140101001465100000005000 0500011650000794   
0601ZHA5N       20140101001470100000005000 0500011770000799   
0601ZHA5N       20140101001475100000005000 0500011880000804   
0601ZHA5N       20140101001480100000005000 0500012020000811   
0601ZHA5N       20140101001485100000005000 0500012140000816   
0601ZHA5N       20140101001490100000005000 0500012250000821   
0601ZHA5N       20140101001495100000005000 0500012370000826   
0601ZHA5N       20140101001500100000005000 0500012490000831   
0601ZHA5N       20140101001505100000005000 0500012620000837   
0601ZHA5N       20140101001510100000005000 0500012740000842   
0601ZHA5N       20140101001515100000005000 0500012860000847   
0601ZHA5N       20140101001520100000005000 0500012970000852   
0601ZHA5N       20140101001525100000005000 0500013110000858   
0601ZHA5N       20140101001530100000005000 0500013230000863   
0601ZHA5N       20140101001535100000005000 0500013340000868   
0601ZHA5N       20140101001540100000005000 0500013460000873   
0601ZHA5N       20140101001545100000005000 0500013600000879   
0601ZHA5N       20140101001550100000005000 0500013710000883   
0601ZHA5N       20140101001555100000005000 0500013830000888   
0601ZHA5N       20140101001560100000005000 0500013940000892   
0601ZHA5N       20140101001565100000005000 0500014080000898   
0601ZHA5N       20140101001570100000005000 0500014200000903   
0601ZHA5N       20140101001575100000005000 0500014310000907   
0601ZHA5N       20140101001580100000005000 0500014430000912   
0601ZHA5N       20140101001585100000005000 0500014570000918   
0601ZHA5N       20140101001590100000005000 0500014680000922   
0601ZHA5N       20140101001595100000005000 0500014800000926   
0601ZHA5N       20140101001600100000200000 0500000000001018   
0601ZHA5N       20140101001800100000200000 0500000000001205   
0601ZHA5N       20140101002000100000500000 0500000000001489   
0601ZHA5N       20140101002500100000500000 0500000000001817   
0601ZHA5N       20140101003000100000500000 0500000000002065   
0601ZHA5N       20140101003500100000500000 0500000000002263   
0601ZHA5N       20140101004000100000500000 0500000000002415   
0601ZHA5N       20140101004500100000500000 0500000000002535   
0601ZHA5N       20140101005000100005000000 0500000000002907   
0601ZHA5N       20140101010000100005000000 0500000000003031   
0601ZHA6N       20140101000000100000080000 0600000020000026   
0601ZHA6N       20140101000080100000005000 0600000020000024   
0601ZHA6N       20140101000085100000005000 0600000020000023   
0601ZHA6N       20140101000090100000005000 0600000020000022   
0601ZHA6N       20140101000095100000005000 0600000020000021   
0601ZHA6N       20140101000100100000005000 0600000020000020   
0601ZHA6N       20140101000105100000005000 0600000020000019   
0601ZHA6N       20140101000110100000005000 0600000020000018   
0601ZHA6N       20140101000115100000005000 0600000020000017   
0601ZHA6N       20140101000120100000005000 0600000020000016   
0601ZHA6N       20140101000125100000005000 0600000020000016   
0601ZHA6N       20140101000130100000005000 0600000020000015   
0601ZHA6N       20140101000135100000005000 0600000020000015   
0601ZHA6N       20140101000140100000005000 0600000020000014   
0601ZHA6N       20140101000145100000005000 0600000020000014   
0601ZHA6N       20140101000150100000005000 0600000020000013   
0601ZHA6N       20140101000155100000005000 0600000020000013   
0601ZHA6N       20140101000160100000005000 0600000020000012   
0601ZHA6N       20140101000165100000005000 0600000020000012   
0601ZHA6N       20140101000170100000005000 0600000020000012   
0601ZHA6N       20140101000175100000005000 0600000020000011   
0601ZHA6N       20140101000180100000005000 0600000020000011   
0601ZHA6N       20140101000185100000005000 0600000020000011   
0601ZHA6N       20140101000190100000005000 0600000020000010   
0601ZHA6N       20140101000195100000005000 0600000020000010   
0601ZHA6N       20140101000200100000005000 0600000020000010   
0601ZHA6N       20140101000205100000005000 0600000020000010   
0601ZHA6N       20140101000210100000005000 0600000020000009   
0601ZHA6N       20140101000215100000005000 0600000020000009   
0601ZHA6N       20140101000220100000005000 0600000020000009   
0601ZHA6N       20140101000225100000005000 0600000020000009   
0601ZHA6N       20140101000230100000005000 0600000020000009   
0601ZHA6N       20140101000235100000005000 0600000020000008   
0601ZHA6N       20140101000240100000005000 0600000020000008   
0601ZHA6N       20140101000245100000005000 0600000020000008   
0601ZHA6N       20140101000250100000005000 0600000020000008   
0601ZHA6N       20140101000255100000005000 0600000020000008   
0601ZHA6N       20140101000260100000005000 0600000020000008   
0601ZHA6N       20140101000265100000005000 0600000020000007   
0601ZHA6N       20140101000270100000005000 0600000020000007   
0601ZHA6N       20140101000275100000005000 0600000020000007   
0601ZHA6N       20140101000280100000005000 0600000020000007   
0601ZHA6N       20140101000285100000005000 0600000020000007   
0601ZHA6N       20140101000290100000005000 0600000020000007   
0601ZHA6N       20140101000295100000005000 0600000020000007   
0601ZHA6N       20140101000300100000005000 0600000020000007   
0601ZHA6N       20140101000305100000005000 0600000020000007   
0601ZHA6N       20140101000310100000005000 0600000020000006   
0601ZHA6N       20140101000315100000005000 0600000020000006   
0601ZHA6N       20140101000320100000005000 0600000020000006   
0601ZHA6N       20140101000325100000005000 0600000020000006   
0601ZHA6N       20140101000330100000005000 0600000020000006   
0601ZHA6N       20140101000335100000005000 0600000020000006   
0601ZHA6N       20140101000340100000005000 0600000020000006   
0601ZHA6N       20140101000345100000005000 0600000020000006   
0601ZHA6N       20140101000350100000005000 0600000020000006   
0601ZHA6N       20140101000355100000005000 0600000020000006   
0601ZHA6N       20140101000360100000005000 0600000020000006   
0601ZHA6N       20140101000365100000005000 0600000020000005   
0601ZHA6N       20140101000370100000005000 0600000020000005   
0601ZHA6N       20140101000375100000005000 0600000020000005   
0601ZHA6N       20140101000380100000005000 0600000020000005   
0601ZHA6N       20140101000385100000005000 0600000020000005   
0601ZHA6N       20140101000390100000005000 0600000020000005   
0601ZHA6N       20140101000395100000005000 0600000020000005   
0601ZHA6N       20140101000400100000005000 0600000020000005   
0601ZHA6N       20140101000405100000005000 0600000020000005   
0601ZHA6N       20140101000410100000005000 0600000020000005   
0601ZHA6N       20140101000415100000005000 0600000020000005   
0601ZHA6N       20140101000420100000005000 0600000020000005   
0601ZHA6N       20140101000425100000005000 0600000020000005   
0601ZHA6N       20140101000430100000005000 0600000020000005   
0601ZHA6N       20140101000435100000005000 0600000020000005   
0601ZHA6N       20140101000440100000005000 0600000020000005   
0601ZHA6N       20140101000445100000005000 0600000020000004   
0601ZHA6N       20140101000450100000005000 0600000020000004   
0601ZHA6N       20140101000455100000005000 0600000020000004   
0601ZHA6N       20140101000460100000005000 0600000020000004   
0601ZHA6N       20140101000465100000005000 0600000020000004   
0601ZHA6N       20140101000470100000005000 0600000020000004   
0601ZHA6N       20140101000475100000005000 0600000020000004   
0601ZHA6N       20140101000480100000005000 0600000020000004   
0601ZHA6N       20140101000485100000005000 0600000020000004   
0601ZHA6N       20140101000490100000005000 0600000020000004   
0601ZHA6N       20140101000495100000005000 0600000020000004   
0601ZHA6N       20140101000500100000005000 0600000020000004   
0601ZHA6N       20140101000505100000005000 0600000020000004   
0601ZHA6N       20140101000510100000005000 0600000020000004   
0601ZHA6N       20140101000515100000005000 0600000020000004   
0601ZHA6N       20140101000520100000005000 0600000020000004   
0601ZHA6N       20140101000525100000005000 0600000020000004   
0601ZHA6N       20140101000530100000005000 0600000020000004   
0601ZHA6N       20140101000535100000005000 0600000020000004   
0601ZHA6N       20140101000540100000005000 0600000020000004   
0601ZHA6N       20140101000545100000005000 0600000020000004   
0601ZHA6N       20140101000550100000005000 0600000020000004   
0601ZHA6N       20140101000555100000005000 0600000020000004   
0601ZHA6N       20140101000560100000005000 0600000020000004   
0601ZHA6N       20140101000565100000005000 0600000020000004   
0601ZHA6N       20140101000570100000005000 0600000020000003   
0601ZHA6N       20140101000575100000005000 0600000020000003   
0601ZHA6N       20140101000580100000005000 0600000020000003   
0601ZHA6N       20140101000585100000005000 0600000020000003   
0601ZHA6N       20140101000590100000005000 0600000020000003   
0601ZHA6N       20140101000595100000005000 0600000020000003   
0601ZHA6N       20140101000600100000005000 0600000020000003   
0601ZHA6N       20140101000605100000005000 0600000020000003   
0601ZHA6N       20140101000610100000005000 0600000020000003   
0601ZHA6N       20140101000615100000005000 0600000020000003   
0601ZHA6N       20140101000620100000005000 0600000020000003   
0601ZHA6N       20140101000625100000005000 0600000020000003   
0601ZHA6N       20140101000630100000005000 0600000020000003   
0601ZHA6N       20140101000635100000005000 0600000020000003   
0601ZHA6N       20140101000640100000005000 0600000020000003   
0601ZHA6N       20140101000645100000005000 0600000020000003   
0601ZHA6N       20140101000650100000005000 0600000020000003   
0601ZHA6N       20140101000655100000005000 0600000020000003   
0601ZHA6N       20140101000660100000005000 0600000040000006   
0601ZHA6N       20140101000665100000005000 0600000050000007   
0601ZHA6N       20140101000670100000005000 0600000050000007   
0601ZHA6N       20140101000675100000005000 0600000050000007   
0601ZHA6N       20140101000680100000005000 0600000050000007   
0601ZHA6N       20140101000685100000005000 0600000060000009   
0601ZHA6N       20140101000690100000005000 0600000060000009   
0601ZHA6N       20140101000695100000005000 0600000060000009   
0601ZHA6N       20140101000700100000005000 0600000070000010   
0601ZHA6N       20140101000705100000005000 0600000070000010   
0601ZHA6N       20140101000710100000005000 0600000070000010   
0601ZHA6N       20140101000715100000005000 0600000080000011   
0601ZHA6N       20140101000720100000005000 0600000080000011   
0601ZHA6N       20140101000725100000005000 0600000080000011   
0601ZHA6N       20140101000730100000005000 0600000090000012   
0601ZHA6N       20140101000735100000005000 0600000090000012   
0601ZHA6N       20140101000740100000005000 0600000090000012   
0601ZHA6N       20140101000745100000005000 0600000100000013   
0601ZHA6N       20140101000750100000005000 0600000100000013   
0601ZHA6N       20140101000755100000005000 0600000100000013   
0601ZHA6N       20140101000760100000005000 0600000110000014   
0601ZHA6N       20140101000765100000005000 0600000110000014   
0601ZHA6N       20140101000770100000005000 0600000110000014   
0601ZHA6N       20140101000775100000005000 0600000120000015   
0601ZHA6N       20140101000780100000005000 0600000120000015   
0601ZHA6N       20140101000785100000005000 0600000130000017   
0601ZHA6N       20140101000790100000005000 0600000150000019   
0601ZHA6N       20140101000795100000005000 0600000170000021   
0601ZHA6N       20140101000800100000005000 0600000190000024   
0601ZHA6N       20140101000805100000005000 0600000210000026   
0601ZHA6N       20140101000810100000005000 0600000220000027   
0601ZHA6N       20140101000815100000005000 0600000250000031   
0601ZHA6N       20140101000820100000005000 0600000260000032   
0601ZHA6N       20140101000825100000005000 0600000280000034   
0601ZHA6N       20140101000830100000005000 0600000300000036   
0601ZHA6N       20140101000835100000005000 0600000320000038   
0601ZHA6N       20140101000840100000005000 0600000350000042   
0601ZHA6N       20140101000845100000005000 0600000380000045   
0601ZHA6N       20140101000850100000005000 0600000400000047   
0601ZHA6N       20140101000855100000005000 0600000430000050   
0601ZHA6N       20140101000860100000005000 0600000460000053   
0601ZHA6N       20140101000865100000005000 0600000490000056   
0601ZHA6N       20140101000870100000005000 0600000510000058   
0601ZHA6N       20140101000875100000005000 0600000540000062   
0601ZHA6N       20140101000880100000005000 0600000570000065   
0601ZHA6N       20140101000885100000005000 0600000600000068   
0601ZHA6N       20140101000890100000005000 0600000630000071   
0601ZHA6N       20140101000895100000005000 0600000670000075   
0601ZHA6N       20140101000900100000005000 0600000710000079   
0601ZHA6N       20140101000905100000005000 0600000750000083   
0601ZHA6N       20140101000910100000005000 0600000800000088   
0601ZHA6N       20140101000915100000005000 0600000830000090   
0601ZHA6N       20140101000920100000005000 0600000880000095   
0601ZHA6N       20140101000925100000005000 0600000920000099   
0601ZHA6N       20140101000930100000005000 0600000970000104   
0601ZHA6N       20140101000935100000005000 0600001000000107   
0601ZHA6N       20140101000940100000005000 0600001050000111   
0601ZHA6N       20140101000945100000005000 0600001090000115   
0601ZHA6N       20140101000950100000005000 0600001140000120   
0601ZHA6N       20140101000955100000005000 0600001170000122   
0601ZHA6N       20140101000960100000005000 0600001220000127   
0601ZHA6N       20140101000965100000005000 0600001260000130   
0601ZHA6N       20140101000970100000005000 0600001310000135   
0601ZHA6N       20140101000975100000005000 0600001360000139   
0601ZHA6N       20140101000980100000005000 0600001400000142   
0601ZHA6N       20140101000985100000005000 0600001460000148   
0601ZHA6N       20140101000990100000005000 0600001500000151   
0601ZHA6N       20140101000995100000005000 0600001560000156   
0601ZHA6N       20140101001000100000005000 0600001610000161   
0601ZHA6N       20140101001005100000005000 0600001670000166   
0601ZHA6N       20140101001010100000005000 0600001720000170   
0601ZHA6N       20140101001015100000005000 0600001780000175   
0601ZHA6N       20140101001020100000005000 0600001830000179   
0601ZHA6N       20140101001025100000005000 0600001890000184   
0601ZHA6N       20140101001030100000005000 0600001940000188   
0601ZHA6N       20140101001035100000005000 0600002000000193   
0601ZHA6N       20140101001040100000005000 0600002060000198   
0601ZHA6N       20140101001045100000005000 0600002120000202   
0601ZHA6N       20140101001050100000005000 0600002180000207   
0601ZHA6N       20140101001055100000005000 0600002230000211   
0601ZHA6N       20140101001060100000005000 0600002290000216   
0601ZHA6N       20140101001065100000005000 0600002350000220   
0601ZHA6N       20140101001070100000005000 0600002420000226   
0601ZHA6N       20140101001075100000005000 0600002490000231   
0601ZHA6N       20140101001080100000005000 0600002550000236   
0601ZHA6N       20140101001085100000005000 0600002620000241   
0601ZHA6N       20140101001090100000005000 0600002690000246   
0601ZHA6N       20140101001095100000005000 0600002760000251   
0601ZHA6N       20140101001100100000005000 0600002820000256   
0601ZHA6N       20140101001105100000005000 0600002890000261   
0601ZHA6N       20140101001110100000005000 0600002960000266   
0601ZHA6N       20140101001115100000005000 0600003030000271   
0601ZHA6N       20140101001120100000005000 0600003090000275   
0601ZHA6N       20140101001125100000005000 0600003160000280   
0601ZHA6N       20140101001130100000005000 0600003240000286   
0601ZHA6N       20140101001135100000005000 0600003300000290   
0601ZHA6N       20140101001140100000005000 0600003370000295   
0601ZHA6N       20140101001145100000005000 0600003430000299   
0601ZHA6N       20140101001150100000005000 0600003510000305   
0601ZHA6N       20140101001155100000005000 0600003570000308   
0601ZHA6N       20140101001160100000005000 0600003640000313   
0601ZHA6N       20140101001165100000005000 0600003700000317   
0601ZHA6N       20140101001170100000005000 0600003790000323   
0601ZHA6N       20140101001175100000005000 0600003860000328   
0601ZHA6N       20140101001180100000005000 0600003940000333   
0601ZHA6N       20140101001185100000005000 0600004010000338   
0601ZHA6N       20140101001190100000005000 0600004100000344   
0601ZHA6N       20140101001195100000005000 0600004170000348   
0601ZHA6N       20140101001200100000005000 0600004260000354   
0601ZHA6N       20140101001205100000005000 0600004350000360   
0601ZHA6N       20140101001210100000005000 0600004440000366   
0601ZHA6N       20140101001215100000005000 0600004530000372   
0601ZHA6N       20140101001220100000005000 0600004620000378   
0601ZHA6N       20140101001225100000005000 0600004710000384   
0601ZHA6N       20140101001230100000005000 0600004800000389   
0601ZHA6N       20140101001235100000005000 0600004890000395   
0601ZHA6N       20140101001240100000005000 0600004980000401   
