00LU               20141215                                                                                   
0601LUC6Y       20150101001860100000005000 0600028710001541   
0601LUC6Y       20150101001865100000005000 0600028870001546   
0601LUC6Y       20150101001870100000005000 0600029010001549   
0601LUC6Y       20150101001875100000005000 0600029150001553   
0601LUC6Y       20150101001880100000005000 0600029320001558   
0601LUC6Y       20150101001885100000005000 0600029460001561   
0601LUC6Y       20150101001890100000005000 0600029600001564   
0601LUC6Y       20150101001895100000005000 0600029770001569   
0601LUC6Y       20150101001900100000005000 0600029910001572   
0601LUC6Y       20150101001905100000005000 0600030050001575   
0601LUC6Y       20150101001910100000005000 0600030220001580   
0601LUC6Y       20150101001915100000005000 0600030360001583   
0601LUC6Y       20150101001920100000005000 0600030500001586   
0601LUC6Y       20150101001925100000005000 0600030670001591   
0601LUC6Y       20150101001930100000005000 0600030810001594   
0601LUC6Y       20150101001935100000005000 0600030950001597   
0601LUC6Y       20150101001940100000005000 0600031120001602   
0601LUC6Y       20150101001945100000005000 0600031260001605   
0601LUC6Y       20150101001950100000005000 0600031400001608   
0601LUC6Y       20150101001955100000005000 0600031570001613   
0601LUC6Y       20150101001960100000005000 0600031710001616   
0601LUC6Y       20150101001965100000005000 0600031850001619   
0601LUC6Y       20150101001970100000005000 0600032020001623   
0601LUC6Y       20150101001975100000005000 0600032160001626   
0601LUC6Y       20150101001980100000005000 0600032300001629   
0601LUC6Y       20150101001985100000005000 0600032470001634   
0601LUC6Y       20150101001990100000005000 0600032610001637   
0601LUC6Y       20150101001995100000005000 0600032750001640   
0601LUC6Y       20150101002000100000005000 0600032920001644   
0601LUC6Y       20150101002005100000005000 0600033060001647   
0601LUC6Y       20150101002010100000005000 0600033200001650   
0601LUC6Y       20150101002015100000005000 0600033370001654   
0601LUC6Y       20150101002020100000005000 0600033510001657   
0601LUC6Y       20150101002025100000005000 0600033650001660   
0601LUC6Y       20150101002030100000005000 0600033820001664   
0601LUC6Y       20150101002035100000005000 0600033960001667   
0601LUC6Y       20150101002040100000005000 0600034110001670   
0601LUC6Y       20150101002045100000005000 0600034270001674   
0601LUC6Y       20150101002050100000005000 0600034420001677   
0601LUC6Y       20150101002055100000005000 0600034560001680   
0601LUC6Y       20150101002060100000005000 0600034730001684   
0601LUC6Y       20150101002065100000005000 0600034870001687   
0601LUC6Y       20150101002070100000005000 0600035010001689   
0601LUC6Y       20150101002075100000005000 0600035180001693   
0601LUC6Y       20150101002080100000005000 0600035320001696   
0601LUC6Y       20150101002085100000005000 0600035460001699   
0601LUC6Y       20150101002090100000005000 0600035630001703   
0601LUC6Y       20150101002095100000005000 0600035770001705   
0601LUC6Y       20150101002100100000005000 0600035910001708   
0601LUC6Y       20150101002105100000005000 0600036080001712   
0601LUC6Y       20150101002110100000005000 0600036230001715   
0601LUC6Y       20150101002115100000005000 0600036370001718   
0601LUC6Y       20150101002120100000005000 0600036540001722   
0601LUC6Y       20150101002125100000005000 0600036680001724   
0601LUC6Y       20150101002130100000005000 0600036820001727   
0601LUC6Y       20150101002135100000005000 0600036990001731   
0601LUC6Y       20150101002140100000005000 0600037130001733   
0601LUC6Y       20150101002145100000005000 0600037270001736   
0601LUC6Y       20150101002150100000005000 0600037440001739   
0601LUC6Y       20150101002155100000005000 0600037590001742   
0601LUC6Y       20150101002160100000005000 0600037730001745   
0601LUC6Y       20150101002165100000005000 0600037900001749   
0601LUC6Y       20150101002170100000005000 0600038040001751   
0601LUC6Y       20150101002175100000005000 0600038180001753   
0601LUC6Y       20150101002180100000005000 0600038350001757   
0601LUC6Y       20150101002185100000005000 0600038490001760   
0601LUC6Y       20150101002190100000005000 0600038640001762   
0601LUC6Y       20150101002195100000005000 0600038810001766   
0601LUC6Y       20150101002200100000005000 0600038950001768   
0601LUC6Y       20150101002205100000005000 0600039090001771   
0601LUC6Y       20150101002210100000005000 0600039260001774   
0601LUC6Y       20150101002215100000005000 0600039400001777   
0601LUC6Y       20150101002220100000005000 0600039540001779   
0601LUC6Y       20150101002225100000005000 0600039710001783   
0601LUC6Y       20150101002230100000005000 0600039860001785   
0601LUC6Y       20150101002235100000005000 0600040000001788   
0601LUC6Y       20150101002240100000005000 0600040170001791   
0601LUC6Y       20150101002245100000005000 0600040310001794   
0601LUC6Y       20150101002250100000005000 0600040450001796   
0601LUC6Y       20150101002255100000005000 0600040620001799   
0601LUC6Y       20150101002260100000005000 0600040770001802   
0601LUC6Y       20150101002265100000005000 0600040910001804   
0601LUC6Y       20150101002270100000005000 0600041060001807   
0601LUC6Y       20150101002275100000005000 0600041220001810   
0601LUC6Y       20150101002280100000005000 0600041360001812   
0601LUC6Y       20150101002285100000005000 0600041520001815   
0601LUC6Y       20150101002290100000005000 0600041680001818   
0601LUC6Y       20150101002295100000005000 0600041820001820   
0601LUC6Y       20150101002300100000005000 0600041980001823   
0601LUC6Y       20150101002305100000005000 0600042130001826   
0601LUC6Y       20150101002310100000005000 0600042280001828   
0601LUC6Y       20150101002315100000005000 0600042430001831   
0601LUC6Y       20150101002320100000005000 0600042590001834   
0601LUC6Y       20150101002325100000005000 0600042730001836   
0601LUC6Y       20150101002330100000005000 0600042890001839   
0601LUC6Y       20150101002335100000005000 0600043040001841   
0601LUC6Y       20150101002340100000005000 0600043190001844   
0601LUC6Y       20150101002345100000005000 0600043340001846   
0601LUC6Y       20150101002350100000005000 0600043500001849   
0601LUC6Y       20150101002355100000005000 0600043640001851   
0601LUC6Y       20150101002360100000005000 0600043800001854   
0601LUC6Y       20150101002365100000005000 0600043960001857   
0601LUC6Y       20150101002370100000005000 0600044100001859   
0601LUC6Y       20150101002375100000005000 0600044240001861   
0601LUC6Y       20150101002380100000005000 0600044410001864   
0601LUC6Y       20150101002385100000005000 0600044560001866   
0601LUC6Y       20150101002390100000005000 0600044700001868   
0601LUC6Y       20150101002395100000005000 0600044870001872   
0601LUC6Y       20150101002400100000005000 0600045010001873   
0601LUC6Y       20150101002405100000005000 0600045160001876   
0601LUC6Y       20150101002410100000005000 0600045330001879   
0601LUC6Y       20150101002415100000005000 0600045470001881   
0601LUC6Y       20150101002420100000005000 0600045610001883   
0601LUC6Y       20150101002425100000005000 0600045780001886   
0601LUC6Y       20150101002430100000005000 0600045930001888   
0601LUC6Y       20150101002435100000005000 0600046070001890   
0601LUC6Y       20150101002440100000005000 0600046240001893   
0601LUC6Y       20150101002445100000005000 0600046380001895   
0601LUC6Y       20150101002450100000005000 0600046530001897   
0601LUC6Y       20150101002455100000005000 0600046700001900   
0601LUC6Y       20150101002460100000005000 0600046840001902   
0601LUC6Y       20150101002465100000005000 0600046980001904   
0601LUC6Y       20150101002470100000005000 0600047160001907   
0601LUC6Y       20150101002475100000005000 0600047300001909   
0601LUC6Y       20150101002480100000005000 0600047440001911   
0601LUC6Y       20150101002485100000005000 0600047610001914   
0601LUC6Y       20150101002490100000005000 0600047760001916   
0601LUC6Y       20150101002495100000005000 0600047900001918   
0601LUC6Y       20150101002500100000005000 0600048070001921   
0601LUC6Y       20150101002505100000005000 0600048210001923   
0601LUC6Y       20150101002510100000005000 0600048360001925   
0601LUC6Y       20150101002515100000005000 0600048530001928   
0601LUC6Y       20150101002520100000005000 0600048670001929   
0601LUC6Y       20150101002525100000005000 0600048810001931   
0601LUC6Y       20150101002530100000005000 0600048990001934   
0601LUC6Y       20150101002535100000005000 0600049130001936   
0601LUC6Y       20150101002540100000005000 0600049270001938   
0601LUC6Y       20150101002545100000005000 0600049440001941   
0601LUC6Y       20150101002550100000005000 0600049590001943   
0601LUC6Y       20150101002555100000005000 0600049730001944   
0601LUC6Y       20150101002560100000005000 0600049900001947   
0601LUC6Y       20150101002565100000005000 0600050050001949   
0601LUC6Y       20150101002570100000005000 0600050190001951   
0601LUC6Y       20150101002575100000005000 0600050360001954   
0601LUC6Y       20150101002580100000005000 0600050500001955   
0601LUC6Y       20150101002585100000005000 0600050650001957   
0601LUC6Y       20150101002590100000005000 0600050820001960   
0601LUC6Y       20150101002595100000005000 0600050960001962   
0601LUC6Y       20150101002600100000005000 0600051110001964   
0601LUC6Y       20150101002605100000005000 0600051280001967   
0601LUC6Y       20150101002610100000005000 0600051420001968   
0601LUC6Y       20150101002615100000005000 0600051570001970   
0601LUC6Y       20150101002620100000005000 0600051740001973   
0601LUC6Y       20150101002625100000005000 0600051880001975   
0601LUC6Y       20150101002630100000005000 0600052020001976   
0601LUC6Y       20150101002635100000005000 0600052200001979   
0601LUC6Y       20150101002640100000005000 0600052340001981   
0601LUC6Y       20150101002645100000005000 0600052480001982   
0601LUC6Y       20150101002650100000005000 0600052650001985   
0601LUC6Y       20150101002655100000005000 0600052800001987   
0601LUC6Y       20150101002660100000005000 0600052940001988   
0601LUC6Y       20150101002665100000005000 0600053110001991   
0601LUC6Y       20150101002670100000005000 0600053260001993   
0601LUC6Y       20150101002675100000005000 0600053400001994   
0601LUC6Y       20150101002680100000005000 0600053570001997   
0601LUC6Y       20150101002685100000005000 0600053720001999   
0601LUC6Y       20150101002690100000005000 0600053860002000   
0601LUC6Y       20150101002695100000005000 0600054030002003   
0601LUC6Y       20150101002700100000005000 0600054180002005   
0601LUC6Y       20150101002705100000005000 0600054320002006   
0601LUC6Y       20150101002710100000005000 0600054490002009   
0601LUC6Y       20150101002715100000005000 0600054640002011   
0601LUC6Y       20150101002720100000005000 0600054780002012   
0601LUC6Y       20150101002725100000005000 0600054950002015   
0601LUC6Y       20150101002730100000005000 0600055100002016   
0601LUC6Y       20150101002735100000005000 0600055240002018   
0601LUC6Y       20150101002740100000005000 0600055410002020   
0601LUC6Y       20150101002745100000005000 0600055550002022   
0601LUC6Y       20150101002750100000005000 0600055700002024   
0601LUC6Y       20150101002755100000005000 0600055870002026   
0601LUC6Y       20150101002760100000005000 0600056010002028   
0601LUC6Y       20150101002765100000005000 0600056160002029   
0601LUC6Y       20150101002770100000005000 0600056330002032   
0601LUC6Y       20150101002775100000005000 0600056470002033   
0601LUC6Y       20150101002780100000005000 0600056620002035   
0601LUC6Y       20150101002785100000005000 0600056790002037   
0601LUC6Y       20150101002790100000005000 0600056930002039   
0601LUC6Y       20150101002795100000005000 0600057080002040   
0601LUC6Y       20150101002800100000005000 0600057250002043   
0601LUC6Y       20150101002805100000005000 0600057390002044   
0601LUC6Y       20150101002810100000005000 0600057540002046   
0601LUC6Y       20150101002815100000005000 0600057710002048   
0601LUC6Y       20150101002820100000005000 0600057850002050   
0601LUC6Y       20150101002825100000005000 0600058000002051   
0601LUC6Y       20150101002830100000005000 0600058170002054   
0601LUC6Y       20150101002835100000005000 0600058320002055   
0601LUC6Y       20150101002840100000005000 0600058460002057   
0601LUC6Y       20150101002845100000005000 0600058630002059   
0601LUC6Y       20150101002850100000005000 0600058780002061   
0601LUC6Y       20150101002855100000005000 0600058920002062   
0601LUC6Y       20150101002860100000005000 0600059090002064   
0601LUC6Y       20150101002865100000005000 0600059240002066   
0601LUC6Y       20150101002870100000005000 0600059380002067   
0601LUC6Y       20150101002875100000005000 0600059550002070   
0601LUC6Y       20150101002880100000005000 0600059700002071   
0601LUC6Y       20150101002885100000005000 0600059840002072   
0601LUC6Y       20150101002890100000005000 0600060010002075   
0601LUC6Y       20150101002895100000005000 0600060160002076   
0601LUC6Y       20150101002900100000005000 0600060300002078   
0601LUC6Y       20150101002905100000005000 0600060470002080   
0601LUC6Y       20150101002910100000005000 0600060620002081   
0601LUC6Y       20150101002915100000005000 0600060760002083   
0601LUC6Y       20150101002920100000005000 0600060930002085   
0601LUC6Y       20150101002925100000005000 0600061080002086   
0601LUC6Y       20150101002930100000005000 0600061220002088   
0601LUC6Y       20150101002935100000005000 0600061400002090   
0601LUC6Y       20150101002940100000005000 0600061540002091   
0601LUC6Y       20150101002945100000005000 0600061680002093   
0601LUC6Y       20150101002950100000005000 0600061860002095   
0601LUC6Y       20150101002955100000005000 0600062000002096   
0601LUC6Y       20150101002960100000005000 0600062140002098   
0601LUC6Y       20150101002965100000005000 0600062320002100   
0601LUC6Y       20150101002970100000005000 0600062460002101   
0601LUC6Y       20150101002975100000005000 0600062610002103   
0601LUC6Y       20150101002980100000005000 0600062780002105   
0601LUC6Y       20150101002985100000005000 0600062920002106   
0601LUC6Y       20150101002990100000005000 0600063070002108   
0601LUC6Y       20150101002995100000005000 0600063220002109   
0601LUC6Y       20150101003000100000005000 0600063380002111   
0601LUC6Y       20150101003005100000005000 0600063530002112   
0601LUC6Y       20150101003010100000005000 0600063690002114   
0601LUC6Y       20150101003015100000005000 0600063850002116   
0601LUC6Y       20150101003020100000005000 0600063990002117   
0601LUC6Y       20150101003025100000005000 0600064150002119   
0601LUC6Y       20150101003030100000005000 0600064310002121   
0601LUC6Y       20150101003035100000005000 0600064450002122   
0601LUC6Y       20150101003040100000005000 0600064610002124   
0601LUC6Y       20150101003045100000005000 0600064770002125   
0601LUC6Y       20150101003050100000005000 0600064910002126   
0601LUC6Y       20150101003055100000005000 0600065070002128   
0601LUC6Y       20150101003060100000005000 0600065230002130   
0601LUC6Y       20150101003065100000005000 0600065370002131   
0601LUC6Y       20150101003070100000005000 0600065530002133   
0601LUC6Y       20150101003075100000005000 0600065690002135   
0601LUC6Y       20150101003080100000005000 0600065840002136   
0601LUC6Y       20150101003085100000005000 0600065980002137   
0601LUC6Y       20150101003090100000005000 0600066150002139   
0601LUC6Y       20150101003095100000005000 0600066300002140   
0601LUC6Y       20150101003100100000005000 0600066440002141   
0601LUC6Y       20150101003105100000005000 0600066610002144   
0601LUC6Y       20150101003110100000005000 0600066760002145   
0601LUC6Y       20150101003115100000005000 0600066900002146   
0601LUC6Y       20150101003120100000005000 0600067080002148   
0601LUC6Y       20150101003125100000005000 0600067220002149   
0601LUC6Y       20150101003130100000005000 0600067370002151   
0601LUC6Y       20150101003135100000005000 0600067540002153   
0601LUC6Y       20150101003140100000005000 0600067680002154   
0601LUC6Y       20150101003145100000005000 0600067830002155   
0601LUC6Y       20150101003150100000005000 0600068000002157   
0601LUC6Y       20150101003155100000005000 0600068140002158   
0601LUC6Y       20150101003160100000005000 0600068290002159   
0601LUC6Y       20150101003165100000005000 0600068460002161   
0601LUC6Y       20150101003170100000005000 0600068610002163   
0601LUC6Y       20150101003175100000005000 0600068750002164   
0601LUC6Y       20150101003180100000005000 0600068920002166   
0601LUC6Y       20150101003185100000005000 0600069070002167   
0601LUC6Y       20150101003190100000005000 0600069210002168   
0601LUC6Y       20150101003195100000005000 0600069390002170   
0601LUC6Y       20150101003200100000005000 0600069530002171   
0601LUC6Y       20150101003205100000005000 0600069680002172   
0601LUC6Y       20150101003210100000005000 0600069850002174   
0601LUC6Y       20150101003215100000005000 0600069990002175   
0601LUC6Y       20150101003220100000005000 0600070140002177   
0601LUC6Y       20150101003225100000005000 0600070310002178   
0601LUC6Y       20150101003230100000005000 0600070460002180   
0601LUC6Y       20150101003235100000005000 0600070600002181   
0601LUC6Y       20150101003240100000005000 0600070770002183   
0601LUC6Y       20150101003245100000005000 0600070920002184   
0601LUC6Y       20150101003250100000005000 0600071060002185   
0601LUC6Y       20150101003255100000005000 0600071240002187   
0601LUC6Y       20150101003260100000005000 0600071380002188   
0601LUC6Y       20150101003265100000005000 0600071530002189   
0601LUC6Y       20150101003270100000005000 0600071700002191   
0601LUC6Y       20150101003275100000005000 0600071840002192   
0601LUC6Y       20150101003280100000005000 0600071990002193   
0601LUC6Y       20150101003285100000005000 0600072160002195   
0601LUC6Y       20150101003290100000005000 0600072310002196   
0601LUC6Y       20150101003295100000005000 0600072450002197   
0601LUC6Y       20150101003300100000005000 0600072620002199   
0601LUC6Y       20150101003305100000005000 0600072770002200   
0601LUC6Y       20150101003310100000005000 0600072910002201   
0601LUC6Y       20150101003315100000005000 0600073090002203   
0601LUC6Y       20150101003320100000005000 0600073230002204   
0601LUC6Y       20150101003325100000005000 0600073380002205   
0601LUC6Y       20150101003330100000005000 0600073550002207   
0601LUC6Y       20150101003335100000005000 0600073690002208   
0601LUC6Y       20150101003340100000005000 0600073840002209   
0601LUC6Y       20150101003345100000005000 0600074010002211   
0601LUC6Y       20150101003350100000005000 0600074160002212   
0601LUC6Y       20150101003355100000005000 0600074300002213   
0601LUC6Y       20150101003360100000005000 0600074470002215   
0601LUC6Y       20150101003365100000005000 0600074620002216   
0601LUC6Y       20150101003370100000005000 0600074760002217   
0601LUC6Y       20150101003375100000005000 0600074940002219   
0601LUC6Y       20150101003380100000005000 0600075080002220   
0601LUC6Y       20150101003385100000005000 0600075230002221   
0601LUC6Y       20150101003390100000005000 0600075400002223   
0601LUC6Y       20150101003395100000005000 0600075540002223   
0601LUC6Y       20150101003400100000005000 0600075690002225   
0601LUC6Y       20150101003405100000005000 0600075860002226   
0601LUC6Y       20150101003410100000005000 0600076010002227   
0601LUC6Y       20150101003415100000005000 0600076150002228   
0601LUC6Y       20150101003420100000005000 0600076330002230   
0601LUC6Y       20150101003425100000005000 0600076470002231   
0601LUC6Y       20150101003430100000005000 0600076620002232   
0601LUC6Y       20150101003435100000005000 0600076790002234   
0601LUC6Y       20150101003440100000005000 0600076930002235   
0601LUC6Y       20150101003445100000005000 0600077080002236   
0601LUC6Y       20150101003450100000005000 0600077250002238   
0601LUC6Y       20150101003455100000005000 0600077400002239   
0601LUC6Y       20150101003460100000005000 0600077540002239   
0601LUC6Y       20150101003465100000005000 0600077720002241   
0601LUC6Y       20150101003470100000005000 0600077860002242   
0601LUC6Y       20150101003475100000005000 0600078010002243   
0601LUC6Y       20150101003480100000005000 0600078180002245   
0601LUC6Y       20150101003485100000005000 0600078320002246   
0601LUC6Y       20150101003490100000005000 0600078470002247   
0601LUC6Y       20150101003495100000005000 0600078640002248   
0601LUC6Y       20150101003500100000005000 0600078790002250   
0601LUC6Y       20150101003505100000005000 0600078930002250   
0601LUC6Y       20150101003510100000005000 0600079110002252   
0601LUC6Y       20150101003515100000005000 0600079250002253   
0601LUC6Y       20150101003520100000005000 0600079400002254   
0601LUC6Y       20150101003525100000005000 0600079570002256   
0601LUC6Y       20150101003530100000005000 0600079710002256   
0601LUC6Y       20150101003535100000005000 0600079860002258   
0601LUC6Y       20150101003540100000005000 0600080030002259   
0601LUC6Y       20150101003545100000005000 0600080180002260   
0601LUC6Y       20150101003550100000005000 0600080320002261   
0601LUC6Y       20150101003555100000005000 0600080500002263   
0601LUC6Y       20150101003560100000005000 0600080640002264   
0601LUC6Y       20150101003565100000005000 0600080790002265   
0601LUC6Y       20150101003570100000005000 0600080960002266   
0601LUC6Y       20150101003575100000005000 0600081100002267   
0601LUC6Y       20150101003580100000005000 0600081250002268   
0601LUC6Y       20150101003585100000005000 0600081420002270   
0601LUC6Y       20150101003590100000005000 0600081570002271   
0601LUC6Y       20150101003595100000005000 0600081710002271   
0601LUC6Y       20150101003600100000005000 0600081890002273   
0601LUC6Y       20150101003605100000005000 0600082030002274   
0601LUC6Y       20150101003610100000005000 0600082180002275   
0601LUC6Y       20150101003615100000005000 0600082350002276   
0601LUC6Y       20150101003620100000005000 0600082500002277   
0601LUC6Y       20150101003625100000005000 0600082640002278   
0601LUC6Y       20150101003630100000005000 0600082810002280   
0601LUC6Y       20150101003635100000005000 0600082960002281   
0601LUC6Y       20150101003640100000005000 0600083100002281   
0601LUC6Y       20150101003645100000005000 0600083280002283   
0601LUC6Y       20150101003650100000005000 0600083420002284   
0601LUC6Y       20150101003655100000005000 0600083570002285   
0601LUC6Y       20150101003660100000005000 0600083740002286   
0601LUC6Y       20150101003665100000005000 0600083890002287   
0601LUC6Y       20150101003670100000005000 0600084030002288   
0601LUC6Y       20150101003675100000005000 0600084200002290   
0601LUC6Y       20150101003680100000005000 0600084350002291   
0601LUC6Y       20150101003685100000005000 0600084500002292   
0601LUC6Y       20150101003690100000005000 0600084670002293   
0601LUC6Y       20150101003695100000005000 0600084810002294   
0601LUC6Y       20150101003700100000005000 0600084960002295   
0601LUC6Y       20150101003705100000005000 0600085120002296   
0601LUC6Y       20150101003710100000005000 0600085280002297   
0601LUC6Y       20150101003715100000005000 0600085420002298   
0601LUC6Y       20150101003720100000005000 0600085580002299   
0601LUC6Y       20150101003725100000005000 0600085740002300   
0601LUC6Y       20150101003730100000005000 0600085890002301   
0601LUC6Y       20150101003735100000005000 0600086040002302   
0601LUC6Y       20150101003740100000005000 0600086210002304   
0601LUC6Y       20150101003745100000005000 0600086350002304   
0601LUC6Y       20150101003750100000005000 0600086510002305   
0601LUC6Y       20150101003755100000005000 0600086670002307   
0601LUC6Y       20150101003760100000005000 0600086810002307   
0601LUC6Y       20150101003765100000005000 0600086970002308   
0601LUC6Y       20150101003770100000005000 0600087130002310   
0601LUC6Y       20150101003775100000005000 0600087280002311   
0601LUC6Y       20150101003780100000005000 0600087440002312   
0601LUC6Y       20150101003785100000005000 0600087600002313   
0601LUC6Y       20150101003790100000005000 0600087740002314   
0601LUC6Y       20150101003795100000005000 0600087890002314   
0601LUC6Y       20150101003800100000005000 0600088060002316   
0601LUC6Y       20150101003805100000005000 0600088210002317   
0601LUC6Y       20150101003810100000005000 0600088350002317   
0601LUC6Y       20150101003815100000005000 0600088530002319   
0601LUC6Y       20150101003820100000005000 0600088670002320   
0601LUC6Y       20150101003825100000005000 0600088820002321   
0601LUC6Y       20150101003830100000005000 0600088990002322   
0601LUC6Y       20150101003835100000005000 0600089140002323   
0601LUC6Y       20150101003840100000005000 0600089280002323   
0601LUC6Y       20150101003845100000005000 0600089450002325   
0601LUC6Y       20150101003850100000005000 0600089600002326   
0601LUC6Y       20150101003855100000005000 0600089750002327   
0601LUC6Y       20150101003860100000005000 0600089920002328   
0601LUC6Y       20150101003865100000005000 0600090060002329   
0601LUC6Y       20150101003870100000005000 0600090210002330   
0601LUC6Y       20150101003875100000005000 0600090380002331   
0601LUC6Y       20150101003880100000005000 0600090530002332   
0601LUC6Y       20150101003885100000005000 0600090670002332   
0601LUC6Y       20150101003890100000005000 0600090850002334   
0601LUC6Y       20150101003895100000005000 0600090990002335   
0601LUC6Y       20150101003900100000005000 0600091140002335   
0601LUC6Y       20150101003905100000005000 0600091310002337   
0601LUC6Y       20150101003910100000005000 0600091460002338   
0601LUC6Y       20150101003915100000005000 0600091600002338   
0601LUC6Y       20150101003920100000005000 0600091780002340   
0601LUC6Y       20150101003925100000005000 0600091920002340   
0601LUC6Y       20150101003930100000005000 0600092070002341   
0601LUC6Y       20150101003935100000005000 0600092240002343   
0601LUC6Y       20150101003940100000005000 0600092390002343   
0601LUC6Y       20150101003945100000005000 0600092530002344   
0601LUC6Y       20150101003950100000005000 0600092710002346   
0601LUC6Y       20150101003955100000005000 0600092850002346   
0601LUC6Y       20150101003960100000005000 0600093000002347   
0601LUC6Y       20150101003965100000005000 0600093170002348   
0601LUC6Y       20150101003970100000005000 0600093320002349   
0601LUC6Y       20150101003975100000005000 0600093460002350   
0601LUC6Y       20150101003980100000005000 0600093630002351   
0601LUC6Y       20150101003985100000005000 0600093780002352   
0601LUC6Y       20150101003990100000005000 0600093930002353   
0601LUC6Y       20150101003995100000005000 0600094100002354   
0601LUC6Y       20150101004000100002000000 0600000000002504   
0601LUC6Y       20150101006000100002000000 0600000000002677   
0601LUC6Y       20150101008000100002000000 0600000000002769   
0601LUC7Y       20150101000000100000120000 0700000040000033   
0601LUC7Y       20150101000120100000005000 0700000040000033   
0601LUC7Y       20150101000125100000005000 0700000040000031   
0601LUC7Y       20150101000130100000005000 0700000040000030   
0601LUC7Y       20150101000135100000005000 0700000040000029   
0601LUC7Y       20150101000140100000005000 0700000040000028   
0601LUC7Y       20150101000145100000005000 0700000040000027   
0601LUC7Y       20150101000150100000005000 0700000040000026   
0601LUC7Y       20150101000155100000005000 0700000040000025   
0601LUC7Y       20150101000160100000005000 0700000040000025   
0601LUC7Y       20150101000165100000005000 0700000040000024   
0601LUC7Y       20150101000170100000005000 0700000040000023   
0601LUC7Y       20150101000175100000005000 0700000040000023   
0601LUC7Y       20150101000180100000005000 0700000040000022   
0601LUC7Y       20150101000185100000005000 0700000040000021   
0601LUC7Y       20150101000190100000005000 0700000040000021   
0601LUC7Y       20150101000195100000005000 0700000040000020   
0601LUC7Y       20150101000200100000005000 0700000040000020   
0601LUC7Y       20150101000205100000005000 0700000040000019   
0601LUC7Y       20150101000210100000005000 0700000040000019   
0601LUC7Y       20150101000215100000005000 0700000040000018   
0601LUC7Y       20150101000220100000005000 0700000040000018   
0601LUC7Y       20150101000225100000005000 0700000040000018   
0601LUC7Y       20150101000230100000005000 0700000040000017   
0601LUC7Y       20150101000235100000005000 0700000040000017   
0601LUC7Y       20150101000240100000005000 0700000040000016   
0601LUC7Y       20150101000245100000005000 0700000040000016   
0601LUC7Y       20150101000250100000005000 0700000040000016   
0601LUC7Y       20150101000255100000005000 0700000040000016   
0601LUC7Y       20150101000260100000005000 0700000040000015   
0601LUC7Y       20150101000265100000005000 0700000040000015   
0601LUC7Y       20150101000270100000005000 0700000040000015   
0601LUC7Y       20150101000275100000005000 0700000040000014   
0601LUC7Y       20150101000280100000005000 0700000040000014   
0601LUC7Y       20150101000285100000005000 0700000040000014   
0601LUC7Y       20150101000290100000005000 0700000040000014   
0601LUC7Y       20150101000295100000005000 0700000040000013   
0601LUC7Y       20150101000300100000005000 0700000040000013   
0601LUC7Y       20150101000305100000005000 0700000040000013   
0601LUC7Y       20150101000310100000005000 0700000040000013   
0601LUC7Y       20150101000315100000005000 0700000040000013   
0601LUC7Y       20150101000320100000005000 0700000040000012   
0601LUC7Y       20150101000325100000005000 0700000040000012   
0601LUC7Y       20150101000330100000005000 0700000040000012   
0601LUC7Y       20150101000335100000005000 0700000040000012   
0601LUC7Y       20150101000340100000005000 0700000040000012   
0601LUC7Y       20150101000345100000005000 0700000040000012   
0601LUC7Y       20150101000350100000005000 0700000040000011   
0601LUC7Y       20150101000355100000005000 0700000040000011   
0601LUC7Y       20150101000360100000005000 0700000040000011   
0601LUC7Y       20150101000365100000005000 0700000040000011   
0601LUC7Y       20150101000370100000005000 0700000040000011   
0601LUC7Y       20150101000375100000005000 0700000040000011   
0601LUC7Y       20150101000380100000005000 0700000040000010   
0601LUC7Y       20150101000385100000005000 0700000040000010   
0601LUC7Y       20150101000390100000005000 0700000040000010   
0601LUC7Y       20150101000395100000005000 0700000040000010   
0601LUC7Y       20150101000400100000005000 0700000040000010   
0601LUC7Y       20150101000405100000005000 0700000040000010   
0601LUC7Y       20150101000410100000005000 0700000040000010   
0601LUC7Y       20150101000415100000005000 0700000040000010   
0601LUC7Y       20150101000420100000005000 0700000040000009   
0601LUC7Y       20150101000425100000005000 0700000040000009   
0601LUC7Y       20150101000430100000005000 0700000040000009   
0601LUC7Y       20150101000435100000005000 0700000040000009   
0601LUC7Y       20150101000440100000005000 0700000040000009   
0601LUC7Y       20150101000445100000005000 0700000050000011   
0601LUC7Y       20150101000450100000005000 0700000060000013   
0601LUC7Y       20150101000455100000005000 0700000070000015   
0601LUC7Y       20150101000460100000005000 0700000090000019   
0601LUC7Y       20150101000465100000005000 0700000120000026   
0601LUC7Y       20150101000470100000005000 0700000170000036   
0601LUC7Y       20150101000475100000005000 0700000220000046   
0601LUC7Y       20150101000480100000005000 0700000270000056   
0601LUC7Y       20150101000485100000005000 0700000330000068   
0601LUC7Y       20150101000490100000005000 0700000380000077   
0601LUC7Y       20150101000495100000005000 0700000450000090   
0601LUC7Y       20150101000500100000005000 0700000520000103   
0601LUC7Y       20150101000505100000005000 0700000590000116   
0601LUC7Y       20150101000510100000005000 0700000660000129   
0601LUC7Y       20150101000515100000005000 0700000740000143   
0601LUC7Y       20150101000520100000005000 0700000820000157   
0601LUC7Y       20150101000525100000005000 0700000890000169   
0601LUC7Y       20150101000530100000005000 0700000960000180   
0601LUC7Y       20150101000535100000005000 0700001040000193   
0601LUC7Y       20150101000540100000005000 0700001120000206   
0601LUC7Y       20150101000545100000005000 0700001170000214   
