00LU               20141215                                                                                   
0601LUB1Y       20150101003205100000005000 0100073460002290   
0601LUB1Y       20150101003210100000005000 0100073640002292   
0601LUB1Y       20150101003215100000005000 0100073790002293   
0601LUB1Y       20150101003220100000005000 0100073930002294   
0601LUB1Y       20150101003225100000005000 0100074110002296   
0601LUB1Y       20150101003230100000005000 0100074260002297   
0601LUB1Y       20150101003235100000005000 0100074400002298   
0601LUB1Y       20150101003240100000005000 0100074580002300   
0601LUB1Y       20150101003245100000005000 0100074720002301   
0601LUB1Y       20150101003250100000005000 0100074870002302   
0601LUB1Y       20150101003255100000005000 0100075050002304   
0601LUB1Y       20150101003260100000005000 0100075190002305   
0601LUB1Y       20150101003265100000005000 0100075340002306   
0601LUB1Y       20150101003270100000005000 0100075520002308   
0601LUB1Y       20150101003275100000005000 0100075660002308   
0601LUB1Y       20150101003280100000005000 0100075810002310   
0601LUB1Y       20150101003285100000005000 0100075980002311   
0601LUB1Y       20150101003290100000005000 0100076130002312   
0601LUB1Y       20150101003295100000005000 0100076280002313   
0601LUB1Y       20150101003300100000005000 0100076450002315   
0601LUB1Y       20150101003305100000005000 0100076600002316   
0601LUB1Y       20150101003310100000005000 0100076750002317   
0601LUB1Y       20150101003315100000005000 0100076920002319   
0601LUB1Y       20150101003320100000005000 0100077070002320   
0601LUB1Y       20150101003325100000005000 0100077210002320   
0601LUB1Y       20150101003330100000005000 0100077390002322   
0601LUB1Y       20150101003335100000005000 0100077540002323   
0601LUB1Y       20150101003340100000005000 0100077680002324   
0601LUB1Y       20150101003345100000005000 0100077860002326   
0601LUB1Y       20150101003350100000005000 0100078000002327   
0601LUB1Y       20150101003355100000005000 0100078150002328   
0601LUB1Y       20150101003360100000005000 0100078330002330   
0601LUB1Y       20150101003365100000005000 0100078470002330   
0601LUB1Y       20150101003370100000005000 0100078620002331   
0601LUB1Y       20150101003375100000005000 0100078800002333   
0601LUB1Y       20150101003380100000005000 0100078940002334   
0601LUB1Y       20150101003385100000005000 0100079090002335   
0601LUB1Y       20150101003390100000005000 0100079260002336   
0601LUB1Y       20150101003395100000005000 0100079410002337   
0601LUB1Y       20150101003400100000005000 0100079560002338   
0601LUB1Y       20150101003405100000005000 0100079730002340   
0601LUB1Y       20150101003410100000005000 0100079880002341   
0601LUB1Y       20150101003415100000005000 0100080030002342   
0601LUB1Y       20150101003420100000005000 0100080200002343   
0601LUB1Y       20150101003425100000005000 0100080350002344   
0601LUB1Y       20150101003430100000005000 0100080490002345   
0601LUB1Y       20150101003435100000005000 0100080670002347   
0601LUB1Y       20150101003440100000005000 0100080820002348   
0601LUB1Y       20150101003445100000005000 0100080960002348   
0601LUB1Y       20150101003450100000005000 0100081140002350   
0601LUB1Y       20150101003455100000005000 0100081290002351   
0601LUB1Y       20150101003460100000005000 0100081430002352   
0601LUB1Y       20150101003465100000005000 0100081610002354   
0601LUB1Y       20150101003470100000005000 0100081750002354   
0601LUB1Y       20150101003475100000005000 0100081900002355   
0601LUB1Y       20150101003480100000005000 0100082080002357   
0601LUB1Y       20150101003485100000005000 0100082220002358   
0601LUB1Y       20150101003490100000005000 0100082370002358   
0601LUB1Y       20150101003495100000005000 0100082540002360   
0601LUB1Y       20150101003500100000005000 0100082690002361   
0601LUB1Y       20150101003505100000005000 0100082840002362   
0601LUB1Y       20150101003510100000005000 0100083010002363   
0601LUB1Y       20150101003515100000005000 0100083160002364   
0601LUB1Y       20150101003520100000005000 0100083310002365   
0601LUB1Y       20150101003525100000005000 0100083480002367   
0601LUB1Y       20150101003530100000005000 0100083630002367   
0601LUB1Y       20150101003535100000005000 0100083780002368   
0601LUB1Y       20150101003540100000005000 0100083950002370   
0601LUB1Y       20150101003545100000005000 0100084100002371   
0601LUB1Y       20150101003550100000005000 0100084240002371   
0601LUB1Y       20150101003555100000005000 0100084420002373   
0601LUB1Y       20150101003560100000005000 0100084570002374   
0601LUB1Y       20150101003565100000005000 0100084710002374   
0601LUB1Y       20150101003570100000005000 0100084890002376   
0601LUB1Y       20150101003575100000005000 0100085030002377   
0601LUB1Y       20150101003580100000005000 0100085180002378   
0601LUB1Y       20150101003585100000005000 0100085360002379   
0601LUB1Y       20150101003590100000005000 0100085500002380   
0601LUB1Y       20150101003595100000005000 0100085650002381   
0601LUB1Y       20150101003600100000005000 0100085830002383   
0601LUB1Y       20150101003605100000005000 0100085970002383   
0601LUB1Y       20150101003610100000005000 0100086120002384   
0601LUB1Y       20150101003615100000005000 0100086290002385   
0601LUB1Y       20150101003620100000005000 0100086440002386   
0601LUB1Y       20150101003625100000005000 0100086590002387   
0601LUB1Y       20150101003630100000005000 0100086760002388   
0601LUB1Y       20150101003635100000005000 0100086910002389   
0601LUB1Y       20150101003640100000005000 0100087060002390   
0601LUB1Y       20150101003645100000005000 0100087230002392   
0601LUB1Y       20150101003650100000005000 0100087380002392   
0601LUB1Y       20150101003655100000005000 0100087520002393   
0601LUB1Y       20150101003660100000005000 0100087700002395   
0601LUB1Y       20150101003665100000005000 0100087850002395   
0601LUB1Y       20150101003670100000005000 0100087990002396   
0601LUB1Y       20150101003675100000005000 0100088170002398   
0601LUB1Y       20150101003680100000005000 0100088320002398   
0601LUB1Y       20150101003685100000005000 0100088460002399   
0601LUB1Y       20150101003690100000005000 0100088640002401   
0601LUB1Y       20150101003695100000005000 0100088780002401   
0601LUB1Y       20150101003700100000005000 0100088930002402   
0601LUB1Y       20150101003705100000005000 0100089090002403   
0601LUB1Y       20150101003710100000005000 0100089250002404   
0601LUB1Y       20150101003715100000005000 0100089400002405   
0601LUB1Y       20150101003720100000005000 0100089550002406   
0601LUB1Y       20150101003725100000005000 0100089720002407   
0601LUB1Y       20150101003730100000005000 0100089870002408   
0601LUB1Y       20150101003735100000005000 0100090010002408   
0601LUB1Y       20150101003740100000005000 0100090190002410   
0601LUB1Y       20150101003745100000005000 0100090340002411   
0601LUB1Y       20150101003750100000005000 0100090480002411   
0601LUB1Y       20150101003755100000005000 0100090660002413   
0601LUB1Y       20150101003760100000005000 0100090800002413   
0601LUB1Y       20150101003765100000005000 0100090950002414   
0601LUB1Y       20150101003770100000005000 0100091130002416   
0601LUB1Y       20150101003775100000005000 0100091270002416   
0601LUB1Y       20150101003780100000005000 0100091420002417   
0601LUB1Y       20150101003785100000005000 0100091600002418   
0601LUB1Y       20150101003790100000005000 0100091740002419   
0601LUB1Y       20150101003795100000005000 0100091890002420   
0601LUB1Y       20150101003800100000005000 0100092060002421   
0601LUB1Y       20150101003805100000005000 0100092210002422   
0601LUB1Y       20150101003810100000005000 0100092360002423   
0601LUB1Y       20150101003815100000005000 0100092530002424   
0601LUB1Y       20150101003820100000005000 0100092680002425   
0601LUB1Y       20150101003825100000005000 0100092830002425   
0601LUB1Y       20150101003830100000005000 0100093000002427   
0601LUB1Y       20150101003835100000005000 0100093150002427   
0601LUB1Y       20150101003840100000005000 0100093290002428   
0601LUB1Y       20150101003845100000005000 0100093470002429   
0601LUB1Y       20150101003850100000005000 0100093620002430   
0601LUB1Y       20150101003855100000005000 0100093760002431   
0601LUB1Y       20150101003860100000005000 0100093940002432   
0601LUB1Y       20150101003865100000005000 0100094090002433   
0601LUB1Y       20150101003870100000005000 0100094230002433   
0601LUB1Y       20150101003875100000005000 0100094410002435   
0601LUB1Y       20150101003880100000005000 0100094550002435   
0601LUB1Y       20150101003885100000005000 0100094700002436   
0601LUB1Y       20150101003890100000005000 0100094880002438   
0601LUB1Y       20150101003895100000005000 0100095020002438   
0601LUB1Y       20150101003900100000005000 0100095170002439   
0601LUB1Y       20150101003905100000005000 0100095340002440   
0601LUB1Y       20150101003910100000005000 0100095490002441   
0601LUB1Y       20150101003915100000005000 0100095640002441   
0601LUB1Y       20150101003920100000005000 0100095810002443   
0601LUB1Y       20150101003925100000005000 0100095960002443   
0601LUB1Y       20150101003930100000005000 0100096110002444   
0601LUB1Y       20150101003935100000005000 0100096280002445   
0601LUB1Y       20150101003940100000005000 0100096430002446   
0601LUB1Y       20150101003945100000005000 0100096580002447   
0601LUB1Y       20150101003950100000005000 0100096750002448   
0601LUB1Y       20150101003955100000005000 0100096900002449   
0601LUB1Y       20150101003960100000005000 0100097040002449   
0601LUB1Y       20150101003965100000005000 0100097220002450   
0601LUB1Y       20150101003970100000005000 0100097370002451   
0601LUB1Y       20150101003975100000005000 0100097510002452   
0601LUB1Y       20150101003980100000005000 0100097690002453   
0601LUB1Y       20150101003985100000005000 0100097830002453   
0601LUB1Y       20150101003990100000005000 0100097980002454   
0601LUB1Y       20150101003995100000005000 0100098160002456   
0601LUB1Y       20150101004000100002000000 0100000000002589   
0601LUB1Y       20150101006000100002000000 0100000000002742   
0601LUB1Y       20150101008000100002000000 0100000000002821   
0601LUB2Y       20150101000000100000120000 0200000040000033   
0601LUB2Y       20150101000120100000005000 0200000040000033   
0601LUB2Y       20150101000125100000005000 0200000040000031   
0601LUB2Y       20150101000130100000005000 0200000040000030   
0601LUB2Y       20150101000135100000005000 0200000040000029   
0601LUB2Y       20150101000140100000005000 0200000040000028   
0601LUB2Y       20150101000145100000005000 0200000040000027   
0601LUB2Y       20150101000150100000005000 0200000040000026   
0601LUB2Y       20150101000155100000005000 0200000040000025   
0601LUB2Y       20150101000160100000005000 0200000040000025   
0601LUB2Y       20150101000165100000005000 0200000040000024   
0601LUB2Y       20150101000170100000005000 0200000040000023   
0601LUB2Y       20150101000175100000005000 0200000040000023   
0601LUB2Y       20150101000180100000005000 0200000040000022   
0601LUB2Y       20150101000185100000005000 0200000040000021   
0601LUB2Y       20150101000190100000005000 0200000040000021   
0601LUB2Y       20150101000195100000005000 0200000040000020   
0601LUB2Y       20150101000200100000005000 0200000040000020   
0601LUB2Y       20150101000205100000005000 0200000040000019   
0601LUB2Y       20150101000210100000005000 0200000040000019   
0601LUB2Y       20150101000215100000005000 0200000040000018   
0601LUB2Y       20150101000220100000005000 0200000040000018   
0601LUB2Y       20150101000225100000005000 0200000040000018   
0601LUB2Y       20150101000230100000005000 0200000040000017   
0601LUB2Y       20150101000235100000005000 0200000040000017   
0601LUB2Y       20150101000240100000005000 0200000040000016   
0601LUB2Y       20150101000245100000005000 0200000040000016   
0601LUB2Y       20150101000250100000005000 0200000040000016   
0601LUB2Y       20150101000255100000005000 0200000040000016   
0601LUB2Y       20150101000260100000005000 0200000040000015   
0601LUB2Y       20150101000265100000005000 0200000040000015   
0601LUB2Y       20150101000270100000005000 0200000040000015   
0601LUB2Y       20150101000275100000005000 0200000040000014   
0601LUB2Y       20150101000280100000005000 0200000040000014   
0601LUB2Y       20150101000285100000005000 0200000040000014   
0601LUB2Y       20150101000290100000005000 0200000040000014   
0601LUB2Y       20150101000295100000005000 0200000040000013   
0601LUB2Y       20150101000300100000005000 0200000040000013   
0601LUB2Y       20150101000305100000005000 0200000040000013   
0601LUB2Y       20150101000310100000005000 0200000040000013   
0601LUB2Y       20150101000315100000005000 0200000040000013   
0601LUB2Y       20150101000320100000005000 0200000040000012   
0601LUB2Y       20150101000325100000005000 0200000040000012   
0601LUB2Y       20150101000330100000005000 0200000040000012   
0601LUB2Y       20150101000335100000005000 0200000040000012   
0601LUB2Y       20150101000340100000005000 0200000040000012   
0601LUB2Y       20150101000345100000005000 0200000040000012   
0601LUB2Y       20150101000350100000005000 0200000040000011   
0601LUB2Y       20150101000355100000005000 0200000040000011   
0601LUB2Y       20150101000360100000005000 0200000040000011   
0601LUB2Y       20150101000365100000005000 0200000040000011   
0601LUB2Y       20150101000370100000005000 0200000040000011   
0601LUB2Y       20150101000375100000005000 0200000040000011   
0601LUB2Y       20150101000380100000005000 0200000040000010   
0601LUB2Y       20150101000385100000005000 0200000040000010   
0601LUB2Y       20150101000390100000005000 0200000040000010   
0601LUB2Y       20150101000395100000005000 0200000040000010   
0601LUB2Y       20150101000400100000005000 0200000040000010   
0601LUB2Y       20150101000405100000005000 0200000050000012   
0601LUB2Y       20150101000410100000005000 0200000060000015   
0601LUB2Y       20150101000415100000005000 0200000070000017   
0601LUB2Y       20150101000420100000005000 0200000070000017   
0601LUB2Y       20150101000425100000005000 0200000080000019   
0601LUB2Y       20150101000430100000005000 0200000090000021   
0601LUB2Y       20150101000435100000005000 0200000100000023   
0601LUB2Y       20150101000440100000005000 0200000110000025   
0601LUB2Y       20150101000445100000005000 0200000130000029   
0601LUB2Y       20150101000450100000005000 0200000150000033   
0601LUB2Y       20150101000455100000005000 0200000190000042   
0601LUB2Y       20150101000460100000005000 0200000230000050   
0601LUB2Y       20150101000465100000005000 0200000280000060   
0601LUB2Y       20150101000470100000005000 0200000320000068   
0601LUB2Y       20150101000475100000005000 0200000370000077   
0601LUB2Y       20150101000480100000005000 0200000420000087   
0601LUB2Y       20150101000485100000005000 0200000470000096   
0601LUB2Y       20150101000490100000005000 0200000530000108   
0601LUB2Y       20150101000495100000005000 0200000590000119   
0601LUB2Y       20150101000500100000005000 0200000640000127   
0601LUB2Y       20150101000505100000005000 0200000700000138   
0601LUB2Y       20150101000510100000005000 0200000740000144   
0601LUB2Y       20150101000515100000005000 0200000800000155   
0601LUB2Y       20150101000520100000005000 0200000850000163   
0601LUB2Y       20150101000525100000005000 0200000920000174   
0601LUB2Y       20150101000530100000005000 0200000990000186   
0601LUB2Y       20150101000535100000005000 0200001060000197   
0601LUB2Y       20150101000540100000005000 0200001130000208   
0601LUB2Y       20150101000545100000005000 0200001200000219   
0601LUB2Y       20150101000550100000005000 0200001280000232   
0601LUB2Y       20150101000555100000005000 0200001350000242   
0601LUB2Y       20150101000560100000005000 0200001410000251   
0601LUB2Y       20150101000565100000005000 0200001480000261   
0601LUB2Y       20150101000570100000005000 0200001550000271   
0601LUB2Y       20150101000575100000005000 0200001620000281   
0601LUB2Y       20150101000580100000005000 0200001680000288   
0601LUB2Y       20150101000585100000005000 0200001750000298   
0601LUB2Y       20150101000590100000005000 0200001820000307   
0601LUB2Y       20150101000595100000005000 0200001890000316   
0601LUB2Y       20150101000600100000005000 0200001950000324   
0601LUB2Y       20150101000605100000005000 0200002020000333   
0601LUB2Y       20150101000610100000005000 0200002090000341   
0601LUB2Y       20150101000615100000005000 0200002160000350   
0601LUB2Y       20150101000620100000005000 0200002220000357   
0601LUB2Y       20150101000625100000005000 0200002290000365   
0601LUB2Y       20150101000630100000005000 0200002360000373   
0601LUB2Y       20150101000635100000005000 0200002420000380   
0601LUB2Y       20150101000640100000005000 0200002490000388   
0601LUB2Y       20150101000645100000005000 0200002570000397   
0601LUB2Y       20150101000650100000005000 0200002640000405   
0601LUB2Y       20150101000655100000005000 0200002690000409   
0601LUB2Y       20150101000660100000005000 0200002770000418   
0601LUB2Y       20150101000665100000005000 0200002840000425   
0601LUB2Y       20150101000670100000005000 0200002910000433   
0601LUB2Y       20150101000675100000005000 0200002970000438   
0601LUB2Y       20150101000680100000005000 0200003040000445   
0601LUB2Y       20150101000685100000005000 0200003110000452   
0601LUB2Y       20150101000690100000005000 0200003180000459   
0601LUB2Y       20150101000695100000005000 0200003240000465   
0601LUB2Y       20150101000700100000005000 0200003310000471   
0601LUB2Y       20150101000705100000005000 0200003380000478   
0601LUB2Y       20150101000710100000005000 0200003450000484   
0601LUB2Y       20150101000715100000005000 0200003510000489   
0601LUB2Y       20150101000720100000005000 0200003580000496   
0601LUB2Y       20150101000725100000005000 0200003650000502   
0601LUB2Y       20150101000730100000005000 0200003710000506   
0601LUB2Y       20150101000735100000005000 0200003780000513   
0601LUB2Y       20150101000740100000005000 0200003850000519   
0601LUB2Y       20150101000745100000005000 0200003930000526   
0601LUB2Y       20150101000750100000005000 0200003980000529   
0601LUB2Y       20150101000755100000005000 0200004050000535   
0601LUB2Y       20150101000760100000005000 0200004130000542   
0601LUB2Y       20150101000765100000005000 0200004200000547   
0601LUB2Y       20150101000770100000005000 0200004250000550   
0601LUB2Y       20150101000775100000005000 0200004330000557   
0601LUB2Y       20150101000780100000005000 0200004400000562   
0601LUB2Y       20150101000785100000005000 0200004470000568   
0601LUB2Y       20150101000790100000005000 0200004530000572   
0601LUB2Y       20150101000795100000005000 0200004600000577   
0601LUB2Y       20150101000800100000005000 0200004670000582   
0601LUB2Y       20150101000805100000005000 0200004740000587   
0601LUB2Y       20150101000810100000005000 0200004800000591   
0601LUB2Y       20150101000815100000005000 0200004870000596   
0601LUB2Y       20150101000820100000005000 0200004940000601   
0601LUB2Y       20150101000825100000005000 0200005010000605   
0601LUB2Y       20150101000830100000005000 0200005090000611   
0601LUB2Y       20150101000835100000005000 0200005160000616   
0601LUB2Y       20150101000840100000005000 0200005230000621   
0601LUB2Y       20150101000845100000005000 0200005300000625   
0601LUB2Y       20150101000850100000005000 0200005370000630   
0601LUB2Y       20150101000855100000005000 0200005440000634   
0601LUB2Y       20150101000860100000005000 0200005520000640   
0601LUB2Y       20150101000865100000005000 0200005590000644   
0601LUB2Y       20150101000870100000005000 0200005680000651   
0601LUB2Y       20150101000875100000005000 0200005760000656   
0601LUB2Y       20150101000880100000005000 0200005860000664   
0601LUB2Y       20150101000885100000005000 0200005950000670   
0601LUB2Y       20150101000890100000005000 0200006030000676   
0601LUB2Y       20150101000895100000005000 0200006120000682   
0601LUB2Y       20150101000900100000005000 0200006200000687   
0601LUB2Y       20150101000905100000005000 0200006280000692   
0601LUB2Y       20150101000910100000005000 0200006370000698   
0601LUB2Y       20150101000915100000005000 0200006450000703   
0601LUB2Y       20150101000920100000005000 0200006540000709   
0601LUB2Y       20150101000925100000005000 0200006620000714   
0601LUB2Y       20150101000930100000005000 0200006700000718   
0601LUB2Y       20150101000935100000005000 0200006790000724   
0601LUB2Y       20150101000940100000005000 0200006870000729   
0601LUB2Y       20150101000945100000005000 0200006960000735   
0601LUB2Y       20150101000950100000005000 0200007040000739   
0601LUB2Y       20150101000955100000005000 0200007120000744   
0601LUB2Y       20150101000960100000005000 0200007210000749   
0601LUB2Y       20150101000965100000005000 0200007290000753   
0601LUB2Y       20150101000970100000005000 0200007380000759   
0601LUB2Y       20150101000975100000005000 0200007460000763   
0601LUB2Y       20150101000980100000005000 0200007550000768   
0601LUB2Y       20150101000985100000005000 0200007630000773   
0601LUB2Y       20150101000990100000005000 0200007720000778   
0601LUB2Y       20150101000995100000005000 0200007800000782   
0601LUB2Y       20150101001000100000005000 0200007890000787   
0601LUB2Y       20150101001005100000005000 0200007980000792   
0601LUB2Y       20150101001010100000005000 0200008070000797   
0601LUB2Y       20150101001015100000005000 0200008170000803   
0601LUB2Y       20150101001020100000005000 0200008260000808   
0601LUB2Y       20150101001025100000005000 0200008350000813   
0601LUB2Y       20150101001030100000005000 0200008440000817   
0601LUB2Y       20150101001035100000005000 0200008530000822   
0601LUB2Y       20150101001040100000005000 0200008620000827   
0601LUB2Y       20150101001045100000005000 0200008700000831   
0601LUB2Y       20150101001050100000005000 0200008790000835   
0601LUB2Y       20150101001055100000005000 0200008880000840   
0601LUB2Y       20150101001060100000005000 0200008970000844   
0601LUB2Y       20150101001065100000005000 0200009060000849   
0601LUB2Y       20150101001070100000005000 0200009150000853   
0601LUB2Y       20150101001075100000005000 0200009250000858   
0601LUB2Y       20150101001080100000005000 0200009340000863   
0601LUB2Y       20150101001085100000005000 0200009430000867   
0601LUB2Y       20150101001090100000005000 0200009520000871   
0601LUB2Y       20150101001095100000005000 0200009600000875   
0601LUB2Y       20150101001100100000005000 0200009690000879   
0601LUB2Y       20150101001105100000005000 0200009800000885   
0601LUB2Y       20150101001110100000005000 0200009890000889   
0601LUB2Y       20150101001115100000005000 0200009970000892   
0601LUB2Y       20150101001120100000005000 0200010060000896   
0601LUB2Y       20150101001125100000005000 0200010170000902   
0601LUB2Y       20150101001130100000005000 0200010260000906   
0601LUB2Y       20150101001135100000005000 0200010350000910   
0601LUB2Y       20150101001140100000005000 0200010460000916   
0601LUB2Y       20150101001145100000005000 0200010550000919   
0601LUB2Y       20150101001150100000005000 0200010640000923   
0601LUB2Y       20150101001155100000005000 0200010750000929   
0601LUB2Y       20150101001160100000005000 0200010850000933   
0601LUB2Y       20150101001165100000005000 0200010950000938   
0601LUB2Y       20150101001170100000005000 0200011070000944   
0601LUB2Y       20150101001175100000005000 0200011170000949   
0601LUB2Y       20150101001180100000005000 0200011270000953   
0601LUB2Y       20150101001185100000005000 0200011390000959   
0601LUB2Y       20150101001190100000005000 0200011490000964   
0601LUB2Y       20150101001195100000005000 0200011590000968   
0601LUB2Y       20150101001200100000005000 0200011710000974   
0601LUB2Y       20150101001205100000005000 0200011810000978   
0601LUB2Y       20150101001210100000005000 0200011910000982   
0601LUB2Y       20150101001215100000005000 0200012030000988   
0601LUB2Y       20150101001220100000005000 0200012130000992   
0601LUB2Y       20150101001225100000005000 0200012230000996   
0601LUB2Y       20150101001230100000005000 0200012350001002   
0601LUB2Y       20150101001235100000005000 0200012450001006   
0601LUB2Y       20150101001240100000005000 0200012550001010   
0601LUB2Y       20150101001245100000005000 0200012670001016   
0601LUB2Y       20150101001250100000005000 0200012770001020   
0601LUB2Y       20150101001255100000005000 0200012880001024   
0601LUB2Y       20150101001260100000005000 0200013000001030   
0601LUB2Y       20150101001265100000005000 0200013100001034   
0601LUB2Y       20150101001270100000005000 0200013210001038   
0601LUB2Y       20150101001275100000005000 0200013330001043   
0601LUB2Y       20150101001280100000005000 0200013440001048   
0601LUB2Y       20150101001285100000005000 0200013540001052   
0601LUB2Y       20150101001290100000005000 0200013670001058   
0601LUB2Y       20150101001295100000005000 0200013770001061   
0601LUB2Y       20150101001300100000005000 0200013880001066   
0601LUB2Y       20150101001305100000005000 0200014000001071   
0601LUB2Y       20150101001310100000005000 0200014110001075   
0601LUB2Y       20150101001315100000005000 0200014210001079   
0601LUB2Y       20150101001320100000005000 0200014340001084   
0601LUB2Y       20150101001325100000005000 0200014440001088   
0601LUB2Y       20150101001330100000005000 0200014550001092   
0601LUB2Y       20150101001335100000005000 0200014670001097   
0601LUB2Y       20150101001340100000005000 0200014780001101   
0601LUB2Y       20150101001345100000005000 0200014880001104   
0601LUB2Y       20150101001350100000005000 0200015010001110   
0601LUB2Y       20150101001355100000005000 0200015110001113   
0601LUB2Y       20150101001360100000005000 0200015220001117   
0601LUB2Y       20150101001365100000005000 0200015340001122   
0601LUB2Y       20150101001370100000005000 0200015450001126   
0601LUB2Y       20150101001375100000005000 0200015560001130   
0601LUB2Y       20150101001380100000005000 0200015690001135   
0601LUB2Y       20150101001385100000005000 0200015800001139   
0601LUB2Y       20150101001390100000005000 0200015910001143   
0601LUB2Y       20150101001395100000005000 0200016040001148   
0601LUB2Y       20150101001400100000005000 0200016150001152   
0601LUB2Y       20150101001405100000005000 0200016260001155   
0601LUB2Y       20150101001410100000005000 0200016390001160   
0601LUB2Y       20150101001415100000005000 0200016500001164   
0601LUB2Y       20150101001420100000005000 0200016600001167   
0601LUB2Y       20150101001425100000005000 0200016740001173   
0601LUB2Y       20150101001430100000005000 0200016840001176   
0601LUB2Y       20150101001435100000005000 0200016950001179   
0601LUB2Y       20150101001440100000005000 0200017080001184   
0601LUB2Y       20150101001445100000005000 0200017190001188   
0601LUB2Y       20150101001450100000005000 0200017300001191   
0601LUB2Y       20150101001455100000005000 0200017430001196   
0601LUB2Y       20150101001460100000005000 0200017550001200   
0601LUB2Y       20150101001465100000005000 0200017660001203   
0601LUB2Y       20150101001470100000005000 0200017800001209   
0601LUB2Y       20150101001475100000005000 0200017910001212   
0601LUB2Y       20150101001480100000005000 0200018020001216   
0601LUB2Y       20150101001485100000005000 0200018160001221   
0601LUB2Y       20150101001490100000005000 0200018270001224   
0601LUB2Y       20150101001495100000005000 0200018380001227   
0601LUB2Y       20150101001500100000005000 0200018520001233   
0601LUB2Y       20150101001505100000005000 0200018630001236   
0601LUB2Y       20150101001510100000005000 0200018750001240   
0601LUB2Y       20150101001515100000005000 0200018900001245   
0601LUB2Y       20150101001520100000005000 0200019020001249   
0601LUB2Y       20150101001525100000005000 0200019140001253   
0601LUB2Y       20150101001530100000005000 0200019290001259   
0601LUB2Y       20150101001535100000005000 0200019420001263   
0601LUB2Y       20150101001540100000005000 0200019540001267   
0601LUB2Y       20150101001545100000005000 0200019690001272   
0601LUB2Y       20150101001550100000005000 0200019820001277   
0601LUB2Y       20150101001555100000005000 0200019940001280   
0601LUB2Y       20150101001560100000005000 0200020080001285   
0601LUB2Y       20150101001565100000005000 0200020220001290   
0601LUB2Y       20150101001570100000005000 0200020340001293   
0601LUB2Y       20150101001575100000005000 0200020470001298   
0601LUB2Y       20150101001580100000005000 0200020620001303   
0601LUB2Y       20150101001585100000005000 0200020750001307   
0601LUB2Y       20150101001590100000005000 0200020880001311   
0601LUB2Y       20150101001595100000005000 0200021040001317   
0601LUB2Y       20150101001600100000005000 0200021170001321   
0601LUB2Y       20150101001605100000005000 0200021290001324   
0601LUB2Y       20150101001610100000005000 0200021450001330   
0601LUB2Y       20150101001615100000005000 0200021580001334   
0601LUB2Y       20150101001620100000005000 0200021720001339   
0601LUB2Y       20150101001625100000005000 0200021880001344   
0601LUB2Y       20150101001630100000005000 0200022010001348   
0601LUB2Y       20150101001635100000005000 0200022150001353   
0601LUB2Y       20150101001640100000005000 0200022310001358   
0601LUB2Y       20150101001645100000005000 0200022450001363   
0601LUB2Y       20150101001650100000005000 0200022590001367   
0601LUB2Y       20150101001655100000005000 0200022760001373   
0601LUB2Y       20150101001660100000005000 0200022900001377   
0601LUB2Y       20150101001665100000005000 0200023040001382   
0601LUB2Y       20150101001670100000005000 0200023210001388   
0601LUB2Y       20150101001675100000005000 0200023350001392   
0601LUB2Y       20150101001680100000005000 0200023500001397   
0601LUB2Y       20150101001685100000005000 0200023670001403   
0601LUB2Y       20150101001690100000005000 0200023810001407   
0601LUB2Y       20150101001695100000005000 0200023950001411   
0601LUB2Y       20150101001700100000005000 0200024130001417   
0601LUB2Y       20150101001705100000005000 0200024270001421   
0601LUB2Y       20150101001710100000005000 0200024420001426   
0601LUB2Y       20150101001715100000005000 0200024600001432   
0601LUB2Y       20150101001720100000005000 0200024740001436   
0601LUB2Y       20150101001725100000005000 0200024890001441   
0601LUB2Y       20150101001730100000005000 0200025070001447   
0601LUB2Y       20150101001735100000005000 0200025210001451   
0601LUB2Y       20150101001740100000005000 0200025360001455   
0601LUB2Y       20150101001745100000005000 0200025530001461   
0601LUB2Y       20150101001750100000005000 0200025680001465   
0601LUB2Y       20150101001755100000005000 0200025830001470   
0601LUB2Y       20150101001760100000005000 0200026000001475   
0601LUB2Y       20150101001765100000005000 0200026150001479   
0601LUB2Y       20150101001770100000005000 0200026300001484   
0601LUB2Y       20150101001775100000005000 0200026470001489   
0601LUB2Y       20150101001780100000005000 0200026620001493   
0601LUB2Y       20150101001785100000005000 0200026760001497   
0601LUB2Y       20150101001790100000005000 0200026940001503   
0601LUB2Y       20150101001795100000005000 0200027090001507   
0601LUB2Y       20150101001800100000005000 0200027230001511   
0601LUB2Y       20150101001805100000005000 0200027410001516   
0601LUB2Y       20150101001810100000005000 0200027560001521   
0601LUB2Y       20150101001815100000005000 0200027700001524   
0601LUB2Y       20150101001820100000005000 0200027880001530   
0601LUB2Y       20150101001825100000005000 0200028020001533   
0601LUB2Y       20150101001830100000005000 0200028170001537   
0601LUB2Y       20150101001835100000005000 0200028350001543   
0601LUB2Y       20150101001840100000005000 0200028490001546   
0601LUB2Y       20150101001845100000005000 0200028640001550   
0601LUB2Y       20150101001850100000005000 0200028810001555   
0601LUB2Y       20150101001855100000005000 0200028960001559   
0601LUB2Y       20150101001860100000005000 0200029110001563   
0601LUB2Y       20150101001865100000005000 0200029280001568   
0601LUB2Y       20150101001870100000005000 0200029430001572   
0601LUB2Y       20150101001875100000005000 0200029580001575   
0601LUB2Y       20150101001880100000005000 0200029750001580   
0601LUB2Y       20150101001885100000005000 0200029900001584   
0601LUB2Y       20150101001890100000005000 0200030040001587   
