00BS               20151102                                                                                   
0601BSA6N       20160101000700100000010000 0600000000000105   
0601BSA6N       20160101000710100000010000 0600000000000130   
0601BSA6N       20160101000720100000010000 0600000000000155   
0601BSA6N       20160101000730100000010000 0600000000000181   
0601BSA6N       20160101000740100000010000 0600000000000205   
0601BSA6N       20160101000750100000010000 0600000000000230   
0601BSA6N       20160101000760100000010000 0600000000000252   
0601BSA6N       20160101000770100000010000 0600000000000276   
0601BSA6N       20160101000780100000010000 0600000000000297   
0601BSA6N       20160101000790100000010000 0600000000000317   
0601BSA6N       20160101000800100000010000 0600000000000339   
0601BSA6N       20160101000810100000010000 0600000000000359   
0601BSA6N       20160101000820100000010000 0600000000000380   
0601BSA6N       20160101000830100000010000 0600000000000398   
0601BSA6N       20160101000840100000010000 0600000000000419   
0601BSA6N       20160101000850100000010000 0600000000000436   
0601BSA6N       20160101000860100000010000 0600000000000453   
0601BSA6N       20160101000870100000010000 0600000000000472   
0601BSA6N       20160101000880100000010000 0600000000000488   
0601BSA6N       20160101000890100000010000 0600000000000507   
0601BSA6N       20160101000900100000010000 0600000000000522   
0601BSA6N       20160101000910100000010000 0600000000000540   
0601BSA6N       20160101000920100000010000 0600000000000555   
0601BSA6N       20160101000930100000010000 0600000000000571   
0601BSA6N       20160101000940100000010000 0600000000000586   
0601BSA6N       20160101000950100000010000 0600000000000600   
0601BSA6N       20160101000960100000010000 0600000000000616   
0601BSA6N       20160101000970100000010000 0600000000000629   
0601BSA6N       20160101000980100000010000 0600000000000645   
0601BSA6N       20160101000990100000010000 0600000000000660   
0601BSA6N       20160101001000100000050000 0600000000000703   
0601BSA6N       20160101001050100000050000 0600000000000772   
0601BSA6N       20160101001100100000050000 0600000000000834   
0601BSA6N       20160101001150100000050000 0600000000000891   
0601BSA6N       20160101001200100000050000 0600000000000944   
0601BSA6N       20160101001250100000050000 0600000000000993   
0601BSA6N       20160101001300100000050000 0600000000001048   
0601BSA6N       20160101001350100000050000 0600000000001103   
0601BSA6N       20160101001400100000050000 0600000000001155   
0601BSA6N       20160101001450100000050000 0600000000001202   
0601BSA6N       20160101001500100000050000 0600000000001247   
0601BSA6N       20160101001550100000050000 0600000000001288   
0601BSA6N       20160101001600100000050000 0600000000001334   
0601BSA6N       20160101001650100000050000 0600000000001377   
0601BSA6N       20160101001700100000050000 0600000000001416   
0601BSA6N       20160101001750100000050000 0600000000001455   
0601BSA6N       20160101001800100000050000 0600000000001490   
0601BSA6N       20160101001850100000050000 0600000000001525   
0601BSA6N       20160101001900100000050000 0600000000001563   
0601BSA6N       20160101001950100000050000 0600000000001598   
0601BSA6N       20160101002000100000050000 0600000000001631   
0601BSA6N       20160101002050100000050000 0600000000001664   
0601BSA6N       20160101002100100000050000 0600000000001694   
0601BSA6N       20160101002150100000050000 0600000000001723   
0601BSA6N       20160101002200100000050000 0600000000001751   
0601BSA6N       20160101002250100000050000 0600000000001779   
0601BSA6N       20160101002300100000050000 0600000000001808   
0601BSA6N       20160101002350100000050000 0600000000001837   
0601BSA6N       20160101002400100000050000 0600000000001864   
0601BSA6N       20160101002450100000050000 0600000000001890   
0601BSA6N       20160101002500100000050000 0600000000001915   
0601BSA6N       20160101002550100000050000 0600000000001941   
0601BSA6N       20160101002600100000050000 0600000000001971   
0601BSA6N       20160101002650100000050000 0600000000001999   
0601BSA6N       20160101002700100000050000 0600000000002026   
0601BSA6N       20160101002750100000050000 0600000000002052   
0601BSA6N       20160101002800100000050000 0600000000002078   
0601BSA6N       20160101002850100000050000 0600000000002102   
0601BSA6N       20160101002900100000050000 0600000000002126   
0601BSA6N       20160101002950100000050000 0600000000002149   
0601BSA6N       20160101003000100000050000 0600000000002171   
0601BSA6N       20160101003050100000050000 0600000000002192   
0601BSA6N       20160101003100100000050000 0600000000002213   
0601BSA6N       20160101003150100000050000 0600000000002233   
0601BSA6N       20160101003200100000050000 0600000000002252   
0601BSA6N       20160101003250100000050000 0600000000002271   
0601BSA6N       20160101003300100000050000 0600000000002289   
0601BSA6N       20160101003350100000050000 0600000000002307   
0601BSA6N       20160101003400100000050000 0600000000002324   
0601BSA6N       20160101003450100000050000 0600000000002341   
0601BSA6N       20160101003500100000050000 0600000000002357   
0601BSA6N       20160101003550100000050000 0600000000002373   
0601BSA6N       20160101003600100000050000 0600000000002388   
0601BSA6N       20160101003650100000050000 0600000000002403   
0601BSA6N       20160101003700100000050000 0600000000002417   
0601BSA6N       20160101003750100000050000 0600000000002432   
0601BSA6N       20160101003800100000050000 0600000000002445   
0601BSA6N       20160101003850100000050000 0600000000002459   
0601BSA6N       20160101003900100000050000 0600000000002472   
0601BSA6N       20160101003950100000050000 0600000000002484   
0601BSA6N       20160101004000100000050000 0600000000002497   
0601BSA6N       20160101004050100000050000 0600000000002509   
0601BSA6N       20160101004100100000050000 0600000000002521   
0601BSA6N       20160101004150100000050000 0600000000002532   
0601BSA6N       20160101004200100000050000 0600000000002544   
0601BSA6N       20160101004250100000050000 0600000000002555   
0601BSA6N       20160101004300100000050000 0600000000002565   
0601BSA6N       20160101004350100000050000 0600000000002576   
0601BSA6N       20160101004400100000050000 0600000000002586   
0601BSA6N       20160101004450100000050000 0600000000002596   
0601BSA6N       20160101004500100000050000 0600000000002606   
0601BSA6N       20160101004550100000050000 0600000000002616   
0601BSA6N       20160101004600100000050000 0600000000002625   
0601BSA6N       20160101004650100000050000 0600000000002634   
0601BSA6N       20160101004700100000050000 0600000000002643   
0601BSA6N       20160101004750100000050000 0600000000002652   
0601BSA6N       20160101004800100000050000 0600000000002661   
0601BSA6N       20160101004850100000050000 0600000000002669   
0601BSA6N       20160101004900100000050000 0600000000002677   
0601BSA6N       20160101004950100000050000 0600000000002686   
0601BSA6N       20160101005000100000050000 0600000000002693   
0601BSA6N       20160101005050100000050000 0600000000002701   
0601BSA6N       20160101005100100000050000 0600000000002709   
0601BSA6N       20160101005150100000050000 0600000000002716   
0601BSA6N       20160101005200100000050000 0600000000002724   
0601BSA6N       20160101005250100000050000 0600000000002731   
0601BSA6N       20160101005300100000050000 0600000000002738   
0601BSA6N       20160101005350100000050000 0600000000002745   
0601BSA6N       20160101005400100000050000 0600000000002752   
0601BSA6N       20160101005450100000050000 0600000000002758   
0601BSA6N       20160101005500100000050000 0600000000002765   
0601BSA6N       20160101005550100000050000 0600000000002771   
0601BSA6N       20160101005600100000050000 0600000000002778   
0601BSA6N       20160101005650100000050000 0600000000002784   
0601BSA6N       20160101005700100000050000 0600000000002790   
0601BSA6N       20160101005750100000050000 0600000000002796   
0601BSA6N       20160101005800100000050000 0600000000002802   
0601BSA6N       20160101005850100000050000 0600000000002808   
0601BSA6N       20160101005900100000050000 0600000000002814   
0601BSA6N       20160101005950100000050000 0600000000002819   
0601BSA6N       20160101006000100000050000 0600000000002824   
0601BSA6N       20160101006050100000050000 0600000000002830   
0601BSA6N       20160101006100100000050000 0600000000002835   
0601BSA6N       20160101006150100000050000 0600000000002841   
0601BSA6N       20160101006200100000050000 0600000000002846   
0601BSA6N       20160101006250100000050000 0600000000002851   
0601BSA6N       20160101006300100000050000 0600000000002856   
0601BSA6N       20160101006350100000050000 0600000000002861   
0601BSA6N       20160101006400100000050000 0600000000002866   
0601BSA6N       20160101006450100000050000 0600000000002870   
0601BSA6N       20160101006500100000050000 0600000000002875   
0601BSA6N       20160101006550100000050000 0600000000002880   
0601BSA6N       20160101006600100000050000 0600000000002884   
0601BSA6N       20160101006650100000050000 0600000000002889   
0601BSA6N       20160101006700100000050000 0600000000002893   
0601BSA6N       20160101006750100000050000 0600000000002898   
0601BSA6N       20160101006800100000050000 0600000000002902   
0601BSA6N       20160101006850100000050000 0600000000002906   
0601BSA6N       20160101006900100000050000 0600000000002910   
0601BSA6N       20160101006950100000050000 0600000000002915   
0601BSA6N       20160101007000100000050000 0600000000002918   
0601BSA6N       20160101007050100000050000 0600000000002922   
0601BSA6N       20160101007100100000050000 0600000000002927   
0601BSA6N       20160101007150100000050000 0600000000002930   
0601BSA6N       20160101007200100000050000 0600000000002934   
0601BSA6N       20160101007250100000050000 0600000000002938   
0601BSA6N       20160101007300100000050000 0600000000002942   
0601BSA6N       20160101007350100000050000 0600000000002945   
0601BSA6N       20160101007400100000050000 0600000000002949   
0601BSA6N       20160101007450100000050000 0600000000002953   
0601BSA6N       20160101007500100000050000 0600000000002956   
0601BSA6N       20160101007550100000050000 0600000000002959   
0601BSA6N       20160101007600100000050000 0600000000002963   
0601BSA6N       20160101007650100000050000 0600000000002966   
0601BSA6N       20160101007700100000050000 0600000000002969   
0601BSA6N       20160101007750100000050000 0600000000002971   
0601BSA6N       20160101007800100000050000 0600000000002974   
0601BSA6N       20160101007850100000050000 0600000000002976   
0601BSA6N       20160101007900100000050000 0600000000002978   
0601BSA6N       20160101007950100000050000 0600000000002980   
0601BSA6N       20160101008000100000050000 0600000000002982   
0601BSA6N       20160101008050100000050000 0600000000002985   
0601BSA6N       20160101008100100000050000 0600000000002987   
0601BSA6N       20160101008150100000050000 0600000000002989   
0601BSA6N       20160101008200100000050000 0600000000002991   
0601BSA6N       20160101008250100000050000 0600000000002993   
0601BSA6N       20160101008300100000050000 0600000000002995   
0601BSA6N       20160101008350100000050000 0600000000002997   
0601BSA6N       20160101008400100000050000 0600000000002999   
0601BSA6N       20160101008450100000050000 0600000000003001   
0601BSA6N       20160101008500100000050000 0600000000003003   
0601BSA6N       20160101008550100000050000 0600000000003005   
0601BSA6N       20160101008600100000050000 0600000000003007   
0601BSA6N       20160101008650100000050000 0600000000003009   
0601BSA6N       20160101008700100000050000 0600000000003011   
0601BSA6N       20160101008750100000050000 0600000000003012   
0601BSA6N       20160101008800100000050000 0600000000003014   
0601BSA6N       20160101008850100000050000 0600000000003016   
0601BSA6N       20160101008900100000050000 0600000000003018   
0601BSA6N       20160101008950100000050000 0600000000003020   
0601BSA6N       20160101009000100000050000 0600000000003021   
0601BSA6N       20160101009050100000050000 0600000000003023   
0601BSA6N       20160101009100100000050000 0600000000003025   
0601BSA6N       20160101009150100000050000 0600000000003026   
0601BSA6N       20160101009200100000050000 0600000000003028   
0601BSA6N       20160101009250100000050000 0600000000003030   
0601BSA6N       20160101009300100000050000 0600000000003031   
0601BSA6N       20160101009350100000050000 0600000000003033   
0601BSA6N       20160101009400100000050000 0600000000003035   
0601BSA6N       20160101009450100000050000 0600000000003036   
0601BSA6N       20160101009500100000050000 0600000000003038   
0601BSA6N       20160101009550100000050000 0600000000003039   
0601BSA6N       20160101009600100000050000 0600000000003041   
0601BSA6N       20160101009650100000050000 0600000000003042   
0601BSA6N       20160101009700100000050000 0600000000003044   
0601BSA6N       20160101009750100000050000 0600000000003045   
0601BSA6N       20160101009800100000050000 0600000000003047   
0601BSA6N       20160101009850100000050000 0600000000003048   
0601BSA6N       20160101009900100000050000 0600000000003050   
0601BSA6N       20160101009950100000050000 0600000000003051   
0601BSA6N       20160101010000100000100000 0600000000003053   
0601BSA6N       20160101010100100000100000 0600000000003056   
0601BSA6N       20160101010200100000100000 0600000000003058   
0601BSA6N       20160101010300100000100000 0600000000003061   
0601BSA6N       20160101010400100000100000 0600000000003064   
0601BSA6N       20160101010500100000100000 0600000000003066   
0601BSA6N       20160101010600100000100000 0600000000003069   
0601BSA6N       20160101010700100000100000 0600000000003071   
0601BSA6N       20160101010800100000100000 0600000000003074   
0601BSA6N       20160101010900100000100000 0600000000003076   
0601BSA6N       20160101011000100000100000 0600000000003078   
0601BSA6N       20160101011100100000100000 0600000000003081   
0601BSA6N       20160101011200100000100000 0600000000003083   
0601BSA6N       20160101011300100000100000 0600000000003085   
0601BSA6N       20160101011400100000100000 0600000000003087   
0601BSA6N       20160101011500100000100000 0600000000003089   
0601BSA6N       20160101011600100000100000 0600000000003091   
0601BSA6N       20160101011700100000100000 0600000000003094   
0601BSA6N       20160101011800100000100000 0600000000003096   
0601BSA6N       20160101011900100000100000 0600000000003097   
0601BSA6N       20160101012000100000100000 0600000000003099   
0601BSA6N       20160101012100100000100000 0600000000003101   
0601BSA6N       20160101012200100000100000 0600000000003103   
0601BSA6N       20160101012300100000100000 0600000000003105   
0601BSA6N       20160101012400100000100000 0600000000003107   
0601BSA6N       20160101012500100000100000 0600000000003109   
0601BSA6N       20160101012600100000100000 0600000000003111   
0601BSA6N       20160101012700100000100000 0600000000003112   
0601BSA6N       20160101012800100000100000 0600000000003114   
0601BSA6N       20160101012900100000100000 0600000000003116   
0601BSA6N       20160101013000100000100000 0600000000003117   
0601BSA6N       20160101013100100000100000 0600000000003119   
0601BSA6N       20160101013200100000100000 0600000000003121   
0601BSA6N       20160101013300100000100000 0600000000003122   
0601BSA6N       20160101013400100000100000 0600000000003124   
0601BSA6N       20160101013500100000100000 0600000000003125   
0601BSA6N       20160101013600100000100000 0600000000003127   
0601BSA6N       20160101013700100000100000 0600000000003128   
0601BSA6N       20160101013800100000100000 0600000000003130   
0601BSA6N       20160101013900100000100000 0600000000003131   
0601BSA6N       20160101014000100000100000 0600000000003133   
0601BSA6N       20160101014100100000100000 0600000000003134   
0601BSA6N       20160101014200100000100000 0600000000003135   
0601BSA6N       20160101014300100000100000 0600000000003137   
0601BSA6N       20160101014400100000100000 0600000000003138   
0601BSA6N       20160101014500100000100000 0600000000003140   
0601BSA6N       20160101014600100000100000 0600000000003141   
0601BSA6N       20160101014700100000100000 0600000000003142   
0601BSA6N       20160101014800100000100000 0600000000003143   
0601BSA6N       20160101014900100000100000 0600000000003145   
0601BSA6N       20160101015000100000100000 0600000000003146   
0601BSA6N       20160101015100100000100000 0600000000003147   
0601BSA6N       20160101015200100000100000 0600000000003148   
0601BSA6N       20160101015300100000100000 0600000000003150   
0601BSA6N       20160101015400100000100000 0600000000003151   
0601BSA6N       20160101015500100000100000 0600000000003152   
0601BSA6N       20160101015600100000100000 0600000000003153   
0601BSA6N       20160101015700100000100000 0600000000003154   
0601BSA6N       20160101015800100000100000 0600000000003155   
0601BSA6N       20160101015900100000100000 0600000000003156   
0601BSA6N       20160101016000100000100000 0600000000003158   
0601BSA6N       20160101016100100000100000 0600000000003159   
0601BSA6N       20160101016200100000100000 0600000000003160   
0601BSA6N       20160101016300100000100000 0600000000003161   
0601BSA6N       20160101016400100000100000 0600000000003162   
0601BSA6N       20160101016500100000100000 0600000000003163   
0601BSA6N       20160101016600100000100000 0600000000003164   
0601BSA6N       20160101016700100000100000 0600000000003165   
0601BSA6N       20160101016800100000100000 0600000000003166   
0601BSA6N       20160101016900100000100000 0600000000003167   
0601BSA6N       20160101017000100000100000 0600000000003168   
0601BSA6N       20160101017100100000100000 0600000000003169   
0601BSA6N       20160101017200100000100000 0600000000003170   
0601BSA6N       20160101017300100000100000 0600000000003171   
0601BSA6N       20160101017400100000100000 0600000000003172   
0601BSA6N       20160101017500100000100000 0600000000003173   
0601BSA6N       20160101017600100000100000 0600000000003173   
0601BSA6N       20160101017700100000100000 0600000000003174   
0601BSA6N       20160101017800100000100000 0600000000003175   
0601BSA6N       20160101017900100000100000 0600000000003176   
0601BSA6N       20160101018000100000100000 0600000000003177   
0601BSA6N       20160101018100100000100000 0600000000003178   
0601BSA6N       20160101018200100000100000 0600000000003179   
0601BSA6N       20160101018300100000100000 0600000000003180   
0601BSA6N       20160101018400100000100000 0600000000003180   
0601BSA6N       20160101018500100000100000 0600000000003181   
0601BSA6N       20160101018600100000100000 0600000000003182   
0601BSA6N       20160101018700100000100000 0600000000003183   
0601BSA6N       20160101018800100000100000 0600000000003184   
0601BSA6N       20160101018900100000100000 0600000000003184   
0601BSA6N       20160101019000100000100000 0600000000003185   
0601BSA6N       20160101019100100000100000 0600000000003186   
0601BSA6N       20160101019200100000100000 0600000000003187   
0601BSA6N       20160101019300100000100000 0600000000003188   
0601BSA6N       20160101019400100000100000 0600000000003188   
0601BSA6N       20160101019500100000100000 0600000000003189   
0601BSA6N       20160101019600100000100000 0600000000003190   
0601BSA6N       20160101019700100000100000 0600000000003190   
0601BSA6N       20160101019800100000100000 0600000000003191   
0601BSA6N       20160101019900100000100000 0600000000003192   
0601BSA6N       20160101020000100001000000 0600000000003196   
0601BSA6N       20160101021000100001000000 0600000000003202   
0601BSA6N       20160101022000100001000000 0600000000003208   
0601BSA6N       20160101023000100001000000 0600000000003213   
0601BSA6N       20160101024000100001000000 0600000000003218   
0601BSA6N       20160101025000100001000000 0600000000003223   
0601BSA6N       20160101026000100001000000 0600000000003227   
0601BSA6N       20160101027000100001000000 0600000000003231   
0601BSA6N       20160101028000100001000000 0600000000003234   
0601BSA6N       20160101029000100001000000 0600000000003238   
0601BSA6N       20160101030000100001000000 0600000000003241   
0601BSA6N       20160101031000100001000000 0600000000003244   
0601BSA6N       20160101032000100001000000 0600000000003246   
0601BSA6N       20160101033000100001000000 0600000000003249   
0601BSA6N       20160101034000100001000000 0600000000003251   
0601BSA6N       20160101035000100001000000 0600000000003254   
0601BSA6N       20160101036000100001000000 0600000000003256   
0601BSA6N       20160101037000100001000000 0600000000003258   
0601BSA6N       20160101038000100001000000 0600000000003260   
0601BSA6N       20160101039000100001000000 0600000000003262   
0601BSA6N       20160101040000100001000000 0600000000003263   
0601BSA6N       20160101041000100001000000 0600000000003265   
0601BSA6N       20160101042000100001000000 0600000000003267   
0601BSA6N       20160101043000100001000000 0600000000003268   
0601BSA6N       20160101044000100001000000 0600000000003270   
0601BSA6N       20160101045000100001000000 0600000000003271   
0601BSA6N       20160101046000100001000000 0600000000003272   
0601BSA6N       20160101047000100001000000 0600000000003274   
0601BSA6N       20160101048000100001000000 0600000000003275   
0601BSA6N       20160101049000100001000000 0600000000003276   
0601BSA6N       20160101050000100001000000 0600000000003277   
0601BSA6N       20160101051000100001000000 0600000000003278   
0601BSA6N       20160101052000100001000000 0600000000003279   
0601BSA6N       20160101053000100001000000 0600000000003280   
0601BSA6N       20160101054000100001000000 0600000000003281   
0601BSA6N       20160101055000100001000000 0600000000003282   
0601BSA6N       20160101056000100001000000 0600000000003283   
0601BSA6N       20160101057000100001000000 0600000000003284   
0601BSA6N       20160101058000100001000000 0600000000003285   
0601BSA6N       20160101059000100001000000 0600000000003286   
0601BSA6N       20160101060000100010000000 0600000000003290   
0601BSA6N       20160101070000100010000000 0600000000003295   
0601BSA6N       20160101080000100010000000 0600000000003300   
0601BSA6N       20160101090000100010000000 0600000000003303   
0601BSA6N       20160101100000100010000000 0600000000003306   
0601BSA7N       20160101000000100000110000 0700000000000000   
0601BSA7N       20160101000110100000010000 0700000000000000   
0601BSA7N       20160101000120100000010000 0700000000000000   
0601BSA7N       20160101000130100000010000 0700000000000000   
0601BSA7N       20160101000140100000010000 0700000000000000   
0601BSA7N       20160101000150100000010000 0700000000000000   
0601BSA7N       20160101000160100000010000 0700000000000000   
0601BSA7N       20160101000170100000010000 0700000000000000   
0601BSA7N       20160101000180100000010000 0700000000000000   
0601BSA7N       20160101000190100000010000 0700000000000000   
0601BSA7N       20160101000200100000010000 0700000000000000   
0601BSA7N       20160101000210100000010000 0700000000000000   
0601BSA7N       20160101000220100000010000 0700000000000000   
0601BSA7N       20160101000230100000010000 0700000000000000   
0601BSA7N       20160101000240100000010000 0700000000000000   
0601BSA7N       20160101000250100000010000 0700000000000000   
0601BSA7N       20160101000260100000010000 0700000000000000   
0601BSA7N       20160101000270100000010000 0700000000000000   
0601BSA7N       20160101000280100000010000 0700000000000000   
0601BSA7N       20160101000290100000010000 0700000000000000   
0601BSA7N       20160101000300100000010000 0700000000000000   
0601BSA7N       20160101000310100000010000 0700000000000000   
0601BSA7N       20160101000320100000010000 0700000000000000   
0601BSA7N       20160101000330100000010000 0700000000000000   
0601BSA7N       20160101000340100000010000 0700000000000000   
0601BSA7N       20160101000350100000010000 0700000000000000   
0601BSA7N       20160101000360100000010000 0700000000000000   
0601BSA7N       20160101000370100000010000 0700000000000000   
0601BSA7N       20160101000380100000010000 0700000000000000   
0601BSA7N       20160101000390100000010000 0700000000000000   
0601BSA7N       20160101000400100000010000 0700000000000000   
0601BSA7N       20160101000410100000010000 0700000000000000   
0601BSA7N       20160101000420100000010000 0700000000000000   
0601BSA7N       20160101000430100000010000 0700000000000000   
0601BSA7N       20160101000440100000010000 0700000000000000   
0601BSA7N       20160101000450100000010000 0700000000000000   
0601BSA7N       20160101000460100000010000 0700000000000000   
0601BSA7N       20160101000470100000010000 0700000000000000   
0601BSA7N       20160101000480100000010000 0700000000000000   
0601BSA7N       20160101000490100000010000 0700000000000000   
0601BSA7N       20160101000500100000010000 0700000000000000   
0601BSA7N       20160101000510100000010000 0700000000000000   
0601BSA7N       20160101000520100000010000 0700000000000000   
0601BSA7N       20160101000530100000010000 0700000000000000   
0601BSA7N       20160101000540100000010000 0700000000000000   
0601BSA7N       20160101000550100000010000 0700000000000000   
0601BSA7N       20160101000560100000010000 0700000000000000   
0601BSA7N       20160101000570100000010000 0700000000000000   
0601BSA7N       20160101000580100000010000 0700000000000000   
0601BSA7N       20160101000590100000010000 0700000000000000   
0601BSA7N       20160101000600100000010000 0700000000000000   
0601BSA7N       20160101000610100000010000 0700000000000000   
0601BSA7N       20160101000620100000010000 0700000000000000   
0601BSA7N       20160101000630100000010000 0700000000000000   
0601BSA7N       20160101000640100000010000 0700000000000000   
0601BSA7N       20160101000650100000010000 0700000000000000   
0601BSA7N       20160101000660100000010000 0700000000000000   
0601BSA7N       20160101000670100000010000 0700000000000000   
0601BSA7N       20160101000680100000010000 0700000000000000   
0601BSA7N       20160101000690100000010000 0700000000000000   
0601BSA7N       20160101000700100000010000 0700000000000000   
0601BSA7N       20160101000710100000010000 0700000000000000   
0601BSA7N       20160101000720100000010000 0700000000000000   
0601BSA7N       20160101000730100000010000 0700000000000000   
0601BSA7N       20160101000740100000010000 0700000000000012   
0601BSA7N       20160101000750100000010000 0700000000000039   
0601BSA7N       20160101000760100000010000 0700000000000063   
0601BSA7N       20160101000770100000010000 0700000000000089   
0601BSA7N       20160101000780100000010000 0700000000000111   
0601BSA7N       20160101000790100000010000 0700000000000133   
0601BSA7N       20160101000800100000010000 0700000000000158   
0601BSA7N       20160101000810100000010000 0700000000000179   
0601BSA7N       20160101000820100000010000 0700000000000202   
0601BSA7N       20160101000830100000010000 0700000000000223   
0601BSA7N       20160101000840100000010000 0700000000000245   
0601BSA7N       20160101000850100000010000 0700000000000265   
0601BSA7N       20160101000860100000010000 0700000000000286   
0601BSA7N       20160101000870100000010000 0700000000000305   
0601BSA7N       20160101000880100000010000 0700000000000323   
0601BSA7N       20160101000890100000010000 0700000000000343   
0601BSA7N       20160101000900100000010000 0700000000000360   
0601BSA7N       20160101000910100000010000 0700000000000379   
0601BSA7N       20160101000920100000010000 0700000000000396   
0601BSA7N       20160101000930100000010000 0700000000000414   
0601BSA7N       20160101000940100000010000 0700000000000430   
0601BSA7N       20160101000950100000010000 0700000000000446   
0601BSA7N       20160101000960100000010000 0700000000000463   
0601BSA7N       20160101000970100000010000 0700000000000478   
0601BSA7N       20160101000980100000010000 0700000000000495   
0601BSA7N       20160101000990100000010000 0700000000000509   
0601BSA7N       20160101001000100000050000 0700000000000554   
0601BSA7N       20160101001050100000050000 0700000000000623   
0601BSA7N       20160101001100100000050000 0700000000000691   
0601BSA7N       20160101001150100000050000 0700000000000754   
0601BSA7N       20160101001200100000050000 0700000000000812   
0601BSA7N       20160101001250100000050000 0700000000000866   
0601BSA7N       20160101001300100000050000 0700000000000917   
0601BSA7N       20160101001350100000050000 0700000000000968   
0601BSA7N       20160101001400100000050000 0700000000001022   
0601BSA7N       20160101001450100000050000 0700000000001075   
0601BSA7N       20160101001500100000050000 0700000000001123   
0601BSA7N       20160101001550100000050000 0700000000001168   
0601BSA7N       20160101001600100000050000 0700000000001212   
0601BSA7N       20160101001650100000050000 0700000000001255   
0601BSA7N       20160101001700100000050000 0700000000001298   
0601BSA7N       20160101001750100000050000 0700000000001340   
0601BSA7N       20160101001800100000050000 0700000000001379   
0601BSA7N       20160101001850100000050000 0700000000001415   
0601BSA7N       20160101001900100000050000 0700000000001451   
0601BSA7N       20160101001950100000050000 0700000000001487   
0601BSA7N       20160101002000100000050000 0700000000001523   
0601BSA7N       20160101002050100000050000 0700000000001557   
0601BSA7N       20160101002100100000050000 0700000000001591   
0601BSA7N       20160101002150100000050000 0700000000001621   
0601BSA7N       20160101002200100000050000 0700000000001651   
0601BSA7N       20160101002250100000050000 0700000000001681   
0601BSA7N       20160101002300100000050000 0700000000001708   
0601BSA7N       20160101002350100000050000 0700000000001737   
0601BSA7N       20160101002400100000050000 0700000000001767   
0601BSA7N       20160101002450100000050000 0700000000001795   
0601BSA7N       20160101002500100000050000 0700000000001821   
0601BSA7N       20160101002550100000050000 0700000000001848   
0601BSA7N       20160101002600100000050000 0700000000001872   
0601BSA7N       20160101002650100000050000 0700000000001901   
0601BSA7N       20160101002700100000050000 0700000000001931   
0601BSA7N       20160101002750100000050000 0700000000001959   
0601BSA7N       20160101002800100000050000 0700000000001986   
0601BSA7N       20160101002850100000050000 0700000000002012   
0601BSA7N       20160101002900100000050000 0700000000002037   
0601BSA7N       20160101002950100000050000 0700000000002061   
0601BSA7N       20160101003000100000050000 0700000000002085   
0601BSA7N       20160101003050100000050000 0700000000002108   
0601BSA7N       20160101003100100000050000 0700000000002129   
0601BSA7N       20160101003150100000050000 0700000000002151   
0601BSA7N       20160101003200100000050000 0700000000002172   
0601BSA7N       20160101003250100000050000 0700000000002192   
0601BSA7N       20160101003300100000050000 0700000000002211   
0601BSA7N       20160101003350100000050000 0700000000002230   
0601BSA7N       20160101003400100000050000 0700000000002248   
0601BSA7N       20160101003450100000050000 0700000000002266   
0601BSA7N       20160101003500100000050000 0700000000002284   
0601BSA7N       20160101003550100000050000 0700000000002300   
0601BSA7N       20160101003600100000050000 0700000000002317   
0601BSA7N       20160101003650100000050000 0700000000002333   
0601BSA7N       20160101003700100000050000 0700000000002348   
0601BSA7N       20160101003750100000050000 0700000000002363   
0601BSA7N       20160101003800100000050000 0700000000002378   
0601BSA7N       20160101003850100000050000 0700000000002392   
0601BSA7N       20160101003900100000050000 0700000000002406   
0601BSA7N       20160101003950100000050000 0700000000002419   
0601BSA7N       20160101004000100000050000 0700000000002432   
0601BSA7N       20160101004050100000050000 0700000000002445   
0601BSA7N       20160101004100100000050000 0700000000002458   
0601BSA7N       20160101004150100000050000 0700000000002470   
0601BSA7N       20160101004200100000050000 0700000000002482   
0601BSA7N       20160101004250100000050000 0700000000002494   
0601BSA7N       20160101004300100000050000 0700000000002505   
0601BSA7N       20160101004350100000050000 0700000000002516   
0601BSA7N       20160101004400100000050000 0700000000002528   
0601BSA7N       20160101004450100000050000 0700000000002538   
0601BSA7N       20160101004500100000050000 0700000000002548   
0601BSA7N       20160101004550100000050000 0700000000002559   
0601BSA7N       20160101004600100000050000 0700000000002569   
0601BSA7N       20160101004650100000050000 0700000000002578   
0601BSA7N       20160101004700100000050000 0700000000002589   
0601BSA7N       20160101004750100000050000 0700000000002598   
0601BSA7N       20160101004800100000050000 0700000000002607   
0601BSA7N       20160101004850100000050000 0700000000002616   
0601BSA7N       20160101004900100000050000 0700000000002625   
0601BSA7N       20160101004950100000050000 0700000000002633   
0601BSA7N       20160101005000100000050000 0700000000002642   
0601BSA7N       20160101005050100000050000 0700000000002650   
0601BSA7N       20160101005100100000050000 0700000000002658   
0601BSA7N       20160101005150100000050000 0700000000002666   
0601BSA7N       20160101005200100000050000 0700000000002674   
0601BSA7N       20160101005250100000050000 0700000000002682   
0601BSA7N       20160101005300100000050000 0700000000002689   
0601BSA7N       20160101005350100000050000 0700000000002697   
0601BSA7N       20160101005400100000050000 0700000000002704   
0601BSA7N       20160101005450100000050000 0700000000002711   
0601BSA7N       20160101005500100000050000 0700000000002718   
0601BSA7N       20160101005550100000050000 0700000000002725   
