00BS               20151102                                                                                   
0601BSH6Y       20160101006550100000050000 0600000000002702   
0601BSH6Y       20160101006600100000050000 0600000000002708   
0601BSH6Y       20160101006650100000050000 0600000000002714   
0601BSH6Y       20160101006700100000050000 0600000000002719   
0601BSH6Y       20160101006750100000050000 0600000000002725   
0601BSH6Y       20160101006800100000050000 0600000000002730   
0601BSH6Y       20160101006850100000050000 0600000000002736   
0601BSH6Y       20160101006900100000050000 0600000000002741   
0601BSH6Y       20160101006950100000050000 0600000000002746   
0601BSH6Y       20160101007000100000050000 0600000000002751   
0601BSH6Y       20160101007050100000050000 0600000000002756   
0601BSH6Y       20160101007100100000050000 0600000000002761   
0601BSH6Y       20160101007150100000050000 0600000000002766   
0601BSH6Y       20160101007200100000050000 0600000000002771   
0601BSH6Y       20160101007250100000050000 0600000000002776   
0601BSH6Y       20160101007300100000050000 0600000000002781   
0601BSH6Y       20160101007350100000050000 0600000000002785   
0601BSH6Y       20160101007400100000050000 0600000000002790   
0601BSH6Y       20160101007450100000050000 0600000000002794   
0601BSH6Y       20160101007500100000050000 0600000000002799   
0601BSH6Y       20160101007550100000050000 0600000000002803   
0601BSH6Y       20160101007600100000050000 0600000000002808   
0601BSH6Y       20160101007650100000050000 0600000000002812   
0601BSH6Y       20160101007700100000050000 0600000000002816   
0601BSH6Y       20160101007750100000050000 0600000000002820   
0601BSH6Y       20160101007800100000050000 0600000000002824   
0601BSH6Y       20160101007850100000050000 0600000000002828   
0601BSH6Y       20160101007900100000050000 0600000000002832   
0601BSH6Y       20160101007950100000050000 0600000000002836   
0601BSH6Y       20160101008000100000050000 0600000000002840   
0601BSH6Y       20160101008050100000050000 0600000000002844   
0601BSH6Y       20160101008100100000050000 0600000000002848   
0601BSH6Y       20160101008150100000050000 0600000000002852   
0601BSH6Y       20160101008200100000050000 0600000000002856   
0601BSH6Y       20160101008250100000050000 0600000000002859   
0601BSH6Y       20160101008300100000050000 0600000000002863   
0601BSH6Y       20160101008350100000050000 0600000000002867   
0601BSH6Y       20160101008400100000050000 0600000000002870   
0601BSH6Y       20160101008450100000050000 0600000000002874   
0601BSH6Y       20160101008500100000050000 0600000000002877   
0601BSH6Y       20160101008550100000050000 0600000000002880   
0601BSH6Y       20160101008600100000050000 0600000000002884   
0601BSH6Y       20160101008650100000050000 0600000000002887   
0601BSH6Y       20160101008700100000050000 0600000000002890   
0601BSH6Y       20160101008750100000050000 0600000000002894   
0601BSH6Y       20160101008800100000050000 0600000000002897   
0601BSH6Y       20160101008850100000050000 0600000000002900   
0601BSH6Y       20160101008900100000050000 0600000000002903   
0601BSH6Y       20160101008950100000050000 0600000000002907   
0601BSH6Y       20160101009000100000050000 0600000000002909   
0601BSH6Y       20160101009050100000050000 0600000000002912   
0601BSH6Y       20160101009100100000050000 0600000000002914   
0601BSH6Y       20160101009150100000050000 0600000000002916   
0601BSH6Y       20160101009200100000050000 0600000000002918   
0601BSH6Y       20160101009250100000050000 0600000000002921   
0601BSH6Y       20160101009300100000050000 0600000000002923   
0601BSH6Y       20160101009350100000050000 0600000000002925   
0601BSH6Y       20160101009400100000050000 0600000000002927   
0601BSH6Y       20160101009450100000050000 0600000000002929   
0601BSH6Y       20160101009500100000050000 0600000000002932   
0601BSH6Y       20160101009550100000050000 0600000000002934   
0601BSH6Y       20160101009600100000050000 0600000000002936   
0601BSH6Y       20160101009650100000050000 0600000000002938   
0601BSH6Y       20160101009700100000050000 0600000000002940   
0601BSH6Y       20160101009750100000050000 0600000000002942   
0601BSH6Y       20160101009800100000050000 0600000000002944   
0601BSH6Y       20160101009850100000050000 0600000000002946   
0601BSH6Y       20160101009900100000050000 0600000000002948   
0601BSH6Y       20160101009950100000050000 0600000000002950   
0601BSH6Y       20160101010000100000100000 0600000000002952   
0601BSH6Y       20160101010100100000100000 0600000000002956   
0601BSH6Y       20160101010200100000100000 0600000000002960   
0601BSH6Y       20160101010300100000100000 0600000000002963   
0601BSH6Y       20160101010400100000100000 0600000000002967   
0601BSH6Y       20160101010500100000100000 0600000000002970   
0601BSH6Y       20160101010600100000100000 0600000000002974   
0601BSH6Y       20160101010700100000100000 0600000000002977   
0601BSH6Y       20160101010800100000100000 0600000000002981   
0601BSH6Y       20160101010900100000100000 0600000000002984   
0601BSH6Y       20160101011000100000100000 0600000000002987   
0601BSH6Y       20160101011100100000100000 0600000000002990   
0601BSH6Y       20160101011200100000100000 0600000000002993   
0601BSH6Y       20160101011300100000100000 0600000000002996   
0601BSH6Y       20160101011400100000100000 0600000000002999   
0601BSH6Y       20160101011500100000100000 0600000000003002   
0601BSH6Y       20160101011600100000100000 0600000000003005   
0601BSH6Y       20160101011700100000100000 0600000000003008   
0601BSH6Y       20160101011800100000100000 0600000000003010   
0601BSH6Y       20160101011900100000100000 0600000000003013   
0601BSH6Y       20160101012000100000100000 0600000000003016   
0601BSH6Y       20160101012100100000100000 0600000000003018   
0601BSH6Y       20160101012200100000100000 0600000000003021   
0601BSH6Y       20160101012300100000100000 0600000000003023   
0601BSH6Y       20160101012400100000100000 0600000000003026   
0601BSH6Y       20160101012500100000100000 0600000000003028   
0601BSH6Y       20160101012600100000100000 0600000000003031   
0601BSH6Y       20160101012700100000100000 0600000000003033   
0601BSH6Y       20160101012800100000100000 0600000000003035   
0601BSH6Y       20160101012900100000100000 0600000000003038   
0601BSH6Y       20160101013000100000100000 0600000000003040   
0601BSH6Y       20160101013100100000100000 0600000000003042   
0601BSH6Y       20160101013200100000100000 0600000000003044   
0601BSH6Y       20160101013300100000100000 0600000000003047   
0601BSH6Y       20160101013400100000100000 0600000000003049   
0601BSH6Y       20160101013500100000100000 0600000000003051   
0601BSH6Y       20160101013600100000100000 0600000000003053   
0601BSH6Y       20160101013700100000100000 0600000000003055   
0601BSH6Y       20160101013800100000100000 0600000000003057   
0601BSH6Y       20160101013900100000100000 0600000000003059   
0601BSH6Y       20160101014000100000100000 0600000000003061   
0601BSH6Y       20160101014100100000100000 0600000000003063   
0601BSH6Y       20160101014200100000100000 0600000000003065   
0601BSH6Y       20160101014300100000100000 0600000000003066   
0601BSH6Y       20160101014400100000100000 0600000000003068   
0601BSH6Y       20160101014500100000100000 0600000000003070   
0601BSH6Y       20160101014600100000100000 0600000000003072   
0601BSH6Y       20160101014700100000100000 0600000000003074   
0601BSH6Y       20160101014800100000100000 0600000000003075   
0601BSH6Y       20160101014900100000100000 0600000000003077   
0601BSH6Y       20160101015000100000100000 0600000000003079   
0601BSH6Y       20160101015100100000100000 0600000000003081   
0601BSH6Y       20160101015200100000100000 0600000000003082   
0601BSH6Y       20160101015300100000100000 0600000000003084   
0601BSH6Y       20160101015400100000100000 0600000000003085   
0601BSH6Y       20160101015500100000100000 0600000000003087   
0601BSH6Y       20160101015600100000100000 0600000000003089   
0601BSH6Y       20160101015700100000100000 0600000000003090   
0601BSH6Y       20160101015800100000100000 0600000000003092   
0601BSH6Y       20160101015900100000100000 0600000000003093   
0601BSH6Y       20160101016000100000100000 0600000000003095   
0601BSH6Y       20160101016100100000100000 0600000000003096   
0601BSH6Y       20160101016200100000100000 0600000000003098   
0601BSH6Y       20160101016300100000100000 0600000000003099   
0601BSH6Y       20160101016400100000100000 0600000000003100   
0601BSH6Y       20160101016500100000100000 0600000000003102   
0601BSH6Y       20160101016600100000100000 0600000000003103   
0601BSH6Y       20160101016700100000100000 0600000000003105   
0601BSH6Y       20160101016800100000100000 0600000000003106   
0601BSH6Y       20160101016900100000100000 0600000000003107   
0601BSH6Y       20160101017000100000100000 0600000000003109   
0601BSH6Y       20160101017100100000100000 0600000000003110   
0601BSH6Y       20160101017200100000100000 0600000000003111   
0601BSH6Y       20160101017300100000100000 0600000000003113   
0601BSH6Y       20160101017400100000100000 0600000000003114   
0601BSH6Y       20160101017500100000100000 0600000000003115   
0601BSH6Y       20160101017600100000100000 0600000000003116   
0601BSH6Y       20160101017700100000100000 0600000000003117   
0601BSH6Y       20160101017800100000100000 0600000000003119   
0601BSH6Y       20160101017900100000100000 0600000000003120   
0601BSH6Y       20160101018000100000100000 0600000000003121   
0601BSH6Y       20160101018100100000100000 0600000000003122   
0601BSH6Y       20160101018200100000100000 0600000000003123   
0601BSH6Y       20160101018300100000100000 0600000000003124   
0601BSH6Y       20160101018400100000100000 0600000000003126   
0601BSH6Y       20160101018500100000100000 0600000000003127   
0601BSH6Y       20160101018600100000100000 0600000000003128   
0601BSH6Y       20160101018700100000100000 0600000000003129   
0601BSH6Y       20160101018800100000100000 0600000000003130   
0601BSH6Y       20160101018900100000100000 0600000000003131   
0601BSH6Y       20160101019000100000100000 0600000000003132   
0601BSH6Y       20160101019100100000100000 0600000000003133   
0601BSH6Y       20160101019200100000100000 0600000000003134   
0601BSH6Y       20160101019300100000100000 0600000000003135   
0601BSH6Y       20160101019400100000100000 0600000000003136   
0601BSH6Y       20160101019500100000100000 0600000000003137   
0601BSH6Y       20160101019600100000100000 0600000000003138   
0601BSH6Y       20160101019700100000100000 0600000000003139   
0601BSH6Y       20160101019800100000100000 0600000000003140   
0601BSH6Y       20160101019900100000100000 0600000000003141   
0601BSH6Y       20160101020000100001000000 0600000000003146   
0601BSH6Y       20160101021000100001000000 0600000000003155   
0601BSH6Y       20160101022000100001000000 0600000000003163   
0601BSH6Y       20160101023000100001000000 0600000000003170   
0601BSH6Y       20160101024000100001000000 0600000000003177   
0601BSH6Y       20160101025000100001000000 0600000000003183   
0601BSH6Y       20160101026000100001000000 0600000000003189   
0601BSH6Y       20160101027000100001000000 0600000000003194   
0601BSH6Y       20160101028000100001000000 0600000000003199   
0601BSH6Y       20160101029000100001000000 0600000000003203   
0601BSH6Y       20160101030000100001000000 0600000000003207   
0601BSH6Y       20160101031000100001000000 0600000000003212   
0601BSH6Y       20160101032000100001000000 0600000000003215   
0601BSH6Y       20160101033000100001000000 0600000000003219   
0601BSH6Y       20160101034000100001000000 0600000000003222   
0601BSH6Y       20160101035000100001000000 0600000000003225   
0601BSH6Y       20160101036000100001000000 0600000000003228   
0601BSH6Y       20160101037000100001000000 0600000000003231   
0601BSH6Y       20160101038000100001000000 0600000000003234   
0601BSH6Y       20160101039000100001000000 0600000000003236   
0601BSH6Y       20160101040000100001000000 0600000000003238   
0601BSH6Y       20160101041000100001000000 0600000000003241   
0601BSH6Y       20160101042000100001000000 0600000000003243   
0601BSH6Y       20160101043000100001000000 0600000000003245   
0601BSH6Y       20160101044000100001000000 0600000000003247   
0601BSH6Y       20160101045000100001000000 0600000000003249   
0601BSH6Y       20160101046000100001000000 0600000000003251   
0601BSH6Y       20160101047000100001000000 0600000000003252   
0601BSH6Y       20160101048000100001000000 0600000000003254   
0601BSH6Y       20160101049000100001000000 0600000000003256   
0601BSH6Y       20160101050000100001000000 0600000000003257   
0601BSH6Y       20160101051000100001000000 0600000000003259   
0601BSH6Y       20160101052000100001000000 0600000000003260   
0601BSH6Y       20160101053000100001000000 0600000000003261   
0601BSH6Y       20160101054000100001000000 0600000000003263   
0601BSH6Y       20160101055000100001000000 0600000000003264   
0601BSH6Y       20160101056000100001000000 0600000000003265   
0601BSH6Y       20160101057000100001000000 0600000000003266   
0601BSH6Y       20160101058000100001000000 0600000000003267   
0601BSH6Y       20160101059000100001000000 0600000000003269   
0601BSH6Y       20160101060000100010000000 0600000000003274   
0601BSH6Y       20160101070000100010000000 0600000000003282   
0601BSH6Y       20160101080000100010000000 0600000000003288   
0601BSH6Y       20160101090000100010000000 0600000000003293   
0601BSH6Y       20160101100000100010000000 0600000000003296   
0601BSH7Y       20160101000000100000110000 0700000000000000   
0601BSH7Y       20160101000110100000010000 0700000000000000   
0601BSH7Y       20160101000120100000010000 0700000000000000   
0601BSH7Y       20160101000130100000010000 0700000000000000   
0601BSH7Y       20160101000140100000010000 0700000000000000   
0601BSH7Y       20160101000150100000010000 0700000000000000   
0601BSH7Y       20160101000160100000010000 0700000000000000   
0601BSH7Y       20160101000170100000010000 0700000000000000   
0601BSH7Y       20160101000180100000010000 0700000000000000   
0601BSH7Y       20160101000190100000010000 0700000000000000   
0601BSH7Y       20160101000200100000010000 0700000000000000   
0601BSH7Y       20160101000210100000010000 0700000000000000   
0601BSH7Y       20160101000220100000010000 0700000000000000   
0601BSH7Y       20160101000230100000010000 0700000000000000   
0601BSH7Y       20160101000240100000010000 0700000000000000   
0601BSH7Y       20160101000250100000010000 0700000000000000   
0601BSH7Y       20160101000260100000010000 0700000000000000   
0601BSH7Y       20160101000270100000010000 0700000000000000   
0601BSH7Y       20160101000280100000010000 0700000000000000   
0601BSH7Y       20160101000290100000010000 0700000000000000   
0601BSH7Y       20160101000300100000010000 0700000000000000   
0601BSH7Y       20160101000310100000010000 0700000000000000   
0601BSH7Y       20160101000320100000010000 0700000000000000   
0601BSH7Y       20160101000330100000010000 0700000000000000   
0601BSH7Y       20160101000340100000010000 0700000000000000   
0601BSH7Y       20160101000350100000010000 0700000000000000   
0601BSH7Y       20160101000360100000010000 0700000000000000   
0601BSH7Y       20160101000370100000010000 0700000000000000   
0601BSH7Y       20160101000380100000010000 0700000000000000   
0601BSH7Y       20160101000390100000010000 0700000000000000   
0601BSH7Y       20160101000400100000010000 0700000000000000   
0601BSH7Y       20160101000410100000010000 0700000000000000   
0601BSH7Y       20160101000420100000010000 0700000000000000   
0601BSH7Y       20160101000430100000010000 0700000000000000   
0601BSH7Y       20160101000440100000010000 0700000000000000   
0601BSH7Y       20160101000450100000010000 0700000000000000   
0601BSH7Y       20160101000460100000010000 0700000000000000   
0601BSH7Y       20160101000470100000010000 0700000000000000   
0601BSH7Y       20160101000480100000010000 0700000000000000   
0601BSH7Y       20160101000490100000010000 0700000000000000   
0601BSH7Y       20160101000500100000010000 0700000000000000   
0601BSH7Y       20160101000510100000010000 0700000000000000   
0601BSH7Y       20160101000520100000010000 0700000000000000   
0601BSH7Y       20160101000530100000010000 0700000000000000   
0601BSH7Y       20160101000540100000010000 0700000000000000   
0601BSH7Y       20160101000550100000010000 0700000000000000   
0601BSH7Y       20160101000560100000010000 0700000000000000   
0601BSH7Y       20160101000570100000010000 0700000000000000   
0601BSH7Y       20160101000580100000010000 0700000000000000   
0601BSH7Y       20160101000590100000010000 0700000000000000   
0601BSH7Y       20160101000600100000010000 0700000000000000   
0601BSH7Y       20160101000610100000010000 0700000000000000   
0601BSH7Y       20160101000620100000010000 0700000000000000   
0601BSH7Y       20160101000630100000010000 0700000000000000   
0601BSH7Y       20160101000640100000010000 0700000000000000   
0601BSH7Y       20160101000650100000010000 0700000000000000   
0601BSH7Y       20160101000660100000010000 0700000000000000   
0601BSH7Y       20160101000670100000010000 0700000000000000   
0601BSH7Y       20160101000680100000010000 0700000000000000   
0601BSH7Y       20160101000690100000010000 0700000000000000   
0601BSH7Y       20160101000700100000010000 0700000000000000   
0601BSH7Y       20160101000710100000010000 0700000000000000   
0601BSH7Y       20160101000720100000010000 0700000000000000   
0601BSH7Y       20160101000730100000010000 0700000000000000   
0601BSH7Y       20160101000740100000010000 0700000000000000   
0601BSH7Y       20160101000750100000010000 0700000000000000   
0601BSH7Y       20160101000760100000010000 0700000000000000   
0601BSH7Y       20160101000770100000010000 0700000000000000   
0601BSH7Y       20160101000780100000010000 0700000000000000   
0601BSH7Y       20160101000790100000010000 0700000000000000   
0601BSH7Y       20160101000800100000010000 0700000000000000   
0601BSH7Y       20160101000810100000010000 0700000000000000   
0601BSH7Y       20160101000820100000010000 0700000000000000   
0601BSH7Y       20160101000830100000010000 0700000000000000   
0601BSH7Y       20160101000840100000010000 0700000000000000   
0601BSH7Y       20160101000850100000010000 0700000000000000   
0601BSH7Y       20160101000860100000010000 0700000000000024   
0601BSH7Y       20160101000870100000010000 0700000000000045   
0601BSH7Y       20160101000880100000010000 0700000000000065   
0601BSH7Y       20160101000890100000010000 0700000000000087   
0601BSH7Y       20160101000900100000010000 0700000000000107   
0601BSH7Y       20160101000910100000010000 0700000000000128   
0601BSH7Y       20160101000920100000010000 0700000000000146   
0601BSH7Y       20160101000930100000010000 0700000000000167   
0601BSH7Y       20160101000940100000010000 0700000000000184   
0601BSH7Y       20160101000950100000010000 0700000000000202   
0601BSH7Y       20160101000960100000010000 0700000000000221   
0601BSH7Y       20160101000970100000010000 0700000000000238   
0601BSH7Y       20160101000980100000010000 0700000000000256   
0601BSH7Y       20160101000990100000010000 0700000000000272   
0601BSH7Y       20160101001000100000050000 0700000000000322   
0601BSH7Y       20160101001050100000050000 0700000000000397   
0601BSH7Y       20160101001100100000050000 0700000000000465   
0601BSH7Y       20160101001150100000050000 0700000000000527   
0601BSH7Y       20160101001200100000050000 0700000000000584   
0601BSH7Y       20160101001250100000050000 0700000000000637   
0601BSH7Y       20160101001300100000050000 0700000000000687   
0601BSH7Y       20160101001350100000050000 0700000000000734   
0601BSH7Y       20160101001400100000050000 0700000000000777   
0601BSH7Y       20160101001450100000050000 0700000000000818   
0601BSH7Y       20160101001500100000050000 0700000000000856   
0601BSH7Y       20160101001550100000050000 0700000000000891   
0601BSH7Y       20160101001600100000050000 0700000000000938   
0601BSH7Y       20160101001650100000050000 0700000000000983   
0601BSH7Y       20160101001700100000050000 0700000000001027   
0601BSH7Y       20160101001750100000050000 0700000000001071   
0601BSH7Y       20160101001800100000050000 0700000000001112   
0601BSH7Y       20160101001850100000050000 0700000000001153   
0601BSH7Y       20160101001900100000050000 0700000000001194   
0601BSH7Y       20160101001950100000050000 0700000000001234   
0601BSH7Y       20160101002000100000050000 0700000000001275   
0601BSH7Y       20160101002050100000050000 0700000000001319   
0601BSH7Y       20160101002100100000050000 0700000000001362   
0601BSH7Y       20160101002150100000050000 0700000000001403   
0601BSH7Y       20160101002200100000050000 0700000000001441   
0601BSH7Y       20160101002250100000050000 0700000000001479   
0601BSH7Y       20160101002300100000050000 0700000000001514   
0601BSH7Y       20160101002350100000050000 0700000000001548   
0601BSH7Y       20160101002400100000050000 0700000000001582   
0601BSH7Y       20160101002450100000050000 0700000000001612   
0601BSH7Y       20160101002500100000050000 0700000000001642   
0601BSH7Y       20160101002550100000050000 0700000000001672   
0601BSH7Y       20160101002600100000050000 0700000000001699   
0601BSH7Y       20160101002650100000050000 0700000000001726   
0601BSH7Y       20160101002700100000050000 0700000000001752   
0601BSH7Y       20160101002750100000050000 0700000000001777   
0601BSH7Y       20160101002800100000050000 0700000000001801   
0601BSH7Y       20160101002850100000050000 0700000000001824   
0601BSH7Y       20160101002900100000050000 0700000000001846   
0601BSH7Y       20160101002950100000050000 0700000000001868   
0601BSH7Y       20160101003000100000050000 0700000000001889   
0601BSH7Y       20160101003050100000050000 0700000000001909   
0601BSH7Y       20160101003100100000050000 0700000000001928   
0601BSH7Y       20160101003150100000050000 0700000000001948   
0601BSH7Y       20160101003200100000050000 0700000000001966   
0601BSH7Y       20160101003250100000050000 0700000000001984   
0601BSH7Y       20160101003300100000050000 0700000000002001   
0601BSH7Y       20160101003350100000050000 0700000000002018   
0601BSH7Y       20160101003400100000050000 0700000000002034   
0601BSH7Y       20160101003450100000050000 0700000000002050   
0601BSH7Y       20160101003500100000050000 0700000000002065   
0601BSH7Y       20160101003550100000050000 0700000000002080   
0601BSH7Y       20160101003600100000050000 0700000000002095   
0601BSH7Y       20160101003650100000050000 0700000000002109   
0601BSH7Y       20160101003700100000050000 0700000000002123   
0601BSH7Y       20160101003750100000050000 0700000000002136   
0601BSH7Y       20160101003800100000050000 0700000000002149   
0601BSH7Y       20160101003850100000050000 0700000000002162   
0601BSH7Y       20160101003900100000050000 0700000000002174   
0601BSH7Y       20160101003950100000050000 0700000000002186   
0601BSH7Y       20160101004000100000050000 0700000000002198   
0601BSH7Y       20160101004050100000050000 0700000000002209   
0601BSH7Y       20160101004100100000050000 0700000000002221   
0601BSH7Y       20160101004150100000050000 0700000000002232   
0601BSH7Y       20160101004200100000050000 0700000000002242   
0601BSH7Y       20160101004250100000050000 0700000000002253   
0601BSH7Y       20160101004300100000050000 0700000000002263   
0601BSH7Y       20160101004350100000050000 0700000000002273   
0601BSH7Y       20160101004400100000050000 0700000000002283   
0601BSH7Y       20160101004450100000050000 0700000000002292   
0601BSH7Y       20160101004500100000050000 0700000000002301   
0601BSH7Y       20160101004550100000050000 0700000000002311   
0601BSH7Y       20160101004600100000050000 0700000000002320   
0601BSH7Y       20160101004650100000050000 0700000000002332   
0601BSH7Y       20160101004700100000050000 0700000000002344   
0601BSH7Y       20160101004750100000050000 0700000000002356   
0601BSH7Y       20160101004800100000050000 0700000000002367   
0601BSH7Y       20160101004850100000050000 0700000000002379   
0601BSH7Y       20160101004900100000050000 0700000000002390   
0601BSH7Y       20160101004950100000050000 0700000000002400   
0601BSH7Y       20160101005000100000050000 0700000000002411   
0601BSH7Y       20160101005050100000050000 0700000000002422   
0601BSH7Y       20160101005100100000050000 0700000000002432   
0601BSH7Y       20160101005150100000050000 0700000000002442   
0601BSH7Y       20160101005200100000050000 0700000000002452   
0601BSH7Y       20160101005250100000050000 0700000000002461   
0601BSH7Y       20160101005300100000050000 0700000000002471   
0601BSH7Y       20160101005350100000050000 0700000000002480   
0601BSH7Y       20160101005400100000050000 0700000000002489   
0601BSH7Y       20160101005450100000050000 0700000000002498   
0601BSH7Y       20160101005500100000050000 0700000000002507   
0601BSH7Y       20160101005550100000050000 0700000000002515   
0601BSH7Y       20160101005600100000050000 0700000000002524   
0601BSH7Y       20160101005650100000050000 0700000000002532   
0601BSH7Y       20160101005700100000050000 0700000000002540   
0601BSH7Y       20160101005750100000050000 0700000000002548   
0601BSH7Y       20160101005800100000050000 0700000000002556   
0601BSH7Y       20160101005850100000050000 0700000000002564   
0601BSH7Y       20160101005900100000050000 0700000000002572   
0601BSH7Y       20160101005950100000050000 0700000000002579   
0601BSH7Y       20160101006000100000050000 0700000000002586   
0601BSH7Y       20160101006050100000050000 0700000000002593   
0601BSH7Y       20160101006100100000050000 0700000000002601   
0601BSH7Y       20160101006150100000050000 0700000000002608   
0601BSH7Y       20160101006200100000050000 0700000000002614   
0601BSH7Y       20160101006250100000050000 0700000000002621   
0601BSH7Y       20160101006300100000050000 0700000000002628   
0601BSH7Y       20160101006350100000050000 0700000000002634   
0601BSH7Y       20160101006400100000050000 0700000000002641   
0601BSH7Y       20160101006450100000050000 0700000000002647   
0601BSH7Y       20160101006500100000050000 0700000000002654   
0601BSH7Y       20160101006550100000050000 0700000000002660   
0601BSH7Y       20160101006600100000050000 0700000000002666   
0601BSH7Y       20160101006650100000050000 0700000000002672   
0601BSH7Y       20160101006700100000050000 0700000000002678   
0601BSH7Y       20160101006750100000050000 0700000000002684   
0601BSH7Y       20160101006800100000050000 0700000000002689   
0601BSH7Y       20160101006850100000050000 0700000000002695   
0601BSH7Y       20160101006900100000050000 0700000000002701   
0601BSH7Y       20160101006950100000050000 0700000000002706   
0601BSH7Y       20160101007000100000050000 0700000000002712   
0601BSH7Y       20160101007050100000050000 0700000000002717   
0601BSH7Y       20160101007100100000050000 0700000000002722   
0601BSH7Y       20160101007150100000050000 0700000000002727   
0601BSH7Y       20160101007200100000050000 0700000000002732   
0601BSH7Y       20160101007250100000050000 0700000000002737   
0601BSH7Y       20160101007300100000050000 0700000000002742   
0601BSH7Y       20160101007350100000050000 0700000000002747   
0601BSH7Y       20160101007400100000050000 0700000000002752   
0601BSH7Y       20160101007450100000050000 0700000000002757   
0601BSH7Y       20160101007500100000050000 0700000000002762   
0601BSH7Y       20160101007550100000050000 0700000000002766   
0601BSH7Y       20160101007600100000050000 0700000000002771   
0601BSH7Y       20160101007650100000050000 0700000000002775   
0601BSH7Y       20160101007700100000050000 0700000000002780   
0601BSH7Y       20160101007750100000050000 0700000000002784   
0601BSH7Y       20160101007800100000050000 0700000000002789   
0601BSH7Y       20160101007850100000050000 0700000000002793   
0601BSH7Y       20160101007900100000050000 0700000000002797   
0601BSH7Y       20160101007950100000050000 0700000000002801   
0601BSH7Y       20160101008000100000050000 0700000000002806   
0601BSH7Y       20160101008050100000050000 0700000000002809   
0601BSH7Y       20160101008100100000050000 0700000000002814   
0601BSH7Y       20160101008150100000050000 0700000000002818   
0601BSH7Y       20160101008200100000050000 0700000000002821   
0601BSH7Y       20160101008250100000050000 0700000000002826   
0601BSH7Y       20160101008300100000050000 0700000000002829   
0601BSH7Y       20160101008350100000050000 0700000000002833   
0601BSH7Y       20160101008400100000050000 0700000000002837   
0601BSH7Y       20160101008450100000050000 0700000000002841   
0601BSH7Y       20160101008500100000050000 0700000000002844   
0601BSH7Y       20160101008550100000050000 0700000000002848   
0601BSH7Y       20160101008600100000050000 0700000000002851   
0601BSH7Y       20160101008650100000050000 0700000000002855   
0601BSH7Y       20160101008700100000050000 0700000000002859   
0601BSH7Y       20160101008750100000050000 0700000000002862   
0601BSH7Y       20160101008800100000050000 0700000000002865   
0601BSH7Y       20160101008850100000050000 0700000000002869   
0601BSH7Y       20160101008900100000050000 0700000000002872   
0601BSH7Y       20160101008950100000050000 0700000000002875   
0601BSH7Y       20160101009000100000050000 0700000000002879   
0601BSH7Y       20160101009050100000050000 0700000000002882   
0601BSH7Y       20160101009100100000050000 0700000000002884   
0601BSH7Y       20160101009150100000050000 0700000000002887   
0601BSH7Y       20160101009200100000050000 0700000000002889   
0601BSH7Y       20160101009250100000050000 0700000000002892   
0601BSH7Y       20160101009300100000050000 0700000000002894   
0601BSH7Y       20160101009350100000050000 0700000000002897   
0601BSH7Y       20160101009400100000050000 0700000000002899   
0601BSH7Y       20160101009450100000050000 0700000000002901   
0601BSH7Y       20160101009500100000050000 0700000000002903   
0601BSH7Y       20160101009550100000050000 0700000000002906   
0601BSH7Y       20160101009600100000050000 0700000000002908   
0601BSH7Y       20160101009650100000050000 0700000000002910   
0601BSH7Y       20160101009700100000050000 0700000000002912   
0601BSH7Y       20160101009750100000050000 0700000000002914   
0601BSH7Y       20160101009800100000050000 0700000000002917   
0601BSH7Y       20160101009850100000050000 0700000000002919   
0601BSH7Y       20160101009900100000050000 0700000000002921   
0601BSH7Y       20160101009950100000050000 0700000000002923   
0601BSH7Y       20160101010000100000100000 0700000000002926   
0601BSH7Y       20160101010100100000100000 0700000000002930   
0601BSH7Y       20160101010200100000100000 0700000000002934   
0601BSH7Y       20160101010300100000100000 0700000000002938   
0601BSH7Y       20160101010400100000100000 0700000000002941   
0601BSH7Y       20160101010500100000100000 0700000000002945   
0601BSH7Y       20160101010600100000100000 0700000000002949   
0601BSH7Y       20160101010700100000100000 0700000000002952   
0601BSH7Y       20160101010800100000100000 0700000000002956   
0601BSH7Y       20160101010900100000100000 0700000000002959   
0601BSH7Y       20160101011000100000100000 0700000000002963   
0601BSH7Y       20160101011100100000100000 0700000000002966   
0601BSH7Y       20160101011200100000100000 0700000000002969   
0601BSH7Y       20160101011300100000100000 0700000000002972   
0601BSH7Y       20160101011400100000100000 0700000000002976   
0601BSH7Y       20160101011500100000100000 0700000000002979   
0601BSH7Y       20160101011600100000100000 0700000000002982   
0601BSH7Y       20160101011700100000100000 0700000000002985   
0601BSH7Y       20160101011800100000100000 0700000000002988   
0601BSH7Y       20160101011900100000100000 0700000000002990   
0601BSH7Y       20160101012000100000100000 0700000000002993   
0601BSH7Y       20160101012100100000100000 0700000000002996   
0601BSH7Y       20160101012200100000100000 0700000000002999   
0601BSH7Y       20160101012300100000100000 0700000000003002   
0601BSH7Y       20160101012400100000100000 0700000000003004   
0601BSH7Y       20160101012500100000100000 0700000000003007   
0601BSH7Y       20160101012600100000100000 0700000000003010   
0601BSH7Y       20160101012700100000100000 0700000000003012   
0601BSH7Y       20160101012800100000100000 0700000000003014   
0601BSH7Y       20160101012900100000100000 0700000000003017   
0601BSH7Y       20160101013000100000100000 0700000000003019   
0601BSH7Y       20160101013100100000100000 0700000000003022   
0601BSH7Y       20160101013200100000100000 0700000000003024   
0601BSH7Y       20160101013300100000100000 0700000000003026   
