00GE               20171120                                                                                   
0601GEB5N       20180101001195005000005000 0500000000000232   
0601GEB5N       20180101001200005000005000 0500000000000238   
0601GEB5N       20180101001205005000005000 0500000000000245   
0601GEB5N       20180101001210005000005000 0500000000000252   
0601GEB5N       20180101001215005000005000 0500000000000258   
0601GEB5N       20180101001220005000005000 0500000000000264   
0601GEB5N       20180101001225005000005000 0500000000000271   
0601GEB5N       20180101001230005000005000 0500000000000277   
0601GEB5N       20180101001235005000005000 0500000000000283   
0601GEB5N       20180101001240005000005000 0500000000000290   
0601GEB5N       20180101001245005000005000 0500000000000296   
0601GEB5N       20180101001250005000005000 0500000000000302   
0601GEB5N       20180101001255005000005000 0500000000000308   
0601GEB5N       20180101001260005000005000 0500000000000315   
0601GEB5N       20180101001265005000005000 0500000000000321   
0601GEB5N       20180101001270005000005000 0500000000000327   
0601GEB5N       20180101001275005000005000 0500000000000333   
0601GEB5N       20180101001280005000005000 0500000000000339   
0601GEB5N       20180101001285005000005000 0500000000000345   
0601GEB5N       20180101001290005000005000 0500000000000351   
0601GEB5N       20180101001295005000005000 0500000000000359   
0601GEB5N       20180101001300005000005000 0500000000000367   
0601GEB5N       20180101001305005000005000 0500000000000375   
0601GEB5N       20180101001310005000005000 0500000000000382   
0601GEB5N       20180101001315005000005000 0500000000000390   
0601GEB5N       20180101001320005000005000 0500000000000397   
0601GEB5N       20180101001325005000005000 0500000000000405   
0601GEB5N       20180101001330005000005000 0500000000000412   
0601GEB5N       20180101001335005000005000 0500000000000419   
0601GEB5N       20180101001340005000005000 0500000000000427   
0601GEB5N       20180101001345005000005000 0500000000000434   
0601GEB5N       20180101001350005000005000 0500000000000442   
0601GEB5N       20180101001355005000005000 0500000000000449   
0601GEB5N       20180101001360005000005000 0500000000000457   
0601GEB5N       20180101001365005000005000 0500000000000464   
0601GEB5N       20180101001370005000005000 0500000000000471   
0601GEB5N       20180101001375005000005000 0500000000000479   
0601GEB5N       20180101001380005000005000 0500000000000487   
0601GEB5N       20180101001385005000005000 0500000000000494   
0601GEB5N       20180101001390005000005000 0500000000000502   
0601GEB5N       20180101001395005000005000 0500000000000510   
0601GEB5N       20180101001400005000005000 0500000000000517   
0601GEB5N       20180101001405005000005000 0500000000000525   
0601GEB5N       20180101001410005000005000 0500000000000532   
0601GEB5N       20180101001415005000005000 0500000000000539   
0601GEB5N       20180101001420005000005000 0500000000000547   
0601GEB5N       20180101001425005000005000 0500000000000554   
0601GEB5N       20180101001430005000005000 0500000000000561   
0601GEB5N       20180101001435005000005000 0500000000000568   
0601GEB5N       20180101001440005000005000 0500000000000575   
0601GEB5N       20180101001445005000005000 0500000000000582   
0601GEB5N       20180101001450005000005000 0500000000000590   
0601GEB5N       20180101001455005000005000 0500000000000597   
0601GEB5N       20180101001460005000005000 0500000000000604   
0601GEB5N       20180101001465005000005000 0500000000000611   
0601GEB5N       20180101001470005000005000 0500000000000619   
0601GEB5N       20180101001475005000005000 0500000000000626   
0601GEB5N       20180101001480005000005000 0500000000000633   
0601GEB5N       20180101001485005000005000 0500000000000640   
0601GEB5N       20180101001490005000005000 0500000000000648   
0601GEB5N       20180101001495005000005000 0500000000000655   
0601GEB5N       20180101001500005000005000 0500000000000662   
0601GEB5N       20180101001505005000005000 0500000000000669   
0601GEB5N       20180101001510005000005000 0500000000000676   
0601GEB5N       20180101001515005000005000 0500000000000683   
0601GEB5N       20180101001520005000005000 0500000000000690   
0601GEB5N       20180101001525005000005000 0500000000000697   
0601GEB5N       20180101001530005000005000 0500000000000704   
0601GEB5N       20180101001535005000005000 0500000000000710   
0601GEB5N       20180101001540005000005000 0500000000000718   
0601GEB5N       20180101001545005000005000 0500000000000724   
0601GEB5N       20180101001550005000005000 0500000000000731   
0601GEB5N       20180101001555005000005000 0500000000000738   
0601GEB5N       20180101001560005000005000 0500000000000745   
0601GEB5N       20180101001565005000005000 0500000000000752   
0601GEB5N       20180101001570005000005000 0500000000000759   
0601GEB5N       20180101001575005000005000 0500000000000765   
0601GEB5N       20180101001580005000005000 0500000000000772   
0601GEB5N       20180101001585005000005000 0500000000000779   
0601GEB5N       20180101001590005000005000 0500000000000786   
0601GEB5N       20180101001595005000005000 0500000000000793   
0601GEB5N       20180101001600005000005000 0500000000000800   
0601GEB5N       20180101001605005000005000 0500000000000806   
0601GEB5N       20180101001610005000005000 0500000000000813   
0601GEB5N       20180101001615005000005000 0500000000000820   
0601GEB5N       20180101001620005000005000 0500000000000826   
0601GEB5N       20180101001625005000005000 0500000000000832   
0601GEB5N       20180101001630005000005000 0500000000000839   
0601GEB5N       20180101001635005000005000 0500000000000845   
0601GEB5N       20180101001640005000005000 0500000000000852   
0601GEB5N       20180101001645005000005000 0500000000000858   
0601GEB5N       20180101001650005000005000 0500000000000865   
0601GEB5N       20180101001655005000005000 0500000000000871   
0601GEB5N       20180101001660005000005000 0500000000000877   
0601GEB5N       20180101001665005000005000 0500000000000884   
0601GEB5N       20180101001670005000005000 0500000000000890   
0601GEB5N       20180101001675005000005000 0500000000000896   
0601GEB5N       20180101001680005000005000 0500000000000903   
0601GEB5N       20180101001685005000005000 0500000000000909   
0601GEB5N       20180101001690005000005000 0500000000000915   
0601GEB5N       20180101001695005000005000 0500000000000922   
0601GEB5N       20180101001700005000005000 0500000000000928   
0601GEB5N       20180101001705005000005000 0500000000000934   
0601GEB5N       20180101001710005000005000 0500000000000940   
0601GEB5N       20180101001715005000005000 0500000000000946   
0601GEB5N       20180101001720005000005000 0500000000000952   
0601GEB5N       20180101001725005000005000 0500000000000959   
0601GEB5N       20180101001730005000005000 0500000000000965   
0601GEB5N       20180101001735005000005000 0500000000000971   
0601GEB5N       20180101001740005000005000 0500000000000977   
0601GEB5N       20180101001745005000005000 0500000000000983   
0601GEB5N       20180101001750005000005000 0500000000000989   
0601GEB5N       20180101001755005000005000 0500000000000995   
0601GEB5N       20180101001760005000005000 0500000000001001   
0601GEB5N       20180101001765005000005000 0500000000001007   
0601GEB5N       20180101001770005000005000 0500000000001013   
0601GEB5N       20180101001775005000005000 0500000000001019   
0601GEB5N       20180101001780005000005000 0500000000001025   
0601GEB5N       20180101001785005000005000 0500000000001031   
0601GEB5N       20180101001790005000005000 0500000000001037   
0601GEB5N       20180101001795005000005000 0500000000001043   
0601GEB5N       20180101001800005000005000 0500000000001050   
0601GEB5N       20180101001805005000005000 0500000000001055   
0601GEB5N       20180101001810005000005000 0500000000001061   
0601GEB5N       20180101001815005000005000 0500000000001067   
0601GEB5N       20180101001820005000005000 0500000000001073   
0601GEB5N       20180101001825005000005000 0500000000001079   
0601GEB5N       20180101001830005000005000 0500000000001086   
0601GEB5N       20180101001835005000005000 0500000000001092   
0601GEB5N       20180101001840005000005000 0500000000001098   
0601GEB5N       20180101001845005000005000 0500000000001104   
0601GEB5N       20180101001850005000005000 0500000000001110   
0601GEB5N       20180101001855005000005000 0500000000001116   
0601GEB5N       20180101001860005000005000 0500000000001123   
0601GEB5N       20180101001865005000005000 0500000000001129   
0601GEB5N       20180101001870005000005000 0500000000001135   
0601GEB5N       20180101001875005000005000 0500000000001142   
0601GEB5N       20180101001880005000005000 0500000000001148   
0601GEB5N       20180101001885005000005000 0500000000001154   
0601GEB5N       20180101001890005000005000 0500000000001160   
0601GEB5N       20180101001895005000005000 0500000000001166   
0601GEB5N       20180101001900005000005000 0500000000001172   
0601GEB5N       20180101001905005000005000 0500000000001179   
0601GEB5N       20180101001910005000005000 0500000000001184   
0601GEB5N       20180101001915005000005000 0500000000001190   
0601GEB5N       20180101001920005000005000 0500000000001197   
0601GEB5N       20180101001925005000005000 0500000000001202   
0601GEB5N       20180101001930005000005000 0500000000001208   
0601GEB5N       20180101001935005000005000 0500000000001214   
0601GEB5N       20180101001940005000005000 0500000000001220   
0601GEB5N       20180101001945005000005000 0500000000001226   
0601GEB5N       20180101001950005000005000 0500000000001232   
0601GEB5N       20180101001955005000005000 0500000000001237   
0601GEB5N       20180101001960005000005000 0500000000001243   
0601GEB5N       20180101001965005000010000 0500000000001251   
0601GEB5N       20180101001975005000010000 0500000000001263   
0601GEB5N       20180101001985005000010000 0500000000001274   
0601GEB5N       20180101001995005000010000 0500000000001285   
0601GEB5N       20180101002005005000010000 0500000000001296   
0601GEB5N       20180101002015005000010000 0500000000001307   
0601GEB5N       20180101002025005000010000 0500000000001317   
0601GEB5N       20180101002035005000010000 0500000000001328   
0601GEB5N       20180101002045005000010000 0500000000001339   
0601GEB5N       20180101002055005000010000 0500000000001350   
0601GEB5N       20180101002065005000010000 0500000000001360   
0601GEB5N       20180101002075005000010000 0500000000001371   
0601GEB5N       20180101002085005000010000 0500000000001381   
0601GEB5N       20180101002095005000010000 0500000000001392   
0601GEB5N       20180101002105005000010000 0500000000001402   
0601GEB5N       20180101002115005000010000 0500000000001412   
0601GEB5N       20180101002125005000010000 0500000000001422   
0601GEB5N       20180101002135005000010000 0500000000001432   
0601GEB5N       20180101002145005000010000 0500000000001442   
0601GEB5N       20180101002155005000010000 0500000000001452   
0601GEB5N       20180101002165005000010000 0500000000001462   
0601GEB5N       20180101002175005000010000 0500000000001471   
0601GEB5N       20180101002185005000010000 0500000000001481   
0601GEB5N       20180101002195005000010000 0500000000001490   
0601GEB5N       20180101002205005000010000 0500000000001500   
0601GEB5N       20180101002215005000010000 0500000000001509   
0601GEB5N       20180101002225005000010000 0500000000001518   
0601GEB5N       20180101002235005000010000 0500000000001527   
0601GEB5N       20180101002245005000010000 0500000000001536   
0601GEB5N       20180101002255005000010000 0500000000001545   
0601GEB5N       20180101002265005000010000 0500000000001554   
0601GEB5N       20180101002275005000010000 0500000000001563   
0601GEB5N       20180101002285005000010000 0500000000001572   
0601GEB5N       20180101002295005000010000 0500000000001580   
0601GEB5N       20180101002305005000010000 0500000000001589   
0601GEB5N       20180101002315005000010000 0500000000001597   
0601GEB5N       20180101002325005000010000 0500000000001606   
0601GEB5N       20180101002335005000010000 0500000000001614   
0601GEB5N       20180101002345005000010000 0500000000001622   
0601GEB5N       20180101002355005000010000 0500000000001631   
0601GEB5N       20180101002365005000010000 0500000000001639   
0601GEB5N       20180101002375005000010000 0500000000001647   
0601GEB5N       20180101002385005000010000 0500000000001655   
0601GEB5N       20180101002395005000010000 0500000000001663   
0601GEB5N       20180101002405005000010000 0500000000001671   
0601GEB5N       20180101002415005000010000 0500000000001679   
0601GEB5N       20180101002425005000010000 0500000000001687   
0601GEB5N       20180101002435005000010000 0500000000001694   
0601GEB5N       20180101002445005000010000 0500000000001702   
0601GEB5N       20180101002455005000010000 0500000000001709   
0601GEB5N       20180101002465005000010000 0500000000001717   
0601GEB5N       20180101002475005000010000 0500000000001724   
0601GEB5N       20180101002485005000010000 0500000000001732   
0601GEB5N       20180101002495005000010000 0500000000001739   
0601GEB5N       20180101002505005000010000 0500000000001746   
0601GEB5N       20180101002515005000010000 0500000000001753   
0601GEB5N       20180101002525005000010000 0500000000001760   
0601GEB5N       20180101002535005000010000 0500000000001768   
0601GEB5N       20180101002545005000010000 0500000000001775   
0601GEB5N       20180101002555005000010000 0500000000001781   
0601GEB5N       20180101002565005000010000 0500000000001789   
0601GEB5N       20180101002575005000010000 0500000000001795   
0601GEB5N       20180101002585005000010000 0500000000001802   
0601GEB5N       20180101002595005000010000 0500000000001809   
0601GEB5N       20180101002605005000010000 0500000000001815   
0601GEB5N       20180101002615005000010000 0500000000001822   
0601GEB5N       20180101002625005000010000 0500000000001829   
0601GEB5N       20180101002635005000010000 0500000000001835   
0601GEB5N       20180101002645005000010000 0500000000001842   
0601GEB5N       20180101002655005000010000 0500000000001848   
0601GEB5N       20180101002665005000010000 0500000000001855   
0601GEB5N       20180101002675005000010000 0500000000001861   
0601GEB5N       20180101002685005000010000 0500000000001868   
0601GEB5N       20180101002695005000010000 0500000000001874   
0601GEB5N       20180101002705005000010000 0500000000001880   
0601GEB5N       20180101002715005000010000 0500000000001886   
0601GEB5N       20180101002725005000010000 0500000000001892   
0601GEB5N       20180101002735005000010000 0500000000001898   
0601GEB5N       20180101002745005000010000 0500000000001905   
0601GEB5N       20180101002755005000010000 0500000000001910   
0601GEB5N       20180101002765005000010000 0500000000001916   
0601GEB5N       20180101002775005000010000 0500000000001922   
0601GEB5N       20180101002785005000010000 0500000000001928   
0601GEB5N       20180101002795005000010000 0500000000001934   
0601GEB5N       20180101002805005000010000 0500000000001940   
0601GEB5N       20180101002815005000010000 0500000000001945   
0601GEB5N       20180101002825005000010000 0500000000001951   
0601GEB5N       20180101002835005000010000 0500000000001957   
0601GEB5N       20180101002845005000010000 0500000000001962   
0601GEB5N       20180101002855005000010000 0500000000001968   
0601GEB5N       20180101002865005000010000 0500000000001974   
0601GEB5N       20180101002875005000010000 0500000000001979   
0601GEB5N       20180101002885005000010000 0500000000001985   
0601GEB5N       20180101002895005000010000 0500000000001990   
0601GEB5N       20180101002905005000010000 0500000000001995   
0601GEB5N       20180101002915005000010000 0500000000002001   
0601GEB5N       20180101002925005000010000 0500000000002007   
0601GEB5N       20180101002935005000010000 0500000000002012   
0601GEB5N       20180101002945005000010000 0500000000002018   
0601GEB5N       20180101002955005000010000 0500000000002023   
0601GEB5N       20180101002965005000010000 0500000000002029   
0601GEB5N       20180101002975005000010000 0500000000002034   
0601GEB5N       20180101002985005000010000 0500000000002040   
0601GEB5N       20180101002995005000010000 0500000000002045   
0601GEB5N       20180101003005005000010000 0500000000002050   
0601GEB5N       20180101003015005000010000 0500000000002055   
0601GEB5N       20180101003025005000010000 0500000000002060   
0601GEB5N       20180101003035005000010000 0500000000002066   
0601GEB5N       20180101003045005000010000 0500000000002071   
0601GEB5N       20180101003055005000010000 0500000000002076   
0601GEB5N       20180101003065005000010000 0500000000002081   
0601GEB5N       20180101003075005000010000 0500000000002086   
0601GEB5N       20180101003085005000010000 0500000000002091   
0601GEB5N       20180101003095005000010000 0500000000002096   
0601GEB5N       20180101003105005000010000 0500000000002101   
0601GEB5N       20180101003115005000010000 0500000000002106   
0601GEB5N       20180101003125005000010000 0500000000002111   
0601GEB5N       20180101003135005000010000 0500000000002116   
0601GEB5N       20180101003145005000010000 0500000000002121   
0601GEB5N       20180101003155005000010000 0500000000002125   
0601GEB5N       20180101003165005000010000 0500000000002130   
0601GEB5N       20180101003175005000010000 0500000000002135   
0601GEB5N       20180101003185005000010000 0500000000002140   
0601GEB5N       20180101003195005000010000 0500000000002144   
0601GEB5N       20180101003205005000010000 0500000000002149   
0601GEB5N       20180101003215005000010000 0500000000002154   
0601GEB5N       20180101003225005000010000 0500000000002158   
0601GEB5N       20180101003235005000010000 0500000000002163   
0601GEB5N       20180101003245005000010000 0500000000002167   
0601GEB5N       20180101003255005000010000 0500000000002172   
0601GEB5N       20180101003265005000010000 0500000000002176   
0601GEB5N       20180101003275005000010000 0500000000002181   
0601GEB5N       20180101003285005000010000 0500000000002185   
0601GEB5N       20180101003295005000010000 0500000000002190   
0601GEB5N       20180101003305005000010000 0500000000002194   
0601GEB5N       20180101003315005000010000 0500000000002198   
0601GEB5N       20180101003325005000010000 0500000000002203   
0601GEB5N       20180101003335005000010000 0500000000002207   
0601GEB5N       20180101003345005000010000 0500000000002211   
0601GEB5N       20180101003355005000010000 0500000000002215   
0601GEB5N       20180101003365005000010000 0500000000002220   
0601GEB5N       20180101003375005000010000 0500000000002224   
0601GEB5N       20180101003385005000010000 0500000000002228   
0601GEB5N       20180101003395005000010000 0500000000002232   
0601GEB5N       20180101003405005000010000 0500000000002236   
0601GEB5N       20180101003415005000010000 0500000000002240   
0601GEB5N       20180101003425005000010000 0500000000002245   
0601GEB5N       20180101003435005000010000 0500000000002248   
0601GEB5N       20180101003445005000010000 0500000000002253   
0601GEB5N       20180101003455005000010000 0500000000002257   
0601GEB5N       20180101003465005000010000 0500000000002260   
0601GEB5N       20180101003475005000010000 0500000000002265   
0601GEB5N       20180101003485005000010000 0500000000002269   
0601GEB5N       20180101003495005000010000 0500000000002272   
0601GEB5N       20180101003505005000010000 0500000000002276   
0601GEB5N       20180101003515005000010000 0500000000002280   
0601GEB5N       20180101003525005000010000 0500000000002284   
0601GEB5N       20180101003535005000010000 0500000000002288   
0601GEB5N       20180101003545005000010000 0500000000002291   
0601GEB5N       20180101003555005000010000 0500000000002295   
0601GEB5N       20180101003565005000010000 0500000000002299   
0601GEB5N       20180101003575005000010000 0500000000002303   
0601GEB5N       20180101003585005000010000 0500000000002307   
0601GEB5N       20180101003595005000010000 0500000000002310   
0601GEB5N       20180101003605005000010000 0500000000002314   
0601GEB5N       20180101003615005000010000 0500000000002318   
0601GEB5N       20180101003625005000010000 0500000000002321   
0601GEB5N       20180101003635005000010000 0500000000002325   
0601GEB5N       20180101003645005000010000 0500000000002328   
0601GEB5N       20180101003655005000010000 0500000000002332   
0601GEB5N       20180101003665005000010000 0500000000002336   
0601GEB5N       20180101003675005000010000 0500000000002339   
0601GEB5N       20180101003685005000010000 0500000000002343   
0601GEB5N       20180101003695005000010000 0500000000002346   
0601GEB5N       20180101003705005000010000 0500000000002350   
0601GEB5N       20180101003715005000010000 0500000000002354   
0601GEB5N       20180101003725005000010000 0500000000002357   
0601GEB5N       20180101003735005000010000 0500000000002361   
0601GEB5N       20180101003745005000010000 0500000000002365   
0601GEB5N       20180101003755005000010000 0500000000002368   
0601GEB5N       20180101003765005000010000 0500000000002372   
0601GEB5N       20180101003775005000010000 0500000000002376   
0601GEB5N       20180101003785005000010000 0500000000002379   
0601GEB5N       20180101003795005000010000 0500000000002383   
0601GEB5N       20180101003805005000010000 0500000000002386   
0601GEB5N       20180101003815005000010000 0500000000002389   
0601GEB5N       20180101003825005000010000 0500000000002393   
0601GEB5N       20180101003835005000010000 0500000000002397   
0601GEB5N       20180101003845005000010000 0500000000002400   
0601GEB5N       20180101003855005000010000 0500000000002403   
0601GEB5N       20180101003865005000010000 0500000000002407   
0601GEB5N       20180101003875005000010000 0500000000002410   
0601GEB5N       20180101003885005000010000 0500000000002413   
0601GEB5N       20180101003895005000010000 0500000000002417   
0601GEB5N       20180101003905005000010000 0500000000002420   
0601GEB5N       20180101003915005000010000 0500000000002423   
0601GEB5N       20180101003925005000010000 0500000000002427   
0601GEB5N       20180101003935005000010000 0500000000002430   
0601GEB5N       20180101003945005000010000 0500000000002433   
0601GEB5N       20180101003955005000010000 0500000000002436   
0601GEB5N       20180101003965005000010000 0500000000002440   
0601GEB5N       20180101003975005000010000 0500000000002443   
0601GEB5N       20180101003985005000010000 0500000000002446   
0601GEB5N       20180101003995005000010000 0500000000002449   
0601GEB5N       20180101004005005000010000 0500000000002452   
0601GEB5N       20180101004015005000010000 0500000000002455   
0601GEB5N       20180101004025005000010000 0500000000002459   
0601GEB5N       20180101004035005000010000 0500000000002462   
0601GEB5N       20180101004045005000010000 0500000000002465   
0601GEB5N       20180101004055005000010000 0500000000002468   
0601GEB5N       20180101004065005000010000 0500000000002471   
0601GEB5N       20180101004075005000010000 0500000000002474   
0601GEB5N       20180101004085005000010000 0500000000002477   
0601GEB5N       20180101004095005000010000 0500000000002480   
0601GEB5N       20180101004105005000010000 0500000000002484   
0601GEB5N       20180101004115005000010000 0500000000002487   
0601GEB5N       20180101004125005000010000 0500000000002490   
0601GEB5N       20180101004135005000010000 0500000000002493   
0601GEB5N       20180101004145005000010000 0500000000002496   
0601GEB5N       20180101004155005000010000 0500000000002499   
0601GEB5N       20180101004165005000010000 0500000000002502   
0601GEB5N       20180101004175005000010000 0500000000002506   
0601GEB5N       20180101004185005000010000 0500000000002509   
0601GEB5N       20180101004195005000010000 0500000000002512   
0601GEB5N       20180101004205005000010000 0500000000002515   
0601GEB5N       20180101004215005000010000 0500000000002518   
0601GEB5N       20180101004225005000010000 0500000000002521   
0601GEB5N       20180101004235005000010000 0500000000002524   
0601GEB5N       20180101004245005000010000 0500000000002527   
0601GEB5N       20180101004255005000010000 0500000000002530   
0601GEB5N       20180101004265005000010000 0500000000002533   
0601GEB5N       20180101004275005000010000 0500000000002536   
0601GEB5N       20180101004285005000010000 0500000000002539   
0601GEB5N       20180101004295005000010000 0500000000002542   
0601GEB5N       20180101004305005000010000 0500000000002545   
0601GEB5N       20180101004315005000010000 0500000000002547   
0601GEB5N       20180101004325005000010000 0500000000002550   
0601GEB5N       20180101004335005000010000 0500000000002553   
0601GEB5N       20180101004345005000010000 0500000000002556   
0601GEB5N       20180101004355005000010000 0500000000002559   
0601GEB5N       20180101004365005000010000 0500000000002562   
0601GEB5N       20180101004375005000010000 0500000000002564   
0601GEB5N       20180101004385005000010000 0500000000002567   
0601GEB5N       20180101004395005000010000 0500000000002570   
0601GEB5N       20180101004405005000010000 0500000000002573   
0601GEB5N       20180101004415005000010000 0500000000002576   
0601GEB5N       20180101004425005000010000 0500000000002578   
0601GEB5N       20180101004435005000010000 0500000000002581   
0601GEB5N       20180101004445005000010000 0500000000002584   
0601GEB5N       20180101004455005000010000 0500000000002586   
0601GEB5N       20180101004465005000010000 0500000000002589   
0601GEB5N       20180101004475005000010000 0500000000002592   
0601GEB5N       20180101004485005000010000 0500000000002594   
0601GEB5N       20180101004495005000010000 0500000000002597   
0601GEB5N       20180101004505005000010000 0500000000002600   
0601GEB5N       20180101004515005000010000 0500000000002602   
0601GEB5N       20180101004525005000010000 0500000000002605   
0601GEB5N       20180101004535005000010000 0500000000002608   
0601GEB5N       20180101004545005000010000 0500000000002610   
0601GEB5N       20180101004555005000010000 0500000000002613   
0601GEB5N       20180101004565005000010000 0500000000002616   
0601GEB5N       20180101004575005000010000 0500000000002618   
0601GEB5N       20180101004585005000010000 0500000000002621   
0601GEB5N       20180101004595005000010000 0500000000002623   
0601GEB5N       20180101004605005000010000 0500000000002626   
0601GEB5N       20180101004615005000010000 0500000000002628   
0601GEB5N       20180101004625005000010000 0500000000002631   
0601GEB5N       20180101004635005000010000 0500000000002633   
0601GEB5N       20180101004645005000010000 0500000000002636   
0601GEB5N       20180101004655005000010000 0500000000002638   
0601GEB5N       20180101004665005000010000 0500000000002641   
0601GEB5N       20180101004675005000010000 0500000000002643   
0601GEB5N       20180101004685005000010000 0500000000002646   
0601GEB5N       20180101004695005000010000 0500000000002648   
0601GEB5N       20180101004705005000010000 0500000000002651   
0601GEB5N       20180101004715005000010000 0500000000002653   
0601GEB5N       20180101004725005000010000 0500000000002655   
0601GEB5N       20180101004735005000010000 0500000000002658   
0601GEB5N       20180101004745005000010000 0500000000002660   
0601GEB5N       20180101004755005000010000 0500000000002662   
0601GEB5N       20180101004765005000010000 0500000000002665   
0601GEB5N       20180101004775005000010000 0500000000002667   
0601GEB5N       20180101004785005000010000 0500000000002670   
0601GEB5N       20180101004795005000010000 0500000000002672   
0601GEB5N       20180101004805005000010000 0500000000002674   
0601GEB5N       20180101004815005000010000 0500000000002677   
0601GEB5N       20180101004825005000010000 0500000000002679   
0601GEB5N       20180101004835005000020000 0500000000002682   
0601GEB5N       20180101004855005000020000 0500000000002687   
0601GEB5N       20180101004875005000020000 0500000000002691   
0601GEB5N       20180101004895005000020000 0500000000002696   
0601GEB5N       20180101004915005000020000 0500000000002700   
0601GEB5N       20180101004935005000020000 0500000000002705   
0601GEB5N       20180101004955005000020000 0500000000002709   
0601GEB5N       20180101004975005000020000 0500000000002714   
0601GEB5N       20180101004995005000020000 0500000000002718   
0601GEB5N       20180101005015005000020000 0500000000002722   
0601GEB5N       20180101005035005000020000 0500000000002726   
0601GEB5N       20180101005055005000020000 0500000000002731   
0601GEB5N       20180101005075005000020000 0500000000002735   
0601GEB5N       20180101005095005000020000 0500000000002739   
0601GEB5N       20180101005115005000020000 0500000000002743   
0601GEB5N       20180101005135005000020000 0500000000002747   
0601GEB5N       20180101005155005000020000 0500000000002751   
0601GEB5N       20180101005175005000020000 0500000000002755   
0601GEB5N       20180101005195005000020000 0500000000002759   
0601GEB5N       20180101005215005000020000 0500000000002763   
0601GEB5N       20180101005235005000020000 0500000000002767   
0601GEB5N       20180101005255005000020000 0500000000002771   
0601GEB5N       20180101005275005000020000 0500000000002775   
0601GEB5N       20180101005295005000020000 0500000000002779   
0601GEB5N       20180101005315005000020000 0500000000002783   
0601GEB5N       20180101005335005000020000 0500000000002786   
0601GEB5N       20180101005355005000020000 0500000000002790   
0601GEB5N       20180101005375005000020000 0500000000002794   
0601GEB5N       20180101005395005000020000 0500000000002798   
0601GEB5N       20180101005415005000020000 0500000000002801   
0601GEB5N       20180101005435005000020000 0500000000002805   
0601GEB5N       20180101005455005000020000 0500000000002808   
0601GEB5N       20180101005475005000020000 0500000000002812   
0601GEB5N       20180101005495005000020000 0500000000002816   
0601GEB5N       20180101005515005000020000 0500000000002819   
0601GEB5N       20180101005535005000020000 0500000000002823   
0601GEB5N       20180101005555005000020000 0500000000002826   
0601GEB5N       20180101005575005000020000 0500000000002830   
0601GEB5N       20180101005595005000020000 0500000000002834   
0601GEB5N       20180101005615005000020000 0500000000002837   
0601GEB5N       20180101005635005000020000 0500000000002841   
0601GEB5N       20180101005655005000020000 0500000000002845   
0601GEB5N       20180101005675005000020000 0500000000002848   
0601GEB5N       20180101005695005000020000 0500000000002852   
0601GEB5N       20180101005715005000020000 0500000000002856   
0601GEB5N       20180101005735005000020000 0500000000002859   
0601GEB5N       20180101005755005000020000 0500000000002863   
0601GEB5N       20180101005775005000020000 0500000000002866   
0601GEB5N       20180101005795005000020000 0500000000002870   
0601GEB5N       20180101005815005000020000 0500000000002873   
0601GEB5N       20180101005835005000020000 0500000000002876   
0601GEB5N       20180101005855005000020000 0500000000002880   
0601GEB5N       20180101005875005000020000 0500000000002883   
0601GEB5N       20180101005895005000020000 0500000000002887   
0601GEB5N       20180101005915005000020000 0500000000002891   
0601GEB5N       20180101005935005000020000 0500000000002894   
0601GEB5N       20180101005955005000020000 0500000000002898   
0601GEB5N       20180101005975005000020000 0500000000002901   
0601GEB5N       20180101005995005000020000 0500000000002905   
0601GEB5N       20180101006015005000020000 0500000000002908   
0601GEB5N       20180101006035005000020000 0500000000002912   
0601GEB5N       20180101006055005000020000 0500000000002915   
0601GEB5N       20180101006075005000020000 0500000000002919   
0601GEB5N       20180101006095005000020000 0500000000002922   
0601GEB5N       20180101006115005000020000 0500000000002925   
0601GEB5N       20180101006135005000020000 0500000000002929   
0601GEB5N       20180101006155005000020000 0500000000002932   
0601GEB5N       20180101006175005000020000 0500000000002935   
0601GEB5N       20180101006195005000020000 0500000000002939   
0601GEB5N       20180101006215005000020000 0500000000002942   
0601GEB5N       20180101006235005000020000 0500000000002945   
0601GEB5N       20180101006255005000020000 0500000000002948   
0601GEB5N       20180101006275005000020000 0500000000002951   
0601GEB5N       20180101006295005000020000 0500000000002954   
0601GEB5N       20180101006315005000020000 0500000000002958   
0601GEB5N       20180101006335005000020000 0500000000002961   
0601GEB5N       20180101006355005000020000 0500000000002964   
0601GEB5N       20180101006375005000020000 0500000000002967   
0601GEB5N       20180101006395005000020000 0500000000002970   
0601GEB5N       20180101006415005000020000 0500000000002973   
0601GEB5N       20180101006435005000020000 0500000000002976   
0601GEB5N       20180101006455005000020000 0500000000002979   
0601GEB5N       20180101006475005000020000 0500000000002982   
0601GEB5N       20180101006495005000020000 0500000000002985   
0601GEB5N       20180101006515005000020000 0500000000002988   
0601GEB5N       20180101006535005000020000 0500000000002991   
0601GEB5N       20180101006555005000020000 0500000000002994   
0601GEB5N       20180101006575005000020000 0500000000002997   
0601GEB5N       20180101006595005000020000 0500000000003000   
0601GEB5N       20180101006615005000020000 0500000000003002   
0601GEB5N       20180101006635005000020000 0500000000003005   
0601GEB5N       20180101006655005000020000 0500000000003008   
0601GEB5N       20180101006675005000020000 0500000000003011   
0601GEB5N       20180101006695005000020000 0500000000003014   
0601GEB5N       20180101006715005000020000 0500000000003017   
0601GEB5N       20180101006735005000020000 0500000000003019   
