00GE               20171120                                                                                   
0601GEA0N       20180101008275005000020000 0000000000003707   
0601GEA0N       20180101008295005000020000 0000000000003708   
0601GEA0N       20180101008315005999999999 0000000000003709   
0601GEA1N       20180101000000000000305000 0100000000000000   
0601GEA1N       20180101000305005000005000 0100000000000007   
0601GEA1N       20180101000310005000005000 0100000000000008   
0601GEA1N       20180101000315005000005000 0100000000000009   
0601GEA1N       20180101000320005000005000 0100000000000010   
0601GEA1N       20180101000325005000005000 0100000000000010   
0601GEA1N       20180101000330005000005000 0100000000000011   
0601GEA1N       20180101000335005000005000 0100000000000012   
0601GEA1N       20180101000340005000005000 0100000000000023   
0601GEA1N       20180101000345005000005000 0100000000000041   
0601GEA1N       20180101000350005000005000 0100000000000058   
0601GEA1N       20180101000355005000005000 0100000000000075   
0601GEA1N       20180101000360005000005000 0100000000000091   
0601GEA1N       20180101000365005000005000 0100000000000107   
0601GEA1N       20180101000370005000005000 0100000000000122   
0601GEA1N       20180101000375005000005000 0100000000000138   
0601GEA1N       20180101000380005000005000 0100000000000154   
0601GEA1N       20180101000385005000005000 0100000000000170   
0601GEA1N       20180101000390005000005000 0100000000000186   
0601GEA1N       20180101000395005000005000 0100000000000201   
0601GEA1N       20180101000400005000005000 0100000000000218   
0601GEA1N       20180101000405005000005000 0100000000000234   
0601GEA1N       20180101000410005000005000 0100000000000250   
0601GEA1N       20180101000415005000005000 0100000000000266   
0601GEA1N       20180101000420005000005000 0100000000000283   
0601GEA1N       20180101000425005000005000 0100000000000299   
0601GEA1N       20180101000430005000005000 0100000000000315   
0601GEA1N       20180101000435005000005000 0100000000000331   
0601GEA1N       20180101000440005000005000 0100000000000348   
0601GEA1N       20180101000445005000005000 0100000000000364   
0601GEA1N       20180101000450005000005000 0100000000000381   
0601GEA1N       20180101000455005000005000 0100000000000397   
0601GEA1N       20180101000460005000005000 0100000000000412   
0601GEA1N       20180101000465005000005000 0100000000000428   
0601GEA1N       20180101000470005000005000 0100000000000443   
0601GEA1N       20180101000475005000005000 0100000000000457   
0601GEA1N       20180101000480005000005000 0100000000000472   
0601GEA1N       20180101000485005000005000 0100000000000486   
0601GEA1N       20180101000490005000005000 0100000000000500   
0601GEA1N       20180101000495005000005000 0100000000000515   
0601GEA1N       20180101000500005000005000 0100000000000530   
0601GEA1N       20180101000505005000005000 0100000000000545   
0601GEA1N       20180101000510005000005000 0100000000000559   
0601GEA1N       20180101000515005000005000 0100000000000572   
0601GEA1N       20180101000520005000005000 0100000000000586   
0601GEA1N       20180101000525005000005000 0100000000000599   
0601GEA1N       20180101000530005000005000 0100000000000613   
0601GEA1N       20180101000535005000005000 0100000000000627   
0601GEA1N       20180101000540005000005000 0100000000000642   
0601GEA1N       20180101000545005000005000 0100000000000658   
0601GEA1N       20180101000550005000005000 0100000000000673   
0601GEA1N       20180101000555005000005000 0100000000000688   
0601GEA1N       20180101000560005000005000 0100000000000703   
0601GEA1N       20180101000565005000005000 0100000000000717   
0601GEA1N       20180101000570005000005000 0100000000000732   
0601GEA1N       20180101000575005000005000 0100000000000746   
0601GEA1N       20180101000580005000005000 0100000000000761   
0601GEA1N       20180101000585005000005000 0100000000000775   
0601GEA1N       20180101000590005000005000 0100000000000789   
0601GEA1N       20180101000595005000005000 0100000000000802   
0601GEA1N       20180101000600005000005000 0100000000000816   
0601GEA1N       20180101000605005000005000 0100000000000829   
0601GEA1N       20180101000610005000005000 0100000000000842   
0601GEA1N       20180101000615005000005000 0100000000000855   
0601GEA1N       20180101000620005000005000 0100000000000869   
0601GEA1N       20180101000625005000005000 0100000000000882   
0601GEA1N       20180101000630005000005000 0100000000000895   
0601GEA1N       20180101000635005000005000 0100000000000907   
0601GEA1N       20180101000640005000005000 0100000000000920   
0601GEA1N       20180101000645005000005000 0100000000000932   
0601GEA1N       20180101000650005000005000 0100000000000944   
0601GEA1N       20180101000655005000005000 0100000000000956   
0601GEA1N       20180101000660005000005000 0100000000000967   
0601GEA1N       20180101000665005000005000 0100000000000979   
0601GEA1N       20180101000670005000005000 0100000000000990   
0601GEA1N       20180101000675005000005000 0100000000001001   
0601GEA1N       20180101000680005000005000 0100000000001013   
0601GEA1N       20180101000685005000005000 0100000000001024   
0601GEA1N       20180101000690005000005000 0100000000001034   
0601GEA1N       20180101000695005000005000 0100000000001045   
0601GEA1N       20180101000700005000005000 0100000000001056   
0601GEA1N       20180101000705005000005000 0100000000001066   
0601GEA1N       20180101000710005000005000 0100000000001076   
0601GEA1N       20180101000715005000005000 0100000000001086   
0601GEA1N       20180101000720005000005000 0100000000001096   
0601GEA1N       20180101000725005000005000 0100000000001106   
0601GEA1N       20180101000730005000005000 0100000000001116   
0601GEA1N       20180101000735005000005000 0100000000001125   
0601GEA1N       20180101000740005000005000 0100000000001135   
0601GEA1N       20180101000745005000005000 0100000000001144   
0601GEA1N       20180101000750005000005000 0100000000001153   
0601GEA1N       20180101000755005000005000 0100000000001162   
0601GEA1N       20180101000760005000005000 0100000000001171   
0601GEA1N       20180101000765005000005000 0100000000001180   
0601GEA1N       20180101000770005000005000 0100000000001189   
0601GEA1N       20180101000775005000005000 0100000000001198   
0601GEA1N       20180101000780005000005000 0100000000001206   
0601GEA1N       20180101000785005000005000 0100000000001215   
0601GEA1N       20180101000790005000005000 0100000000001223   
0601GEA1N       20180101000795005000005000 0100000000001231   
0601GEA1N       20180101000800005000005000 0100000000001239   
0601GEA1N       20180101000805005000005000 0100000000001247   
0601GEA1N       20180101000810005000005000 0100000000001255   
0601GEA1N       20180101000815005000005000 0100000000001263   
0601GEA1N       20180101000820005000005000 0100000000001270   
0601GEA1N       20180101000825005000005000 0100000000001278   
0601GEA1N       20180101000830005000005000 0100000000001286   
0601GEA1N       20180101000835005000005000 0100000000001293   
0601GEA1N       20180101000840005000005000 0100000000001300   
0601GEA1N       20180101000845005000005000 0100000000001307   
0601GEA1N       20180101000850005000005000 0100000000001316   
0601GEA1N       20180101000855005000005000 0100000000001325   
0601GEA1N       20180101000860005000005000 0100000000001333   
0601GEA1N       20180101000865005000005000 0100000000001341   
0601GEA1N       20180101000870005000005000 0100000000001350   
0601GEA1N       20180101000875005000005000 0100000000001358   
0601GEA1N       20180101000880005000005000 0100000000001366   
0601GEA1N       20180101000885005000005000 0100000000001375   
0601GEA1N       20180101000890005000005000 0100000000001383   
0601GEA1N       20180101000895005000005000 0100000000001391   
0601GEA1N       20180101000900005000005000 0100000000001399   
0601GEA1N       20180101000905005000005000 0100000000001407   
0601GEA1N       20180101000910005000005000 0100000000001416   
0601GEA1N       20180101000915005000005000 0100000000001424   
0601GEA1N       20180101000920005000005000 0100000000001432   
0601GEA1N       20180101000925005000005000 0100000000001440   
0601GEA1N       20180101000930005000005000 0100000000001448   
0601GEA1N       20180101000935005000005000 0100000000001456   
0601GEA1N       20180101000940005000005000 0100000000001464   
0601GEA1N       20180101000945005000005000 0100000000001471   
0601GEA1N       20180101000950005000005000 0100000000001479   
0601GEA1N       20180101000955005000005000 0100000000001486   
0601GEA1N       20180101000960005000005000 0100000000001493   
0601GEA1N       20180101000965005000005000 0100000000001501   
0601GEA1N       20180101000970005000005000 0100000000001508   
0601GEA1N       20180101000975005000005000 0100000000001515   
0601GEA1N       20180101000980005000005000 0100000000001522   
0601GEA1N       20180101000985005000005000 0100000000001529   
0601GEA1N       20180101000990005000005000 0100000000001536   
0601GEA1N       20180101000995005000005000 0100000000001543   
0601GEA1N       20180101001000005000005000 0100000000001550   
0601GEA1N       20180101001005005000005000 0100000000001557   
0601GEA1N       20180101001010005000005000 0100000000001563   
0601GEA1N       20180101001015005000005000 0100000000001570   
0601GEA1N       20180101001020005000005000 0100000000001576   
0601GEA1N       20180101001025005000005000 0100000000001583   
0601GEA1N       20180101001030005000005000 0100000000001589   
0601GEA1N       20180101001035005000005000 0100000000001596   
0601GEA1N       20180101001040005000005000 0100000000001602   
0601GEA1N       20180101001045005000005000 0100000000001608   
0601GEA1N       20180101001050005000005000 0100000000001615   
0601GEA1N       20180101001055005000005000 0100000000001621   
0601GEA1N       20180101001060005000005000 0100000000001627   
0601GEA1N       20180101001065005000005000 0100000000001633   
0601GEA1N       20180101001070005000005000 0100000000001639   
0601GEA1N       20180101001075005000005000 0100000000001645   
0601GEA1N       20180101001080005000005000 0100000000001650   
0601GEA1N       20180101001085005000005000 0100000000001656   
0601GEA1N       20180101001090005000005000 0100000000001662   
0601GEA1N       20180101001095005000005000 0100000000001668   
0601GEA1N       20180101001100005000005000 0100000000001673   
0601GEA1N       20180101001105005000005000 0100000000001679   
0601GEA1N       20180101001110005000005000 0100000000001684   
0601GEA1N       20180101001115005000005000 0100000000001690   
0601GEA1N       20180101001120005000005000 0100000000001695   
0601GEA1N       20180101001125005000005000 0100000000001701   
0601GEA1N       20180101001130005000005000 0100000000001706   
0601GEA1N       20180101001135005000005000 0100000000001712   
0601GEA1N       20180101001140005000005000 0100000000001717   
0601GEA1N       20180101001145005000005000 0100000000001722   
0601GEA1N       20180101001150005000005000 0100000000001728   
0601GEA1N       20180101001155005000005000 0100000000001733   
0601GEA1N       20180101001160005000005000 0100000000001739   
0601GEA1N       20180101001165005000005000 0100000000001745   
0601GEA1N       20180101001170005000005000 0100000000001751   
0601GEA1N       20180101001175005000005000 0100000000001757   
0601GEA1N       20180101001180005000005000 0100000000001762   
0601GEA1N       20180101001185005000005000 0100000000001768   
0601GEA1N       20180101001190005000005000 0100000000001773   
0601GEA1N       20180101001195005000005000 0100000000001780   
0601GEA1N       20180101001200005000005000 0100000000001785   
0601GEA1N       20180101001205005000005000 0100000000001790   
0601GEA1N       20180101001210005000005000 0100000000001796   
0601GEA1N       20180101001215005000005000 0100000000001802   
0601GEA1N       20180101001220005000005000 0100000000001807   
0601GEA1N       20180101001225005000005000 0100000000001812   
0601GEA1N       20180101001230005000005000 0100000000001817   
0601GEA1N       20180101001235005000005000 0100000000001823   
0601GEA1N       20180101001240005000005000 0100000000001828   
0601GEA1N       20180101001245005000005000 0100000000001834   
0601GEA1N       20180101001250005000005000 0100000000001839   
0601GEA1N       20180101001255005000005000 0100000000001845   
0601GEA1N       20180101001260005000005000 0100000000001850   
0601GEA1N       20180101001265005000005000 0100000000001855   
0601GEA1N       20180101001270005000005000 0100000000001861   
0601GEA1N       20180101001275005000005000 0100000000001866   
0601GEA1N       20180101001280005000005000 0100000000001870   
0601GEA1N       20180101001285005000005000 0100000000001876   
0601GEA1N       20180101001290005000005000 0100000000001881   
0601GEA1N       20180101001295005000005000 0100000000001886   
0601GEA1N       20180101001300005000005000 0100000000001891   
0601GEA1N       20180101001305005000005000 0100000000001896   
0601GEA1N       20180101001310005000005000 0100000000001901   
0601GEA1N       20180101001315005000005000 0100000000001906   
0601GEA1N       20180101001320005000005000 0100000000001911   
0601GEA1N       20180101001325005000005000 0100000000001916   
0601GEA1N       20180101001330005000005000 0100000000001921   
0601GEA1N       20180101001335005000005000 0100000000001926   
0601GEA1N       20180101001340005000005000 0100000000001931   
0601GEA1N       20180101001345005000005000 0100000000001936   
0601GEA1N       20180101001350005000005000 0100000000001941   
0601GEA1N       20180101001355005000005000 0100000000001946   
0601GEA1N       20180101001360005000005000 0100000000001951   
0601GEA1N       20180101001365005000005000 0100000000001955   
0601GEA1N       20180101001370005000005000 0100000000001960   
0601GEA1N       20180101001375005000005000 0100000000001965   
0601GEA1N       20180101001380005000005000 0100000000001970   
0601GEA1N       20180101001385005000005000 0100000000001974   
0601GEA1N       20180101001390005000005000 0100000000001979   
0601GEA1N       20180101001395005000005000 0100000000001983   
0601GEA1N       20180101001400005000005000 0100000000001988   
0601GEA1N       20180101001405005000005000 0100000000001993   
0601GEA1N       20180101001410005000005000 0100000000001997   
0601GEA1N       20180101001415005000005000 0100000000002001   
0601GEA1N       20180101001420005000005000 0100000000002006   
0601GEA1N       20180101001425005000005000 0100000000002010   
0601GEA1N       20180101001430005000005000 0100000000002015   
0601GEA1N       20180101001435005000005000 0100000000002019   
0601GEA1N       20180101001440005000005000 0100000000002023   
0601GEA1N       20180101001445005000005000 0100000000002028   
0601GEA1N       20180101001450005000005000 0100000000002033   
0601GEA1N       20180101001455005000005000 0100000000002038   
0601GEA1N       20180101001460005000005000 0100000000002042   
0601GEA1N       20180101001465005000005000 0100000000002048   
0601GEA1N       20180101001470005000005000 0100000000002052   
0601GEA1N       20180101001475005000005000 0100000000002057   
0601GEA1N       20180101001480005000005000 0100000000002062   
0601GEA1N       20180101001485005000005000 0100000000002066   
0601GEA1N       20180101001490005000005000 0100000000002071   
0601GEA1N       20180101001495005000005000 0100000000002076   
0601GEA1N       20180101001500005000005000 0100000000002080   
0601GEA1N       20180101001505005000005000 0100000000002085   
0601GEA1N       20180101001510005000005000 0100000000002090   
0601GEA1N       20180101001515005000005000 0100000000002094   
0601GEA1N       20180101001520005000005000 0100000000002098   
0601GEA1N       20180101001525005000005000 0100000000002103   
0601GEA1N       20180101001530005000005000 0100000000002107   
0601GEA1N       20180101001535005000005000 0100000000002112   
0601GEA1N       20180101001540005000005000 0100000000002116   
0601GEA1N       20180101001545005000005000 0100000000002120   
0601GEA1N       20180101001550005000005000 0100000000002125   
0601GEA1N       20180101001555005000005000 0100000000002129   
0601GEA1N       20180101001560005000005000 0100000000002133   
0601GEA1N       20180101001565005000005000 0100000000002137   
0601GEA1N       20180101001570005000005000 0100000000002142   
0601GEA1N       20180101001575005000005000 0100000000002146   
0601GEA1N       20180101001580005000005000 0100000000002150   
0601GEA1N       20180101001585005000005000 0100000000002154   
0601GEA1N       20180101001590005000005000 0100000000002158   
0601GEA1N       20180101001595005000005000 0100000000002162   
0601GEA1N       20180101001600005000005000 0100000000002167   
0601GEA1N       20180101001605005000005000 0100000000002171   
0601GEA1N       20180101001610005000005000 0100000000002174   
0601GEA1N       20180101001615005000005000 0100000000002179   
0601GEA1N       20180101001620005000005000 0100000000002182   
0601GEA1N       20180101001625005000005000 0100000000002186   
0601GEA1N       20180101001630005000005000 0100000000002190   
0601GEA1N       20180101001635005000005000 0100000000002194   
0601GEA1N       20180101001640005000005000 0100000000002198   
0601GEA1N       20180101001645005000005000 0100000000002201   
0601GEA1N       20180101001650005000005000 0100000000002206   
0601GEA1N       20180101001655005000005000 0100000000002209   
0601GEA1N       20180101001660005000005000 0100000000002213   
0601GEA1N       20180101001665005000005000 0100000000002217   
0601GEA1N       20180101001670005000005000 0100000000002221   
0601GEA1N       20180101001675005000005000 0100000000002224   
0601GEA1N       20180101001680005000005000 0100000000002228   
0601GEA1N       20180101001685005000005000 0100000000002232   
0601GEA1N       20180101001690005000005000 0100000000002235   
0601GEA1N       20180101001695005000005000 0100000000002239   
0601GEA1N       20180101001700005000005000 0100000000002242   
0601GEA1N       20180101001705005000005000 0100000000002246   
0601GEA1N       20180101001710005000005000 0100000000002250   
0601GEA1N       20180101001715005000005000 0100000000002254   
0601GEA1N       20180101001720005000005000 0100000000002257   
0601GEA1N       20180101001725005000005000 0100000000002261   
0601GEA1N       20180101001730005000005000 0100000000002265   
0601GEA1N       20180101001735005000005000 0100000000002268   
0601GEA1N       20180101001740005000005000 0100000000002272   
0601GEA1N       20180101001745005000005000 0100000000002276   
0601GEA1N       20180101001750005000005000 0100000000002279   
0601GEA1N       20180101001755005000005000 0100000000002283   
0601GEA1N       20180101001760005000005000 0100000000002286   
0601GEA1N       20180101001765005000005000 0100000000002290   
0601GEA1N       20180101001770005000005000 0100000000002294   
0601GEA1N       20180101001775005000005000 0100000000002297   
0601GEA1N       20180101001780005000005000 0100000000002300   
0601GEA1N       20180101001785005000005000 0100000000002304   
0601GEA1N       20180101001790005000005000 0100000000002307   
0601GEA1N       20180101001795005000005000 0100000000002311   
0601GEA1N       20180101001800005000005000 0100000000002314   
0601GEA1N       20180101001805005000005000 0100000000002318   
0601GEA1N       20180101001810005000005000 0100000000002321   
0601GEA1N       20180101001815005000005000 0100000000002325   
0601GEA1N       20180101001820005000005000 0100000000002328   
0601GEA1N       20180101001825005000005000 0100000000002331   
0601GEA1N       20180101001830005000005000 0100000000002334   
0601GEA1N       20180101001835005000005000 0100000000002338   
0601GEA1N       20180101001840005000005000 0100000000002341   
0601GEA1N       20180101001845005000005000 0100000000002346   
0601GEA1N       20180101001850005000005000 0100000000002349   
0601GEA1N       20180101001855005000005000 0100000000002353   
0601GEA1N       20180101001860005000005000 0100000000002357   
0601GEA1N       20180101001865005000005000 0100000000002360   
0601GEA1N       20180101001870005000005000 0100000000002364   
0601GEA1N       20180101001875005000005000 0100000000002368   
0601GEA1N       20180101001880005000005000 0100000000002371   
0601GEA1N       20180101001885005000005000 0100000000002375   
0601GEA1N       20180101001890005000005000 0100000000002379   
0601GEA1N       20180101001895005000005000 0100000000002382   
0601GEA1N       20180101001900005000005000 0100000000002385   
0601GEA1N       20180101001905005000005000 0100000000002389   
0601GEA1N       20180101001910005000005000 0100000000002393   
0601GEA1N       20180101001915005000005000 0100000000002396   
0601GEA1N       20180101001920005000005000 0100000000002401   
0601GEA1N       20180101001925005000005000 0100000000002404   
0601GEA1N       20180101001930005000005000 0100000000002407   
0601GEA1N       20180101001935005000005000 0100000000002411   
0601GEA1N       20180101001940005000005000 0100000000002415   
0601GEA1N       20180101001945005000005000 0100000000002418   
0601GEA1N       20180101001950005000005000 0100000000002422   
0601GEA1N       20180101001955005000005000 0100000000002426   
0601GEA1N       20180101001960005000005000 0100000000002429   
0601GEA1N       20180101001965005000010000 0100000000002434   
0601GEA1N       20180101001975005000010000 0100000000002441   
0601GEA1N       20180101001985005000010000 0100000000002448   
0601GEA1N       20180101001995005000010000 0100000000002455   
0601GEA1N       20180101002005005000010000 0100000000002462   
0601GEA1N       20180101002015005000010000 0100000000002469   
0601GEA1N       20180101002025005000010000 0100000000002475   
0601GEA1N       20180101002035005000010000 0100000000002482   
0601GEA1N       20180101002045005000010000 0100000000002488   
0601GEA1N       20180101002055005000010000 0100000000002494   
0601GEA1N       20180101002065005000010000 0100000000002501   
0601GEA1N       20180101002075005000010000 0100000000002507   
0601GEA1N       20180101002085005000010000 0100000000002513   
0601GEA1N       20180101002095005000010000 0100000000002520   
0601GEA1N       20180101002105005000010000 0100000000002525   
0601GEA1N       20180101002115005000010000 0100000000002532   
0601GEA1N       20180101002125005000010000 0100000000002538   
0601GEA1N       20180101002135005000010000 0100000000002543   
0601GEA1N       20180101002145005000010000 0100000000002550   
0601GEA1N       20180101002155005000010000 0100000000002556   
0601GEA1N       20180101002165005000010000 0100000000002561   
0601GEA1N       20180101002175005000010000 0100000000002567   
0601GEA1N       20180101002185005000010000 0100000000002573   
0601GEA1N       20180101002195005000010000 0100000000002578   
0601GEA1N       20180101002205005000010000 0100000000002584   
0601GEA1N       20180101002215005000010000 0100000000002590   
0601GEA1N       20180101002225005000010000 0100000000002595   
0601GEA1N       20180101002235005000010000 0100000000002600   
0601GEA1N       20180101002245005000010000 0100000000002606   
0601GEA1N       20180101002255005000010000 0100000000002611   
0601GEA1N       20180101002265005000010000 0100000000002616   
0601GEA1N       20180101002275005000010000 0100000000002622   
0601GEA1N       20180101002285005000010000 0100000000002627   
0601GEA1N       20180101002295005000010000 0100000000002632   
0601GEA1N       20180101002305005000010000 0100000000002637   
0601GEA1N       20180101002315005000010000 0100000000002642   
0601GEA1N       20180101002325005000010000 0100000000002647   
0601GEA1N       20180101002335005000010000 0100000000002652   
0601GEA1N       20180101002345005000010000 0100000000002657   
0601GEA1N       20180101002355005000010000 0100000000002662   
0601GEA1N       20180101002365005000010000 0100000000002667   
0601GEA1N       20180101002375005000010000 0100000000002671   
0601GEA1N       20180101002385005000010000 0100000000002676   
0601GEA1N       20180101002395005000010000 0100000000002681   
0601GEA1N       20180101002405005000010000 0100000000002686   
0601GEA1N       20180101002415005000010000 0100000000002690   
0601GEA1N       20180101002425005000010000 0100000000002695   
0601GEA1N       20180101002435005000010000 0100000000002699   
0601GEA1N       20180101002445005000010000 0100000000002704   
0601GEA1N       20180101002455005000010000 0100000000002709   
0601GEA1N       20180101002465005000010000 0100000000002713   
0601GEA1N       20180101002475005000010000 0100000000002718   
0601GEA1N       20180101002485005000010000 0100000000002722   
0601GEA1N       20180101002495005000010000 0100000000002726   
0601GEA1N       20180101002505005000010000 0100000000002731   
0601GEA1N       20180101002515005000010000 0100000000002735   
0601GEA1N       20180101002525005000010000 0100000000002739   
0601GEA1N       20180101002535005000010000 0100000000002743   
0601GEA1N       20180101002545005000010000 0100000000002748   
0601GEA1N       20180101002555005000010000 0100000000002752   
0601GEA1N       20180101002565005000010000 0100000000002756   
0601GEA1N       20180101002575005000010000 0100000000002760   
0601GEA1N       20180101002585005000010000 0100000000002764   
0601GEA1N       20180101002595005000010000 0100000000002768   
0601GEA1N       20180101002605005000010000 0100000000002772   
0601GEA1N       20180101002615005000010000 0100000000002776   
0601GEA1N       20180101002625005000010000 0100000000002780   
0601GEA1N       20180101002635005000010000 0100000000002784   
0601GEA1N       20180101002645005000010000 0100000000002788   
0601GEA1N       20180101002655005000010000 0100000000002792   
0601GEA1N       20180101002665005000010000 0100000000002796   
0601GEA1N       20180101002675005000010000 0100000000002800   
0601GEA1N       20180101002685005000010000 0100000000002805   
0601GEA1N       20180101002695005000010000 0100000000002808   
0601GEA1N       20180101002705005000010000 0100000000002813   
0601GEA1N       20180101002715005000010000 0100000000002817   
0601GEA1N       20180101002725005000010000 0100000000002820   
0601GEA1N       20180101002735005000010000 0100000000002824   
0601GEA1N       20180101002745005000010000 0100000000002828   
0601GEA1N       20180101002755005000010000 0100000000002832   
0601GEA1N       20180101002765005000010000 0100000000002836   
0601GEA1N       20180101002775005000010000 0100000000002840   
0601GEA1N       20180101002785005000010000 0100000000002843   
0601GEA1N       20180101002795005000010000 0100000000002847   
0601GEA1N       20180101002805005000010000 0100000000002851   
0601GEA1N       20180101002815005000010000 0100000000002855   
0601GEA1N       20180101002825005000010000 0100000000002859   
0601GEA1N       20180101002835005000010000 0100000000002863   
0601GEA1N       20180101002845005000010000 0100000000002867   
0601GEA1N       20180101002855005000010000 0100000000002871   
0601GEA1N       20180101002865005000010000 0100000000002875   
0601GEA1N       20180101002875005000010000 0100000000002878   
0601GEA1N       20180101002885005000010000 0100000000002882   
0601GEA1N       20180101002895005000010000 0100000000002886   
0601GEA1N       20180101002905005000010000 0100000000002890   
0601GEA1N       20180101002915005000010000 0100000000002893   
0601GEA1N       20180101002925005000010000 0100000000002897   
0601GEA1N       20180101002935005000010000 0100000000002901   
0601GEA1N       20180101002945005000010000 0100000000002904   
0601GEA1N       20180101002955005000010000 0100000000002908   
0601GEA1N       20180101002965005000010000 0100000000002911   
0601GEA1N       20180101002975005000010000 0100000000002915   
0601GEA1N       20180101002985005000010000 0100000000002919   
0601GEA1N       20180101002995005000010000 0100000000002922   
0601GEA1N       20180101003005005000010000 0100000000002925   
0601GEA1N       20180101003015005000010000 0100000000002929   
0601GEA1N       20180101003025005000010000 0100000000002932   
0601GEA1N       20180101003035005000010000 0100000000002936   
0601GEA1N       20180101003045005000010000 0100000000002939   
0601GEA1N       20180101003055005000010000 0100000000002942   
0601GEA1N       20180101003065005000010000 0100000000002946   
0601GEA1N       20180101003075005000010000 0100000000002949   
0601GEA1N       20180101003085005000010000 0100000000002952   
0601GEA1N       20180101003095005000010000 0100000000002956   
0601GEA1N       20180101003105005000010000 0100000000002959   
0601GEA1N       20180101003115005000010000 0100000000002962   
0601GEA1N       20180101003125005000010000 0100000000002965   
0601GEA1N       20180101003135005000010000 0100000000002968   
0601GEA1N       20180101003145005000010000 0100000000002972   
0601GEA1N       20180101003155005000010000 0100000000002975   
0601GEA1N       20180101003165005000010000 0100000000002978   
0601GEA1N       20180101003175005000010000 0100000000002981   
0601GEA1N       20180101003185005000010000 0100000000002984   
0601GEA1N       20180101003195005000010000 0100000000002987   
0601GEA1N       20180101003205005000010000 0100000000002990   
0601GEA1N       20180101003215005000010000 0100000000002993   
0601GEA1N       20180101003225005000010000 0100000000002996   
0601GEA1N       20180101003235005000010000 0100000000002999   
0601GEA1N       20180101003245005000010000 0100000000003002   
0601GEA1N       20180101003255005000010000 0100000000003005   
0601GEA1N       20180101003265005000010000 0100000000003008   
0601GEA1N       20180101003275005000010000 0100000000003011   
0601GEA1N       20180101003285005000010000 0100000000003014   
0601GEA1N       20180101003295005000010000 0100000000003017   
0601GEA1N       20180101003305005000010000 0100000000003020   
0601GEA1N       20180101003315005000010000 0100000000003023   
0601GEA1N       20180101003325005000010000 0100000000003026   
0601GEA1N       20180101003335005000010000 0100000000003028   
0601GEA1N       20180101003345005000010000 0100000000003031   
0601GEA1N       20180101003355005000010000 0100000000003034   
0601GEA1N       20180101003365005000010000 0100000000003037   
0601GEA1N       20180101003375005000010000 0100000000003039   
0601GEA1N       20180101003385005000010000 0100000000003042   
0601GEA1N       20180101003395005000010000 0100000000003045   
0601GEA1N       20180101003405005000010000 0100000000003047   
0601GEA1N       20180101003415005000010000 0100000000003050   
0601GEA1N       20180101003425005000010000 0100000000003053   
0601GEA1N       20180101003435005000010000 0100000000003056   
0601GEA1N       20180101003445005000010000 0100000000003058   
0601GEA1N       20180101003455005000010000 0100000000003061   
0601GEA1N       20180101003465005000010000 0100000000003063   
0601GEA1N       20180101003475005000010000 0100000000003066   
0601GEA1N       20180101003485005000010000 0100000000003069   
0601GEA1N       20180101003495005000010000 0100000000003071   
0601GEA1N       20180101003505005000010000 0100000000003074   
0601GEA1N       20180101003515005000010000 0100000000003076   
0601GEA1N       20180101003525005000010000 0100000000003079   
0601GEA1N       20180101003535005000010000 0100000000003081   
0601GEA1N       20180101003545005000010000 0100000000003084   
0601GEA1N       20180101003555005000010000 0100000000003086   
0601GEA1N       20180101003565005000010000 0100000000003089   
0601GEA1N       20180101003575005000010000 0100000000003091   
0601GEA1N       20180101003585005000010000 0100000000003094   
0601GEA1N       20180101003595005000010000 0100000000003096   
0601GEA1N       20180101003605005000010000 0100000000003098   
0601GEA1N       20180101003615005000010000 0100000000003101   
0601GEA1N       20180101003625005000010000 0100000000003103   
0601GEA1N       20180101003635005000010000 0100000000003106   
0601GEA1N       20180101003645005000010000 0100000000003108   
0601GEA1N       20180101003655005000010000 0100000000003110   
0601GEA1N       20180101003665005000010000 0100000000003113   
0601GEA1N       20180101003675005000010000 0100000000003115   
0601GEA1N       20180101003685005000010000 0100000000003117   
0601GEA1N       20180101003695005000010000 0100000000003119   
0601GEA1N       20180101003705005000010000 0100000000003122   
0601GEA1N       20180101003715005000010000 0100000000003124   
0601GEA1N       20180101003725005000010000 0100000000003126   
0601GEA1N       20180101003735005000010000 0100000000003129   
0601GEA1N       20180101003745005000010000 0100000000003131   
0601GEA1N       20180101003755005000010000 0100000000003133   
0601GEA1N       20180101003765005000010000 0100000000003135   
0601GEA1N       20180101003775005000010000 0100000000003138   
0601GEA1N       20180101003785005000010000 0100000000003140   
0601GEA1N       20180101003795005000010000 0100000000003142   
0601GEA1N       20180101003805005000010000 0100000000003144   
0601GEA1N       20180101003815005000010000 0100000000003146   
0601GEA1N       20180101003825005000010000 0100000000003148   
0601GEA1N       20180101003835005000010000 0100000000003151   
0601GEA1N       20180101003845005000010000 0100000000003153   
0601GEA1N       20180101003855005000010000 0100000000003155   
0601GEA1N       20180101003865005000010000 0100000000003157   
0601GEA1N       20180101003875005000010000 0100000000003159   
0601GEA1N       20180101003885005000010000 0100000000003162   
0601GEA1N       20180101003895005000010000 0100000000003164   
0601GEA1N       20180101003905005000010000 0100000000003166   
0601GEA1N       20180101003915005000010000 0100000000003169   
0601GEA1N       20180101003925005000010000 0100000000003171   
0601GEA1N       20180101003935005000010000 0100000000003173   
0601GEA1N       20180101003945005000010000 0100000000003175   
0601GEA1N       20180101003955005000010000 0100000000003177   
0601GEA1N       20180101003965005000010000 0100000000003179   
