00OW               20161205                                                                                   
0601OWA0Y       20170101000190100000005000 0000000030000016   
0601OWA0Y       20170101000195100000005000 0000000030000015   
0601OWA0Y       20170101000200100000005000 0000000050000025   
0601OWA0Y       20170101000205100000005000 0000000120000058   
0601OWA0Y       20170101000210100000005000 0000000180000085   
0601OWA0Y       20170101000215100000005000 0000000240000110   
0601OWA0Y       20170101000220100000005000 0000000310000139   
0601OWA0Y       20170101000225100000005000 0000000380000167   
0601OWA0Y       20170101000230100000005000 0000000450000194   
0601OWA0Y       20170101000235100000005000 0000000530000223   
0601OWA0Y       20170101000240100000005000 0000000590000243   
0601OWA0Y       20170101000245100000005000 0000000660000267   
0601OWA0Y       20170101000250100000005000 0000000720000285   
0601OWA0Y       20170101000255100000005000 0000000790000307   
0601OWA0Y       20170101000260100000005000 0000000850000324   
0601OWA0Y       20170101000265100000005000 0000000930000348   
0601OWA0Y       20170101000270100000005000 0000000990000363   
0601OWA0Y       20170101000275100000005000 0000001060000382   
0601OWA0Y       20170101000280100000005000 0000001120000396   
0601OWA0Y       20170101000285100000005000 0000001190000414   
0601OWA0Y       20170101000290100000005000 0000001250000427   
0601OWA0Y       20170101000295100000005000 0000001330000447   
0601OWA0Y       20170101000300100000005000 0000001400000463   
0601OWA0Y       20170101000305100000005000 0000001460000475   
0601OWA0Y       20170101000310100000005000 0000001530000490   
0601OWA0Y       20170101000315100000005000 0000001590000501   
0601OWA0Y       20170101000320100000005000 0000001660000515   
0601OWA0Y       20170101000325100000005000 0000001740000531   
0601OWA0Y       20170101000330100000005000 0000001800000541   
0601OWA0Y       20170101000335100000005000 0000001870000554   
0601OWA0Y       20170101000340100000005000 0000001930000564   
0601OWA0Y       20170101000345100000005000 0000002000000576   
0601OWA0Y       20170101000350100000005000 0000002060000584   
0601OWA0Y       20170101000355100000005000 0000002140000599   
0601OWA0Y       20170101000360100000005000 0000002200000607   
0601OWA0Y       20170101000365100000005000 0000002270000618   
0601OWA0Y       20170101000370100000005000 0000002330000626   
0601OWA0Y       20170101000375100000005000 0000002400000636   
0601OWA0Y       20170101000380100000005000 0000002460000643   
0601OWA0Y       20170101000385100000005000 0000002540000655   
0601OWA0Y       20170101000390100000005000 0000002610000665   
0601OWA0Y       20170101000395100000005000 0000002670000672   
0601OWA0Y       20170101000400100000005000 0000002740000681   
0601OWA0Y       20170101000405100000005000 0000002800000687   
0601OWA0Y       20170101000410100000005000 0000002870000696   
0601OWA0Y       20170101000415100000005000 0000002950000707   
0601OWA0Y       20170101000420100000005000 0000003010000712   
0601OWA0Y       20170101000425100000005000 0000003080000720   
0601OWA0Y       20170101000430100000005000 0000003140000726   
0601OWA0Y       20170101000435100000005000 0000003220000736   
0601OWA0Y       20170101000440100000005000 0000003300000746   
0601OWA0Y       20170101000445100000005000 0000003380000755   
0601OWA0Y       20170101000450100000005000 0000003440000760   
0601OWA0Y       20170101000455100000005000 0000003520000769   
0601OWA0Y       20170101000460100000005000 0000003600000778   
0601OWA0Y       20170101000465100000005000 0000003680000787   
0601OWA0Y       20170101000470100000005000 0000003750000794   
0601OWA0Y       20170101000475100000005000 0000003830000802   
0601OWA0Y       20170101000480100000005000 0000003920000812   
0601OWA0Y       20170101000485100000005000 0000003990000818   
0601OWA0Y       20170101000490100000005000 0000004080000828   
0601OWA0Y       20170101000495100000005000 0000004160000836   
0601OWA0Y       20170101000500100000005000 0000004250000846   
0601OWA0Y       20170101000505100000005000 0000004320000851   
0601OWA0Y       20170101000510100000005000 0000004410000860   
0601OWA0Y       20170101000515100000005000 0000004500000870   
0601OWA0Y       20170101000520100000005000 0000004580000877   
0601OWA0Y       20170101000525100000005000 0000004650000882   
0601OWA0Y       20170101000530100000005000 0000004740000890   
0601OWA0Y       20170101000535100000005000 0000004820000897   
0601OWA0Y       20170101000540100000005000 0000004910000905   
0601OWA0Y       20170101000545100000005000 0000004980000910   
0601OWA0Y       20170101000550100000005000 0000005070000918   
0601OWA0Y       20170101000555100000005000 0000005160000926   
0601OWA0Y       20170101000560100000005000 0000005240000932   
0601OWA0Y       20170101000565100000005000 0000005310000936   
0601OWA0Y       20170101000570100000005000 0000005400000943   
0601OWA0Y       20170101000575100000005000 0000005470000947   
0601OWA0Y       20170101000580100000005000 0000005540000951   
0601OWA0Y       20170101000585100000005000 0000005630000958   
0601OWA0Y       20170101000590100000005000 0000005700000962   
0601OWA0Y       20170101000595100000005000 0000005780000967   
0601OWA0Y       20170101000600100000005000 0000005850000971   
0601OWA0Y       20170101000605100000005000 0000005940000978   
0601OWA0Y       20170101000610100000005000 0000006010000981   
0601OWA0Y       20170101000615100000005000 0000006090000986   
0601OWA0Y       20170101000620100000005000 0000006160000990   
0601OWA0Y       20170101000625100000005000 0000006230000993   
0601OWA0Y       20170101000630100000005000 0000006320000999   
0601OWA0Y       20170101000635100000005000 0000006390001002   
0601OWA0Y       20170101000640100000005000 0000006470001007   
0601OWA0Y       20170101000645100000005000 0000006540001010   
0601OWA0Y       20170101000650100000005000 0000006630001016   
0601OWA0Y       20170101000655100000005000 0000006700001019   
0601OWA0Y       20170101000660100000005000 0000006780001023   
0601OWA0Y       20170101000665100000005000 0000006850001026   
0601OWA0Y       20170101000670100000005000 0000006930001030   
0601OWA0Y       20170101000675100000005000 0000007010001035   
0601OWA0Y       20170101000680100000005000 0000007090001039   
0601OWA0Y       20170101000685100000005000 0000007160001041   
0601OWA0Y       20170101000690100000005000 0000007240001045   
0601OWA0Y       20170101000695100000005000 0000007310001048   
0601OWA0Y       20170101000700100000005000 0000007400001053   
0601OWA0Y       20170101000705100000005000 0000007470001056   
0601OWA0Y       20170101000710100000005000 0000007550001060   
0601OWA0Y       20170101000715100000005000 0000007620001062   
0601OWA0Y       20170101000720100000005000 0000007710001067   
0601OWA0Y       20170101000725100000005000 0000007780001069   
0601OWA0Y       20170101000730100000005000 0000007860001073   
0601OWA0Y       20170101000735100000005000 0000007930001075   
0601OWA0Y       20170101000740100000005000 0000008010001079   
0601OWA0Y       20170101000745100000005000 0000008090001082   
0601OWA0Y       20170101000750100000005000 0000008170001086   
0601OWA0Y       20170101000755100000005000 0000008240001088   
0601OWA0Y       20170101000760100000005000 0000008320001091   
0601OWA0Y       20170101000765100000005000 0000008400001094   
0601OWA0Y       20170101000770100000005000 0000008480001098   
0601OWA0Y       20170101000775100000005000 0000008560001101   
0601OWA0Y       20170101000780100000005000 0000008640001104   
0601OWA0Y       20170101000785100000005000 0000008730001109   
0601OWA0Y       20170101000790100000005000 0000008830001114   
0601OWA0Y       20170101000795100000005000 0000008910001117   
0601OWA0Y       20170101000800100000005000 0000009000001121   
0601OWA0Y       20170101000805100000005000 0000009090001126   
0601OWA0Y       20170101000810100000005000 0000009190001131   
0601OWA0Y       20170101000815100000005000 0000009270001134   
0601OWA0Y       20170101000820100000005000 0000009360001138   
0601OWA0Y       20170101000825100000005000 0000009450001142   
0601OWA0Y       20170101000830100000005000 0000009530001145   
0601OWA0Y       20170101000835100000005000 0000009630001150   
0601OWA0Y       20170101000840100000005000 0000009720001154   
0601OWA0Y       20170101000845100000005000 0000009820001159   
0601OWA0Y       20170101000850100000005000 0000009910001162   
0601OWA0Y       20170101000855100000005000 0000010000001166   
0601OWA0Y       20170101000860100000005000 0000010100001171   
0601OWA0Y       20170101000865100000005000 0000010190001175   
0601OWA0Y       20170101000870100000005000 0000010280001178   
0601OWA0Y       20170101000875100000005000 0000010370001182   
0601OWA0Y       20170101000880100000005000 0000010470001186   
0601OWA0Y       20170101000885100000005000 0000010560001190   
0601OWA0Y       20170101000890100000005000 0000010650001193   
0601OWA0Y       20170101000895100000005000 0000010740001197   
0601OWA0Y       20170101000900100000005000 0000010830001200   
0601OWA0Y       20170101000905100000005000 0000010930001204   
0601OWA0Y       20170101000910100000005000 0000011020001208   
0601OWA0Y       20170101000915100000005000 0000011110001211   
0601OWA0Y       20170101000920100000005000 0000011200001214   
0601OWA0Y       20170101000925100000005000 0000011300001218   
0601OWA0Y       20170101000930100000005000 0000011390001221   
0601OWA0Y       20170101000935100000005000 0000011480001225   
0601OWA0Y       20170101000940100000005000 0000011570001228   
0601OWA0Y       20170101000945100000005000 0000011660001231   
0601OWA0Y       20170101000950100000005000 0000011760001235   
0601OWA0Y       20170101000955100000005000 0000011850001238   
0601OWA0Y       20170101000960100000005000 0000011940001241   
0601OWA0Y       20170101000965100000005000 0000012030001243   
0601OWA0Y       20170101000970100000005000 0000012120001246   
0601OWA0Y       20170101000975100000005000 0000012220001250   
0601OWA0Y       20170101000980100000005000 0000012310001253   
0601OWA0Y       20170101000985100000005000 0000012400001256   
0601OWA0Y       20170101000990100000005000 0000012490001258   
0601OWA0Y       20170101000995100000005000 0000012590001262   
0601OWA0Y       20170101001000100000005000 0000012680001265   
0601OWA0Y       20170101001005100000005000 0000012770001267   
0601OWA0Y       20170101001010100000005000 0000012860001270   
0601OWA0Y       20170101001015100000005000 0000012950001273   
0601OWA0Y       20170101001020100000005000 0000013050001276   
0601OWA0Y       20170101001025100000005000 0000013140001279   
0601OWA0Y       20170101001030100000005000 0000013230001281   
0601OWA0Y       20170101001035100000005000 0000013320001284   
0601OWA0Y       20170101001040100000005000 0000013420001287   
0601OWA0Y       20170101001045100000005000 0000013510001290   
0601OWA0Y       20170101001050100000005000 0000013600001292   
0601OWA0Y       20170101001055100000005000 0000013690001295   
0601OWA0Y       20170101001060100000005000 0000013780001297   
0601OWA0Y       20170101001065100000005000 0000013880001300   
0601OWA0Y       20170101001070100000005000 0000013970001303   
0601OWA0Y       20170101001075100000005000 0000014060001305   
0601OWA0Y       20170101001080100000005000 0000014150001307   
0601OWA0Y       20170101001085100000005000 0000014260001311   
0601OWA0Y       20170101001090100000005000 0000014350001314   
0601OWA0Y       20170101001095100000005000 0000014450001317   
0601OWA0Y       20170101001100100000005000 0000014550001320   
0601OWA0Y       20170101001105100000005000 0000014660001324   
0601OWA0Y       20170101001110100000005000 0000014770001328   
0601OWA0Y       20170101001115100000005000 0000014870001331   
0601OWA0Y       20170101001120100000005000 0000014970001334   
0601OWA0Y       20170101001125100000005000 0000015060001336   
0601OWA0Y       20170101001130100000005000 0000015160001339   
0601OWA0Y       20170101001135100000005000 0000015280001343   
0601OWA0Y       20170101001140100000005000 0000015380001346   
0601OWA0Y       20170101001145100000005000 0000015480001349   
0601OWA0Y       20170101001150100000005000 0000015580001352   
0601OWA0Y       20170101001155100000005000 0000015700001356   
0601OWA0Y       20170101001160100000005000 0000015790001358   
0601OWA0Y       20170101001165100000005000 0000015890001361   
0601OWA0Y       20170101001170100000005000 0000015990001364   
0601OWA0Y       20170101001175100000005000 0000016090001366   
0601OWA0Y       20170101001180100000005000 0000016210001371   
0601OWA0Y       20170101001185100000005000 0000016310001373   
0601OWA0Y       20170101001190100000005000 0000016400001375   
0601OWA0Y       20170101001195100000005000 0000016500001378   
0601OWA0Y       20170101001200100000005000 0000016620001382   
0601OWA0Y       20170101001205100000005000 0000016720001385   
0601OWA0Y       20170101001210100000005000 0000016820001387   
0601OWA0Y       20170101001215100000005000 0000016920001390   
0601OWA0Y       20170101001220100000005000 0000017020001392   
0601OWA0Y       20170101001225100000005000 0000017130001396   
0601OWA0Y       20170101001230100000005000 0000017230001398   
0601OWA0Y       20170101001235100000005000 0000017330001400   
0601OWA0Y       20170101001240100000005000 0000017430001403   
0601OWA0Y       20170101001245100000005000 0000017550001407   
0601OWA0Y       20170101001250100000005000 0000017650001409   
0601OWA0Y       20170101001255100000005000 0000017740001411   
0601OWA0Y       20170101001260100000005000 0000017860001415   
0601OWA0Y       20170101001265100000005000 0000017960001417   
0601OWA0Y       20170101001270100000005000 0000018060001419   
0601OWA0Y       20170101001275100000005000 0000018180001423   
0601OWA0Y       20170101001280100000005000 0000018280001425   
0601OWA0Y       20170101001285100000005000 0000018380001428   
0601OWA0Y       20170101001290100000005000 0000018490001431   
0601OWA0Y       20170101001295100000005000 0000018590001433   
0601OWA0Y       20170101001300100000005000 0000018690001435   
0601OWA0Y       20170101001305100000005000 0000018810001439   
0601OWA0Y       20170101001310100000005000 0000018910001441   
0601OWA0Y       20170101001315100000005000 0000019010001443   
0601OWA0Y       20170101001320100000005000 0000019120001446   
0601OWA0Y       20170101001325100000005000 0000019220001448   
0601OWA0Y       20170101001330100000005000 0000019320001450   
0601OWA0Y       20170101001335100000005000 0000019440001453   
0601OWA0Y       20170101001340100000005000 0000019540001455   
0601OWA0Y       20170101001345100000005000 0000019640001458   
0601OWA0Y       20170101001350100000005000 0000019750001460   
0601OWA0Y       20170101001355100000005000 0000019850001462   
0601OWA0Y       20170101001360100000005000 0000019950001464   
0601OWA0Y       20170101001365100000005000 0000020070001468   
0601OWA0Y       20170101001370100000005000 0000020170001470   
0601OWA0Y       20170101001375100000005000 0000020270001472   
0601OWA0Y       20170101001380100000005000 0000020390001475   
0601OWA0Y       20170101001385100000005000 0000020500001477   
0601OWA0Y       20170101001390100000005000 0000020610001480   
0601OWA0Y       20170101001395100000005000 0000020740001484   
0601OWA0Y       20170101001400100000005000 0000020850001487   
0601OWA0Y       20170101001405100000005000 0000020950001488   
0601OWA0Y       20170101001410100000005000 0000021080001492   
0601OWA0Y       20170101001415100000005000 0000021190001495   
0601OWA0Y       20170101001420100000005000 0000021300001497   
0601OWA0Y       20170101001425100000005000 0000021430001501   
0601OWA0Y       20170101001430100000005000 0000021530001503   
0601OWA0Y       20170101001435100000005000 0000021640001505   
0601OWA0Y       20170101001440100000005000 0000021770001509   
0601OWA0Y       20170101001445100000005000 0000021880001512   
0601OWA0Y       20170101001450100000005000 0000021990001514   
0601OWA0Y       20170101001455100000005000 0000022120001518   
0601OWA0Y       20170101001460100000005000 0000022220001519   
0601OWA0Y       20170101001465100000005000 0000022330001522   
0601OWA0Y       20170101001470100000005000 0000022460001525   
0601OWA0Y       20170101001475100000005000 0000022570001528   
0601OWA0Y       20170101001480100000005000 0000022680001530   
0601OWA0Y       20170101001485100000005000 0000022810001533   
0601OWA0Y       20170101001490100000005000 0000022910001535   
0601OWA0Y       20170101001495100000005000 0000023020001537   
0601OWA0Y       20170101001500100000500000 0000028840001648   
0601OWA0Y       20170101002000100000500000 0000041260001834   
0601OWA0Y       20170101002500100000500000 0000053720001953   
0601OWA0Y       20170101003000100000500000 0000066180002036   
0601OWA0Y       20170101003500100000500000 0000078660002098   
0601OWA0Y       20170101004000100000500000 0000091120002144   
0601OWA0Y       20170101004500100000500000 0000103580002181   
0601OWA0Y       20170101005000100000500000 0000116040002210   
0601OWA0Y       20170101005500100000500000 0000128520002235   
0601OWA0Y       20170101006000100000500000 0000140980002256   
0601OWA0Y       20170101006500100000500000 0000153440002273   
0601OWA0Y       20170101007000100000500000 0000165820002287   
0601OWA0Y       20170101007500100000500000 0000177550002291   
0601OWA0Y       20170101008000100000500000 0000189250002294   
0601OWA0Y       20170101008500100000500000 0000200950002297   
0601OWA0Y       20170101009000100000500000 0000212660002299   
0601OWA0Y       20170101009500100000500000 0000224380002301   
0601OWA0Y       20170101010000100000500000 0000236090002303   
0601OWA0Y       20170101010500100000500000 0000247790002305   
0601OWA0Y       20170101011000100000500000 0000259500002307   
0601OWA0Y       20170101011500100000500000 0000271220002308   
0601OWA0Y       20170101012000100000500000 0000282920002310   
0601OWA0Y       20170101012500100000500000 0000294630002311   
0601OWA0Y       20170101013000100000500000 0000306330002312   
0601OWA0Y       20170101013500100000500000 0000318060002313   
0601OWA0Y       20170101014000100000500000 0000329760002314   
0601OWA0Y       20170101014500100000500000 0000341470002315   
0601OWA0Y       20170101015000100000500000 0000353170002316   
0601OWA0Y       20170101015500100000500000 0000364900002317   
0601OWA0Y       20170101016000100000500000 0000376600002318   
0601OWA0Y       20170101016500100000500000 0000388300002318   
0601OWA0Y       20170101017000100000500000 0000400010002319   
0601OWA0Y       20170101017500100000500000 0000411730002320   
0601OWA0Y       20170101018000100000500000 0000423440002320   
0601OWA0Y       20170101018500100000500000 0000435140002321   
0601OWA0Y       20170101019000100000500000 0000446840002321   
0601OWA0Y       20170101019500100000500000 0000458570002322   
0601OWA1Y       20170101000000100000040000 0100000030000000   
0601OWA1Y       20170101000040100000005000 0100000030000071   
0601OWA1Y       20170101000045100000005000 0100000030000063   
0601OWA1Y       20170101000050100000005000 0100000030000057   
0601OWA1Y       20170101000055100000005000 0100000030000052   
0601OWA1Y       20170101000060100000005000 0100000030000048   
0601OWA1Y       20170101000065100000005000 0100000030000044   
0601OWA1Y       20170101000070100000005000 0100000030000041   
0601OWA1Y       20170101000075100000005000 0100000030000039   
0601OWA1Y       20170101000080100000005000 0100000030000036   
0601OWA1Y       20170101000085100000005000 0100000030000034   
0601OWA1Y       20170101000090100000005000 0100000030000032   
0601OWA1Y       20170101000095100000005000 0100000030000031   
0601OWA1Y       20170101000100100000005000 0100000030000029   
0601OWA1Y       20170101000105100000005000 0100000030000028   
0601OWA1Y       20170101000110100000005000 0100000030000027   
0601OWA1Y       20170101000115100000005000 0100000030000026   
0601OWA1Y       20170101000120100000005000 0100000030000024   
0601OWA1Y       20170101000125100000005000 0100000030000024   
0601OWA1Y       20170101000130100000005000 0100000030000023   
0601OWA1Y       20170101000135100000005000 0100000030000022   
0601OWA1Y       20170101000140100000005000 0100000030000021   
0601OWA1Y       20170101000145100000005000 0100000030000020   
0601OWA1Y       20170101000150100000005000 0100000030000020   
0601OWA1Y       20170101000155100000005000 0100000030000019   
0601OWA1Y       20170101000160100000005000 0100000030000018   
0601OWA1Y       20170101000165100000005000 0100000030000018   
0601OWA1Y       20170101000170100000005000 0100000030000017   
0601OWA1Y       20170101000175100000005000 0100000030000017   
0601OWA1Y       20170101000180100000005000 0100000030000016   
0601OWA1Y       20170101000185100000005000 0100000030000016   
0601OWA1Y       20170101000190100000005000 0100000030000016   
0601OWA1Y       20170101000195100000005000 0100000030000015   
0601OWA1Y       20170101000200100000005000 0100000030000015   
0601OWA1Y       20170101000205100000005000 0100000030000014   
0601OWA1Y       20170101000210100000005000 0100000030000014   
0601OWA1Y       20170101000215100000005000 0100000030000014   
0601OWA1Y       20170101000220100000005000 0100000030000013   
0601OWA1Y       20170101000225100000005000 0100000030000013   
0601OWA1Y       20170101000230100000005000 0100000030000013   
0601OWA1Y       20170101000235100000005000 0100000030000013   
0601OWA1Y       20170101000240100000005000 0100000030000012   
0601OWA1Y       20170101000245100000005000 0100000030000012   
0601OWA1Y       20170101000250100000005000 0100000030000012   
0601OWA1Y       20170101000255100000005000 0100000030000012   
0601OWA1Y       20170101000260100000005000 0100000030000011   
0601OWA1Y       20170101000265100000005000 0100000030000011   
0601OWA1Y       20170101000270100000005000 0100000100000037   
0601OWA1Y       20170101000275100000005000 0100000160000058   
0601OWA1Y       20170101000280100000005000 0100000220000078   
0601OWA1Y       20170101000285100000005000 0100000280000097   
0601OWA1Y       20170101000290100000005000 0100000340000116   
0601OWA1Y       20170101000295100000005000 0100000420000141   
0601OWA1Y       20170101000300100000005000 0100000500000165   
0601OWA1Y       20170101000305100000005000 0100000560000182   
0601OWA1Y       20170101000310100000005000 0100000630000202   
0601OWA1Y       20170101000315100000005000 0100000690000217   
0601OWA1Y       20170101000320100000005000 0100000760000236   
0601OWA1Y       20170101000325100000005000 0100000840000256   
0601OWA1Y       20170101000330100000005000 0100000900000271   
0601OWA1Y       20170101000335100000005000 0100000970000287   
0601OWA1Y       20170101000340100000005000 0100001030000301   
0601OWA1Y       20170101000345100000005000 0100001100000317   
0601OWA1Y       20170101000350100000005000 0100001160000329   
0601OWA1Y       20170101000355100000005000 0100001240000347   
0601OWA1Y       20170101000360100000005000 0100001300000359   
0601OWA1Y       20170101000365100000005000 0100001370000373   
0601OWA1Y       20170101000370100000005000 0100001430000384   
0601OWA1Y       20170101000375100000005000 0100001500000397   
0601OWA1Y       20170101000380100000005000 0100001560000408   
0601OWA1Y       20170101000385100000005000 0100001640000423   
0601OWA1Y       20170101000390100000005000 0100001710000436   
0601OWA1Y       20170101000395100000005000 0100001770000445   
0601OWA1Y       20170101000400100000005000 0100001840000457   
0601OWA1Y       20170101000405100000005000 0100001900000466   
0601OWA1Y       20170101000410100000005000 0100001970000478   
0601OWA1Y       20170101000415100000005000 0100002040000489   
0601OWA1Y       20170101000420100000005000 0100002110000499   
0601OWA1Y       20170101000425100000005000 0100002170000508   
0601OWA1Y       20170101000430100000005000 0100002240000518   
0601OWA1Y       20170101000435100000005000 0100002320000530   
0601OWA1Y       20170101000440100000005000 0100002390000540   
0601OWA1Y       20170101000445100000005000 0100002470000552   
0601OWA1Y       20170101000450100000005000 0100002540000561   
0601OWA1Y       20170101000455100000005000 0100002620000573   
0601OWA1Y       20170101000460100000005000 0100002690000582   
0601OWA1Y       20170101000465100000005000 0100002770000593   
0601OWA1Y       20170101000470100000005000 0100002840000601   
0601OWA1Y       20170101000475100000005000 0100002920000612   
0601OWA1Y       20170101000480100000005000 0100002990000620   
0601OWA1Y       20170101000485100000005000 0100003060000628   
0601OWA1Y       20170101000490100000005000 0100003140000638   
0601OWA1Y       20170101000495100000005000 0100003220000647   
0601OWA1Y       20170101000500100000005000 0100003290000655   
0601OWA1Y       20170101000505100000005000 0100003360000662   
0601OWA1Y       20170101000510100000005000 0100003440000671   
0601OWA1Y       20170101000515100000005000 0100003520000680   
0601OWA1Y       20170101000520100000005000 0100003590000687   
0601OWA1Y       20170101000525100000005000 0100003660000694   
0601OWA1Y       20170101000530100000005000 0100003740000702   
0601OWA1Y       20170101000535100000005000 0100003810000709   
0601OWA1Y       20170101000540100000005000 0100003900000719   
0601OWA1Y       20170101000545100000005000 0100003970000725   
0601OWA1Y       20170101000550100000005000 0100004060000735   
0601OWA1Y       20170101000555100000005000 0100004140000743   
0601OWA1Y       20170101000560100000005000 0100004230000752   
0601OWA1Y       20170101000565100000005000 0100004300000758   
0601OWA1Y       20170101000570100000005000 0100004390000767   
0601OWA1Y       20170101000575100000005000 0100004460000772   
0601OWA1Y       20170101000580100000005000 0100004530000778   
0601OWA1Y       20170101000585100000005000 0100004620000786   
0601OWA1Y       20170101000590100000005000 0100004690000792   
0601OWA1Y       20170101000595100000005000 0100004770000798   
0601OWA1Y       20170101000600100000005000 0100004840000803   
0601OWA1Y       20170101000605100000005000 0100004920000810   
0601OWA1Y       20170101000610100000005000 0100005000000816   
0601OWA1Y       20170101000615100000005000 0100005070000821   
0601OWA1Y       20170101000620100000005000 0100005140000826   
0601OWA1Y       20170101000625100000005000 0100005210000830   
0601OWA1Y       20170101000630100000005000 0100005300000838   
0601OWA1Y       20170101000635100000005000 0100005370000842   
0601OWA1Y       20170101000640100000005000 0100005450000848   
0601OWA1Y       20170101000645100000005000 0100005520000853   
0601OWA1Y       20170101000650100000005000 0100005600000858   
0601OWA1Y       20170101000655100000005000 0100005680000864   
0601OWA1Y       20170101000660100000005000 0100005750000868   
0601OWA1Y       20170101000665100000005000 0100005820000872   
0601OWA1Y       20170101000670100000005000 0100005900000877   
0601OWA1Y       20170101000675100000005000 0100005980000883   
0601OWA1Y       20170101000680100000005000 0100006060000888   
0601OWA1Y       20170101000685100000005000 0100006130000892   
0601OWA1Y       20170101000690100000005000 0100006200000895   
0601OWA1Y       20170101000695100000005000 0100006280000900   
0601OWA1Y       20170101000700100000005000 0100006360000905   
0601OWA1Y       20170101000705100000005000 0100006440000910   
0601OWA1Y       20170101000710100000005000 0100006510000914   
0601OWA1Y       20170101000715100000005000 0100006590000918   
0601OWA1Y       20170101000720100000005000 0100006680000925   
0601OWA1Y       20170101000725100000005000 0100006750000928   
0601OWA1Y       20170101000730100000005000 0100006830000932   
0601OWA1Y       20170101000735100000005000 0100006900000936   
0601OWA1Y       20170101000740100000005000 0100006970000939   
0601OWA1Y       20170101000745100000005000 0100007060000944   
0601OWA1Y       20170101000750100000005000 0100007130000948   
0601OWA1Y       20170101000755100000005000 0100007210000952   
0601OWA1Y       20170101000760100000005000 0100007280000955   
0601OWA1Y       20170101000765100000005000 0100007370000960   
0601OWA1Y       20170101000770100000005000 0100007440000963   
0601OWA1Y       20170101000775100000005000 0100007520000967   
0601OWA1Y       20170101000780100000005000 0100007590000970   
0601OWA1Y       20170101000785100000005000 0100007670000974   
0601OWA1Y       20170101000790100000005000 0100007750000978   
0601OWA1Y       20170101000795100000005000 0100007830000982   
0601OWA1Y       20170101000800100000005000 0100007900000984   
0601OWA1Y       20170101000805100000005000 0100007980000988   
0601OWA1Y       20170101000810100000005000 0100008060000992   
0601OWA1Y       20170101000815100000005000 0100008140000996   
0601OWA1Y       20170101000820100000005000 0100008210000998   
0601OWA1Y       20170101000825100000005000 0100008290001002   
0601OWA1Y       20170101000830100000005000 0100008360001004   
0601OWA1Y       20170101000835100000005000 0100008450001009   
0601OWA1Y       20170101000840100000005000 0100008520001011   
0601OWA1Y       20170101000845100000005000 0100008600001015   
0601OWA1Y       20170101000850100000005000 0100008690001019   
0601OWA1Y       20170101000855100000005000 0100008770001023   
0601OWA1Y       20170101000860100000005000 0100008870001028   
0601OWA1Y       20170101000865100000005000 0100008960001033   
0601OWA1Y       20170101000870100000005000 0100009050001037   
0601OWA1Y       20170101000875100000005000 0100009130001040   
0601OWA1Y       20170101000880100000005000 0100009230001046   
0601OWA1Y       20170101000885100000005000 0100009320001050   
0601OWA1Y       20170101000890100000005000 0100009400001053   
0601OWA1Y       20170101000895100000005000 0100009490001057   
0601OWA1Y       20170101000900100000005000 0100009580001061   
0601OWA1Y       20170101000905100000005000 0100009680001067   
0601OWA1Y       20170101000910100000005000 0100009770001071   
0601OWA1Y       20170101000915100000005000 0100009860001075   
0601OWA1Y       20170101000920100000005000 0100009950001079   
0601OWA1Y       20170101000925100000005000 0100010050001084   
0601OWA1Y       20170101000930100000005000 0100010140001087   
0601OWA1Y       20170101000935100000005000 0100010230001091   
0601OWA1Y       20170101000940100000005000 0100010320001095   
0601OWA1Y       20170101000945100000005000 0100010410001099   
0601OWA1Y       20170101000950100000005000 0100010510001103   
0601OWA1Y       20170101000955100000005000 0100010600001107   
0601OWA1Y       20170101000960100000005000 0100010690001111   
0601OWA1Y       20170101000965100000005000 0100010780001114   
0601OWA1Y       20170101000970100000005000 0100010870001118   
0601OWA1Y       20170101000975100000005000 0100010970001122   
0601OWA1Y       20170101000980100000005000 0100011060001126   
0601OWA1Y       20170101000985100000005000 0100011150001129   
0601OWA1Y       20170101000990100000005000 0100011240001132   
0601OWA1Y       20170101000995100000005000 0100011340001137   
0601OWA1Y       20170101001000100000005000 0100011430001140   
0601OWA1Y       20170101001005100000005000 0100011520001143   
0601OWA1Y       20170101001010100000005000 0100011610001147   
0601OWA1Y       20170101001015100000005000 0100011700001150   
0601OWA1Y       20170101001020100000005000 0100011800001154   
0601OWA1Y       20170101001025100000005000 0100011890001157   
0601OWA1Y       20170101001030100000005000 0100011980001160   
0601OWA1Y       20170101001035100000005000 0100012070001163   
0601OWA1Y       20170101001040100000005000 0100012170001167   
0601OWA1Y       20170101001045100000005000 0100012260001170   
0601OWA1Y       20170101001050100000005000 0100012350001173   
0601OWA1Y       20170101001055100000005000 0100012440001176   
0601OWA1Y       20170101001060100000005000 0100012530001179   
0601OWA1Y       20170101001065100000005000 0100012630001183   
0601OWA1Y       20170101001070100000005000 0100012720001186   
0601OWA1Y       20170101001075100000005000 0100012810001189   
0601OWA1Y       20170101001080100000005000 0100012900001192   
0601OWA1Y       20170101001085100000005000 0100013000001195   
0601OWA1Y       20170101001090100000005000 0100013090001198   
0601OWA1Y       20170101001095100000005000 0100013180001201   
0601OWA1Y       20170101001100100000005000 0100013270001204   
0601OWA1Y       20170101001105100000005000 0100013360001206   
0601OWA1Y       20170101001110100000005000 0100013470001211   
0601OWA1Y       20170101001115100000005000 0100013560001213   
0601OWA1Y       20170101001120100000005000 0100013640001215   
0601OWA1Y       20170101001125100000005000 0100013730001218   
