00OW               20161205                                                                                   
0601OWL4N       20170101000295100000005000 0400000030000010   
0601OWL4N       20170101000300100000005000 0400000030000010   
0601OWL4N       20170101000305100000005000 0400000030000010   
0601OWL4N       20170101000310100000005000 0400000030000010   
0601OWL4N       20170101000315100000005000 0400000030000009   
0601OWL4N       20170101000320100000005000 0400000030000009   
0601OWL4N       20170101000325100000005000 0400000030000009   
0601OWL4N       20170101000330100000005000 0400000030000009   
0601OWL4N       20170101000335100000005000 0400000030000009   
0601OWL4N       20170101000340100000005000 0400000030000009   
0601OWL4N       20170101000345100000005000 0400000030000009   
0601OWL4N       20170101000350100000005000 0400000030000009   
0601OWL4N       20170101000355100000005000 0400000030000008   
0601OWL4N       20170101000360100000005000 0400000030000008   
0601OWL4N       20170101000365100000005000 0400000030000008   
0601OWL4N       20170101000370100000005000 0400000030000008   
0601OWL4N       20170101000375100000005000 0400000030000008   
0601OWL4N       20170101000380100000005000 0400000030000008   
0601OWL4N       20170101000385100000005000 0400000030000008   
0601OWL4N       20170101000390100000005000 0400000030000008   
0601OWL4N       20170101000395100000005000 0400000030000008   
0601OWL4N       20170101000400100000005000 0400000030000007   
0601OWL4N       20170101000405100000005000 0400000030000007   
0601OWL4N       20170101000410100000005000 0400000030000007   
0601OWL4N       20170101000415100000005000 0400000030000007   
0601OWL4N       20170101000420100000005000 0400000030000007   
0601OWL4N       20170101000425100000005000 0400000030000007   
0601OWL4N       20170101000430100000005000 0400000030000007   
0601OWL4N       20170101000435100000005000 0400000030000007   
0601OWL4N       20170101000440100000005000 0400000030000007   
0601OWL4N       20170101000445100000005000 0400000030000007   
0601OWL4N       20170101000450100000005000 0400000030000007   
0601OWL4N       20170101000455100000005000 0400000030000007   
0601OWL4N       20170101000460100000005000 0400000030000006   
0601OWL4N       20170101000465100000005000 0400000080000017   
0601OWL4N       20170101000470100000005000 0400000140000030   
0601OWL4N       20170101000475100000005000 0400000200000042   
0601OWL4N       20170101000480100000005000 0400000270000056   
0601OWL4N       20170101000485100000005000 0400000330000068   
0601OWL4N       20170101000490100000005000 0400000400000081   
0601OWL4N       20170101000495100000005000 0400000470000094   
0601OWL4N       20170101000500100000005000 0400000540000107   
0601OWL4N       20170101000505100000005000 0400000600000118   
0601OWL4N       20170101000510100000005000 0400000680000133   
0601OWL4N       20170101000515100000005000 0400000750000145   
0601OWL4N       20170101000520100000005000 0400000830000159   
0601OWL4N       20170101000525100000005000 0400000890000169   
0601OWL4N       20170101000530100000005000 0400000960000180   
0601OWL4N       20170101000535100000005000 0400001030000192   
0601OWL4N       20170101000540100000005000 0400001100000203   
0601OWL4N       20170101000545100000005000 0400001160000212   
0601OWL4N       20170101000550100000005000 0400001240000224   
0601OWL4N       20170101000555100000005000 0400001310000235   
0601OWL4N       20170101000560100000005000 0400001380000245   
0601OWL4N       20170101000565100000005000 0400001440000254   
0601OWL4N       20170101000570100000005000 0400001510000264   
0601OWL4N       20170101000575100000005000 0400001570000272   
0601OWL4N       20170101000580100000005000 0400001630000280   
0601OWL4N       20170101000585100000005000 0400001710000291   
0601OWL4N       20170101000590100000005000 0400001770000299   
0601OWL4N       20170101000595100000005000 0400001830000306   
0601OWL4N       20170101000600100000005000 0400001890000314   
0601OWL4N       20170101000605100000005000 0400001960000323   
0601OWL4N       20170101000610100000005000 0400002020000330   
0601OWL4N       20170101000615100000005000 0400002080000337   
0601OWL4N       20170101000620100000005000 0400002140000344   
0601OWL4N       20170101000625100000005000 0400002200000351   
0601OWL4N       20170101000630100000005000 0400002280000360   
0601OWL4N       20170101000635100000005000 0400002340000367   
0601OWL4N       20170101000640100000005000 0400002400000374   
0601OWL4N       20170101000645100000005000 0400002460000380   
0601OWL4N       20170101000650100000005000 0400002530000388   
0601OWL4N       20170101000655100000005000 0400002590000394   
0601OWL4N       20170101000660100000005000 0400002650000400   
0601OWL4N       20170101000665100000005000 0400002710000406   
0601OWL4N       20170101000670100000005000 0400002770000412   
0601OWL4N       20170101000675100000005000 0400002850000421   
0601OWL4N       20170101000680100000005000 0400002910000426   
0601OWL4N       20170101000685100000005000 0400002970000432   
0601OWL4N       20170101000690100000005000 0400003030000438   
0601OWL4N       20170101000695100000005000 0400003090000443   
0601OWL4N       20170101000700100000005000 0400003160000450   
0601OWL4N       20170101000705100000005000 0400003180000450   
0601OWL4N       20170101000710100000005000 0400003210000450   
0601OWL4N       20170101000715100000005000 0400003230000450   
0601OWL4N       20170101000720100000005000 0400003250000450   
0601OWL4N       20170101000725100000005000 0400003270000450   
0601OWL4N       20170101000730100000005000 0400003300000450   
0601OWL4N       20170101000735100000005000 0400003320000450   
0601OWL4N       20170101000740100000005000 0400003340000450   
0601OWL4N       20170101000745100000005000 0400003360000450   
0601OWL4N       20170101000750100000005000 0400003390000450   
0601OWL4N       20170101000755100000005000 0400003410000450   
0601OWL4N       20170101000760100000005000 0400003430000450   
0601OWL4N       20170101000765100000005000 0400003450000450   
0601OWL4N       20170101000770100000005000 0400003480000450   
0601OWL4N       20170101000775100000005000 0400003500000450   
0601OWL4N       20170101000780100000005000 0400003520000450   
0601OWL4N       20170101000785100000005000 0400003540000450   
0601OWL4N       20170101000790100000005000 0400003570000450   
0601OWL4N       20170101000795100000005000 0400003590000450   
0601OWL4N       20170101000800100000005000 0400003610000450   
0601OWL4N       20170101000805100000005000 0400003630000450   
0601OWL4N       20170101000810100000005000 0400003660000450   
0601OWL4N       20170101000815100000005000 0400003680000450   
0601OWL4N       20170101000820100000005000 0400003700000450   
0601OWL4N       20170101000825100000005000 0400003720000450   
0601OWL4N       20170101000830100000005000 0400003750000450   
0601OWL4N       20170101000835100000005000 0400003770000450   
0601OWL4N       20170101000840100000005000 0400003790000450   
0601OWL4N       20170101000845100000005000 0400003810000450   
0601OWL4N       20170101000850100000005000 0400003840000450   
0601OWL4N       20170101000855100000005000 0400003860000450   
0601OWL4N       20170101000860100000005000 0400003880000450   
0601OWL4N       20170101000865100000005000 0400003900000450   
0601OWL4N       20170101000870100000005000 0400003930000450   
0601OWL4N       20170101000875100000005000 0400003950000450   
0601OWL4N       20170101000880100000005000 0400003970000450   
0601OWL4N       20170101000885100000005000 0400003990000450   
0601OWL4N       20170101000890100000005000 0400004020000450   
0601OWL4N       20170101000895100000005000 0400004040000450   
0601OWL4N       20170101000900100000005000 0400004060000450   
0601OWL4N       20170101000905100000005000 0400004080000450   
0601OWL4N       20170101000910100000005000 0400004110000450   
0601OWL4N       20170101000915100000005000 0400004130000450   
0601OWL4N       20170101000920100000005000 0400004150000450   
0601OWL4N       20170101000925100000005000 0400004170000450   
0601OWL4N       20170101000930100000005000 0400004200000450   
0601OWL4N       20170101000935100000005000 0400004220000450   
0601OWL4N       20170101000940100000005000 0400004240000450   
0601OWL4N       20170101000945100000005000 0400004260000450   
0601OWL4N       20170101000950100000005000 0400004290000450   
0601OWL4N       20170101000955100000005000 0400004310000450   
0601OWL4N       20170101000960100000005000 0400004330000450   
0601OWL4N       20170101000965100000005000 0400004350000450   
0601OWL4N       20170101000970100000005000 0400004380000450   
0601OWL4N       20170101000975100000005000 0400004400000450   
0601OWL4N       20170101000980100000005000 0400004420000450   
0601OWL4N       20170101000985100000005000 0400004440000450   
0601OWL4N       20170101000990100000005000 0400004470000450   
0601OWL4N       20170101000995100000005000 0400004490000450   
0601OWL4N       20170101001000100000005000 0400004510000450   
0601OWL4N       20170101001005100000005000 0400004530000450   
0601OWL4N       20170101001010100000005000 0400004560000450   
0601OWL4N       20170101001015100000005000 0400004580000450   
0601OWL4N       20170101001020100000005000 0400004600000450   
0601OWL4N       20170101001025100000005000 0400004620000450   
0601OWL4N       20170101001030100000005000 0400004650000450   
0601OWL4N       20170101001035100000005000 0400004670000450   
0601OWL4N       20170101001040100000005000 0400004690000450   
0601OWL4N       20170101001045100000005000 0400004710000450   
0601OWL4N       20170101001050100000005000 0400004740000450   
0601OWL4N       20170101001055100000005000 0400004760000450   
0601OWL4N       20170101001060100000005000 0400004780000450   
0601OWL4N       20170101001065100000005000 0400004800000450   
0601OWL4N       20170101001070100000005000 0400004830000450   
0601OWL4N       20170101001075100000005000 0400004850000450   
0601OWL4N       20170101001080100000005000 0400004870000450   
0601OWL4N       20170101001085100000005000 0400004890000450   
0601OWL4N       20170101001090100000005000 0400004920000450   
0601OWL4N       20170101001095100000005000 0400004940000450   
0601OWL4N       20170101001100100000005000 0400004960000450   
0601OWL4N       20170101001105100000005000 0400004980000450   
0601OWL4N       20170101001110100000005000 0400005010000450   
0601OWL4N       20170101001115100000005000 0400005030000450   
0601OWL4N       20170101001120100000005000 0400005050000450   
0601OWL4N       20170101001125100000005000 0400005070000450   
0601OWL4N       20170101001130100000005000 0400005100000450   
0601OWL4N       20170101001135100000005000 0400005120000450   
0601OWL4N       20170101001140100000005000 0400005140000450   
0601OWL4N       20170101001145100000005000 0400005160000450   
0601OWL4N       20170101001150100000005000 0400005190000450   
0601OWL4N       20170101001155100000005000 0400005210000450   
0601OWL4N       20170101001160100000005000 0400005230000450   
0601OWL4N       20170101001165100000005000 0400005250000450   
0601OWL4N       20170101001170100000005000 0400005280000450   
0601OWL4N       20170101001175100000005000 0400005300000450   
0601OWL4N       20170101001180100000005000 0400005320000450   
0601OWL4N       20170101001185100000005000 0400005340000450   
0601OWL4N       20170101001190100000005000 0400005370000450   
0601OWL4N       20170101001195100000005000 0400005390000450   
0601OWL4N       20170101001200100000005000 0400005410000450   
0601OWL4N       20170101001205100000005000 0400005430000450   
0601OWL4N       20170101001210100000005000 0400005460000450   
0601OWL4N       20170101001215100000005000 0400005480000450   
0601OWL4N       20170101001220100000005000 0400005500000450   
0601OWL4N       20170101001225100000005000 0400005520000450   
0601OWL4N       20170101001230100000005000 0400005550000450   
0601OWL4N       20170101001235100000005000 0400005570000450   
0601OWL4N       20170101001240100000005000 0400005590000450   
0601OWL4N       20170101001245100000005000 0400005610000450   
0601OWL4N       20170101001250100000005000 0400005640000450   
0601OWL4N       20170101001255100000005000 0400005660000450   
0601OWL4N       20170101001260100000005000 0400005680000450   
0601OWL4N       20170101001265100000005000 0400005700000450   
0601OWL4N       20170101001270100000005000 0400005730000450   
0601OWL4N       20170101001275100000005000 0400005750000450   
0601OWL4N       20170101001280100000005000 0400005770000450   
0601OWL4N       20170101001285100000005000 0400005790000450   
0601OWL4N       20170101001290100000005000 0400005820000450   
0601OWL4N       20170101001295100000005000 0400005840000450   
0601OWL4N       20170101001300100000005000 0400005860000450   
0601OWL4N       20170101001305100000005000 0400005880000450   
0601OWL4N       20170101001310100000005000 0400005910000450   
0601OWL4N       20170101001315100000005000 0400005930000450   
0601OWL4N       20170101001320100000005000 0400005950000450   
0601OWL4N       20170101001325100000005000 0400005970000450   
0601OWL4N       20170101001330100000005000 0400006000000450   
0601OWL4N       20170101001335100000005000 0400006020000450   
0601OWL4N       20170101001340100000005000 0400006040000450   
0601OWL4N       20170101001345100000005000 0400006060000450   
0601OWL4N       20170101001350100000005000 0400006090000450   
0601OWL4N       20170101001355100000005000 0400006110000450   
0601OWL4N       20170101001360100000005000 0400006130000450   
0601OWL4N       20170101001365100000005000 0400006150000450   
0601OWL4N       20170101001370100000005000 0400006180000450   
0601OWL4N       20170101001375100000005000 0400006200000450   
0601OWL4N       20170101001380100000005000 0400006220000450   
0601OWL4N       20170101001385100000005000 0400006240000450   
0601OWL4N       20170101001390100000005000 0400006270000450   
0601OWL4N       20170101001395100000005000 0400006290000450   
0601OWL4N       20170101001400100000005000 0400006310000450   
0601OWL4N       20170101001405100000005000 0400006330000450   
0601OWL4N       20170101001410100000005000 0400006360000450   
0601OWL4N       20170101001415100000005000 0400006380000450   
0601OWL4N       20170101001420100000005000 0400006400000450   
0601OWL4N       20170101001425100000005000 0400006420000450   
0601OWL4N       20170101001430100000005000 0400006450000450   
0601OWL4N       20170101001435100000005000 0400006470000450   
0601OWL4N       20170101001440100000005000 0400006490000450   
0601OWL4N       20170101001445100000005000 0400006510000450   
0601OWL4N       20170101001450100000005000 0400006540000450   
0601OWL4N       20170101001455100000005000 0400006560000450   
0601OWL4N       20170101001460100000005000 0400006580000450   
0601OWL4N       20170101001465100000005000 0400006600000450   
0601OWL4N       20170101001470100000005000 0400006630000450   
0601OWL4N       20170101001475100000005000 0400006650000450   
0601OWL4N       20170101001480100000005000 0400006670000450   
0601OWL4N       20170101001485100000005000 0400006690000450   
0601OWL4N       20170101001490100000005000 0400006720000450   
0601OWL4N       20170101001495100000005000 0400006740000450   
0601OWL4N       20170101001500100000500000 0400007880000450   
0601OWL4N       20170101002000100000500000 0400010130000450   
0601OWL4N       20170101002500100000500000 0400012380000450   
0601OWL4N       20170101003000100000500000 0400014630000450   
0601OWL4N       20170101003500100000500000 0400016880000450   
0601OWL4N       20170101004000100000500000 0400019130000450   
0601OWL4N       20170101004500100000500000 0400021380000450   
0601OWL4N       20170101005000100000500000 0400023630000450   
0601OWL4N       20170101005500100000500000 0400025880000450   
0601OWL4N       20170101006000100000500000 0400028130000450   
0601OWL4N       20170101006500100000500000 0400030380000450   
0601OWL4N       20170101007000100000500000 0400032630000450   
0601OWL4N       20170101007500100000500000 0400034880000450   
0601OWL4N       20170101008000100000500000 0400037130000450   
0601OWL4N       20170101008500100000500000 0400039380000450   
0601OWL4N       20170101009000100000500000 0400041630000450   
0601OWL4N       20170101009500100000500000 0400043880000450   
0601OWL4N       20170101010000100000500000 0400046130000450   
0601OWL4N       20170101010500100000500000 0400048380000450   
0601OWL4N       20170101011000100000500000 0400050630000450   
0601OWL4N       20170101011500100000500000 0400052880000450   
0601OWL4N       20170101012000100000500000 0400055130000450   
0601OWL4N       20170101012500100000500000 0400057380000450   
0601OWL4N       20170101013000100000500000 0400059630000450   
0601OWL4N       20170101013500100000500000 0400061880000450   
0601OWL4N       20170101014000100000500000 0400064130000450   
0601OWL4N       20170101014500100000500000 0400066380000450   
0601OWL4N       20170101015000100000500000 0400068630000450   
0601OWL4N       20170101015500100000500000 0400070880000450   
0601OWL4N       20170101016000100000500000 0400073130000450   
0601OWL4N       20170101016500100000500000 0400075380000450   
0601OWL4N       20170101017000100000500000 0400077630000450   
0601OWL4N       20170101017500100000500000 0400079880000450   
0601OWL4N       20170101018000100000500000 0400082130000450   
0601OWL4N       20170101018500100000500000 0400084380000450   
0601OWL4N       20170101019000100000500000 0400086630000450   
0601OWL4N       20170101019500100000500000 0400088880000450   
0601OWL5N       20170101000000100000040000 0500000030000000   
0601OWL5N       20170101000040100000005000 0500000030000071   
0601OWL5N       20170101000045100000005000 0500000030000063   
0601OWL5N       20170101000050100000005000 0500000030000057   
0601OWL5N       20170101000055100000005000 0500000030000052   
0601OWL5N       20170101000060100000005000 0500000030000048   
0601OWL5N       20170101000065100000005000 0500000030000044   
0601OWL5N       20170101000070100000005000 0500000030000041   
0601OWL5N       20170101000075100000005000 0500000030000039   
0601OWL5N       20170101000080100000005000 0500000030000036   
0601OWL5N       20170101000085100000005000 0500000030000034   
0601OWL5N       20170101000090100000005000 0500000030000032   
0601OWL5N       20170101000095100000005000 0500000030000031   
0601OWL5N       20170101000100100000005000 0500000030000029   
0601OWL5N       20170101000105100000005000 0500000030000028   
0601OWL5N       20170101000110100000005000 0500000030000027   
0601OWL5N       20170101000115100000005000 0500000030000026   
0601OWL5N       20170101000120100000005000 0500000030000024   
0601OWL5N       20170101000125100000005000 0500000030000024   
0601OWL5N       20170101000130100000005000 0500000030000023   
0601OWL5N       20170101000135100000005000 0500000030000022   
0601OWL5N       20170101000140100000005000 0500000030000021   
0601OWL5N       20170101000145100000005000 0500000030000020   
0601OWL5N       20170101000150100000005000 0500000030000020   
0601OWL5N       20170101000155100000005000 0500000030000019   
0601OWL5N       20170101000160100000005000 0500000030000018   
0601OWL5N       20170101000165100000005000 0500000030000018   
0601OWL5N       20170101000170100000005000 0500000030000017   
0601OWL5N       20170101000175100000005000 0500000030000017   
0601OWL5N       20170101000180100000005000 0500000030000016   
0601OWL5N       20170101000185100000005000 0500000030000016   
0601OWL5N       20170101000190100000005000 0500000030000016   
0601OWL5N       20170101000195100000005000 0500000030000015   
0601OWL5N       20170101000200100000005000 0500000030000015   
0601OWL5N       20170101000205100000005000 0500000030000014   
0601OWL5N       20170101000210100000005000 0500000030000014   
0601OWL5N       20170101000215100000005000 0500000030000014   
0601OWL5N       20170101000220100000005000 0500000030000013   
0601OWL5N       20170101000225100000005000 0500000030000013   
0601OWL5N       20170101000230100000005000 0500000030000013   
0601OWL5N       20170101000235100000005000 0500000030000013   
0601OWL5N       20170101000240100000005000 0500000030000012   
0601OWL5N       20170101000245100000005000 0500000030000012   
0601OWL5N       20170101000250100000005000 0500000030000012   
0601OWL5N       20170101000255100000005000 0500000030000012   
0601OWL5N       20170101000260100000005000 0500000030000011   
0601OWL5N       20170101000265100000005000 0500000030000011   
0601OWL5N       20170101000270100000005000 0500000030000011   
0601OWL5N       20170101000275100000005000 0500000030000011   
0601OWL5N       20170101000280100000005000 0500000030000011   
0601OWL5N       20170101000285100000005000 0500000030000010   
0601OWL5N       20170101000290100000005000 0500000030000010   
0601OWL5N       20170101000295100000005000 0500000030000010   
0601OWL5N       20170101000300100000005000 0500000030000010   
0601OWL5N       20170101000305100000005000 0500000030000010   
0601OWL5N       20170101000310100000005000 0500000030000010   
0601OWL5N       20170101000315100000005000 0500000030000009   
0601OWL5N       20170101000320100000005000 0500000030000009   
0601OWL5N       20170101000325100000005000 0500000030000009   
0601OWL5N       20170101000330100000005000 0500000030000009   
0601OWL5N       20170101000335100000005000 0500000030000009   
0601OWL5N       20170101000340100000005000 0500000030000009   
0601OWL5N       20170101000345100000005000 0500000030000009   
0601OWL5N       20170101000350100000005000 0500000030000009   
0601OWL5N       20170101000355100000005000 0500000030000008   
0601OWL5N       20170101000360100000005000 0500000030000008   
0601OWL5N       20170101000365100000005000 0500000030000008   
0601OWL5N       20170101000370100000005000 0500000030000008   
0601OWL5N       20170101000375100000005000 0500000030000008   
0601OWL5N       20170101000380100000005000 0500000030000008   
0601OWL5N       20170101000385100000005000 0500000030000008   
0601OWL5N       20170101000390100000005000 0500000030000008   
0601OWL5N       20170101000395100000005000 0500000030000008   
0601OWL5N       20170101000400100000005000 0500000030000007   
0601OWL5N       20170101000405100000005000 0500000030000007   
0601OWL5N       20170101000410100000005000 0500000030000007   
0601OWL5N       20170101000415100000005000 0500000030000007   
0601OWL5N       20170101000420100000005000 0500000030000007   
0601OWL5N       20170101000425100000005000 0500000030000007   
0601OWL5N       20170101000430100000005000 0500000030000007   
0601OWL5N       20170101000435100000005000 0500000030000007   
0601OWL5N       20170101000440100000005000 0500000030000007   
0601OWL5N       20170101000445100000005000 0500000030000007   
0601OWL5N       20170101000450100000005000 0500000030000007   
0601OWL5N       20170101000455100000005000 0500000030000007   
0601OWL5N       20170101000460100000005000 0500000030000006   
0601OWL5N       20170101000465100000005000 0500000030000006   
0601OWL5N       20170101000470100000005000 0500000030000006   
0601OWL5N       20170101000475100000005000 0500000030000006   
0601OWL5N       20170101000480100000005000 0500000030000006   
0601OWL5N       20170101000485100000005000 0500000030000006   
0601OWL5N       20170101000490100000005000 0500000030000006   
0601OWL5N       20170101000495100000005000 0500000030000006   
0601OWL5N       20170101000500100000005000 0500000030000006   
0601OWL5N       20170101000505100000005000 0500000030000006   
0601OWL5N       20170101000510100000005000 0500000030000006   
0601OWL5N       20170101000515100000005000 0500000030000006   
0601OWL5N       20170101000520100000005000 0500000030000006   
0601OWL5N       20170101000525100000005000 0500000070000013   
0601OWL5N       20170101000530100000005000 0500000140000026   
0601OWL5N       20170101000535100000005000 0500000200000037   
0601OWL5N       20170101000540100000005000 0500000270000050   
0601OWL5N       20170101000545100000005000 0500000330000060   
0601OWL5N       20170101000550100000005000 0500000400000072   
0601OWL5N       20170101000555100000005000 0500000470000084   
0601OWL5N       20170101000560100000005000 0500000540000096   
0601OWL5N       20170101000565100000005000 0500000600000106   
0601OWL5N       20170101000570100000005000 0500000670000117   
0601OWL5N       20170101000575100000005000 0500000720000125   
0601OWL5N       20170101000580100000005000 0500000800000137   
0601OWL5N       20170101000585100000005000 0500000870000148   
0601OWL5N       20170101000590100000005000 0500000930000157   
0601OWL5N       20170101000595100000005000 0500000990000166   
0601OWL5N       20170101000600100000005000 0500001050000174   
0601OWL5N       20170101000605100000005000 0500001120000184   
0601OWL5N       20170101000610100000005000 0500001180000193   
0601OWL5N       20170101000615100000005000 0500001240000201   
0601OWL5N       20170101000620100000005000 0500001300000209   
0601OWL5N       20170101000625100000005000 0500001370000218   
0601OWL5N       20170101000630100000005000 0500001440000228   
0601OWL5N       20170101000635100000005000 0500001500000235   
0601OWL5N       20170101000640100000005000 0500001560000243   
0601OWL5N       20170101000645100000005000 0500001620000250   
0601OWL5N       20170101000650100000005000 0500001690000259   
0601OWL5N       20170101000655100000005000 0500001750000266   
0601OWL5N       20170101000660100000005000 0500001810000273   
0601OWL5N       20170101000665100000005000 0500001870000280   
0601OWL5N       20170101000670100000005000 0500001930000287   
0601OWL5N       20170101000675100000005000 0500002010000297   
0601OWL5N       20170101000680100000005000 0500002070000303   
0601OWL5N       20170101000685100000005000 0500002130000310   
0601OWL5N       20170101000690100000005000 0500002190000316   
0601OWL5N       20170101000695100000005000 0500002250000323   
0601OWL5N       20170101000700100000005000 0500002320000330   
0601OWL5N       20170101000705100000005000 0500002380000336   
0601OWL5N       20170101000710100000005000 0500002440000342   
0601OWL5N       20170101000715100000005000 0500002500000348   
0601OWL5N       20170101000720100000005000 0500002580000357   
0601OWL5N       20170101000725100000005000 0500002640000363   
0601OWL5N       20170101000730100000005000 0500002700000369   
0601OWL5N       20170101000735100000005000 0500002760000374   
0601OWL5N       20170101000740100000005000 0500002820000380   
0601OWL5N       20170101000745100000005000 0500002890000387   
0601OWL5N       20170101000750100000005000 0500002950000392   
0601OWL5N       20170101000755100000005000 0500003020000399   
0601OWL5N       20170101000760100000005000 0500003080000404   
0601OWL5N       20170101000765100000005000 0500003150000410   
0601OWL5N       20170101000770100000005000 0500003210000416   
0601OWL5N       20170101000775100000005000 0500003270000421   
0601OWL5N       20170101000780100000005000 0500003330000426   
0601OWL5N       20170101000785100000005000 0500003390000430   
0601OWL5N       20170101000790100000005000 0500003470000438   
0601OWL5N       20170101000795100000005000 0500003530000443   
0601OWL5N       20170101000800100000005000 0500003590000447   
0601OWL5N       20170101000805100000005000 0500003630000450   
0601OWL5N       20170101000810100000005000 0500003660000450   
0601OWL5N       20170101000815100000005000 0500003680000450   
0601OWL5N       20170101000820100000005000 0500003700000450   
0601OWL5N       20170101000825100000005000 0500003720000450   
0601OWL5N       20170101000830100000005000 0500003750000450   
0601OWL5N       20170101000835100000005000 0500003770000450   
0601OWL5N       20170101000840100000005000 0500003790000450   
0601OWL5N       20170101000845100000005000 0500003810000450   
0601OWL5N       20170101000850100000005000 0500003840000450   
0601OWL5N       20170101000855100000005000 0500003860000450   
0601OWL5N       20170101000860100000005000 0500003880000450   
0601OWL5N       20170101000865100000005000 0500003900000450   
0601OWL5N       20170101000870100000005000 0500003930000450   
0601OWL5N       20170101000875100000005000 0500003950000450   
0601OWL5N       20170101000880100000005000 0500003970000450   
0601OWL5N       20170101000885100000005000 0500003990000450   
0601OWL5N       20170101000890100000005000 0500004020000450   
0601OWL5N       20170101000895100000005000 0500004040000450   
0601OWL5N       20170101000900100000005000 0500004060000450   
0601OWL5N       20170101000905100000005000 0500004080000450   
0601OWL5N       20170101000910100000005000 0500004110000450   
0601OWL5N       20170101000915100000005000 0500004130000450   
0601OWL5N       20170101000920100000005000 0500004150000450   
0601OWL5N       20170101000925100000005000 0500004170000450   
0601OWL5N       20170101000930100000005000 0500004200000450   
0601OWL5N       20170101000935100000005000 0500004220000450   
0601OWL5N       20170101000940100000005000 0500004240000450   
0601OWL5N       20170101000945100000005000 0500004260000450   
0601OWL5N       20170101000950100000005000 0500004290000450   
0601OWL5N       20170101000955100000005000 0500004310000450   
0601OWL5N       20170101000960100000005000 0500004330000450   
0601OWL5N       20170101000965100000005000 0500004350000450   
0601OWL5N       20170101000970100000005000 0500004380000450   
0601OWL5N       20170101000975100000005000 0500004400000450   
0601OWL5N       20170101000980100000005000 0500004420000450   
0601OWL5N       20170101000985100000005000 0500004440000450   
0601OWL5N       20170101000990100000005000 0500004470000450   
0601OWL5N       20170101000995100000005000 0500004490000450   
0601OWL5N       20170101001000100000005000 0500004510000450   
0601OWL5N       20170101001005100000005000 0500004530000450   
0601OWL5N       20170101001010100000005000 0500004560000450   
0601OWL5N       20170101001015100000005000 0500004580000450   
0601OWL5N       20170101001020100000005000 0500004600000450   
0601OWL5N       20170101001025100000005000 0500004620000450   
0601OWL5N       20170101001030100000005000 0500004650000450   
0601OWL5N       20170101001035100000005000 0500004670000450   
0601OWL5N       20170101001040100000005000 0500004690000450   
0601OWL5N       20170101001045100000005000 0500004710000450   
0601OWL5N       20170101001050100000005000 0500004740000450   
0601OWL5N       20170101001055100000005000 0500004760000450   
0601OWL5N       20170101001060100000005000 0500004780000450   
0601OWL5N       20170101001065100000005000 0500004800000450   
0601OWL5N       20170101001070100000005000 0500004830000450   
0601OWL5N       20170101001075100000005000 0500004850000450   
0601OWL5N       20170101001080100000005000 0500004870000450   
0601OWL5N       20170101001085100000005000 0500004890000450   
0601OWL5N       20170101001090100000005000 0500004920000450   
0601OWL5N       20170101001095100000005000 0500004940000450   
0601OWL5N       20170101001100100000005000 0500004960000450   
0601OWL5N       20170101001105100000005000 0500004980000450   
0601OWL5N       20170101001110100000005000 0500005010000450   
0601OWL5N       20170101001115100000005000 0500005030000450   
0601OWL5N       20170101001120100000005000 0500005050000450   
0601OWL5N       20170101001125100000005000 0500005070000450   
0601OWL5N       20170101001130100000005000 0500005100000450   
0601OWL5N       20170101001135100000005000 0500005120000450   
0601OWL5N       20170101001140100000005000 0500005140000450   
0601OWL5N       20170101001145100000005000 0500005160000450   
0601OWL5N       20170101001150100000005000 0500005190000450   
0601OWL5N       20170101001155100000005000 0500005210000450   
0601OWL5N       20170101001160100000005000 0500005230000450   
0601OWL5N       20170101001165100000005000 0500005250000450   
0601OWL5N       20170101001170100000005000 0500005280000450   
0601OWL5N       20170101001175100000005000 0500005300000450   
0601OWL5N       20170101001180100000005000 0500005320000450   
0601OWL5N       20170101001185100000005000 0500005340000450   
0601OWL5N       20170101001190100000005000 0500005370000450   
0601OWL5N       20170101001195100000005000 0500005390000450   
0601OWL5N       20170101001200100000005000 0500005410000450   
0601OWL5N       20170101001205100000005000 0500005430000450   
0601OWL5N       20170101001210100000005000 0500005460000450   
0601OWL5N       20170101001215100000005000 0500005480000450   
0601OWL5N       20170101001220100000005000 0500005500000450   
0601OWL5N       20170101001225100000005000 0500005520000450   
0601OWL5N       20170101001230100000005000 0500005550000450   
0601OWL5N       20170101001235100000005000 0500005570000450   
0601OWL5N       20170101001240100000005000 0500005590000450   
0601OWL5N       20170101001245100000005000 0500005610000450   
0601OWL5N       20170101001250100000005000 0500005640000450   
0601OWL5N       20170101001255100000005000 0500005660000450   
0601OWL5N       20170101001260100000005000 0500005680000450   
0601OWL5N       20170101001265100000005000 0500005700000450   
0601OWL5N       20170101001270100000005000 0500005730000450   
0601OWL5N       20170101001275100000005000 0500005750000450   
0601OWL5N       20170101001280100000005000 0500005770000450   
0601OWL5N       20170101001285100000005000 0500005790000450   
0601OWL5N       20170101001290100000005000 0500005820000450   
0601OWL5N       20170101001295100000005000 0500005840000450   
0601OWL5N       20170101001300100000005000 0500005860000450   
0601OWL5N       20170101001305100000005000 0500005880000450   
0601OWL5N       20170101001310100000005000 0500005910000450   
0601OWL5N       20170101001315100000005000 0500005930000450   
0601OWL5N       20170101001320100000005000 0500005950000450   
0601OWL5N       20170101001325100000005000 0500005970000450   
