00VD               20170904                                                                                   
0601VDA5N       20180101008250100000050000 0500000000003755   
0601VDA5N       20180101008300100000050000 0500000000003758   
0601VDA5N       20180101008350100000050000 0500000000003761   
0601VDA5N       20180101008400100000050000 0500000000003764   
0601VDA5N       20180101008450100000050000 0500000000003767   
0601VDA5N       20180101008500100000050000 0500000000003770   
0601VDA5N       20180101008550100000050000 0500000000003773   
0601VDA5N       20180101008600100000050000 0500000000003775   
0601VDA5N       20180101008650100000050000 0500000000003779   
0601VDA5N       20180101008700100000050000 0500000000003781   
0601VDA5N       20180101008750100000050000 0500000000003784   
0601VDA5N       20180101008800100000050000 0500000000003787   
0601VDA5N       20180101008850100000050000 0500000000003789   
0601VDA5N       20180101008900100000050000 0500000000003791   
0601VDA5N       20180101008950100000050000 0500000000003794   
0601VDA5N       20180101009000100000050000 0500000000003797   
0601VDA5N       20180101009050100000050000 0500000000003799   
0601VDA5N       20180101009100100000050000 0500000000003801   
0601VDA5N       20180101009150100000050000 0500000000003804   
0601VDA5N       20180101009200100000050000 0500000000003806   
0601VDA5N       20180101009250100000050000 0500000000003808   
0601VDA5N       20180101009300100000050000 0500000000003810   
0601VDA5N       20180101009350100000050000 0500000000003814   
0601VDA5N       20180101009400100000050000 0500000000003816   
0601VDA5N       20180101009450100000050000 0500000000003817   
0601VDA5N       20180101009500100000050000 0500000000003819   
0601VDA5N       20180101009550100000050000 0500000000003822   
0601VDA5N       20180101009600100000050000 0500000000003824   
0601VDA5N       20180101009650100000050000 0500000000003826   
0601VDA5N       20180101009700100000050000 0500000000003828   
0601VDA5N       20180101009750100000050000 0500000000003831   
0601VDA5N       20180101009800100000050000 0500000000003832   
0601VDA5N       20180101009850100000050000 0500000000003834   
0601VDA5N       20180101009900100000050000 0500000000003836   
0601VDA5N       20180101009950100000050000 0500000000003839   
0601VDA5N       20180101010000100040000000 0500000000003840   
0601VDA6N       20180101000000100000540000 0600000000000000   
0601VDA6N       20180101000540100000005000 0600000000000006   
0601VDA6N       20180101000545100000005000 0600000000000008   
0601VDA6N       20180101000550100000005000 0600000000000011   
0601VDA6N       20180101000555100000005000 0600000000000013   
0601VDA6N       20180101000560100000005000 0600000000000016   
0601VDA6N       20180101000565100000005000 0600000000000018   
0601VDA6N       20180101000570100000005000 0600000000000021   
0601VDA6N       20180101000575100000005000 0600000000000024   
0601VDA6N       20180101000580100000005000 0600000000000029   
0601VDA6N       20180101000585100000005000 0600000000000034   
0601VDA6N       20180101000590100000005000 0600000000000039   
0601VDA6N       20180101000595100000005000 0600000000000042   
0601VDA6N       20180101000600100000005000 0600000000000047   
0601VDA6N       20180101000605100000005000 0600000000000051   
0601VDA6N       20180101000610100000005000 0600000000000056   
0601VDA6N       20180101000615100000005000 0600000000000061   
0601VDA6N       20180101000620100000005000 0600000000000067   
0601VDA6N       20180101000625100000005000 0600000000000074   
0601VDA6N       20180101000630100000005000 0600000000000080   
0601VDA6N       20180101000635100000005000 0600000000000087   
0601VDA6N       20180101000640100000005000 0600000000000092   
0601VDA6N       20180101000645100000005000 0600000000000099   
0601VDA6N       20180101000650100000005000 0600000000000103   
0601VDA6N       20180101000655100000005000 0600000000000109   
0601VDA6N       20180101000660100000005000 0600000000000119   
0601VDA6N       20180101000665100000005000 0600000000000128   
0601VDA6N       20180101000670100000005000 0600000000000136   
0601VDA6N       20180101000675100000005000 0600000000000145   
0601VDA6N       20180101000680100000005000 0600000000000152   
0601VDA6N       20180101000685100000005000 0600000000000161   
0601VDA6N       20180101000690100000005000 0600000000000166   
0601VDA6N       20180101000695100000005000 0600000000000174   
0601VDA6N       20180101000700100000005000 0600000000000182   
0601VDA6N       20180101000705100000005000 0600000000000189   
0601VDA6N       20180101000710100000005000 0600000000000197   
0601VDA6N       20180101000715100000005000 0600000000000204   
0601VDA6N       20180101000720100000005000 0600000000000210   
0601VDA6N       20180101000725100000005000 0600000000000218   
0601VDA6N       20180101000730100000005000 0600000000000223   
0601VDA6N       20180101000735100000005000 0600000000000230   
0601VDA6N       20180101000740100000005000 0600000000000237   
0601VDA6N       20180101000745100000005000 0600000000000247   
0601VDA6N       20180101000750100000005000 0600000000000256   
0601VDA6N       20180101000755100000005000 0600000000000264   
0601VDA6N       20180101000760100000005000 0600000000000272   
0601VDA6N       20180101000765100000005000 0600000000000281   
0601VDA6N       20180101000770100000005000 0600000000000289   
0601VDA6N       20180101000775100000005000 0600000000000296   
0601VDA6N       20180101000780100000005000 0600000000000305   
0601VDA6N       20180101000785100000005000 0600000000000310   
0601VDA6N       20180101000790100000005000 0600000000000318   
0601VDA6N       20180101000795100000005000 0600000000000326   
0601VDA6N       20180101000800100000005000 0600000000000334   
0601VDA6N       20180101000805100000005000 0600000000000340   
0601VDA6N       20180101000810100000005000 0600000000000349   
0601VDA6N       20180101000815100000005000 0600000000000355   
0601VDA6N       20180101000820100000005000 0600000000000362   
0601VDA6N       20180101000825100000005000 0600000000000368   
0601VDA6N       20180101000830100000005000 0600000000000376   
0601VDA6N       20180101000835100000005000 0600000000000385   
0601VDA6N       20180101000840100000005000 0600000000000394   
0601VDA6N       20180101000845100000005000 0600000000000402   
0601VDA6N       20180101000850100000005000 0600000000000411   
0601VDA6N       20180101000855100000005000 0600000000000419   
0601VDA6N       20180101000860100000005000 0600000000000427   
0601VDA6N       20180101000865100000005000 0600000000000432   
0601VDA6N       20180101000870100000005000 0600000000000441   
0601VDA6N       20180101000875100000005000 0600000000000449   
0601VDA6N       20180101000880100000005000 0600000000000457   
0601VDA6N       20180101000885100000005000 0600000000000466   
0601VDA6N       20180101000890100000005000 0600000000000473   
0601VDA6N       20180101000895100000005000 0600000000000482   
0601VDA6N       20180101000900100000005000 0600000000000490   
0601VDA6N       20180101000905100000005000 0600000000000498   
0601VDA6N       20180101000910100000005000 0600000000000506   
0601VDA6N       20180101000915100000005000 0600000000000516   
0601VDA6N       20180101000920100000005000 0600000000000523   
0601VDA6N       20180101000925100000005000 0600000000000533   
0601VDA6N       20180101000930100000005000 0600000000000542   
0601VDA6N       20180101000935100000005000 0600000000000551   
0601VDA6N       20180101000940100000005000 0600000000000560   
0601VDA6N       20180101000945100000005000 0600000000000570   
0601VDA6N       20180101000950100000005000 0600000000000578   
0601VDA6N       20180101000955100000005000 0600000000000587   
0601VDA6N       20180101000960100000005000 0600000000000594   
0601VDA6N       20180101000965100000005000 0600000000000603   
0601VDA6N       20180101000970100000005000 0600000000000611   
0601VDA6N       20180101000975100000005000 0600000000000620   
0601VDA6N       20180101000980100000005000 0600000000000628   
0601VDA6N       20180101000985100000005000 0600000000000637   
0601VDA6N       20180101000990100000005000 0600000000000645   
0601VDA6N       20180101000995100000005000 0600000000000653   
0601VDA6N       20180101001000100000005000 0600000000000659   
0601VDA6N       20180101001005100000005000 0600000000000667   
0601VDA6N       20180101001010100000005000 0600000000000674   
0601VDA6N       20180101001015100000005000 0600000000000684   
0601VDA6N       20180101001020100000005000 0600000000000692   
0601VDA6N       20180101001025100000005000 0600000000000699   
0601VDA6N       20180101001030100000005000 0600000000000708   
0601VDA6N       20180101001035100000005000 0600000000000715   
0601VDA6N       20180101001040100000005000 0600000000000723   
0601VDA6N       20180101001045100000005000 0600000000000730   
0601VDA6N       20180101001050100000005000 0600000000000738   
0601VDA6N       20180101001055100000005000 0600000000000743   
0601VDA6N       20180101001060100000005000 0600000000000751   
0601VDA6N       20180101001065100000005000 0600000000000758   
0601VDA6N       20180101001070100000005000 0600000000000764   
0601VDA6N       20180101001075100000005000 0600000000000774   
0601VDA6N       20180101001080100000005000 0600000000000780   
0601VDA6N       20180101001085100000005000 0600000000000787   
0601VDA6N       20180101001090100000005000 0600000000000794   
0601VDA6N       20180101001095100000005000 0600000000000801   
0601VDA6N       20180101001100100000005000 0600000000000808   
0601VDA6N       20180101001105100000005000 0600000000000816   
0601VDA6N       20180101001110100000005000 0600000000000823   
0601VDA6N       20180101001115100000005000 0600000000000829   
0601VDA6N       20180101001120100000005000 0600000000000837   
0601VDA6N       20180101001125100000005000 0600000000000846   
0601VDA6N       20180101001130100000005000 0600000000000853   
0601VDA6N       20180101001135100000005000 0600000000000861   
0601VDA6N       20180101001140100000005000 0600000000000870   
0601VDA6N       20180101001145100000005000 0600000000000877   
0601VDA6N       20180101001150100000005000 0600000000000885   
0601VDA6N       20180101001155100000005000 0600000000000894   
0601VDA6N       20180101001160100000005000 0600000000000900   
0601VDA6N       20180101001165100000005000 0600000000000908   
0601VDA6N       20180101001170100000005000 0600000000000917   
0601VDA6N       20180101001175100000005000 0600000000000924   
0601VDA6N       20180101001180100000005000 0600000000000931   
0601VDA6N       20180101001185100000005000 0600000000000940   
0601VDA6N       20180101001190100000005000 0600000000000946   
0601VDA6N       20180101001195100000005000 0600000000000951   
0601VDA6N       20180101001200100000005000 0600000000000957   
0601VDA6N       20180101001205100000005000 0600000000000962   
0601VDA6N       20180101001210100000005000 0600000000000965   
0601VDA6N       20180101001215100000005000 0600000000000973   
0601VDA6N       20180101001220100000005000 0600000000000976   
0601VDA6N       20180101001225100000005000 0600000000000980   
0601VDA6N       20180101001230100000005000 0600000000000987   
0601VDA6N       20180101001235100000005000 0600000000000991   
0601VDA6N       20180101001240100000005000 0600000000000994   
0601VDA6N       20180101001245100000005000 0600000000001000   
0601VDA6N       20180101001250100000005000 0600000000001004   
0601VDA6N       20180101001255100000005000 0600000000001008   
0601VDA6N       20180101001260100000005000 0600000000001015   
0601VDA6N       20180101001265100000005000 0600000000001019   
0601VDA6N       20180101001270100000005000 0600000000001023   
0601VDA6N       20180101001275100000005000 0600000000001029   
0601VDA6N       20180101001280100000005000 0600000000001032   
0601VDA6N       20180101001285100000005000 0600000000001036   
0601VDA6N       20180101001290100000005000 0600000000001042   
0601VDA6N       20180101001295100000005000 0600000000001046   
0601VDA6N       20180101001300100000005000 0600000000001050   
0601VDA6N       20180101001305100000005000 0600000000001056   
0601VDA6N       20180101001310100000005000 0600000000001059   
0601VDA6N       20180101001315100000005000 0600000000001063   
0601VDA6N       20180101001320100000005000 0600000000001069   
0601VDA6N       20180101001325100000005000 0600000000001074   
0601VDA6N       20180101001330100000005000 0600000000001078   
0601VDA6N       20180101001335100000005000 0600000000001083   
0601VDA6N       20180101001340100000005000 0600000000001086   
0601VDA6N       20180101001345100000005000 0600000000001091   
0601VDA6N       20180101001350100000005000 0600000000001096   
0601VDA6N       20180101001355100000005000 0600000000001101   
0601VDA6N       20180101001360100000005000 0600000000001103   
0601VDA6N       20180101001365100000005000 0600000000001110   
0601VDA6N       20180101001370100000005000 0600000000001114   
0601VDA6N       20180101001375100000005000 0600000000001116   
0601VDA6N       20180101001380100000005000 0600000000001123   
0601VDA6N       20180101001385100000005000 0600000000001127   
0601VDA6N       20180101001390100000005000 0600000000001129   
0601VDA6N       20180101001395100000005000 0600000000001135   
0601VDA6N       20180101001400100000005000 0600000000001138   
0601VDA6N       20180101001405100000005000 0600000000001143   
0601VDA6N       20180101001410100000005000 0600000000001147   
0601VDA6N       20180101001415100000005000 0600000000001150   
0601VDA6N       20180101001420100000005000 0600000000001154   
0601VDA6N       20180101001425100000005000 0600000000001159   
0601VDA6N       20180101001430100000005000 0600000000001163   
0601VDA6N       20180101001435100000005000 0600000000001166   
0601VDA6N       20180101001440100000005000 0600000000001172   
0601VDA6N       20180101001445100000005000 0600000000001175   
0601VDA6N       20180101001450100000005000 0600000000001177   
0601VDA6N       20180101001455100000005000 0600000000001183   
0601VDA6N       20180101001460100000005000 0600000000001186   
0601VDA6N       20180101001465100000005000 0600000000001189   
0601VDA6N       20180101001470100000005000 0600000000001193   
0601VDA6N       20180101001475100000005000 0600000000001198   
0601VDA6N       20180101001480100000005000 0600000000001201   
0601VDA6N       20180101001485100000005000 0600000000001205   
0601VDA6N       20180101001490100000005000 0600000000001208   
0601VDA6N       20180101001495100000005000 0600000000001213   
0601VDA6N       20180101001500100000005000 0600000000001217   
0601VDA6N       20180101001505100000005000 0600000000001221   
0601VDA6N       20180101001510100000005000 0600000000001225   
0601VDA6N       20180101001515100000005000 0600000000001231   
0601VDA6N       20180101001520100000005000 0600000000001234   
0601VDA6N       20180101001525100000005000 0600000000001237   
0601VDA6N       20180101001530100000005000 0600000000001243   
0601VDA6N       20180101001535100000005000 0600000000001246   
0601VDA6N       20180101001540100000005000 0600000000001250   
0601VDA6N       20180101001545100000005000 0600000000001254   
0601VDA6N       20180101001550100000005000 0600000000001259   
0601VDA6N       20180101001555100000005000 0600000000001262   
0601VDA6N       20180101001560100000005000 0600000000001265   
0601VDA6N       20180101001565100000005000 0600000000001269   
0601VDA6N       20180101001570100000005000 0600000000001274   
0601VDA6N       20180101001575100000005000 0600000000001277   
0601VDA6N       20180101001580100000005000 0600000000001282   
0601VDA6N       20180101001585100000005000 0600000000001284   
0601VDA6N       20180101001590100000005000 0600000000001288   
0601VDA6N       20180101001595100000005000 0600000000001293   
0601VDA6N       20180101001600100000005000 0600000000001296   
0601VDA6N       20180101001605100000005000 0600000000001300   
0601VDA6N       20180101001610100000005000 0600000000001304   
0601VDA6N       20180101001615100000005000 0600000000001307   
0601VDA6N       20180101001620100000005000 0600000000001311   
0601VDA6N       20180101001625100000005000 0600000000001315   
0601VDA6N       20180101001630100000005000 0600000000001318   
0601VDA6N       20180101001635100000005000 0600000000001321   
0601VDA6N       20180101001640100000005000 0600000000001325   
0601VDA6N       20180101001645100000005000 0600000000001329   
0601VDA6N       20180101001650100000005000 0600000000001332   
0601VDA6N       20180101001655100000005000 0600000000001337   
0601VDA6N       20180101001660100000005000 0600000000001339   
0601VDA6N       20180101001665100000005000 0600000000001345   
0601VDA6N       20180101001670100000005000 0600000000001350   
0601VDA6N       20180101001675100000005000 0600000000001354   
0601VDA6N       20180101001680100000005000 0600000000001357   
0601VDA6N       20180101001685100000005000 0600000000001362   
0601VDA6N       20180101001690100000005000 0600000000001366   
0601VDA6N       20180101001695100000005000 0600000000001369   
0601VDA6N       20180101001700100000005000 0600000000001375   
0601VDA6N       20180101001705100000005000 0600000000001378   
0601VDA6N       20180101001710100000005000 0600000000001383   
0601VDA6N       20180101001715100000005000 0600000000001387   
0601VDA6N       20180101001720100000005000 0600000000001391   
0601VDA6N       20180101001725100000005000 0600000000001394   
0601VDA6N       20180101001730100000005000 0600000000001399   
0601VDA6N       20180101001735100000005000 0600000000001403   
0601VDA6N       20180101001740100000005000 0600000000001407   
0601VDA6N       20180101001745100000005000 0600000000001412   
0601VDA6N       20180101001750100000005000 0600000000001415   
0601VDA6N       20180101001755100000005000 0600000000001418   
0601VDA6N       20180101001760100000005000 0600000000001423   
0601VDA6N       20180101001765100000005000 0600000000001427   
0601VDA6N       20180101001770100000005000 0600000000001429   
0601VDA6N       20180101001775100000005000 0600000000001435   
0601VDA6N       20180101001780100000005000 0600000000001437   
0601VDA6N       20180101001785100000005000 0600000000001443   
0601VDA6N       20180101001790100000005000 0600000000001446   
0601VDA6N       20180101001795100000005000 0600000000001451   
0601VDA6N       20180101001800100000005000 0600000000001455   
0601VDA6N       20180101001805100000005000 0600000000001460   
0601VDA6N       20180101001810100000005000 0600000000001464   
0601VDA6N       20180101001815100000005000 0600000000001468   
0601VDA6N       20180101001820100000005000 0600000000001473   
0601VDA6N       20180101001825100000005000 0600000000001476   
0601VDA6N       20180101001830100000005000 0600000000001480   
0601VDA6N       20180101001835100000005000 0600000000001485   
0601VDA6N       20180101001840100000005000 0600000000001489   
0601VDA6N       20180101001845100000005000 0600000000001492   
0601VDA6N       20180101001850100000005000 0600000000001498   
0601VDA6N       20180101001855100000005000 0600000000001500   
0601VDA6N       20180101001860100000005000 0600000000001505   
0601VDA6N       20180101001865100000005000 0600000000001508   
0601VDA6N       20180101001870100000005000 0600000000001513   
0601VDA6N       20180101001875100000005000 0600000000001515   
0601VDA6N       20180101001880100000005000 0600000000001522   
0601VDA6N       20180101001885100000005000 0600000000001524   
0601VDA6N       20180101001890100000005000 0600000000001528   
0601VDA6N       20180101001895100000005000 0600000000001533   
0601VDA6N       20180101001900100000005000 0600000000001536   
0601VDA6N       20180101001905100000005000 0600000000001540   
0601VDA6N       20180101001910100000005000 0600000000001544   
0601VDA6N       20180101001915100000005000 0600000000001548   
0601VDA6N       20180101001920100000005000 0600000000001550   
0601VDA6N       20180101001925100000005000 0600000000001555   
0601VDA6N       20180101001930100000005000 0600000000001558   
0601VDA6N       20180101001935100000005000 0600000000001562   
0601VDA6N       20180101001940100000005000 0600000000001566   
0601VDA6N       20180101001945100000005000 0600000000001570   
0601VDA6N       20180101001950100000005000 0600000000001572   
0601VDA6N       20180101001955100000005000 0600000000001577   
0601VDA6N       20180101001960100000005000 0600000000001580   
0601VDA6N       20180101001965100000005000 0600000000001584   
0601VDA6N       20180101001970100000005000 0600000000001588   
0601VDA6N       20180101001975100000005000 0600000000001591   
0601VDA6N       20180101001980100000005000 0600000000001595   
0601VDA6N       20180101001985100000005000 0600000000001599   
0601VDA6N       20180101001990100000005000 0600000000001602   
0601VDA6N       20180101001995100000005000 0600000000001605   
0601VDA6N       20180101002000100000050000 0600000000001623   
0601VDA6N       20180101002050100000050000 0600000000001652   
0601VDA6N       20180101002100100000050000 0600000000001680   
0601VDA6N       20180101002150100000050000 0600000000001706   
0601VDA6N       20180101002200100000050000 0600000000001735   
0601VDA6N       20180101002250100000050000 0600000000001767   
0601VDA6N       20180101002300100000050000 0600000000001799   
0601VDA6N       20180101002350100000050000 0600000000001828   
0601VDA6N       20180101002400100000050000 0600000000001856   
0601VDA6N       20180101002450100000050000 0600000000001883   
0601VDA6N       20180101002500100000050000 0600000000001910   
0601VDA6N       20180101002550100000050000 0600000000001935   
0601VDA6N       20180101002600100000050000 0600000000001959   
0601VDA6N       20180101002650100000050000 0600000000001983   
0601VDA6N       20180101002700100000050000 0600000000002005   
0601VDA6N       20180101002750100000050000 0600000000002027   
0601VDA6N       20180101002800100000050000 0600000000002048   
0601VDA6N       20180101002850100000050000 0600000000002071   
0601VDA6N       20180101002900100000050000 0600000000002094   
0601VDA6N       20180101002950100000050000 0600000000002117   
0601VDA6N       20180101003000100000050000 0600000000002138   
0601VDA6N       20180101003050100000050000 0600000000002158   
0601VDA6N       20180101003100100000050000 0600000000002181   
0601VDA6N       20180101003150100000050000 0600000000002225   
0601VDA6N       20180101003200100000050000 0600000000002272   
0601VDA6N       20180101003250100000050000 0600000000002321   
0601VDA6N       20180101003300100000050000 0600000000002364   
0601VDA6N       20180101003350100000050000 0600000000002406   
0601VDA6N       20180101003400100000050000 0600000000002448   
0601VDA6N       20180101003450100000050000 0600000000002485   
0601VDA6N       20180101003500100000050000 0600000000002520   
0601VDA6N       20180101003550100000050000 0600000000002553   
0601VDA6N       20180101003600100000050000 0600000000002586   
0601VDA6N       20180101003650100000050000 0600000000002618   
0601VDA6N       20180101003700100000050000 0600000000002647   
0601VDA6N       20180101003750100000050000 0600000000002676   
0601VDA6N       20180101003800100000050000 0600000000002703   
0601VDA6N       20180101003850100000050000 0600000000002731   
0601VDA6N       20180101003900100000050000 0600000000002758   
0601VDA6N       20180101003950100000050000 0600000000002784   
0601VDA6N       20180101004000100000050000 0600000000002808   
0601VDA6N       20180101004050100000050000 0600000000002831   
0601VDA6N       20180101004100100000050000 0600000000002855   
0601VDA6N       20180101004150100000050000 0600000000002878   
0601VDA6N       20180101004200100000050000 0600000000002901   
0601VDA6N       20180101004250100000050000 0600000000002922   
0601VDA6N       20180101004300100000050000 0600000000002943   
0601VDA6N       20180101004350100000050000 0600000000002963   
0601VDA6N       20180101004400100000050000 0600000000002985   
0601VDA6N       20180101004450100000050000 0600000000003005   
0601VDA6N       20180101004500100000050000 0600000000003024   
0601VDA6N       20180101004550100000050000 0600000000003043   
0601VDA6N       20180101004600100000050000 0600000000003061   
0601VDA6N       20180101004650100000050000 0600000000003079   
0601VDA6N       20180101004700100000050000 0600000000003099   
0601VDA6N       20180101004750100000050000 0600000000003116   
0601VDA6N       20180101004800100000050000 0600000000003134   
0601VDA6N       20180101004850100000050000 0600000000003152   
0601VDA6N       20180101004900100000050000 0600000000003167   
0601VDA6N       20180101004950100000050000 0600000000003183   
0601VDA6N       20180101005000100000050000 0600000000003201   
0601VDA6N       20180101005050100000050000 0600000000003217   
0601VDA6N       20180101005100100000050000 0600000000003233   
0601VDA6N       20180101005150100000050000 0600000000003248   
0601VDA6N       20180101005200100000050000 0600000000003265   
0601VDA6N       20180101005250100000050000 0600000000003279   
0601VDA6N       20180101005300100000050000 0600000000003293   
0601VDA6N       20180101005350100000050000 0600000000003307   
0601VDA6N       20180101005400100000050000 0600000000003320   
0601VDA6N       20180101005450100000050000 0600000000003333   
0601VDA6N       20180101005500100000050000 0600000000003346   
0601VDA6N       20180101005550100000050000 0600000000003359   
0601VDA6N       20180101005600100000050000 0600000000003370   
0601VDA6N       20180101005650100000050000 0600000000003382   
0601VDA6N       20180101005700100000050000 0600000000003394   
0601VDA6N       20180101005750100000050000 0600000000003404   
0601VDA6N       20180101005800100000050000 0600000000003416   
0601VDA6N       20180101005850100000050000 0600000000003426   
0601VDA6N       20180101005900100000050000 0600000000003437   
0601VDA6N       20180101005950100000050000 0600000000003446   
0601VDA6N       20180101006000100000050000 0600000000003456   
0601VDA6N       20180101006050100000050000 0600000000003466   
0601VDA6N       20180101006100100000050000 0600000000003475   
0601VDA6N       20180101006150100000050000 0600000000003484   
0601VDA6N       20180101006200100000050000 0600000000003493   
0601VDA6N       20180101006250100000050000 0600000000003501   
0601VDA6N       20180101006300100000050000 0600000000003511   
0601VDA6N       20180101006350100000050000 0600000000003519   
0601VDA6N       20180101006400100000050000 0600000000003527   
0601VDA6N       20180101006450100000050000 0600000000003535   
0601VDA6N       20180101006500100000050000 0600000000003543   
0601VDA6N       20180101006550100000050000 0600000000003551   
0601VDA6N       20180101006600100000050000 0600000000003557   
0601VDA6N       20180101006650100000050000 0600000000003565   
0601VDA6N       20180101006700100000050000 0600000000003572   
0601VDA6N       20180101006750100000050000 0600000000003579   
0601VDA6N       20180101006800100000050000 0600000000003587   
0601VDA6N       20180101006850100000050000 0600000000003594   
0601VDA6N       20180101006900100000050000 0600000000003599   
0601VDA6N       20180101006950100000050000 0600000000003606   
0601VDA6N       20180101007000100000050000 0600000000003613   
0601VDA6N       20180101007050100000050000 0600000000003619   
0601VDA6N       20180101007100100000050000 0600000000003625   
0601VDA6N       20180101007150100000050000 0600000000003632   
0601VDA6N       20180101007200100000050000 0600000000003638   
0601VDA6N       20180101007250100000050000 0600000000003643   
0601VDA6N       20180101007300100000050000 0600000000003649   
0601VDA6N       20180101007350100000050000 0600000000003654   
0601VDA6N       20180101007400100000050000 0600000000003660   
0601VDA6N       20180101007450100000050000 0600000000003665   
0601VDA6N       20180101007500100000050000 0600000000003671   
0601VDA6N       20180101007550100000050000 0600000000003676   
0601VDA6N       20180101007600100000050000 0600000000003681   
0601VDA6N       20180101007650100000050000 0600000000003685   
0601VDA6N       20180101007700100000050000 0600000000003689   
0601VDA6N       20180101007750100000050000 0600000000003694   
0601VDA6N       20180101007800100000050000 0600000000003697   
0601VDA6N       20180101007850100000050000 0600000000003700   
0601VDA6N       20180101007900100000050000 0600000000003705   
0601VDA6N       20180101007950100000050000 0600000000003708   
0601VDA6N       20180101008000100000050000 0600000000003712   
0601VDA6N       20180101008050100000050000 0600000000003715   
0601VDA6N       20180101008100100000050000 0600000000003720   
0601VDA6N       20180101008150100000050000 0600000000003723   
0601VDA6N       20180101008200100000050000 0600000000003726   
0601VDA6N       20180101008250100000050000 0600000000003730   
0601VDA6N       20180101008300100000050000 0600000000003733   
0601VDA6N       20180101008350100000050000 0600000000003737   
0601VDA6N       20180101008400100000050000 0600000000003740   
0601VDA6N       20180101008450100000050000 0600000000003742   
0601VDA6N       20180101008500100000050000 0600000000003746   
0601VDA6N       20180101008550100000050000 0600000000003749   
0601VDA6N       20180101008600100000050000 0600000000003752   
0601VDA6N       20180101008650100000050000 0600000000003755   
0601VDA6N       20180101008700100000050000 0600000000003758   
0601VDA6N       20180101008750100000050000 0600000000003760   
0601VDA6N       20180101008800100000050000 0600000000003764   
0601VDA6N       20180101008850100000050000 0600000000003766   
0601VDA6N       20180101008900100000050000 0600000000003769   
0601VDA6N       20180101008950100000050000 0600000000003772   
0601VDA6N       20180101009000100000050000 0600000000003774   
0601VDA6N       20180101009050100000050000 0600000000003777   
0601VDA6N       20180101009100100000050000 0600000000003780   
0601VDA6N       20180101009150100000050000 0600000000003782   
0601VDA6N       20180101009200100000050000 0600000000003785   
0601VDA6N       20180101009250100000050000 0600000000003788   
0601VDA6N       20180101009300100000050000 0600000000003790   
0601VDA6N       20180101009350100000050000 0600000000003792   
0601VDA6N       20180101009400100000050000 0600000000003796   
0601VDA6N       20180101009450100000050000 0600000000003798   
0601VDA6N       20180101009500100000050000 0600000000003799   
0601VDA6N       20180101009550100000050000 0600000000003802   
0601VDA6N       20180101009600100000050000 0600000000003805   
0601VDA6N       20180101009650100000050000 0600000000003807   
0601VDA6N       20180101009700100000050000 0600000000003809   
0601VDA6N       20180101009750100000050000 0600000000003812   
0601VDA6N       20180101009800100000050000 0600000000003813   
0601VDA6N       20180101009850100000050000 0600000000003816   
0601VDA6N       20180101009900100000050000 0600000000003817   
0601VDA6N       20180101009950100000050000 0600000000003820   
0601VDA6N       20180101010000100040000000 0600000000003821   
0601VDA7N       20180101000000100000590000 0700000000000000   
0601VDA7N       20180101000590100000005000 0700000000000004   
0601VDA7N       20180101000595100000005000 0700000000000006   
0601VDA7N       20180101000600100000005000 0700000000000009   
0601VDA7N       20180101000605100000005000 0700000000000011   
0601VDA7N       20180101000610100000005000 0700000000000014   
0601VDA7N       20180101000615100000005000 0700000000000016   
0601VDA7N       20180101000620100000005000 0700000000000018   
0601VDA7N       20180101000625100000005000 0700000000000020   
0601VDA7N       20180101000630100000005000 0700000000000022   
0601VDA7N       20180101000635100000005000 0700000000000027   
0601VDA7N       20180101000640100000005000 0700000000000031   
0601VDA7N       20180101000645100000005000 0700000000000035   
0601VDA7N       20180101000650100000005000 0700000000000040   
0601VDA7N       20180101000655100000005000 0700000000000043   
0601VDA7N       20180101000660100000005000 0700000000000047   
0601VDA7N       20180101000665100000005000 0700000000000052   
0601VDA7N       20180101000670100000005000 0700000000000055   
0601VDA7N       20180101000675100000005000 0700000000000059   
0601VDA7N       20180101000680100000005000 0700000000000064   
0601VDA7N       20180101000685100000005000 0700000000000069   
0601VDA7N       20180101000690100000005000 0700000000000075   
0601VDA7N       20180101000695100000005000 0700000000000082   
0601VDA7N       20180101000700100000005000 0700000000000086   
0601VDA7N       20180101000705100000005000 0700000000000092   
0601VDA7N       20180101000710100000005000 0700000000000098   
0601VDA7N       20180101000715100000005000 0700000000000102   
0601VDA7N       20180101000720100000005000 0700000000000108   
0601VDA7N       20180101000725100000005000 0700000000000114   
0601VDA7N       20180101000730100000005000 0700000000000119   
0601VDA7N       20180101000735100000005000 0700000000000130   
0601VDA7N       20180101000740100000005000 0700000000000138   
0601VDA7N       20180101000745100000005000 0700000000000146   
0601VDA7N       20180101000750100000005000 0700000000000153   
0601VDA7N       20180101000755100000005000 0700000000000160   
0601VDA7N       20180101000760100000005000 0700000000000167   
0601VDA7N       20180101000765100000005000 0700000000000173   
0601VDA7N       20180101000770100000005000 0700000000000181   
0601VDA7N       20180101000775100000005000 0700000000000187   
0601VDA7N       20180101000780100000005000 0700000000000193   
0601VDA7N       20180101000785100000005000 0700000000000200   
0601VDA7N       20180101000790100000005000 0700000000000208   
0601VDA7N       20180101000795100000005000 0700000000000212   
0601VDA7N       20180101000800100000005000 0700000000000219   
0601VDA7N       20180101000805100000005000 0700000000000226   
0601VDA7N       20180101000810100000005000 0700000000000231   
0601VDA7N       20180101000815100000005000 0700000000000237   
