00BL               20161213                                                                                   
0601BLB6Y       20170101001950100000005000 0600027660001417   
0601BLB6Y       20170101001955100000005000 0600027840001422   
0601BLB6Y       20170101001960100000005000 0600028020001428   
0601BLB6Y       20170101001965100000005000 0600028210001434   
0601BLB6Y       20170101001970100000005000 0600028390001439   
0601BLB6Y       20170101001975100000005000 0600028570001445   
0601BLB6Y       20170101001980100000005000 0600028760001451   
0601BLB6Y       20170101001985100000005000 0600028940001456   
0601BLB6Y       20170101001990100000005000 0600029120001461   
0601BLB6Y       20170101001995100000005000 0600029310001467   
0601BLB6Y       20170101002000100000005000 0600029490001473   
0601BLB6Y       20170101002005100000005000 0600029670001478   
0601BLB6Y       20170101002010100000005000 0600029860001484   
0601BLB6Y       20170101002015100000005000 0600030040001489   
0601BLB6Y       20170101002020100000005000 0600030220001494   
0601BLB6Y       20170101002025100000005000 0600030410001500   
0601BLB6Y       20170101002030100000005000 0600030590001505   
0601BLB6Y       20170101002035100000005000 0600030770001510   
0601BLB6Y       20170101002040100000005000 0600030960001516   
0601BLB6Y       20170101002045100000005000 0600031140001521   
0601BLB6Y       20170101002050100000005000 0600031320001526   
0601BLB6Y       20170101002055100000005000 0600031510001531   
0601BLB6Y       20170101002060100000005000 0600031700001537   
0601BLB6Y       20170101002065100000005000 0600031870001541   
0601BLB6Y       20170101002070100000005000 0600032070001547   
0601BLB6Y       20170101002075100000005000 0600032250001552   
0601BLB6Y       20170101002080100000005000 0600032430001557   
0601BLB6Y       20170101002085100000005000 0600032620001563   
0601BLB6Y       20170101002090100000005000 0600032800001568   
0601BLB6Y       20170101002095100000005000 0600032980001572   
0601BLB6Y       20170101002100100000005000 0600033180001578   
0601BLB6Y       20170101002105100000005000 0600033360001583   
0601BLB6Y       20170101002110100000005000 0600033540001588   
0601BLB6Y       20170101002115100000005000 0600033730001593   
0601BLB6Y       20170101002120100000005000 0600033910001598   
0601BLB6Y       20170101002125100000005000 0600034090001602   
0601BLB6Y       20170101002130100000005000 0600034290001608   
0601BLB6Y       20170101002135100000005000 0600034470001613   
0601BLB6Y       20170101002140100000005000 0600034650001617   
0601BLB6Y       20170101002145100000005000 0600034840001622   
0601BLB6Y       20170101002150100000005000 0600035030001627   
0601BLB6Y       20170101002155100000005000 0600035210001632   
0601BLB6Y       20170101002160100000005000 0600035400001637   
0601BLB6Y       20170101002165100000005000 0600035580001642   
0601BLB6Y       20170101002170100000005000 0600035770001646   
0601BLB6Y       20170101002175100000005000 0600035960001651   
0601BLB6Y       20170101002180100000005000 0600036140001656   
0601BLB6Y       20170101002185100000005000 0600036330001661   
0601BLB6Y       20170101002190100000005000 0600036520001666   
0601BLB6Y       20170101002195100000005000 0600036700001670   
0601BLB6Y       20170101002200100000005000 0600036880001674   
0601BLB6Y       20170101002205100000005000 0600037080001680   
0601BLB6Y       20170101002210100000005000 0600037260001684   
0601BLB6Y       20170101002215100000005000 0600037440001688   
0601BLB6Y       20170101002220100000005000 0600037630001693   
0601BLB6Y       20170101002225100000005000 0600037810001697   
0601BLB6Y       20170101002230100000005000 0600038000001702   
0601BLB6Y       20170101002235100000005000 0600038190001707   
0601BLB6Y       20170101002240100000005000 0600038370001711   
0601BLB6Y       20170101002245100000005000 0600038560001716   
0601BLB6Y       20170101002250100000005000 0600038750001720   
0601BLB6Y       20170101002255100000005000 0600038930001724   
0601BLB6Y       20170101002260100000005000 0600039110001729   
0601BLB6Y       20170101002265100000005000 0600039310001734   
0601BLB6Y       20170101002270100000005000 0600039490001738   
0601BLB6Y       20170101002275100000005000 0600039670001742   
0601BLB6Y       20170101002280100000005000 0600039870001747   
0601BLB6Y       20170101002285100000005000 0600040050001751   
0601BLB6Y       20170101002290100000005000 0600040230001755   
0601BLB6Y       20170101002295100000005000 0600040420001759   
0601BLB6Y       20170101002300100000005000 0600040610001764   
0601BLB6Y       20170101002305100000005000 0600040790001768   
0601BLB6Y       20170101002310100000005000 0600040980001772   
0601BLB6Y       20170101002315100000005000 0600041160001776   
0601BLB6Y       20170101002320100000005000 0600041350001780   
0601BLB6Y       20170101002325100000005000 0600041540001785   
0601BLB6Y       20170101002330100000005000 0600041720001789   
0601BLB6Y       20170101002335100000005000 0600041910001793   
0601BLB6Y       20170101002340100000005000 0600042100001797   
0601BLB6Y       20170101002345100000005000 0600042280001801   
0601BLB6Y       20170101002350100000005000 0600042470001805   
0601BLB6Y       20170101002355100000005000 0600042660001810   
0601BLB6Y       20170101002360100000005000 0600042840001813   
0601BLB6Y       20170101002365100000005000 0600043030001818   
0601BLB6Y       20170101002370100000005000 0600043220001822   
0601BLB6Y       20170101002375100000005000 0600043400001825   
0601BLB6Y       20170101002380100000005000 0600043590001830   
0601BLB6Y       20170101002385100000005000 0600043780001834   
0601BLB6Y       20170101002390100000005000 0600043960001837   
0601BLB6Y       20170101002395100000005000 0600044150001842   
0601BLB6Y       20170101002400100000005000 0600044340001846   
0601BLB6Y       20170101002405100000005000 0600044520001849   
0601BLB6Y       20170101002410100000005000 0600044710001853   
0601BLB6Y       20170101002415100000005000 0600044900001857   
0601BLB6Y       20170101002420100000005000 0600045080001861   
0601BLB6Y       20170101002425100000005000 0600045270001865   
0601BLB6Y       20170101002430100000005000 0600045460001869   
0601BLB6Y       20170101002435100000005000 0600045640001872   
0601BLB6Y       20170101002440100000005000 0600045820001876   
0601BLB6Y       20170101002445100000005000 0600046020001880   
0601BLB6Y       20170101002450100000005000 0600046200001884   
0601BLB6Y       20170101002455100000005000 0600046380001887   
0601BLB6Y       20170101002460100000005000 0600046580001892   
0601BLB6Y       20170101002465100000005000 0600046760001895   
0601BLB6Y       20170101002470100000005000 0600046950001899   
0601BLB6Y       20170101002475100000005000 0600047140001903   
0601BLB6Y       20170101002480100000005000 0600047320001906   
0601BLB6Y       20170101002485100000005000 0600047510001910   
0601BLB6Y       20170101002490100000005000 0600047700001914   
0601BLB6Y       20170101002495100000005000 0600047880001917   
0601BLB6Y       20170101002500100000005000 0600048070001921   
0601BLB6Y       20170101002505100000005000 0600048260001925   
0601BLB6Y       20170101002510100000005000 0600048440001928   
0601BLB6Y       20170101002515100000005000 0600048630001932   
0601BLB6Y       20170101002520100000005000 0600048820001935   
0601BLB6Y       20170101002525100000005000 0600049010001939   
0601BLB6Y       20170101002530100000005000 0600049190001942   
0601BLB6Y       20170101002535100000005000 0600049380001946   
0601BLB6Y       20170101002540100000005000 0600049570001950   
0601BLB6Y       20170101002545100000005000 0600049750001953   
0601BLB6Y       20170101002550100000005000 0600049940001957   
0601BLB6Y       20170101002555100000005000 0600050130001960   
0601BLB6Y       20170101002560100000005000 0600050310001963   
0601BLB6Y       20170101002565100000005000 0600050510001967   
0601BLB6Y       20170101002570100000005000 0600050690001970   
0601BLB6Y       20170101002575100000005000 0600050870001974   
0601BLB6Y       20170101002580100000005000 0600051070001978   
0601BLB6Y       20170101002585100000005000 0600051250001981   
0601BLB6Y       20170101002590100000005000 0600051430001984   
0601BLB6Y       20170101002595100000005000 0600051630001988   
0601BLB6Y       20170101002600100000005000 0600051810001991   
0601BLB6Y       20170101002605100000005000 0600052000001994   
0601BLB6Y       20170101002610100000005000 0600052190001998   
0601BLB6Y       20170101002615100000005000 0600052370002001   
0601BLB6Y       20170101002620100000005000 0600052560002004   
0601BLB6Y       20170101002625100000005000 0600052750002008   
0601BLB6Y       20170101002630100000005000 0600052940002011   
0601BLB6Y       20170101002635100000005000 0600053120002014   
0601BLB6Y       20170101002640100000005000 0600053310002017   
0601BLB6Y       20170101002645100000005000 0600053500002021   
0601BLB6Y       20170101002650100000005000 0600053680002024   
0601BLB6Y       20170101002655100000005000 0600053880002027   
0601BLB6Y       20170101002660100000005000 0600054060002030   
0601BLB6Y       20170101002665100000005000 0600054240002033   
0601BLB6Y       20170101002670100000005000 0600054440002037   
0601BLB6Y       20170101002675100000005000 0600054620002040   
0601BLB6Y       20170101002680100000005000 0600054810002043   
0601BLB6Y       20170101002685100000005000 0600055000002047   
0601BLB6Y       20170101002690100000005000 0600055190002050   
0601BLB6Y       20170101002695100000005000 0600055370002053   
0601BLB6Y       20170101002700100000005000 0600055560002056   
0601BLB6Y       20170101002705100000005000 0600055750002059   
0601BLB6Y       20170101002710100000005000 0600055930002062   
0601BLB6Y       20170101002715100000005000 0600056130002066   
0601BLB6Y       20170101002720100000005000 0600056310002068   
0601BLB6Y       20170101002725100000005000 0600056500002071   
0601BLB6Y       20170101002730100000005000 0600056690002075   
0601BLB6Y       20170101002735100000005000 0600056870002077   
0601BLB6Y       20170101002740100000005000 0600057060002081   
0601BLB6Y       20170101002745100000005000 0600057250002084   
0601BLB6Y       20170101002750100000005000 0600057440002087   
0601BLB6Y       20170101002755100000005000 0600057620002090   
0601BLB6Y       20170101002760100000005000 0600057820002093   
0601BLB6Y       20170101002765100000005000 0600058000002096   
0601BLB6Y       20170101002770100000005000 0600058180002098   
0601BLB6Y       20170101002775100000005000 0600058380002102   
0601BLB6Y       20170101002780100000005000 0600058560002105   
0601BLB6Y       20170101002785100000005000 0600058750002108   
0601BLB6Y       20170101002790100000005000 0600058940002111   
0601BLB6Y       20170101002795100000005000 0600059130002114   
0601BLB6Y       20170101002800100000005000 0600059310002116   
0601BLB6Y       20170101002805100000005000 0600059510002120   
0601BLB6Y       20170101002810100000005000 0600059690002122   
0601BLB6Y       20170101002815100000005000 0600059870002125   
0601BLB6Y       20170101002820100000005000 0600060070002128   
0601BLB6Y       20170101002825100000005000 0600060250002131   
0601BLB6Y       20170101002830100000005000 0600060440002134   
0601BLB6Y       20170101002835100000005000 0600060640002137   
0601BLB6Y       20170101002840100000005000 0600060820002140   
0601BLB6Y       20170101002845100000005000 0600061000002142   
0601BLB6Y       20170101002850100000005000 0600061200002145   
0601BLB6Y       20170101002855100000005000 0600061380002148   
0601BLB6Y       20170101002860100000005000 0600061570002151   
0601BLB6Y       20170101002865100000005000 0600061760002154   
0601BLB6Y       20170101002870100000005000 0600061950002157   
0601BLB6Y       20170101002875100000005000 0600062130002159   
0601BLB6Y       20170101002880100000005000 0600062330002162   
0601BLB6Y       20170101002885100000005000 0600062510002165   
0601BLB6Y       20170101002890100000005000 0600062690002167   
0601BLB6Y       20170101002895100000005000 0600062890002170   
0601BLB6Y       20170101002900100000005000 0600063080002173   
0601BLB6Y       20170101002905100000005000 0600063260002176   
0601BLB6Y       20170101002910100000005000 0600063460002179   
0601BLB6Y       20170101002915100000005000 0600063640002181   
0601BLB6Y       20170101002920100000005000 0600063830002184   
0601BLB6Y       20170101002925100000005000 0600064020002187   
0601BLB6Y       20170101002930100000005000 0600064200002189   
0601BLB6Y       20170101002935100000005000 0600064390002192   
0601BLB6Y       20170101002940100000005000 0600064580002195   
0601BLB6Y       20170101002945100000005000 0600064770002197   
0601BLB6Y       20170101002950100000005000 0600064950002200   
0601BLB6Y       20170101002955100000005000 0600065150002203   
0601BLB6Y       20170101002960100000005000 0600065330002205   
0601BLB6Y       20170101002965100000005000 0600065520002208   
0601BLB6Y       20170101002970100000005000 0600065710002211   
0601BLB6Y       20170101002975100000005000 0600065900002213   
0601BLB6Y       20170101002980100000005000 0600066080002216   
0601BLB6Y       20170101002985100000005000 0600066280002219   
0601BLB6Y       20170101002990100000005000 0600066460002221   
0601BLB6Y       20170101002995100000005000 0600066650002224   
0601BLB6Y       20170101003000100000500000 0600076180002344   
0601BLB6Y       20170101003500100000500000 0600095150002537   
0601BLB6Y       20170101004000100000500000 0600114210002687   
0601BLB6Y       20170101004500100000500000 0600133370002808   
0601BLB6Y       20170101005000100000500000 0600152620002907   
0601BLB6Y       20170101005500100000500000 0600171950002990   
0601BLB6Y       20170101006000100000500000 0600191340003061   
0601BLB6Y       20170101006500100000500000 0600210790003123   
0601BLB6Y       20170101007000100000500000 0600230300003177   
0601BLB6Y       20170101007500100000500000 0600249870003224   
0601BLB6Y       20170101008000100000500000 0600269490003267   
0601BLB6Y       20170101008500100000500000 0600289150003305   
0601BLB6Y       20170101009000100000500000 0600308470003335   
0601BLB6Y       20170101009500100000500000 0600327560003360   
0601BLB6Y       20170101010000100005000000 0600433190003466   
0601BLB6Y       20170101015000100005000000 0600627530003586   
0601BLB6Y       20170101020000100005000000 0600824120003663   
0601BLB6Y       20170101025000100005000000 0600999190003633   
0601BLB6Y       20170101030000100005000000 0601199640003691   
0601BLB6Y       20170101035000100005000000 0601386870003698   
0601BLB6Y       20170101040000100005000000 0601574100003704   
0601BLB6Y       20170101045000100005000000 0601761330003708   
0601BLB6Y       20170101050000100005000000 0601948560003712   
0601BLB6Y       20170101055000100005000000 0602135790003714   
0601BLB6Y       20170101060000100005000000 0602323020003717   
0601BLB6Y       20170101065000100005000000 0602510250003719   
0601BLB6Y       20170101070000100005000000 0602697490003721   
0601BLB6Y       20170101075000100005000000 0602884710003722   
0601BLB6Y       20170101080000100005000000 0603071940003724   
0601BLB6Y       20170101085000100005000000 0603259170003725   
0601BLB6Y       20170101090000100005000000 0603446410003726   
0601BLB6Y       20170101095000100005000000 0603633630003727   
0601BLB7Y       20170101000000100000120000 0700000000000000   
0601BLB7Y       20170101000120100000005000 0700000000000000   
0601BLB7Y       20170101000125100000005000 0700000000000000   
0601BLB7Y       20170101000130100000005000 0700000000000000   
0601BLB7Y       20170101000135100000005000 0700000000000000   
0601BLB7Y       20170101000140100000005000 0700000000000000   
0601BLB7Y       20170101000145100000005000 0700000000000000   
0601BLB7Y       20170101000150100000005000 0700000000000000   
0601BLB7Y       20170101000155100000005000 0700000000000000   
0601BLB7Y       20170101000160100000005000 0700000000000000   
0601BLB7Y       20170101000165100000005000 0700000000000000   
0601BLB7Y       20170101000170100000005000 0700000010000006   
0601BLB7Y       20170101000175100000005000 0700000010000006   
0601BLB7Y       20170101000180100000005000 0700000010000005   
0601BLB7Y       20170101000185100000005000 0700000010000005   
0601BLB7Y       20170101000190100000005000 0700000010000005   
0601BLB7Y       20170101000195100000005000 0700000010000005   
0601BLB7Y       20170101000200100000005000 0700000010000005   
0601BLB7Y       20170101000205100000005000 0700000010000005   
0601BLB7Y       20170101000210100000005000 0700000020000009   
0601BLB7Y       20170101000215100000005000 0700000020000009   
0601BLB7Y       20170101000220100000005000 0700000020000009   
0601BLB7Y       20170101000225100000005000 0700000020000009   
0601BLB7Y       20170101000230100000005000 0700000020000009   
0601BLB7Y       20170101000235100000005000 0700000020000008   
0601BLB7Y       20170101000240100000005000 0700000020000008   
0601BLB7Y       20170101000245100000005000 0700000020000008   
0601BLB7Y       20170101000250100000005000 0700000030000012   
0601BLB7Y       20170101000255100000005000 0700000030000012   
0601BLB7Y       20170101000260100000005000 0700000030000011   
0601BLB7Y       20170101000265100000005000 0700000030000011   
0601BLB7Y       20170101000270100000005000 0700000030000011   
0601BLB7Y       20170101000275100000005000 0700000030000011   
0601BLB7Y       20170101000280100000005000 0700000030000011   
0601BLB7Y       20170101000285100000005000 0700000040000014   
0601BLB7Y       20170101000290100000005000 0700000040000014   
0601BLB7Y       20170101000295100000005000 0700000040000013   
0601BLB7Y       20170101000300100000005000 0700000040000013   
0601BLB7Y       20170101000305100000005000 0700000040000013   
0601BLB7Y       20170101000310100000005000 0700000040000013   
0601BLB7Y       20170101000315100000005000 0700000040000013   
0601BLB7Y       20170101000320100000005000 0700000040000012   
0601BLB7Y       20170101000325100000005000 0700000050000015   
0601BLB7Y       20170101000330100000005000 0700000050000015   
0601BLB7Y       20170101000335100000005000 0700000050000015   
0601BLB7Y       20170101000340100000005000 0700000050000015   
0601BLB7Y       20170101000345100000005000 0700000050000014   
0601BLB7Y       20170101000350100000005000 0700000050000014   
0601BLB7Y       20170101000355100000005000 0700000050000014   
0601BLB7Y       20170101000360100000005000 0700000050000014   
0601BLB7Y       20170101000365100000005000 0700000060000016   
0601BLB7Y       20170101000370100000005000 0700000060000016   
0601BLB7Y       20170101000375100000005000 0700000060000016   
0601BLB7Y       20170101000380100000005000 0700000060000016   
0601BLB7Y       20170101000385100000005000 0700000060000015   
0601BLB7Y       20170101000390100000005000 0700000060000015   
0601BLB7Y       20170101000395100000005000 0700000060000015   
0601BLB7Y       20170101000400100000005000 0700000070000017   
0601BLB7Y       20170101000405100000005000 0700000070000017   
0601BLB7Y       20170101000410100000005000 0700000070000017   
0601BLB7Y       20170101000415100000005000 0700000070000017   
0601BLB7Y       20170101000420100000005000 0700000070000017   
0601BLB7Y       20170101000425100000005000 0700000070000016   
0601BLB7Y       20170101000430100000005000 0700000070000016   
0601BLB7Y       20170101000435100000005000 0700000070000016   
0601BLB7Y       20170101000440100000005000 0700000080000018   
0601BLB7Y       20170101000445100000005000 0700000080000018   
0601BLB7Y       20170101000450100000005000 0700000080000018   
0601BLB7Y       20170101000455100000005000 0700000080000017   
0601BLB7Y       20170101000460100000005000 0700000080000017   
0601BLB7Y       20170101000465100000005000 0700000080000017   
0601BLB7Y       20170101000470100000005000 0700000080000017   
0601BLB7Y       20170101000475100000005000 0700000080000017   
0601BLB7Y       20170101000480100000005000 0700000090000019   
0601BLB7Y       20170101000485100000005000 0700000090000018   
0601BLB7Y       20170101000490100000005000 0700000090000018   
0601BLB7Y       20170101000495100000005000 0700000090000018   
0601BLB7Y       20170101000500100000005000 0700000090000018   
0601BLB7Y       20170101000505100000005000 0700000090000018   
0601BLB7Y       20170101000510100000005000 0700000090000018   
0601BLB7Y       20170101000515100000005000 0700000100000019   
0601BLB7Y       20170101000520100000005000 0700000100000019   
0601BLB7Y       20170101000525100000005000 0700000100000019   
0601BLB7Y       20170101000530100000005000 0700000100000019   
0601BLB7Y       20170101000535100000005000 0700000100000019   
0601BLB7Y       20170101000540100000005000 0700000100000018   
0601BLB7Y       20170101000545100000005000 0700000100000018   
0601BLB7Y       20170101000550100000005000 0700000100000018   
0601BLB7Y       20170101000555100000005000 0700000110000020   
0601BLB7Y       20170101000560100000005000 0700000110000020   
0601BLB7Y       20170101000565100000005000 0700000110000019   
0601BLB7Y       20170101000570100000005000 0700000110000019   
0601BLB7Y       20170101000575100000005000 0700000110000019   
0601BLB7Y       20170101000580100000005000 0700000110000019   
0601BLB7Y       20170101000585100000005000 0700000110000019   
0601BLB7Y       20170101000590100000005000 0700000110000019   
0601BLB7Y       20170101000595100000005000 0700000120000020   
0601BLB7Y       20170101000600100000005000 0700000120000020   
0601BLB7Y       20170101000605100000005000 0700000120000020   
0601BLB7Y       20170101000610100000005000 0700000120000020   
0601BLB7Y       20170101000615100000005000 0700000120000019   
0601BLB7Y       20170101000620100000005000 0700000120000019   
0601BLB7Y       20170101000625100000005000 0700000120000019   
0601BLB7Y       20170101000630100000005000 0700000130000021   
0601BLB7Y       20170101000635100000005000 0700000130000020   
0601BLB7Y       20170101000640100000005000 0700000130000020   
0601BLB7Y       20170101000645100000005000 0700000130000020   
0601BLB7Y       20170101000650100000005000 0700000130000020   
0601BLB7Y       20170101000655100000005000 0700000130000020   
0601BLB7Y       20170101000660100000005000 0700000130000020   
0601BLB7Y       20170101000665100000005000 0700000130000019   
0601BLB7Y       20170101000670100000005000 0700000140000021   
0601BLB7Y       20170101000675100000005000 0700000140000021   
0601BLB7Y       20170101000680100000005000 0700000140000021   
0601BLB7Y       20170101000685100000005000 0700000140000020   
0601BLB7Y       20170101000690100000005000 0700000140000020   
0601BLB7Y       20170101000695100000005000 0700000140000020   
0601BLB7Y       20170101000700100000005000 0700000140000020   
0601BLB7Y       20170101000705100000005000 0700000140000020   
0601BLB7Y       20170101000710100000005000 0700000150000021   
0601BLB7Y       20170101000715100000005000 0700000150000021   
0601BLB7Y       20170101000720100000005000 0700000150000021   
0601BLB7Y       20170101000725100000005000 0700000150000021   
0601BLB7Y       20170101000730100000005000 0700000150000020   
0601BLB7Y       20170101000735100000005000 0700000150000020   
0601BLB7Y       20170101000740100000005000 0700000150000020   
0601BLB7Y       20170101000745100000005000 0700000160000021   
0601BLB7Y       20170101000750100000005000 0700000160000021   
0601BLB7Y       20170101000755100000005000 0700000160000021   
0601BLB7Y       20170101000760100000005000 0700000160000021   
0601BLB7Y       20170101000765100000005000 0700000160000021   
0601BLB7Y       20170101000770100000005000 0700000160000021   
0601BLB7Y       20170101000775100000005000 0700000160000021   
0601BLB7Y       20170101000780100000005000 0700000160000020   
0601BLB7Y       20170101000785100000005000 0700000170000022   
0601BLB7Y       20170101000790100000005000 0700000170000021   
0601BLB7Y       20170101000795100000005000 0700000170000021   
0601BLB7Y       20170101000800100000005000 0700000170000021   
0601BLB7Y       20170101000805100000005000 0700000170000021   
0601BLB7Y       20170101000810100000005000 0700000170000021   
0601BLB7Y       20170101000815100000005000 0700000170000021   
0601BLB7Y       20170101000820100000005000 0700000170000021   
0601BLB7Y       20170101000825100000005000 0700000180000022   
0601BLB7Y       20170101000830100000005000 0700000180000022   
0601BLB7Y       20170101000835100000005000 0700000180000021   
0601BLB7Y       20170101000840100000005000 0700000180000021   
0601BLB7Y       20170101000845100000005000 0700000180000021   
0601BLB7Y       20170101000850100000005000 0700000180000021   
0601BLB7Y       20170101000855100000005000 0700000180000021   
0601BLB7Y       20170101000860100000005000 0700000190000022   
0601BLB7Y       20170101000865100000005000 0700000190000022   
0601BLB7Y       20170101000870100000005000 0700000190000022   
0601BLB7Y       20170101000875100000005000 0700000190000022   
0601BLB7Y       20170101000880100000005000 0700000190000022   
0601BLB7Y       20170101000885100000005000 0700000190000021   
0601BLB7Y       20170101000890100000005000 0700000190000021   
0601BLB7Y       20170101000895100000005000 0700000190000021   
0601BLB7Y       20170101000900100000005000 0700000200000022   
0601BLB7Y       20170101000905100000005000 0700000200000022   
0601BLB7Y       20170101000910100000005000 0700000200000022   
0601BLB7Y       20170101000915100000005000 0700000200000022   
0601BLB7Y       20170101000920100000005000 0700000200000022   
0601BLB7Y       20170101000925100000005000 0700000200000022   
0601BLB7Y       20170101000930100000005000 0700000200000021   
0601BLB7Y       20170101000935100000005000 0700000200000021   
0601BLB7Y       20170101000940100000005000 0700000210000022   
0601BLB7Y       20170101000945100000005000 0700000240000025   
0601BLB7Y       20170101000950100000005000 0700000340000036   
0601BLB7Y       20170101000955100000005000 0700000440000046   
0601BLB7Y       20170101000960100000005000 0700000530000055   
0601BLB7Y       20170101000965100000005000 0700000630000065   
0601BLB7Y       20170101000970100000005000 0700000730000075   
0601BLB7Y       20170101000975100000005000 0700000830000085   
0601BLB7Y       20170101000980100000005000 0700000920000094   
0601BLB7Y       20170101000985100000005000 0700001020000103   
0601BLB7Y       20170101000990100000005000 0700001120000113   
0601BLB7Y       20170101000995100000005000 0700001220000122   
0601BLB7Y       20170101001000100000005000 0700001320000132   
0601BLB7Y       20170101001005100000005000 0700001420000141   
0601BLB7Y       20170101001010100000005000 0700001510000149   
0601BLB7Y       20170101001015100000005000 0700001620000159   
0601BLB7Y       20170101001020100000005000 0700001720000168   
0601BLB7Y       20170101001025100000005000 0700001810000176   
0601BLB7Y       20170101001030100000005000 0700001910000185   
0601BLB7Y       20170101001035100000005000 0700002010000194   
0601BLB7Y       20170101001040100000005000 0700002110000202   
0601BLB7Y       20170101001045100000005000 0700002210000211   
0601BLB7Y       20170101001050100000005000 0700002310000219   
0601BLB7Y       20170101001055100000005000 0700002420000229   
0601BLB7Y       20170101001060100000005000 0700002520000237   
0601BLB7Y       20170101001065100000005000 0700002620000245   
0601BLB7Y       20170101001070100000005000 0700002720000254   
0601BLB7Y       20170101001075100000005000 0700002820000262   
0601BLB7Y       20170101001080100000005000 0700002920000270   
0601BLB7Y       20170101001085100000005000 0700003020000278   
0601BLB7Y       20170101001090100000005000 0700003130000286   
0601BLB7Y       20170101001095100000005000 0700003230000294   
0601BLB7Y       20170101001100100000005000 0700003330000302   
0601BLB7Y       20170101001105100000005000 0700003430000310   
0601BLB7Y       20170101001110100000005000 0700003530000317   
0601BLB7Y       20170101001115100000005000 0700003640000326   
0601BLB7Y       20170101001120100000005000 0700003740000333   
0601BLB7Y       20170101001125100000005000 0700003840000341   
0601BLB7Y       20170101001130100000005000 0700003950000349   
0601BLB7Y       20170101001135100000005000 0700004050000356   
0601BLB7Y       20170101001140100000005000 0700004150000363   
0601BLB7Y       20170101001145100000005000 0700004260000371   
0601BLB7Y       20170101001150100000005000 0700004360000378   
0601BLB7Y       20170101001155100000005000 0700004460000385   
0601BLB7Y       20170101001160100000005000 0700004570000393   
0601BLB7Y       20170101001165100000005000 0700004670000400   
0601BLB7Y       20170101001170100000005000 0700004780000408   
0601BLB7Y       20170101001175100000005000 0700004880000414   
0601BLB7Y       20170101001180100000005000 0700004980000421   
0601BLB7Y       20170101001185100000005000 0700005090000429   
0601BLB7Y       20170101001190100000005000 0700005200000436   
0601BLB7Y       20170101001195100000005000 0700005300000443   
0601BLB7Y       20170101001200100000005000 0700005410000450   
0601BLB7Y       20170101001205100000005000 0700005510000456   
0601BLB7Y       20170101001210100000005000 0700005620000464   
0601BLB7Y       20170101001215100000005000 0700005720000470   
0601BLB7Y       20170101001220100000005000 0700005830000477   
0601BLB7Y       20170101001225100000005000 0700005930000483   
0601BLB7Y       20170101001230100000005000 0700006040000490   
0601BLB7Y       20170101001235100000005000 0700006150000497   
0601BLB7Y       20170101001240100000005000 0700006250000503   
0601BLB7Y       20170101001245100000005000 0700006360000510   
0601BLB7Y       20170101001250100000005000 0700006470000517   
0601BLB7Y       20170101001255100000005000 0700006580000523   
0601BLB7Y       20170101001260100000005000 0700006690000530   
0601BLB7Y       20170101001265100000005000 0700006800000536   
0601BLB7Y       20170101001270100000005000 0700006910000543   
0601BLB7Y       20170101001275100000005000 0700007020000550   
0601BLB7Y       20170101001280100000005000 0700007130000556   
0601BLB7Y       20170101001285100000005000 0700007240000562   
0601BLB7Y       20170101001290100000005000 0700007350000569   
0601BLB7Y       20170101001295100000005000 0700007460000575   
0601BLB7Y       20170101001300100000005000 0700007570000581   
0601BLB7Y       20170101001305100000005000 0700007680000587   
0601BLB7Y       20170101001310100000005000 0700007790000594   
0601BLB7Y       20170101001315100000005000 0700007900000600   
0601BLB7Y       20170101001320100000005000 0700008010000606   
0601BLB7Y       20170101001325100000005000 0700008130000612   
0601BLB7Y       20170101001330100000005000 0700008240000618   
0601BLB7Y       20170101001335100000005000 0700008350000624   
0601BLB7Y       20170101001340100000005000 0700008460000630   
0601BLB7Y       20170101001345100000005000 0700008570000636   
0601BLB7Y       20170101001350100000005000 0700008680000642   
0601BLB7Y       20170101001355100000005000 0700008790000648   
0601BLB7Y       20170101001360100000005000 0700008910000654   
0601BLB7Y       20170101001365100000005000 0700009020000660   
0601BLB7Y       20170101001370100000005000 0700009130000665   
0601BLB7Y       20170101001375100000005000 0700009240000671   
0601BLB7Y       20170101001380100000005000 0700009350000676   
0601BLB7Y       20170101001385100000005000 0700009470000683   
0601BLB7Y       20170101001390100000005000 0700009580000688   
0601BLB7Y       20170101001395100000005000 0700009690000693   
0601BLB7Y       20170101001400100000005000 0700009810000699   
0601BLB7Y       20170101001405100000005000 0700009920000705   
0601BLB7Y       20170101001410100000005000 0700010030000710   
0601BLB7Y       20170101001415100000005000 0700010150000716   
0601BLB7Y       20170101001420100000005000 0700010260000721   
0601BLB7Y       20170101001425100000005000 0700010370000726   
0601BLB7Y       20170101001430100000005000 0700010490000732   
0601BLB7Y       20170101001435100000005000 0700010600000737   
0601BLB7Y       20170101001440100000005000 0700010720000743   
0601BLB7Y       20170101001445100000005000 0700010830000748   
0601BLB7Y       20170101001450100000005000 0700010940000753   
0601BLB7Y       20170101001455100000005000 0700011060000759   
0601BLB7Y       20170101001460100000005000 0700011170000764   
0601BLB7Y       20170101001465100000005000 0700011290000769   
0601BLB7Y       20170101001470100000005000 0700011400000774   
0601BLB7Y       20170101001475100000005000 0700011520000780   
0601BLB7Y       20170101001480100000005000 0700011630000784   
0601BLB7Y       20170101001485100000005000 0700011750000790   
0601BLB7Y       20170101001490100000005000 0700011860000795   
