00BL               20161213                                                                                   
0601BLA0Y       20170101010000100005000000 0000470900003767   
0601BLA0Y       20170101015000100005000000 0000660880003776   
0601BLA0Y       20170101020000100005000000 0000850860003782   
0601BLA0Y       20170101025000100005000000 0001040840003785   
0601BLA0Y       20170101030000100005000000 0001230820003787   
0601BLA0Y       20170101035000100005000000 0001420800003789   
0601BLA0Y       20170101040000100005000000 0001610790003790   
0601BLA0Y       20170101045000100005000000 0001800760003791   
0601BLA0Y       20170101050000100005000000 0001990750003792   
0601BLA0Y       20170101055000100005000000 0002180730003793   
0601BLA0Y       20170101060000100005000000 0002370710003793   
0601BLA0Y       20170101065000100005000000 0002560690003794   
0601BLA0Y       20170101070000100005000000 0002750680003794   
0601BLA0Y       20170101075000100005000000 0002940650003794   
0601BLA0Y       20170101080000100005000000 0003130640003795   
0601BLA0Y       20170101085000100005000000 0003320620003795   
0601BLA0Y       20170101090000100005000000 0003510600003795   
0601BLA0Y       20170101095000100005000000 0003700580003795   
0601BLA1Y       20170101000000100000120000 0100000000000000   
0601BLA1Y       20170101000120100000005000 0100000010000008   
0601BLA1Y       20170101000125100000005000 0100000010000008   
0601BLA1Y       20170101000130100000005000 0100000010000008   
0601BLA1Y       20170101000135100000005000 0100000010000007   
0601BLA1Y       20170101000140100000005000 0100000010000007   
0601BLA1Y       20170101000145100000005000 0100000010000007   
0601BLA1Y       20170101000150100000005000 0100000010000007   
0601BLA1Y       20170101000155100000005000 0100000010000006   
0601BLA1Y       20170101000160100000005000 0100000020000012   
0601BLA1Y       20170101000165100000005000 0100000020000012   
0601BLA1Y       20170101000170100000005000 0100000020000012   
0601BLA1Y       20170101000175100000005000 0100000020000011   
0601BLA1Y       20170101000180100000005000 0100000020000011   
0601BLA1Y       20170101000185100000005000 0100000020000011   
0601BLA1Y       20170101000190100000005000 0100000020000010   
0601BLA1Y       20170101000195100000005000 0100000030000015   
0601BLA1Y       20170101000200100000005000 0100000030000015   
0601BLA1Y       20170101000205100000005000 0100000030000014   
0601BLA1Y       20170101000210100000005000 0100000030000014   
0601BLA1Y       20170101000215100000005000 0100000030000014   
0601BLA1Y       20170101000220100000005000 0100000030000013   
0601BLA1Y       20170101000225100000005000 0100000030000013   
0601BLA1Y       20170101000230100000005000 0100000030000013   
0601BLA1Y       20170101000235100000005000 0100000040000017   
0601BLA1Y       20170101000240100000005000 0100000040000016   
0601BLA1Y       20170101000245100000005000 0100000040000016   
0601BLA1Y       20170101000250100000005000 0100000040000016   
0601BLA1Y       20170101000255100000005000 0100000040000016   
0601BLA1Y       20170101000260100000005000 0100000040000015   
0601BLA1Y       20170101000265100000005000 0100000040000015   
0601BLA1Y       20170101000270100000005000 0100000040000015   
0601BLA1Y       20170101000275100000005000 0100000050000018   
0601BLA1Y       20170101000280100000005000 0100000050000018   
0601BLA1Y       20170101000285100000005000 0100000050000017   
0601BLA1Y       20170101000290100000005000 0100000050000017   
0601BLA1Y       20170101000295100000005000 0100000050000017   
0601BLA1Y       20170101000300100000005000 0100000070000023   
0601BLA1Y       20170101000305100000005000 0100000070000023   
0601BLA1Y       20170101000310100000005000 0100000080000026   
0601BLA1Y       20170101000315100000005000 0100000080000025   
0601BLA1Y       20170101000320100000005000 0100000090000028   
0601BLA1Y       20170101000325100000005000 0100000090000027   
0601BLA1Y       20170101000330100000005000 0100000140000042   
0601BLA1Y       20170101000335100000005000 0100000210000062   
0601BLA1Y       20170101000340100000005000 0100000280000082   
0601BLA1Y       20170101000345100000005000 0100000350000101   
0601BLA1Y       20170101000350100000005000 0100000430000122   
0601BLA1Y       20170101000355100000005000 0100000500000140   
0601BLA1Y       20170101000360100000005000 0100000580000160   
0601BLA1Y       20170101000365100000005000 0100000650000177   
0601BLA1Y       20170101000370100000005000 0100000730000196   
0601BLA1Y       20170101000375100000005000 0100000810000215   
0601BLA1Y       20170101000380100000005000 0100000890000233   
0601BLA1Y       20170101000385100000005000 0100000970000250   
0601BLA1Y       20170101000390100000005000 0100001050000268   
0601BLA1Y       20170101000395100000005000 0100001140000287   
0601BLA1Y       20170101000400100000005000 0100001220000303   
0601BLA1Y       20170101000405100000005000 0100001310000321   
0601BLA1Y       20170101000410100000005000 0100001390000337   
0601BLA1Y       20170101000415100000005000 0100001480000354   
0601BLA1Y       20170101000420100000005000 0100001570000372   
0601BLA1Y       20170101000425100000005000 0100001660000388   
0601BLA1Y       20170101000430100000005000 0100001750000405   
0601BLA1Y       20170101000435100000005000 0100001840000421   
0601BLA1Y       20170101000440100000005000 0100001930000436   
0601BLA1Y       20170101000445100000005000 0100002020000451   
0601BLA1Y       20170101000450100000005000 0100002120000469   
0601BLA1Y       20170101000455100000005000 0100002210000483   
0601BLA1Y       20170101000460100000005000 0100002310000499   
0601BLA1Y       20170101000465100000005000 0100002400000513   
0601BLA1Y       20170101000470100000005000 0100002500000529   
0601BLA1Y       20170101000475100000005000 0100002600000545   
0601BLA1Y       20170101000480100000005000 0100002700000560   
0601BLA1Y       20170101000485100000005000 0100002800000574   
0601BLA1Y       20170101000490100000005000 0100002900000589   
0601BLA1Y       20170101000495100000005000 0100003000000603   
0601BLA1Y       20170101000500100000005000 0100003100000617   
0601BLA1Y       20170101000505100000005000 0100003200000631   
0601BLA1Y       20170101000510100000005000 0100003310000646   
0601BLA1Y       20170101000515100000005000 0100003410000659   
0601BLA1Y       20170101000520100000005000 0100003510000672   
0601BLA1Y       20170101000525100000005000 0100003610000684   
0601BLA1Y       20170101000530100000005000 0100003720000699   
0601BLA1Y       20170101000535100000005000 0100003820000711   
0601BLA1Y       20170101000540100000005000 0100003930000724   
0601BLA1Y       20170101000545100000005000 0100004040000738   
0601BLA1Y       20170101000550100000005000 0100004160000753   
0601BLA1Y       20170101000555100000005000 0100004270000766   
0601BLA1Y       20170101000560100000005000 0100004380000779   
0601BLA1Y       20170101000565100000005000 0100004500000793   
0601BLA1Y       20170101000570100000005000 0100004610000805   
0601BLA1Y       20170101000575100000005000 0100004720000817   
0601BLA1Y       20170101000580100000005000 0100004840000831   
0601BLA1Y       20170101000585100000005000 0100004950000843   
0601BLA1Y       20170101000590100000005000 0100005070000856   
0601BLA1Y       20170101000595100000005000 0100005180000867   
0601BLA1Y       20170101000600100000005000 0100005300000880   
0601BLA1Y       20170101000605100000005000 0100005410000891   
0601BLA1Y       20170101000610100000005000 0100005530000903   
0601BLA1Y       20170101000615100000005000 0100005650000915   
0601BLA1Y       20170101000620100000005000 0100005760000925   
0601BLA1Y       20170101000625100000005000 0100005880000937   
0601BLA1Y       20170101000630100000005000 0100006000000949   
0601BLA1Y       20170101000635100000005000 0100006110000958   
0601BLA1Y       20170101000640100000005000 0100006230000970   
0601BLA1Y       20170101000645100000005000 0100006350000981   
0601BLA1Y       20170101000650100000005000 0100006470000992   
0601BLA1Y       20170101000655100000005000 0100006580001001   
0601BLA1Y       20170101000660100000005000 0100006700001011   
0601BLA1Y       20170101000665100000005000 0100006820001022   
0601BLA1Y       20170101000670100000005000 0100006940001032   
0601BLA1Y       20170101000675100000005000 0100007060001042   
0601BLA1Y       20170101000680100000005000 0100007180001052   
0601BLA1Y       20170101000685100000005000 0100007300001062   
0601BLA1Y       20170101000690100000005000 0100007430001073   
0601BLA1Y       20170101000695100000005000 0100007550001082   
0601BLA1Y       20170101000700100000005000 0100007670001092   
0601BLA1Y       20170101000705100000005000 0100007790001101   
0601BLA1Y       20170101000710100000005000 0100007910001110   
0601BLA1Y       20170101000715100000005000 0100008040001121   
0601BLA1Y       20170101000720100000005000 0100008160001129   
0601BLA1Y       20170101000725100000005000 0100008290001140   
0601BLA1Y       20170101000730100000005000 0100008410001148   
0601BLA1Y       20170101000735100000005000 0100008530001157   
0601BLA1Y       20170101000740100000005000 0100008660001166   
0601BLA1Y       20170101000745100000005000 0100008780001175   
0601BLA1Y       20170101000750100000005000 0100008910001184   
0601BLA1Y       20170101000755100000005000 0100009030001192   
0601BLA1Y       20170101000760100000005000 0100009160001201   
0601BLA1Y       20170101000765100000005000 0100009280001209   
0601BLA1Y       20170101000770100000005000 0100009410001218   
0601BLA1Y       20170101000775100000005000 0100009530001226   
0601BLA1Y       20170101000780100000005000 0100009660001235   
0601BLA1Y       20170101000785100000005000 0100009790001243   
0601BLA1Y       20170101000790100000005000 0100009910001250   
0601BLA1Y       20170101000795100000005000 0100010040001259   
0601BLA1Y       20170101000800100000005000 0100010160001266   
0601BLA1Y       20170101000805100000005000 0100010290001274   
0601BLA1Y       20170101000810100000005000 0100010420001282   
0601BLA1Y       20170101000815100000005000 0100010550001291   
0601BLA1Y       20170101000820100000005000 0100010670001297   
0601BLA1Y       20170101000825100000005000 0100010800001305   
0601BLA1Y       20170101000830100000005000 0100010930001313   
0601BLA1Y       20170101000835100000005000 0100011060001321   
0601BLA1Y       20170101000840100000005000 0100011190001328   
0601BLA1Y       20170101000845100000005000 0100011320001336   
0601BLA1Y       20170101000850100000005000 0100011460001344   
0601BLA1Y       20170101000855100000005000 0100011600001353   
0601BLA1Y       20170101000860100000005000 0100011750001362   
0601BLA1Y       20170101000865100000005000 0100011890001371   
0601BLA1Y       20170101000870100000005000 0100012030001379   
0601BLA1Y       20170101000875100000005000 0100012170001387   
0601BLA1Y       20170101000880100000005000 0100012310001395   
0601BLA1Y       20170101000885100000005000 0100012460001404   
0601BLA1Y       20170101000890100000005000 0100012600001412   
0601BLA1Y       20170101000895100000005000 0100012740001419   
0601BLA1Y       20170101000900100000005000 0100012880001427   
0601BLA1Y       20170101000905100000005000 0100013030001436   
0601BLA1Y       20170101000910100000005000 0100013180001444   
0601BLA1Y       20170101000915100000005000 0100013320001452   
0601BLA1Y       20170101000920100000005000 0100013470001460   
0601BLA1Y       20170101000925100000005000 0100013620001468   
0601BLA1Y       20170101000930100000005000 0100013760001476   
0601BLA1Y       20170101000935100000005000 0100013910001484   
0601BLA1Y       20170101000940100000005000 0100014060001492   
0601BLA1Y       20170101000945100000005000 0100014210001500   
0601BLA1Y       20170101000950100000005000 0100014350001507   
0601BLA1Y       20170101000955100000005000 0100014500001514   
0601BLA1Y       20170101000960100000005000 0100014650001522   
0601BLA1Y       20170101000965100000005000 0100014800001530   
0601BLA1Y       20170101000970100000005000 0100014950001537   
0601BLA1Y       20170101000975100000005000 0100015100001545   
0601BLA1Y       20170101000980100000005000 0100015250001552   
0601BLA1Y       20170101000985100000005000 0100015400001559   
0601BLA1Y       20170101000990100000005000 0100015550001567   
0601BLA1Y       20170101000995100000005000 0100015700001574   
0601BLA1Y       20170101001000100000005000 0100015850001581   
0601BLA1Y       20170101001005100000005000 0100016000001588   
0601BLA1Y       20170101001010100000005000 0100016150001595   
0601BLA1Y       20170101001015100000005000 0100016300001602   
0601BLA1Y       20170101001020100000005000 0100016450001609   
0601BLA1Y       20170101001025100000005000 0100016600001616   
0601BLA1Y       20170101001030100000005000 0100016750001622   
0601BLA1Y       20170101001035100000005000 0100016900001629   
0601BLA1Y       20170101001040100000005000 0100017050001635   
0601BLA1Y       20170101001045100000005000 0100017200001642   
0601BLA1Y       20170101001050100000005000 0100017350001648   
0601BLA1Y       20170101001055100000005000 0100017500001655   
0601BLA1Y       20170101001060100000005000 0100017650001661   
0601BLA1Y       20170101001065100000005000 0100017810001668   
0601BLA1Y       20170101001070100000005000 0100017960001675   
0601BLA1Y       20170101001075100000005000 0100018110001681   
0601BLA1Y       20170101001080100000005000 0100018260001687   
0601BLA1Y       20170101001085100000005000 0100018410001693   
0601BLA1Y       20170101001090100000005000 0100018570001700   
0601BLA1Y       20170101001095100000005000 0100018720001706   
0601BLA1Y       20170101001100100000005000 0100018870001712   
0601BLA1Y       20170101001105100000005000 0100019030001718   
0601BLA1Y       20170101001110100000005000 0100019180001724   
0601BLA1Y       20170101001115100000005000 0100019330001730   
0601BLA1Y       20170101001120100000005000 0100019490001736   
0601BLA1Y       20170101001125100000005000 0100019640001742   
0601BLA1Y       20170101001130100000005000 0100019790001747   
0601BLA1Y       20170101001135100000005000 0100019950001754   
0601BLA1Y       20170101001140100000005000 0100020100001759   
0601BLA1Y       20170101001145100000005000 0100020260001766   
0601BLA1Y       20170101001150100000005000 0100020410001771   
0601BLA1Y       20170101001155100000005000 0100020580001778   
0601BLA1Y       20170101001160100000005000 0100020740001784   
0601BLA1Y       20170101001165100000005000 0100020900001790   
0601BLA1Y       20170101001170100000005000 0100021060001796   
0601BLA1Y       20170101001175100000005000 0100021230001803   
0601BLA1Y       20170101001180100000005000 0100021400001810   
0601BLA1Y       20170101001185100000005000 0100021560001816   
0601BLA1Y       20170101001190100000005000 0100021720001821   
0601BLA1Y       20170101001195100000005000 0100021880001827   
0601BLA1Y       20170101001200100000005000 0100022050001834   
0601BLA1Y       20170101001205100000005000 0100022220001840   
0601BLA1Y       20170101001210100000005000 0100022380001846   
0601BLA1Y       20170101001215100000005000 0100022540001851   
0601BLA1Y       20170101001220100000005000 0100022700001857   
0601BLA1Y       20170101001225100000005000 0100022870001863   
0601BLA1Y       20170101001230100000005000 0100023040001869   
0601BLA1Y       20170101001235100000005000 0100023200001875   
0601BLA1Y       20170101001240100000005000 0100023370001881   
0601BLA1Y       20170101001245100000005000 0100023540001887   
0601BLA1Y       20170101001250100000005000 0100023700001892   
0601BLA1Y       20170101001255100000005000 0100023870001898   
0601BLA1Y       20170101001260100000005000 0100024040001904   
0601BLA1Y       20170101001265100000005000 0100024210001910   
0601BLA1Y       20170101001270100000005000 0100024370001915   
0601BLA1Y       20170101001275100000005000 0100024550001922   
0601BLA1Y       20170101001280100000005000 0100024710001927   
0601BLA1Y       20170101001285100000005000 0100024880001932   
0601BLA1Y       20170101001290100000005000 0100025050001938   
0601BLA1Y       20170101001295100000005000 0100025220001944   
0601BLA1Y       20170101001300100000005000 0100025380001949   
0601BLA1Y       20170101001305100000005000 0100025560001955   
0601BLA1Y       20170101001310100000005000 0100025720001960   
0601BLA1Y       20170101001315100000005000 0100025890001965   
0601BLA1Y       20170101001320100000005000 0100026060001971   
0601BLA1Y       20170101001325100000005000 0100026230001976   
0601BLA1Y       20170101001330100000005000 0100026390001980   
0601BLA1Y       20170101001335100000005000 0100026570001987   
0601BLA1Y       20170101001340100000005000 0100026740001992   
0601BLA1Y       20170101001345100000005000 0100026900001996   
0601BLA1Y       20170101001350100000005000 0100027070002001   
0601BLA1Y       20170101001355100000005000 0100027240002007   
0601BLA1Y       20170101001360100000005000 0100027410002012   
0601BLA1Y       20170101001365100000005000 0100027580002017   
0601BLA1Y       20170101001370100000005000 0100027750002022   
0601BLA1Y       20170101001375100000005000 0100027910002026   
0601BLA1Y       20170101001380100000005000 0100028090002032   
0601BLA1Y       20170101001385100000005000 0100028250002036   
0601BLA1Y       20170101001390100000005000 0100028420002041   
0601BLA1Y       20170101001395100000005000 0100028590002046   
0601BLA1Y       20170101001400100000005000 0100028760002051   
0601BLA1Y       20170101001405100000005000 0100028930002055   
0601BLA1Y       20170101001410100000005000 0100029100002060   
0601BLA1Y       20170101001415100000005000 0100029270002065   
0601BLA1Y       20170101001420100000005000 0100029440002070   
0601BLA1Y       20170101001425100000005000 0100029610002074   
0601BLA1Y       20170101001430100000005000 0100029780002079   
0601BLA1Y       20170101001435100000005000 0100029940002083   
0601BLA1Y       20170101001440100000005000 0100030120002088   
0601BLA1Y       20170101001445100000005000 0100030290002093   
0601BLA1Y       20170101001450100000005000 0100030460002097   
0601BLA1Y       20170101001455100000005000 0100030650002103   
0601BLA1Y       20170101001460100000005000 0100030820002107   
0601BLA1Y       20170101001465100000005000 0100031000002112   
0601BLA1Y       20170101001470100000005000 0100031180002117   
0601BLA1Y       20170101001475100000005000 0100031360002123   
0601BLA1Y       20170101001480100000005000 0100031540002127   
0601BLA1Y       20170101001485100000005000 0100031720002132   
0601BLA1Y       20170101001490100000005000 0100031900002137   
0601BLA1Y       20170101001495100000005000 0100032070002142   
0601BLA1Y       20170101001500100000005000 0100032260002147   
0601BLA1Y       20170101001505100000005000 0100032440002152   
0601BLA1Y       20170101001510100000005000 0100032610002156   
0601BLA1Y       20170101001515100000005000 0100032800002161   
0601BLA1Y       20170101001520100000005000 0100032970002166   
0601BLA1Y       20170101001525100000005000 0100033150002170   
0601BLA1Y       20170101001530100000005000 0100033340002176   
0601BLA1Y       20170101001535100000005000 0100033510002180   
0601BLA1Y       20170101001540100000005000 0100033690002184   
0601BLA1Y       20170101001545100000005000 0100033880002189   
0601BLA1Y       20170101001550100000005000 0100034050002193   
0601BLA1Y       20170101001555100000005000 0100034230002198   
0601BLA1Y       20170101001560100000005000 0100034410002202   
0601BLA1Y       20170101001565100000005000 0100034590002207   
0601BLA1Y       20170101001570100000005000 0100034770002211   
0601BLA1Y       20170101001575100000005000 0100034950002216   
0601BLA1Y       20170101001580100000005000 0100035130002220   
0601BLA1Y       20170101001585100000005000 0100035310002224   
0601BLA1Y       20170101001590100000005000 0100035490002229   
0601BLA1Y       20170101001595100000005000 0100035670002233   
0601BLA1Y       20170101001600100000005000 0100035850002237   
0601BLA1Y       20170101001605100000005000 0100036030002241   
0601BLA1Y       20170101001610100000005000 0100036210002246   
0601BLA1Y       20170101001615100000005000 0100036390002250   
0601BLA1Y       20170101001620100000005000 0100036570002254   
0601BLA1Y       20170101001625100000005000 0100036750002258   
0601BLA1Y       20170101001630100000005000 0100036930002262   
0601BLA1Y       20170101001635100000005000 0100037110002266   
0601BLA1Y       20170101001640100000005000 0100037290002270   
0601BLA1Y       20170101001645100000005000 0100037470002274   
0601BLA1Y       20170101001650100000005000 0100037650002278   
0601BLA1Y       20170101001655100000005000 0100037830002282   
0601BLA1Y       20170101001660100000005000 0100038010002286   
0601BLA1Y       20170101001665100000005000 0100038190002290   
0601BLA1Y       20170101001670100000005000 0100038370002294   
0601BLA1Y       20170101001675100000005000 0100038550002298   
0601BLA1Y       20170101001680100000005000 0100038730002302   
0601BLA1Y       20170101001685100000005000 0100038910002306   
0601BLA1Y       20170101001690100000005000 0100039090002310   
0601BLA1Y       20170101001695100000005000 0100039280002314   
0601BLA1Y       20170101001700100000005000 0100039450002317   
0601BLA1Y       20170101001705100000005000 0100039630002321   
0601BLA1Y       20170101001710100000005000 0100039820002325   
0601BLA1Y       20170101001715100000005000 0100039990002328   
0601BLA1Y       20170101001720100000005000 0100040170002332   
0601BLA1Y       20170101001725100000005000 0100040360002336   
0601BLA1Y       20170101001730100000005000 0100040540002340   
0601BLA1Y       20170101001735100000005000 0100040710002343   
0601BLA1Y       20170101001740100000005000 0100040900002347   
0601BLA1Y       20170101001745100000005000 0100041080002351   
0601BLA1Y       20170101001750100000005000 0100041250002354   
0601BLA1Y       20170101001755100000005000 0100041440002358   
0601BLA1Y       20170101001760100000005000 0100041620002361   
0601BLA1Y       20170101001765100000005000 0100041800002365   
0601BLA1Y       20170101001770100000005000 0100041980002368   
0601BLA1Y       20170101001775100000005000 0100042160002372   
0601BLA1Y       20170101001780100000005000 0100042340002375   
0601BLA1Y       20170101001785100000005000 0100042530002379   
0601BLA1Y       20170101001790100000005000 0100042700002382   
0601BLA1Y       20170101001795100000005000 0100042880002386   
0601BLA1Y       20170101001800100000005000 0100043070002389   
0601BLA1Y       20170101001805100000005000 0100043250002393   
0601BLA1Y       20170101001810100000005000 0100043420002396   
0601BLA1Y       20170101001815100000005000 0100043610002399   
0601BLA1Y       20170101001820100000005000 0100043790002403   
0601BLA1Y       20170101001825100000005000 0100043970002406   
0601BLA1Y       20170101001830100000005000 0100044150002409   
0601BLA1Y       20170101001835100000005000 0100044340002413   
0601BLA1Y       20170101001840100000005000 0100044520002416   
0601BLA1Y       20170101001845100000005000 0100044720002421   
0601BLA1Y       20170101001850100000005000 0100044910002424   
0601BLA1Y       20170101001855100000005000 0100045100002428   
0601BLA1Y       20170101001860100000005000 0100045290002432   
0601BLA1Y       20170101001865100000005000 0100045480002435   
0601BLA1Y       20170101001870100000005000 0100045670002439   
0601BLA1Y       20170101001875100000005000 0100045870002443   
0601BLA1Y       20170101001880100000005000 0100046060002447   
0601BLA1Y       20170101001885100000005000 0100046240002450   
0601BLA1Y       20170101001890100000005000 0100046440002454   
0601BLA1Y       20170101001895100000005000 0100046630002457   
0601BLA1Y       20170101001900100000005000 0100046820002461   
0601BLA1Y       20170101001905100000005000 0100047010002464   
0601BLA1Y       20170101001910100000005000 0100047200002468   
0601BLA1Y       20170101001915100000005000 0100047390002471   
0601BLA1Y       20170101001920100000005000 0100047590002475   
0601BLA1Y       20170101001925100000005000 0100047770002478   
0601BLA1Y       20170101001930100000005000 0100047960002482   
0601BLA1Y       20170101001935100000005000 0100048160002486   
0601BLA1Y       20170101001940100000005000 0100048350002489   
0601BLA1Y       20170101001945100000005000 0100048540002492   
0601BLA1Y       20170101001950100000005000 0100048730002496   
0601BLA1Y       20170101001955100000005000 0100048920002499   
0601BLA1Y       20170101001960100000005000 0100049110002502   
0601BLA1Y       20170101001965100000005000 0100049310002506   
0601BLA1Y       20170101001970100000005000 0100049500002510   
0601BLA1Y       20170101001975100000005000 0100049680002512   
0601BLA1Y       20170101001980100000005000 0100049880002516   
0601BLA1Y       20170101001985100000005000 0100050070002519   
0601BLA1Y       20170101001990100000005000 0100050260002522   
0601BLA1Y       20170101001995100000005000 0100050460002526   
0601BLA1Y       20170101002000100000005000 0100050640002529   
0601BLA1Y       20170101002005100000005000 0100050830002532   
0601BLA1Y       20170101002010100000005000 0100051030002536   
0601BLA1Y       20170101002015100000005000 0100051220002539   
0601BLA1Y       20170101002020100000005000 0100051410002542   
0601BLA1Y       20170101002025100000005000 0100051610002545   
0601BLA1Y       20170101002030100000005000 0100051790002548   
0601BLA1Y       20170101002035100000005000 0100051980002551   
0601BLA1Y       20170101002040100000005000 0100052180002555   
0601BLA1Y       20170101002045100000005000 0100052370002558   
0601BLA1Y       20170101002050100000005000 0100052560002561   
0601BLA1Y       20170101002055100000005000 0100052760002564   
0601BLA1Y       20170101002060100000005000 0100052940002567   
0601BLA1Y       20170101002065100000005000 0100053130002570   
0601BLA1Y       20170101002070100000005000 0100053330002573   
0601BLA1Y       20170101002075100000005000 0100053520002576   
0601BLA1Y       20170101002080100000005000 0100053710002579   
0601BLA1Y       20170101002085100000005000 0100053910002583   
0601BLA1Y       20170101002090100000005000 0100054090002585   
0601BLA1Y       20170101002095100000005000 0100054280002588   
0601BLA1Y       20170101002100100000005000 0100054480002591   
0601BLA1Y       20170101002105100000005000 0100054670002594   
0601BLA1Y       20170101002110100000005000 0100054860002597   
0601BLA1Y       20170101002115100000005000 0100055060002600   
0601BLA1Y       20170101002120100000005000 0100055250002603   
0601BLA1Y       20170101002125100000005000 0100055430002605   
0601BLA1Y       20170101002130100000005000 0100055630002609   
0601BLA1Y       20170101002135100000005000 0100055820002611   
0601BLA1Y       20170101002140100000005000 0100056010002614   
0601BLA1Y       20170101002145100000005000 0100056210002617   
0601BLA1Y       20170101002150100000005000 0100056400002620   
0601BLA1Y       20170101002155100000005000 0100056590002623   
0601BLA1Y       20170101002160100000005000 0100056790002626   
0601BLA1Y       20170101002165100000005000 0100056970002628   
0601BLA1Y       20170101002170100000005000 0100057160002631   
0601BLA1Y       20170101002175100000005000 0100057360002634   
0601BLA1Y       20170101002180100000005000 0100057550002637   
0601BLA1Y       20170101002185100000005000 0100057740002640   
0601BLA1Y       20170101002190100000005000 0100057940002643   
0601BLA1Y       20170101002195100000005000 0100058130002645   
0601BLA1Y       20170101002200100000005000 0100058320002648   
0601BLA1Y       20170101002205100000005000 0100058520002651   
0601BLA1Y       20170101002210100000005000 0100058700002653   
0601BLA1Y       20170101002215100000005000 0100058890002656   
0601BLA1Y       20170101002220100000005000 0100059090002659   
0601BLA1Y       20170101002225100000005000 0100059280002661   
0601BLA1Y       20170101002230100000005000 0100059470002664   
0601BLA1Y       20170101002235100000005000 0100059670002667   
0601BLA1Y       20170101002240100000005000 0100059860002669   
0601BLA1Y       20170101002245100000005000 0100060050002672   
0601BLA1Y       20170101002250100000005000 0100060250002675   
0601BLA1Y       20170101002255100000005000 0100060440002677   
0601BLA1Y       20170101002260100000005000 0100060620002679   
0601BLA1Y       20170101002265100000005000 0100060820002682   
0601BLA1Y       20170101002270100000005000 0100061010002685   
0601BLA1Y       20170101002275100000005000 0100061200002687   
0601BLA1Y       20170101002280100000005000 0100061400002690   
0601BLA1Y       20170101002285100000005000 0100061590002692   
0601BLA1Y       20170101002290100000005000 0100061780002695   
0601BLA1Y       20170101002295100000005000 0100061980002698   
0601BLA1Y       20170101002300100000005000 0100062170002700   
0601BLA1Y       20170101002305100000005000 0100062360002702   
0601BLA1Y       20170101002310100000005000 0100062560002705   
0601BLA1Y       20170101002315100000005000 0100062750002708   
0601BLA1Y       20170101002320100000005000 0100062940002710   
0601BLA1Y       20170101002325100000005000 0100063140002713   
0601BLA1Y       20170101002330100000005000 0100063320002715   
0601BLA1Y       20170101002335100000005000 0100063510002717   
0601BLA1Y       20170101002340100000005000 0100063710002720   
0601BLA1Y       20170101002345100000005000 0100063900002722   
0601BLA1Y       20170101002350100000005000 0100064090002724   
0601BLA1Y       20170101002355100000005000 0100064290002727   
0601BLA1Y       20170101002360100000005000 0100064480002729   
0601BLA1Y       20170101002365100000005000 0100064670002732   
0601BLA1Y       20170101002370100000005000 0100064870002734   
0601BLA1Y       20170101002375100000005000 0100065060002736   
0601BLA1Y       20170101002380100000005000 0100065250002739   
0601BLA1Y       20170101002385100000005000 0100065450002741   
0601BLA1Y       20170101002390100000005000 0100065640002744   
0601BLA1Y       20170101002395100000005000 0100065830002746   
0601BLA1Y       20170101002400100000005000 0100066030002748   
0601BLA1Y       20170101002405100000005000 0100066220002751   
0601BLA1Y       20170101002410100000005000 0100066410002753   
0601BLA1Y       20170101002415100000005000 0100066610002755   
0601BLA1Y       20170101002420100000005000 0100066800002757   
0601BLA1Y       20170101002425100000005000 0100066980002759   
0601BLA1Y       20170101002430100000005000 0100067190002762   
0601BLA1Y       20170101002435100000005000 0100067380002764   
0601BLA1Y       20170101002440100000005000 0100067560002766   
0601BLA1Y       20170101002445100000005000 0100067760002769   
0601BLA1Y       20170101002450100000005000 0100067950002771   
0601BLA1Y       20170101002455100000005000 0100068140002773   
0601BLA1Y       20170101002460100000005000 0100068340002775   
0601BLA1Y       20170101002465100000005000 0100068530002777   
0601BLA1Y       20170101002470100000005000 0100068720002779   
0601BLA1Y       20170101002475100000005000 0100068920002782   
0601BLA1Y       20170101002480100000005000 0100069110002784   
0601BLA1Y       20170101002485100000005000 0100069300002786   
0601BLA1Y       20170101002490100000005000 0100069500002788   
0601BLA1Y       20170101002495100000005000 0100069690002790   
0601BLA1Y       20170101002500100000005000 0100069880002792   
0601BLA1Y       20170101002505100000005000 0100070080002795   
0601BLA1Y       20170101002510100000005000 0100070270002797   
0601BLA1Y       20170101002515100000005000 0100070460002799   
0601BLA1Y       20170101002520100000005000 0100070660002801   
0601BLA1Y       20170101002525100000005000 0100070850002803   
0601BLA1Y       20170101002530100000005000 0100071040002805   
0601BLA1Y       20170101002535100000005000 0100071240002807   
0601BLA1Y       20170101002540100000005000 0100071430002809   
0601BLA1Y       20170101002545100000005000 0100071620002811   
0601BLA1Y       20170101002550100000005000 0100071820002814   
0601BLA1Y       20170101002555100000005000 0100072010002816   
0601BLA1Y       20170101002560100000005000 0100072200002818   
0601BLA1Y       20170101002565100000005000 0100072400002820   
0601BLA1Y       20170101002570100000005000 0100072590002822   
0601BLA1Y       20170101002575100000005000 0100072780002824   
0601BLA1Y       20170101002580100000005000 0100072980002826   
0601BLA1Y       20170101002585100000005000 0100073170002828   
0601BLA1Y       20170101002590100000005000 0100073360002830   
0601BLA1Y       20170101002595100000005000 0100073570002832   
0601BLA1Y       20170101002600100000005000 0100073750002834   
0601BLA1Y       20170101002605100000005000 0100073940002836   
0601BLA1Y       20170101002610100000005000 0100074150002838   
