00SG               20161130                                                                                   
0601SGB3N       20170101001560100000005000 0300000000001097   
0601SGB3N       20170101001565100000005000 0300000000001102   
0601SGB3N       20170101001570100000005000 0300000000001106   
0601SGB3N       20170101001575100000005000 0300000000001112   
0601SGB3N       20170101001580100000005000 0300000000001117   
0601SGB3N       20170101001585100000005000 0300000000001120   
0601SGB3N       20170101001590100000005000 0300000000001126   
0601SGB3N       20170101001595100000005000 0300000000001132   
0601SGB3N       20170101001600100000005000 0300000000001135   
0601SGB3N       20170101001605100000005000 0300000000001142   
0601SGB3N       20170101001610100000005000 0300000000001147   
0601SGB3N       20170101001615100000005000 0300000000001151   
0601SGB3N       20170101001620100000005000 0300000000001157   
0601SGB3N       20170101001625100000005000 0300000000001162   
0601SGB3N       20170101001630100000005000 0300000000001166   
0601SGB3N       20170101001635100000005000 0300000000001171   
0601SGB3N       20170101001640100000005000 0300000000001177   
0601SGB3N       20170101001645100000005000 0300000000001180   
0601SGB3N       20170101001650100000005000 0300000000001186   
0601SGB3N       20170101001655100000005000 0300000000001192   
0601SGB3N       20170101001660100000005000 0300000000001195   
0601SGB3N       20170101001665100000005000 0300000000001201   
0601SGB3N       20170101001670100000005000 0300000000001207   
0601SGB3N       20170101001675100000005000 0300000000001210   
0601SGB3N       20170101001680100000005000 0300000000001216   
0601SGB3N       20170101001685100000005000 0300000000001222   
0601SGB3N       20170101001690100000005000 0300000000001225   
0601SGB3N       20170101001695100000005000 0300000000001231   
0601SGB3N       20170101001700100000005000 0300000000001237   
0601SGB3N       20170101001705100000005000 0300000000001241   
0601SGB3N       20170101001710100000005000 0300000000001247   
0601SGB3N       20170101001715100000005000 0300000000001253   
0601SGB3N       20170101001720100000005000 0300000000001256   
0601SGB3N       20170101001725100000005000 0300000000001263   
0601SGB3N       20170101001730100000005000 0300000000001269   
0601SGB3N       20170101001735100000005000 0300000000001272   
0601SGB3N       20170101001740100000005000 0300000000001279   
0601SGB3N       20170101001745100000005000 0300000000001285   
0601SGB3N       20170101001750100000005000 0300000000001288   
0601SGB3N       20170101001755100000005000 0300000000001295   
0601SGB3N       20170101001760100000005000 0300000000001300   
0601SGB3N       20170101001765100000005000 0300000000001304   
0601SGB3N       20170101001770100000005000 0300000000001310   
0601SGB3N       20170101001775100000005000 0300000000001316   
0601SGB3N       20170101001780100000005000 0300000000001319   
0601SGB3N       20170101001785100000005000 0300000000001325   
0601SGB3N       20170101001790100000005000 0300000000001331   
0601SGB3N       20170101001795100000005000 0300000000001334   
0601SGB3N       20170101001800100000005000 0300000000001340   
0601SGB3N       20170101001805100000005000 0300000000001346   
0601SGB3N       20170101001810100000005000 0300000000001349   
0601SGB3N       20170101001815100000005000 0300000000001355   
0601SGB3N       20170101001820100000005000 0300000000001360   
0601SGB3N       20170101001825100000005000 0300000000001364   
0601SGB3N       20170101001830100000005000 0300000000001370   
0601SGB3N       20170101001835100000005000 0300000000001375   
0601SGB3N       20170101001840100000005000 0300000000001378   
0601SGB3N       20170101001845100000005000 0300000000001384   
0601SGB3N       20170101001850100000005000 0300000000001389   
0601SGB3N       20170101001855100000005000 0300000000001392   
0601SGB3N       20170101001860100000005000 0300000000001398   
0601SGB3N       20170101001865100000005000 0300000000001403   
0601SGB3N       20170101001870100000005000 0300000000001406   
0601SGB3N       20170101001875100000005000 0300000000001412   
0601SGB3N       20170101001880100000005000 0300000000001417   
0601SGB3N       20170101001885100000005000 0300000000001420   
0601SGB3N       20170101001890100000005000 0300000000001425   
0601SGB3N       20170101001895100000005000 0300000000001430   
0601SGB3N       20170101001900100000005000 0300000000001433   
0601SGB3N       20170101001905100000005000 0300000000001439   
0601SGB3N       20170101001910100000005000 0300000000001444   
0601SGB3N       20170101001915100000005000 0300000000001446   
0601SGB3N       20170101001920100000005000 0300000000001452   
0601SGB3N       20170101001925100000005000 0300000000001457   
0601SGB3N       20170101001930100000005000 0300000000001459   
0601SGB3N       20170101001935100000005000 0300000000001465   
0601SGB3N       20170101001940100000005000 0300000000001470   
0601SGB3N       20170101001945100000005000 0300000000001472   
0601SGB3N       20170101001950100000005000 0300000000001478   
0601SGB3N       20170101001955100000005000 0300000000001482   
0601SGB3N       20170101001960100000005000 0300000000001485   
0601SGB3N       20170101001965100000005000 0300000000001490   
0601SGB3N       20170101001970100000005000 0300000000001495   
0601SGB3N       20170101001975100000005000 0300000000001497   
0601SGB3N       20170101001980100000005000 0300000000001503   
0601SGB3N       20170101001985100000005000 0300000000001507   
0601SGB3N       20170101001990100000005000 0300000000001510   
0601SGB3N       20170101001995100000005000 0300000000001515   
0601SGB3N       20170101002000100000005000 0300000000001519   
0601SGB3N       20170101002005100000005000 0300000000001522   
0601SGB3N       20170101002010100000005000 0300000000001527   
0601SGB3N       20170101002015100000005000 0300000000001531   
0601SGB3N       20170101002020100000005000 0300000000001534   
0601SGB3N       20170101002025100000005000 0300000000001539   
0601SGB3N       20170101002030100000005000 0300000000001543   
0601SGB3N       20170101002035100000005000 0300000000001545   
0601SGB3N       20170101002040100000005000 0300000000001550   
0601SGB3N       20170101002045100000005000 0300000000001554   
0601SGB3N       20170101002050100000005000 0300000000001557   
0601SGB3N       20170101002055100000005000 0300000000001562   
0601SGB3N       20170101002060100000005000 0300000000001566   
0601SGB3N       20170101002065100000005000 0300000000001568   
0601SGB3N       20170101002070100000005000 0300000000001573   
0601SGB3N       20170101002075100000005000 0300000000001577   
0601SGB3N       20170101002080100000005000 0300000000001580   
0601SGB3N       20170101002085100000005000 0300000000001584   
0601SGB3N       20170101002090100000005000 0300000000001588   
0601SGB3N       20170101002095100000005000 0300000000001591   
0601SGB3N       20170101002100100000005000 0300000000001595   
0601SGB3N       20170101002105100000005000 0300000000001599   
0601SGB3N       20170101002110100000005000 0300000000001602   
0601SGB3N       20170101002115100000005000 0300000000001606   
0601SGB3N       20170101002120100000005000 0300000000001610   
0601SGB3N       20170101002125100000005000 0300000000001612   
0601SGB3N       20170101002130100000005000 0300000000001617   
0601SGB3N       20170101002135100000005000 0300000000001621   
0601SGB3N       20170101002140100000005000 0300000000001623   
0601SGB3N       20170101002145100000005000 0300000000001627   
0601SGB3N       20170101002150100000005000 0300000000001631   
0601SGB3N       20170101002155100000005000 0300000000001633   
0601SGB3N       20170101002160100000005000 0300000000001638   
0601SGB3N       20170101002165100000005000 0300000000001642   
0601SGB3N       20170101002170100000005000 0300000000001644   
0601SGB3N       20170101002175100000005000 0300000000001648   
0601SGB3N       20170101002180100000005000 0300000000001652   
0601SGB3N       20170101002185100000005000 0300000000001654   
0601SGB3N       20170101002190100000005000 0300000000001659   
0601SGB3N       20170101002195100000005000 0300000000001662   
0601SGB3N       20170101002200100000005000 0300000000001665   
0601SGB3N       20170101002205100000005000 0300000000001669   
0601SGB3N       20170101002210100000005000 0300000000001673   
0601SGB3N       20170101002215100000005000 0300000000001675   
0601SGB3N       20170101002220100000005000 0300000000001679   
0601SGB3N       20170101002225100000005000 0300000000001683   
0601SGB3N       20170101002230100000005000 0300000000001685   
0601SGB3N       20170101002235100000005000 0300000000001689   
0601SGB3N       20170101002240100000005000 0300000000001693   
0601SGB3N       20170101002245100000005000 0300000000001695   
0601SGB3N       20170101002250100000005000 0300000000001699   
0601SGB3N       20170101002255100000005000 0300000000001702   
0601SGB3N       20170101002260100000005000 0300000000001704   
0601SGB3N       20170101002265100000005000 0300000000001709   
0601SGB3N       20170101002270100000005000 0300000000001712   
0601SGB3N       20170101002275100000005000 0300000000001714   
0601SGB3N       20170101002280100000005000 0300000000001718   
0601SGB3N       20170101002285100000005000 0300000000001722   
0601SGB3N       20170101002290100000005000 0300000000001724   
0601SGB3N       20170101002295100000005000 0300000000001728   
0601SGB3N       20170101002300100000005000 0300000000001731   
0601SGB3N       20170101002305100000005000 0300000000001733   
0601SGB3N       20170101002310100000005000 0300000000001737   
0601SGB3N       20170101002315100000005000 0300000000001740   
0601SGB3N       20170101002320100000005000 0300000000001742   
0601SGB3N       20170101002325100000005000 0300000000001746   
0601SGB3N       20170101002330100000005000 0300000000001750   
0601SGB3N       20170101002335100000005000 0300000000001751   
0601SGB3N       20170101002340100000005000 0300000000001755   
0601SGB3N       20170101002345100000005000 0300000000001759   
0601SGB3N       20170101002350100000005000 0300000000001760   
0601SGB3N       20170101002355100000005000 0300000000001764   
0601SGB3N       20170101002360100000005000 0300000000001768   
0601SGB3N       20170101002365100000005000 0300000000001769   
0601SGB3N       20170101002370100000005000 0300000000001773   
0601SGB3N       20170101002375100000005000 0300000000001776   
0601SGB3N       20170101002380100000005000 0300000000001778   
0601SGB3N       20170101002385100000005000 0300000000001782   
0601SGB3N       20170101002390100000005000 0300000000001785   
0601SGB3N       20170101002395100000005000 0300000000001787   
0601SGB3N       20170101002400100000005000 0300000000001791   
0601SGB3N       20170101002405100000005000 0300000000001794   
0601SGB3N       20170101002410100000005000 0300000000001796   
0601SGB3N       20170101002415100000005000 0300000000001799   
0601SGB3N       20170101002420100000005000 0300000000001802   
0601SGB3N       20170101002425100000005000 0300000000001804   
0601SGB3N       20170101002430100000005000 0300000000001808   
0601SGB3N       20170101002435100000005000 0300000000001811   
0601SGB3N       20170101002440100000005000 0300000000001812   
0601SGB3N       20170101002445100000005000 0300000000001816   
0601SGB3N       20170101002450100000005000 0300000000001819   
0601SGB3N       20170101002455100000005000 0300000000001821   
0601SGB3N       20170101002460100000005000 0300000000001824   
0601SGB3N       20170101002465100000005000 0300000000001827   
0601SGB3N       20170101002470100000005000 0300000000001829   
0601SGB3N       20170101002475100000005000 0300000000001832   
0601SGB3N       20170101002480100000005000 0300000000001835   
0601SGB3N       20170101002485100000005000 0300000000001837   
0601SGB3N       20170101002490100000005000 0300000000001840   
0601SGB3N       20170101002495100000005000 0300000000001843   
0601SGB3N       20170101002500100000050000 0300000000001857   
0601SGB3N       20170101002550100000050000 0300000000001883   
0601SGB3N       20170101002600100000050000 0300000000001908   
0601SGB3N       20170101002650100000050000 0300000000001930   
0601SGB3N       20170101002700100000050000 0300000000001954   
0601SGB3N       20170101002750100000050000 0300000000001976   
0601SGB3N       20170101002800100000050000 0300000000001996   
0601SGB3N       20170101002850100000050000 0300000000002017   
0601SGB3N       20170101002900100000050000 0300000000002037   
0601SGB3N       20170101002950100000050000 0300000000002055   
0601SGB3N       20170101003000100000050000 0300000000002074   
0601SGB3N       20170101003050100000050000 0300000000002092   
0601SGB3N       20170101003100100000050000 0300000000002109   
0601SGB3N       20170101003150100000050000 0300000000002126   
0601SGB3N       20170101003200100000050000 0300000000002142   
0601SGB3N       20170101003250100000050000 0300000000002157   
0601SGB3N       20170101003300100000050000 0300000000002173   
0601SGB3N       20170101003350100000050000 0300000000002188   
0601SGB3N       20170101003400100000050000 0300000000002202   
0601SGB3N       20170101003450100000050000 0300000000002216   
0601SGB3N       20170101003500100000050000 0300000000002230   
0601SGB3N       20170101003550100000050000 0300000000002242   
0601SGB3N       20170101003600100000050000 0300000000002255   
0601SGB3N       20170101003650100000050000 0300000000002268   
0601SGB3N       20170101003700100000050000 0300000000002280   
0601SGB3N       20170101003750100000050000 0300000000002292   
0601SGB3N       20170101003800100000050000 0300000000002304   
0601SGB3N       20170101003850100000050000 0300000000002314   
0601SGB3N       20170101003900100000050000 0300000000002325   
0601SGB3N       20170101003950100000050000 0300000000002336   
0601SGB3N       20170101004000100000050000 0300000000002346   
0601SGB3N       20170101004050100000050000 0300000000002356   
0601SGB3N       20170101004100100000050000 0300000000002367   
0601SGB3N       20170101004150100000050000 0300000000002375   
0601SGB3N       20170101004200100000050000 0300000000002385   
0601SGB3N       20170101004250100000050000 0300000000002395   
0601SGB3N       20170101004300100000050000 0300000000002403   
0601SGB3N       20170101004350100000050000 0300000000002412   
0601SGB3N       20170101004400100000050000 0300000000002421   
0601SGB3N       20170101004450100000050000 0300000000002429   
0601SGB3N       20170101004500100000050000 0300000000002437   
0601SGB3N       20170101004550100000050000 0300000000002445   
0601SGB3N       20170101004600100000050000 0300000000002453   
0601SGB3N       20170101004650100000050000 0300000000002461   
0601SGB3N       20170101004700100000050000 0300000000002468   
0601SGB3N       20170101004750100000050000 0300000000002475   
0601SGB3N       20170101004800100000050000 0300000000002483   
0601SGB3N       20170101004850100000050000 0300000000002490   
0601SGB3N       20170101004900100000050000 0300000000002496   
0601SGB3N       20170101004950100000050000 0300000000002503   
0601SGB3N       20170101005000100000050000 0300000000002510   
0601SGB3N       20170101005050100000050000 0300000000002516   
0601SGB3N       20170101005100100000050000 0300000000002522   
0601SGB3N       20170101005150100000050000 0300000000002526   
0601SGB3N       20170101005200100000050000 0300000000002531   
0601SGB3N       20170101005250100000050000 0300000000002535   
0601SGB3N       20170101005300100000050000 0300000000002539   
0601SGB3N       20170101005350100000050000 0300000000002543   
0601SGB3N       20170101005400100000050000 0300000000002547   
0601SGB3N       20170101005450100000050000 0300000000002551   
0601SGB3N       20170101005500100000050000 0300000000002555   
0601SGB3N       20170101005550100000050000 0300000000002559   
0601SGB3N       20170101005600100000050000 0300000000002562   
0601SGB3N       20170101005650100000050000 0300000000002566   
0601SGB3N       20170101005700100000050000 0300000000002570   
0601SGB3N       20170101005750100000050000 0300000000002573   
0601SGB3N       20170101005800100000050000 0300000000002577   
0601SGB3N       20170101005850100000050000 0300000000002580   
0601SGB3N       20170101005900100000050000 0300000000002583   
0601SGB3N       20170101005950100000050000 0300000000002587   
0601SGB3N       20170101006000100000050000 0300000000002590   
0601SGB3N       20170101006050100000050000 0300000000002593   
0601SGB3N       20170101006100100000050000 0300000000002596   
0601SGB3N       20170101006150100000050000 0300000000002599   
0601SGB3N       20170101006200100000050000 0300000000002602   
0601SGB3N       20170101006250100000050000 0300000000002605   
0601SGB3N       20170101006300100000050000 0300000000002608   
0601SGB3N       20170101006350100000050000 0300000000002611   
0601SGB3N       20170101006400100000050000 0300000000002614   
0601SGB3N       20170101006450100000050000 0300000000002617   
0601SGB3N       20170101006500100000050000 0300000000002619   
0601SGB3N       20170101006550100000050000 0300000000002622   
0601SGB3N       20170101006600100000050000 0300000000002625   
0601SGB3N       20170101006650100000050000 0300000000002627   
0601SGB3N       20170101006700100000050000 0300000000002630   
0601SGB3N       20170101006750100000050000 0300000000002633   
0601SGB3N       20170101006800100000050000 0300000000002635   
0601SGB3N       20170101006850100000050000 0300000000002638   
0601SGB3N       20170101006900100000050000 0300000000002640   
0601SGB3N       20170101006950100000050000 0300000000002642   
0601SGB3N       20170101007000100000050000 0300000000002645   
0601SGB3N       20170101007050100000050000 0300000000002647   
0601SGB3N       20170101007100100000050000 0300000000002649   
0601SGB3N       20170101007150100000050000 0300000000002652   
0601SGB3N       20170101007200100000050000 0300000000002654   
0601SGB3N       20170101007250100000050000 0300000000002656   
0601SGB3N       20170101007300100000050000 0300000000002658   
0601SGB3N       20170101007350100000050000 0300000000002661   
0601SGB3N       20170101007400100000050000 0300000000002663   
0601SGB3N       20170101007450100000050000 0300000000002665   
0601SGB3N       20170101007500100000050000 0300000000002667   
0601SGB3N       20170101007550100000050000 0300000000002669   
0601SGB3N       20170101007600100000050000 0300000000002671   
0601SGB3N       20170101007650100000050000 0300000000002673   
0601SGB3N       20170101007700100000050000 0300000000002675   
0601SGB3N       20170101007750100000050000 0300000000002677   
0601SGB3N       20170101007800100000050000 0300000000002679   
0601SGB3N       20170101007850100000050000 0300000000002680   
0601SGB3N       20170101007900100000050000 0300000000002682   
0601SGB3N       20170101007950100000050000 0300000000002685   
0601SGB3N       20170101008000100000050000 0300000000002686   
0601SGB3N       20170101008050100000050000 0300000000002688   
0601SGB3N       20170101008100100000050000 0300000000002690   
0601SGB3N       20170101008150100000050000 0300000000002691   
0601SGB3N       20170101008200100000050000 0300000000002693   
0601SGB3N       20170101008250100000050000 0300000000002695   
0601SGB3N       20170101008300100000050000 0300000000002696   
0601SGB3N       20170101008350100000050000 0300000000002698   
0601SGB3N       20170101008400100000050000 0300000000002700   
0601SGB3N       20170101008450100000050000 0300000000002701   
0601SGB3N       20170101008500100000050000 0300000000002703   
0601SGB3N       20170101008550100000050000 0300000000002705   
0601SGB3N       20170101008600100000050000 0300000000002706   
0601SGB3N       20170101008650100000050000 0300000000002708   
0601SGB3N       20170101008700100000050000 0300000000002710   
0601SGB3N       20170101008750100000050000 0300000000002711   
0601SGB3N       20170101008800100000050000 0300000000002711   
0601SGB3N       20170101008850100000050000 0300000000002712   
0601SGB3N       20170101008900100000050000 0300000000002713   
0601SGB3N       20170101008950100000050000 0300000000002714   
0601SGB3N       20170101009000100000050000 0300000000002715   
0601SGB3N       20170101009050100000050000 0300000000002715   
0601SGB3N       20170101009100100000050000 0300000000002716   
0601SGB3N       20170101009150100000050000 0300000000002716   
0601SGB3N       20170101009200100000050000 0300000000002717   
0601SGB3N       20170101009250100000050000 0300000000002718   
0601SGB3N       20170101009300100000050000 0300000000002718   
0601SGB3N       20170101009350100000050000 0300000000002719   
0601SGB3N       20170101009400100000050000 0300000000002720   
0601SGB3N       20170101009450100000050000 0300000000002720   
0601SGB3N       20170101009500100000050000 0300000000002721   
0601SGB3N       20170101009550100000050000 0300000000002722   
0601SGB3N       20170101009600100000050000 0300000000002722   
0601SGB3N       20170101009650100000050000 0300000000002723   
0601SGB3N       20170101009700100000050000 0300000000002724   
0601SGB3N       20170101009750100000050000 0300000000002724   
0601SGB3N       20170101009800100000050000 0300000000002725   
0601SGB3N       20170101009850100000050000 0300000000002725   
0601SGB3N       20170101009900100000050000 0300000000002726   
0601SGB3N       20170101009950100000050000 0300000000002727   
0601SGB3N       20170101010000100000050000 0300000000002727   
0601SGB3N       20170101010050100000050000 0300000000002728   
0601SGB3N       20170101010100100000050000 0300000000002728   
0601SGB3N       20170101010150100000050000 0300000000002729   
0601SGB3N       20170101010200100000050000 0300000000002729   
0601SGB3N       20170101010250100000050000 0300000000002730   
0601SGB3N       20170101010300100000050000 0300000000002731   
0601SGB3N       20170101010350100000050000 0300000000002731   
0601SGB3N       20170101010400100000050000 0300000000002732   
0601SGB3N       20170101010450100000050000 0300000000002732   
0601SGB3N       20170101010500100000050000 0300000000002732   
0601SGB3N       20170101010550100000050000 0300000000002733   
0601SGB3N       20170101010600100000050000 0300000000002734   
0601SGB3N       20170101010650100000050000 0300000000002734   
0601SGB3N       20170101010700100000050000 0300000000002735   
0601SGB3N       20170101010750100000050000 0300000000002735   
0601SGB3N       20170101010800100000050000 0300000000002736   
0601SGB3N       20170101010850100000050000 0300000000002736   
0601SGB3N       20170101010900100000050000 0300000000002737   
0601SGB3N       20170101010950100000050000 0300000000002737   
0601SGB3N       20170101011000100000050000 0300000000002738   
0601SGB3N       20170101011050100000050000 0300000000002738   
0601SGB3N       20170101011100100000050000 0300000000002738   
0601SGB3N       20170101011150100000050000 0300000000002739   
0601SGB3N       20170101011200100000050000 0300000000002740   
0601SGB3N       20170101011250100000050000 0300000000002740   
0601SGB3N       20170101011300100000050000 0300000000002740   
0601SGB3N       20170101011350100000050000 0300000000002741   
0601SGB3N       20170101011400100000050000 0300000000002741   
0601SGB3N       20170101011450100000050000 0300000000002742   
0601SGB3N       20170101011500100000050000 0300000000002742   
0601SGB3N       20170101011550100000050000 0300000000002743   
0601SGB3N       20170101011600100000050000 0300000000002743   
0601SGB3N       20170101011650100000050000 0300000000002744   
0601SGB3N       20170101011700100000050000 0300000000002744   
0601SGB3N       20170101011750100000050000 0300000000002744   
0601SGB3N       20170101011800100000050000 0300000000002745   
0601SGB3N       20170101011850100000050000 0300000000002745   
0601SGB3N       20170101011900100000050000 0300000000002746   
0601SGB3N       20170101011950100000050000 0300000000002746   
0601SGB3N       20170101012000100000050000 0300000000002746   
0601SGB3N       20170101012050100000050000 0300000000002747   
0601SGB3N       20170101012100100000050000 0300000000002747   
0601SGB3N       20170101012150100000050000 0300000000002747   
0601SGB3N       20170101012200100000050000 0300000000002748   
0601SGB3N       20170101012250100000050000 0300000000002748   
0601SGB3N       20170101012300100000050000 0300000000002749   
0601SGB3N       20170101012350100000050000 0300000000002749   
0601SGB3N       20170101012400100000050000 0300000000002750   
0601SGB3N       20170101012450100000050000 0300000000002750   
0601SGB3N       20170101012500100087500000 0300000000002750   
0601SGB4N       20170101000000100000005000 0400000000002000   
0601SGB4N       20170101000005100000005000 0400000000000667   
0601SGB4N       20170101000010100000005000 0400000000000400   
0601SGB4N       20170101000015100000005000 0400000000000286   
0601SGB4N       20170101000020100000005000 0400000000000222   
0601SGB4N       20170101000025100000005000 0400000000000182   
0601SGB4N       20170101000030100000005000 0400000000000154   
0601SGB4N       20170101000035100000005000 0400000000000133   
0601SGB4N       20170101000040100000005000 0400000000000118   
0601SGB4N       20170101000045100000005000 0400000000000105   
0601SGB4N       20170101000050100000005000 0400000000000095   
0601SGB4N       20170101000055100000005000 0400000000000087   
0601SGB4N       20170101000060100000005000 0400000000000080   
0601SGB4N       20170101000065100000005000 0400000000000074   
0601SGB4N       20170101000070100000005000 0400000000000069   
0601SGB4N       20170101000075100000005000 0400000000000065   
0601SGB4N       20170101000080100000005000 0400000000000061   
0601SGB4N       20170101000085100000005000 0400000000000057   
0601SGB4N       20170101000090100000005000 0400000000000054   
0601SGB4N       20170101000095100000005000 0400000000000051   
0601SGB4N       20170101000100100000005000 0400000000000049   
0601SGB4N       20170101000105100000005000 0400000000000047   
0601SGB4N       20170101000110100000005000 0400000000000044   
0601SGB4N       20170101000115100000005000 0400000000000043   
0601SGB4N       20170101000120100000005000 0400000000000041   
0601SGB4N       20170101000125100000005000 0400000000000039   
0601SGB4N       20170101000130100000005000 0400000000000038   
0601SGB4N       20170101000135100000005000 0400000000000036   
0601SGB4N       20170101000140100000005000 0400000000000035   
0601SGB4N       20170101000145100000005000 0400000000000034   
0601SGB4N       20170101000150100000005000 0400000000000033   
0601SGB4N       20170101000155100000005000 0400000000000032   
0601SGB4N       20170101000160100000005000 0400000000000031   
0601SGB4N       20170101000165100000005000 0400000000000030   
0601SGB4N       20170101000170100000005000 0400000000000029   
0601SGB4N       20170101000175100000005000 0400000000000028   
0601SGB4N       20170101000180100000005000 0400000000000027   
0601SGB4N       20170101000185100000005000 0400000000000027   
0601SGB4N       20170101000190100000005000 0400000000000026   
0601SGB4N       20170101000195100000005000 0400000000000025   
0601SGB4N       20170101000200100000005000 0400000000000025   
0601SGB4N       20170101000205100000005000 0400000000000024   
0601SGB4N       20170101000210100000005000 0400000000000024   
0601SGB4N       20170101000215100000005000 0400000000000023   
0601SGB4N       20170101000220100000005000 0400000000000022   
0601SGB4N       20170101000225100000005000 0400000000000022   
0601SGB4N       20170101000230100000005000 0400000000000022   
0601SGB4N       20170101000235100000005000 0400000000000021   
0601SGB4N       20170101000240100000005000 0400000000000021   
0601SGB4N       20170101000245100000005000 0400000000000020   
0601SGB4N       20170101000250100000005000 0400000000000020   
0601SGB4N       20170101000255100000005000 0400000000000019   
0601SGB4N       20170101000260100000005000 0400000000000019   
0601SGB4N       20170101000265100000005000 0400000000000019   
0601SGB4N       20170101000270100000005000 0400000000000018   
0601SGB4N       20170101000275100000005000 0400000000000018   
0601SGB4N       20170101000280100000005000 0400000000000018   
0601SGB4N       20170101000285100000005000 0400000000000017   
0601SGB4N       20170101000290100000005000 0400000000000017   
0601SGB4N       20170101000295100000005000 0400000000000017   
0601SGB4N       20170101000300100000005000 0400000000000017   
0601SGB4N       20170101000305100000005000 0400000000000016   
0601SGB4N       20170101000310100000005000 0400000000000016   
0601SGB4N       20170101000315100000005000 0400000000000016   
0601SGB4N       20170101000320100000005000 0400000000000016   
0601SGB4N       20170101000325100000005000 0400000000000015   
0601SGB4N       20170101000330100000005000 0400000000000015   
0601SGB4N       20170101000335100000005000 0400000000000015   
0601SGB4N       20170101000340100000005000 0400000000000015   
0601SGB4N       20170101000345100000005000 0400000000000014   
0601SGB4N       20170101000350100000005000 0400000000000014   
0601SGB4N       20170101000355100000005000 0400000000000014   
0601SGB4N       20170101000360100000005000 0400000000000014   
0601SGB4N       20170101000365100000005000 0400000000000014   
0601SGB4N       20170101000370100000005000 0400000000000013   
0601SGB4N       20170101000375100000005000 0400000000000013   
0601SGB4N       20170101000380100000005000 0400000000000013   
0601SGB4N       20170101000385100000005000 0400000000000013   
0601SGB4N       20170101000390100000005000 0400000000000013   
0601SGB4N       20170101000395100000005000 0400000000000013   
0601SGB4N       20170101000400100000005000 0400000000000012   
0601SGB4N       20170101000405100000005000 0400000000000012   
0601SGB4N       20170101000410100000005000 0400000000000012   
0601SGB4N       20170101000415100000005000 0400000000000012   
0601SGB4N       20170101000420100000005000 0400000000000012   
0601SGB4N       20170101000425100000005000 0400000000000012   
0601SGB4N       20170101000430100000005000 0400000000000012   
0601SGB4N       20170101000435100000005000 0400000000000011   
0601SGB4N       20170101000440100000005000 0400000000000011   
0601SGB4N       20170101000445100000005000 0400000000000011   
0601SGB4N       20170101000450100000005000 0400000000000011   
0601SGB4N       20170101000455100000005000 0400000000000011   
0601SGB4N       20170101000460100000005000 0400000000000011   
0601SGB4N       20170101000465100000005000 0400000000000011   
0601SGB4N       20170101000470100000005000 0400000000000011   
0601SGB4N       20170101000475100000005000 0400000000000010   
0601SGB4N       20170101000480100000005000 0400000000000010   
0601SGB4N       20170101000485100000005000 0400000000000010   
0601SGB4N       20170101000490100000005000 0400000000000010   
0601SGB4N       20170101000495100000005000 0400000000000010   
0601SGB4N       20170101000500100000005000 0400000000000010   
0601SGB4N       20170101000505100000005000 0400000000000010   
0601SGB4N       20170101000510100000005000 0400000000000010   
0601SGB4N       20170101000515100000005000 0400000000000010   
0601SGB4N       20170101000520100000005000 0400000000000010   
0601SGB4N       20170101000525100000005000 0400000000000009   
0601SGB4N       20170101000530100000005000 0400000000000009   
0601SGB4N       20170101000535100000005000 0400000000000009   
0601SGB4N       20170101000540100000005000 0400000000000009   
0601SGB4N       20170101000545100000005000 0400000000000009   
0601SGB4N       20170101000550100000005000 0400000000000009   
0601SGB4N       20170101000555100000005000 0400000000000009   
0601SGB4N       20170101000560100000005000 0400000000000009   
0601SGB4N       20170101000565100000005000 0400000000000009   
0601SGB4N       20170101000570100000005000 0400000000000009   
0601SGB4N       20170101000575100000005000 0400000000000009   
0601SGB4N       20170101000580100000005000 0400000000000009   
0601SGB4N       20170101000585100000005000 0400000000000009   
0601SGB4N       20170101000590100000005000 0400000000000008   
0601SGB4N       20170101000595100000005000 0400000000000008   
0601SGB4N       20170101000600100000005000 0400000000000008   
0601SGB4N       20170101000605100000005000 0400000000000008   
0601SGB4N       20170101000610100000005000 0400000000000008   
0601SGB4N       20170101000615100000005000 0400000000000008   
0601SGB4N       20170101000620100000005000 0400000000000008   
0601SGB4N       20170101000625100000005000 0400000000000008   
0601SGB4N       20170101000630100000005000 0400000000000008   
0601SGB4N       20170101000635100000005000 0400000000000008   
0601SGB4N       20170101000640100000005000 0400000000000008   
0601SGB4N       20170101000645100000005000 0400000000000008   
0601SGB4N       20170101000650100000005000 0400000000000008   
0601SGB4N       20170101000655100000005000 0400000000000008   
0601SGB4N       20170101000660100000005000 0400000000000008   
0601SGB4N       20170101000665100000005000 0400000000000007   
0601SGB4N       20170101000670100000005000 0400000000000007   
0601SGB4N       20170101000675100000005000 0400000000000007   
0601SGB4N       20170101000680100000005000 0400000000000007   
0601SGB4N       20170101000685100000005000 0400000000000007   
0601SGB4N       20170101000690100000005000 0400000000000007   
0601SGB4N       20170101000695100000005000 0400000000000007   
0601SGB4N       20170101000700100000005000 0400000000000007   
0601SGB4N       20170101000705100000005000 0400000000000007   
0601SGB4N       20170101000710100000005000 0400000000000007   
0601SGB4N       20170101000715100000005000 0400000000000008   
0601SGB4N       20170101000720100000005000 0400000000000012   
0601SGB4N       20170101000725100000005000 0400000000000019   
0601SGB4N       20170101000730100000005000 0400000000000023   
0601SGB4N       20170101000735100000005000 0400000000000030   
