00SG               20161130                                                                                   
0601SGC4Y       20170101010050100000050000 0400000000002881   
0601SGC4Y       20170101010100100000050000 0400000000002881   
0601SGC4Y       20170101010150100000050000 0400000000002882   
0601SGC4Y       20170101010200100000050000 0400000000002883   
0601SGC4Y       20170101010250100000050000 0400000000002883   
0601SGC4Y       20170101010300100000050000 0400000000002884   
0601SGC4Y       20170101010350100000050000 0400000000002884   
0601SGC4Y       20170101010400100000050000 0400000000002885   
0601SGC4Y       20170101010450100000050000 0400000000002886   
0601SGC4Y       20170101010500100000050000 0400000000002886   
0601SGC4Y       20170101010550100000050000 0400000000002887   
0601SGC4Y       20170101010600100000050000 0400000000002888   
0601SGC4Y       20170101010650100000050000 0400000000002888   
0601SGC4Y       20170101010700100000050000 0400000000002889   
0601SGC4Y       20170101010750100000050000 0400000000002889   
0601SGC4Y       20170101010800100000050000 0400000000002890   
0601SGC4Y       20170101010850100000050000 0400000000002890   
0601SGC4Y       20170101010900100000050000 0400000000002891   
0601SGC4Y       20170101010950100000050000 0400000000002892   
0601SGC4Y       20170101011000100000050000 0400000000002892   
0601SGC4Y       20170101011050100000050000 0400000000002893   
0601SGC4Y       20170101011100100000050000 0400000000002893   
0601SGC4Y       20170101011150100000050000 0400000000002894   
0601SGC4Y       20170101011200100000050000 0400000000002895   
0601SGC4Y       20170101011250100000050000 0400000000002895   
0601SGC4Y       20170101011300100000050000 0400000000002896   
0601SGC4Y       20170101011350100000050000 0400000000002896   
0601SGC4Y       20170101011400100000050000 0400000000002897   
0601SGC4Y       20170101011450100000050000 0400000000002897   
0601SGC4Y       20170101011500100000050000 0400000000002898   
0601SGC4Y       20170101011550100000050000 0400000000002898   
0601SGC4Y       20170101011600100000050000 0400000000002899   
0601SGC4Y       20170101011650100000050000 0400000000002899   
0601SGC4Y       20170101011700100000050000 0400000000002900   
0601SGC4Y       20170101011750100000050000 0400000000002900   
0601SGC4Y       20170101011800100000050000 0400000000002901   
0601SGC4Y       20170101011850100000050000 0400000000002901   
0601SGC4Y       20170101011900100000050000 0400000000002902   
0601SGC4Y       20170101011950100000050000 0400000000002902   
0601SGC4Y       20170101012000100000050000 0400000000002903   
0601SGC4Y       20170101012050100000050000 0400000000002903   
0601SGC4Y       20170101012100100000050000 0400000000002904   
0601SGC4Y       20170101012150100000050000 0400000000002904   
0601SGC4Y       20170101012200100000050000 0400000000002905   
0601SGC4Y       20170101012250100000050000 0400000000002905   
0601SGC4Y       20170101012300100000050000 0400000000002906   
0601SGC4Y       20170101012350100000050000 0400000000002906   
0601SGC4Y       20170101012400100000050000 0400000000002907   
0601SGC4Y       20170101012450100000050000 0400000000002907   
0601SGC4Y       20170101012500100087500000 0400000000002907   
0601SGC5Y       20170101000000100000005000 0500000000002000   
0601SGC5Y       20170101000005100000005000 0500000000000667   
0601SGC5Y       20170101000010100000005000 0500000000000400   
0601SGC5Y       20170101000015100000005000 0500000000000286   
0601SGC5Y       20170101000020100000005000 0500000000000222   
0601SGC5Y       20170101000025100000005000 0500000000000182   
0601SGC5Y       20170101000030100000005000 0500000000000154   
0601SGC5Y       20170101000035100000005000 0500000000000133   
0601SGC5Y       20170101000040100000005000 0500000000000118   
0601SGC5Y       20170101000045100000005000 0500000000000105   
0601SGC5Y       20170101000050100000005000 0500000000000095   
0601SGC5Y       20170101000055100000005000 0500000000000087   
0601SGC5Y       20170101000060100000005000 0500000000000080   
0601SGC5Y       20170101000065100000005000 0500000000000074   
0601SGC5Y       20170101000070100000005000 0500000000000069   
0601SGC5Y       20170101000075100000005000 0500000000000065   
0601SGC5Y       20170101000080100000005000 0500000000000061   
0601SGC5Y       20170101000085100000005000 0500000000000057   
0601SGC5Y       20170101000090100000005000 0500000000000054   
0601SGC5Y       20170101000095100000005000 0500000000000051   
0601SGC5Y       20170101000100100000005000 0500000000000049   
0601SGC5Y       20170101000105100000005000 0500000000000047   
0601SGC5Y       20170101000110100000005000 0500000000000044   
0601SGC5Y       20170101000115100000005000 0500000000000043   
0601SGC5Y       20170101000120100000005000 0500000000000041   
0601SGC5Y       20170101000125100000005000 0500000000000039   
0601SGC5Y       20170101000130100000005000 0500000000000038   
0601SGC5Y       20170101000135100000005000 0500000000000036   
0601SGC5Y       20170101000140100000005000 0500000000000035   
0601SGC5Y       20170101000145100000005000 0500000000000034   
0601SGC5Y       20170101000150100000005000 0500000000000033   
0601SGC5Y       20170101000155100000005000 0500000000000032   
0601SGC5Y       20170101000160100000005000 0500000000000031   
0601SGC5Y       20170101000165100000005000 0500000000000030   
0601SGC5Y       20170101000170100000005000 0500000000000029   
0601SGC5Y       20170101000175100000005000 0500000000000028   
0601SGC5Y       20170101000180100000005000 0500000000000027   
0601SGC5Y       20170101000185100000005000 0500000000000027   
0601SGC5Y       20170101000190100000005000 0500000000000026   
0601SGC5Y       20170101000195100000005000 0500000000000025   
0601SGC5Y       20170101000200100000005000 0500000000000025   
0601SGC5Y       20170101000205100000005000 0500000000000024   
0601SGC5Y       20170101000210100000005000 0500000000000024   
0601SGC5Y       20170101000215100000005000 0500000000000023   
0601SGC5Y       20170101000220100000005000 0500000000000022   
0601SGC5Y       20170101000225100000005000 0500000000000022   
0601SGC5Y       20170101000230100000005000 0500000000000022   
0601SGC5Y       20170101000235100000005000 0500000000000021   
0601SGC5Y       20170101000240100000005000 0500000000000021   
0601SGC5Y       20170101000245100000005000 0500000000000020   
0601SGC5Y       20170101000250100000005000 0500000000000020   
0601SGC5Y       20170101000255100000005000 0500000000000019   
0601SGC5Y       20170101000260100000005000 0500000000000019   
0601SGC5Y       20170101000265100000005000 0500000000000019   
0601SGC5Y       20170101000270100000005000 0500000000000018   
0601SGC5Y       20170101000275100000005000 0500000000000018   
0601SGC5Y       20170101000280100000005000 0500000000000018   
0601SGC5Y       20170101000285100000005000 0500000000000017   
0601SGC5Y       20170101000290100000005000 0500000000000017   
0601SGC5Y       20170101000295100000005000 0500000000000017   
0601SGC5Y       20170101000300100000005000 0500000000000017   
0601SGC5Y       20170101000305100000005000 0500000000000016   
0601SGC5Y       20170101000310100000005000 0500000000000016   
0601SGC5Y       20170101000315100000005000 0500000000000016   
0601SGC5Y       20170101000320100000005000 0500000000000016   
0601SGC5Y       20170101000325100000005000 0500000000000015   
0601SGC5Y       20170101000330100000005000 0500000000000015   
0601SGC5Y       20170101000335100000005000 0500000000000015   
0601SGC5Y       20170101000340100000005000 0500000000000015   
0601SGC5Y       20170101000345100000005000 0500000000000014   
0601SGC5Y       20170101000350100000005000 0500000000000014   
0601SGC5Y       20170101000355100000005000 0500000000000014   
0601SGC5Y       20170101000360100000005000 0500000000000014   
0601SGC5Y       20170101000365100000005000 0500000000000014   
0601SGC5Y       20170101000370100000005000 0500000000000013   
0601SGC5Y       20170101000375100000005000 0500000000000013   
0601SGC5Y       20170101000380100000005000 0500000000000013   
0601SGC5Y       20170101000385100000005000 0500000000000013   
0601SGC5Y       20170101000390100000005000 0500000000000013   
0601SGC5Y       20170101000395100000005000 0500000000000013   
0601SGC5Y       20170101000400100000005000 0500000000000012   
0601SGC5Y       20170101000405100000005000 0500000000000012   
0601SGC5Y       20170101000410100000005000 0500000000000012   
0601SGC5Y       20170101000415100000005000 0500000000000012   
0601SGC5Y       20170101000420100000005000 0500000000000012   
0601SGC5Y       20170101000425100000005000 0500000000000012   
0601SGC5Y       20170101000430100000005000 0500000000000012   
0601SGC5Y       20170101000435100000005000 0500000000000011   
0601SGC5Y       20170101000440100000005000 0500000000000018   
0601SGC5Y       20170101000445100000005000 0500000000000027   
0601SGC5Y       20170101000450100000005000 0500000000000037   
0601SGC5Y       20170101000455100000005000 0500000000000046   
0601SGC5Y       20170101000460100000005000 0500000000000057   
0601SGC5Y       20170101000465100000005000 0500000000000066   
0601SGC5Y       20170101000470100000005000 0500000000000074   
0601SGC5Y       20170101000475100000005000 0500000000000085   
0601SGC5Y       20170101000480100000005000 0500000000000101   
0601SGC5Y       20170101000485100000005000 0500000000000114   
0601SGC5Y       20170101000490100000005000 0500000000000127   
0601SGC5Y       20170101000495100000005000 0500000000000140   
0601SGC5Y       20170101000500100000005000 0500000000000152   
0601SGC5Y       20170101000505100000005000 0500000000000167   
0601SGC5Y       20170101000510100000005000 0500000000000179   
0601SGC5Y       20170101000515100000005000 0500000000000191   
0601SGC5Y       20170101000520100000005000 0500000000000203   
0601SGC5Y       20170101000525100000005000 0500000000000217   
0601SGC5Y       20170101000530100000005000 0500000000000228   
0601SGC5Y       20170101000535100000005000 0500000000000239   
0601SGC5Y       20170101000540100000005000 0500000000000249   
0601SGC5Y       20170101000545100000005000 0500000000000256   
0601SGC5Y       20170101000550100000005000 0500000000000260   
0601SGC5Y       20170101000555100000005000 0500000000000266   
0601SGC5Y       20170101000560100000005000 0500000000000273   
0601SGC5Y       20170101000565100000005000 0500000000000277   
0601SGC5Y       20170101000570100000005000 0500000000000283   
0601SGC5Y       20170101000575100000005000 0500000000000287   
0601SGC5Y       20170101000580100000005000 0500000000000293   
0601SGC5Y       20170101000585100000005000 0500000000000299   
0601SGC5Y       20170101000590100000005000 0500000000000303   
0601SGC5Y       20170101000595100000005000 0500000000000309   
0601SGC5Y       20170101000600100000005000 0500000000000315   
0601SGC5Y       20170101000605100000005000 0500000000000318   
0601SGC5Y       20170101000610100000005000 0500000000000324   
0601SGC5Y       20170101000615100000005000 0500000000000327   
0601SGC5Y       20170101000620100000005000 0500000000000333   
0601SGC5Y       20170101000625100000005000 0500000000000339   
0601SGC5Y       20170101000630100000005000 0500000000000342   
0601SGC5Y       20170101000635100000005000 0500000000000348   
0601SGC5Y       20170101000640100000005000 0500000000000351   
0601SGC5Y       20170101000645100000005000 0500000000000357   
0601SGC5Y       20170101000650100000005000 0500000000000362   
0601SGC5Y       20170101000655100000005000 0500000000000366   
0601SGC5Y       20170101000660100000005000 0500000000000371   
0601SGC5Y       20170101000665100000005000 0500000000000374   
0601SGC5Y       20170101000670100000005000 0500000000000379   
0601SGC5Y       20170101000675100000005000 0500000000000385   
0601SGC5Y       20170101000680100000005000 0500000000000388   
0601SGC5Y       20170101000685100000005000 0500000000000393   
0601SGC5Y       20170101000690100000005000 0500000000000396   
0601SGC5Y       20170101000695100000005000 0500000000000401   
0601SGC5Y       20170101000700100000005000 0500000000000406   
0601SGC5Y       20170101000705100000005000 0500000000000409   
0601SGC5Y       20170101000710100000005000 0500000000000414   
0601SGC5Y       20170101000715100000005000 0500000000000419   
0601SGC5Y       20170101000720100000005000 0500000000000422   
0601SGC5Y       20170101000725100000005000 0500000000000427   
0601SGC5Y       20170101000730100000005000 0500000000000430   
0601SGC5Y       20170101000735100000005000 0500000000000436   
0601SGC5Y       20170101000740100000005000 0500000000000443   
0601SGC5Y       20170101000745100000005000 0500000000000447   
0601SGC5Y       20170101000750100000005000 0500000000000454   
0601SGC5Y       20170101000755100000005000 0500000000000458   
0601SGC5Y       20170101000760100000005000 0500000000000465   
0601SGC5Y       20170101000765100000005000 0500000000000472   
0601SGC5Y       20170101000770100000005000 0500000000000476   
0601SGC5Y       20170101000775100000005000 0500000000000482   
0601SGC5Y       20170101000780100000005000 0500000000000486   
0601SGC5Y       20170101000785100000005000 0500000000000493   
0601SGC5Y       20170101000790100000005000 0500000000000499   
0601SGC5Y       20170101000795100000005000 0500000000000503   
0601SGC5Y       20170101000800100000005000 0500000000000509   
0601SGC5Y       20170101000805100000005000 0500000000000513   
0601SGC5Y       20170101000810100000005000 0500000000000519   
0601SGC5Y       20170101000815100000005000 0500000000000526   
0601SGC5Y       20170101000820100000005000 0500000000000529   
0601SGC5Y       20170101000825100000005000 0500000000000535   
0601SGC5Y       20170101000830100000005000 0500000000000542   
0601SGC5Y       20170101000835100000005000 0500000000000545   
0601SGC5Y       20170101000840100000005000 0500000000000553   
0601SGC5Y       20170101000845100000005000 0500000000000558   
0601SGC5Y       20170101000850100000005000 0500000000000565   
0601SGC5Y       20170101000855100000005000 0500000000000573   
0601SGC5Y       20170101000860100000005000 0500000000000578   
0601SGC5Y       20170101000865100000005000 0500000000000585   
0601SGC5Y       20170101000870100000005000 0500000000000590   
0601SGC5Y       20170101000875100000005000 0500000000000597   
0601SGC5Y       20170101000880100000005000 0500000000000604   
0601SGC5Y       20170101000885100000005000 0500000000000609   
0601SGC5Y       20170101000890100000005000 0500000000000616   
0601SGC5Y       20170101000895100000005000 0500000000000621   
0601SGC5Y       20170101000900100000005000 0500000000000628   
0601SGC5Y       20170101000905100000005000 0500000000000635   
0601SGC5Y       20170101000910100000005000 0500000000000639   
0601SGC5Y       20170101000915100000005000 0500000000000646   
0601SGC5Y       20170101000920100000005000 0500000000000653   
0601SGC5Y       20170101000925100000005000 0500000000000657   
0601SGC5Y       20170101000930100000005000 0500000000000664   
0601SGC5Y       20170101000935100000005000 0500000000000668   
0601SGC5Y       20170101000940100000005000 0500000000000675   
0601SGC5Y       20170101000945100000005000 0500000000000682   
0601SGC5Y       20170101000950100000005000 0500000000000686   
0601SGC5Y       20170101000955100000005000 0500000000000693   
0601SGC5Y       20170101000960100000005000 0500000000000697   
0601SGC5Y       20170101000965100000005000 0500000000000703   
0601SGC5Y       20170101000970100000005000 0500000000000710   
0601SGC5Y       20170101000975100000005000 0500000000000714   
0601SGC5Y       20170101000980100000005000 0500000000000720   
0601SGC5Y       20170101000985100000005000 0500000000000724   
0601SGC5Y       20170101000990100000005000 0500000000000731   
0601SGC5Y       20170101000995100000005000 0500000000000737   
0601SGC5Y       20170101001000100000005000 0500000000000741   
0601SGC5Y       20170101001005100000005000 0500000000000748   
0601SGC5Y       20170101001010100000005000 0500000000000752   
0601SGC5Y       20170101001015100000005000 0500000000000758   
0601SGC5Y       20170101001020100000005000 0500000000000765   
0601SGC5Y       20170101001025100000005000 0500000000000769   
0601SGC5Y       20170101001030100000005000 0500000000000775   
0601SGC5Y       20170101001035100000005000 0500000000000781   
0601SGC5Y       20170101001040100000005000 0500000000000785   
0601SGC5Y       20170101001045100000005000 0500000000000791   
0601SGC5Y       20170101001050100000005000 0500000000000795   
0601SGC5Y       20170101001055100000005000 0500000000000801   
0601SGC5Y       20170101001060100000005000 0500000000000807   
0601SGC5Y       20170101001065100000005000 0500000000000810   
0601SGC5Y       20170101001070100000005000 0500000000000816   
0601SGC5Y       20170101001075100000005000 0500000000000819   
0601SGC5Y       20170101001080100000005000 0500000000000825   
0601SGC5Y       20170101001085100000005000 0500000000000830   
0601SGC5Y       20170101001090100000005000 0500000000000833   
0601SGC5Y       20170101001095100000005000 0500000000000839   
0601SGC5Y       20170101001100100000005000 0500000000000842   
0601SGC5Y       20170101001105100000005000 0500000000000847   
0601SGC5Y       20170101001110100000005000 0500000000000853   
0601SGC5Y       20170101001115100000005000 0500000000000856   
0601SGC5Y       20170101001120100000005000 0500000000000862   
0601SGC5Y       20170101001125100000005000 0500000000000865   
0601SGC5Y       20170101001130100000005000 0500000000000871   
0601SGC5Y       20170101001135100000005000 0500000000000876   
0601SGC5Y       20170101001140100000005000 0500000000000880   
0601SGC5Y       20170101001145100000005000 0500000000000885   
0601SGC5Y       20170101001150100000005000 0500000000000891   
0601SGC5Y       20170101001155100000005000 0500000000000894   
0601SGC5Y       20170101001160100000005000 0500000000000899   
0601SGC5Y       20170101001165100000005000 0500000000000902   
0601SGC5Y       20170101001170100000005000 0500000000000908   
0601SGC5Y       20170101001175100000005000 0500000000000913   
0601SGC5Y       20170101001180100000005000 0500000000000916   
0601SGC5Y       20170101001185100000005000 0500000000000921   
0601SGC5Y       20170101001190100000005000 0500000000000925   
0601SGC5Y       20170101001195100000005000 0500000000000930   
0601SGC5Y       20170101001200100000005000 0500000000000935   
0601SGC5Y       20170101001205100000005000 0500000000000938   
0601SGC5Y       20170101001210100000005000 0500000000000943   
0601SGC5Y       20170101001215100000005000 0500000000000947   
0601SGC5Y       20170101001220100000005000 0500000000000953   
0601SGC5Y       20170101001225100000005000 0500000000000959   
0601SGC5Y       20170101001230100000005000 0500000000000963   
0601SGC5Y       20170101001235100000005000 0500000000000969   
0601SGC5Y       20170101001240100000005000 0500000000000975   
0601SGC5Y       20170101001245100000005000 0500000000000979   
0601SGC5Y       20170101001250100000005000 0500000000000985   
0601SGC5Y       20170101001255100000005000 0500000000000991   
0601SGC5Y       20170101001260100000005000 0500000000000995   
0601SGC5Y       20170101001265100000005000 0500000000001001   
0601SGC5Y       20170101001270100000005000 0500000000001007   
0601SGC5Y       20170101001275100000005000 0500000000001010   
0601SGC5Y       20170101001280100000005000 0500000000001016   
0601SGC5Y       20170101001285100000005000 0500000000001022   
0601SGC5Y       20170101001290100000005000 0500000000001025   
0601SGC5Y       20170101001295100000005000 0500000000001031   
0601SGC5Y       20170101001300100000005000 0500000000001037   
0601SGC5Y       20170101001305100000005000 0500000000001041   
0601SGC5Y       20170101001310100000005000 0500000000001046   
0601SGC5Y       20170101001315100000005000 0500000000001052   
0601SGC5Y       20170101001320100000005000 0500000000001056   
0601SGC5Y       20170101001325100000005000 0500000000001062   
0601SGC5Y       20170101001330100000005000 0500000000001068   
0601SGC5Y       20170101001335100000005000 0500000000001071   
0601SGC5Y       20170101001340100000005000 0500000000001077   
0601SGC5Y       20170101001345100000005000 0500000000001083   
0601SGC5Y       20170101001350100000005000 0500000000001086   
0601SGC5Y       20170101001355100000005000 0500000000001092   
0601SGC5Y       20170101001360100000005000 0500000000001098   
0601SGC5Y       20170101001365100000005000 0500000000001101   
0601SGC5Y       20170101001370100000005000 0500000000001107   
0601SGC5Y       20170101001375100000005000 0500000000001113   
0601SGC5Y       20170101001380100000005000 0500000000001116   
0601SGC5Y       20170101001385100000005000 0500000000001122   
0601SGC5Y       20170101001390100000005000 0500000000001128   
0601SGC5Y       20170101001395100000005000 0500000000001131   
0601SGC5Y       20170101001400100000005000 0500000000001137   
0601SGC5Y       20170101001405100000005000 0500000000001143   
0601SGC5Y       20170101001410100000005000 0500000000001146   
0601SGC5Y       20170101001415100000005000 0500000000001151   
0601SGC5Y       20170101001420100000005000 0500000000001157   
0601SGC5Y       20170101001425100000005000 0500000000001161   
0601SGC5Y       20170101001430100000005000 0500000000001166   
0601SGC5Y       20170101001435100000005000 0500000000001172   
0601SGC5Y       20170101001440100000005000 0500000000001176   
0601SGC5Y       20170101001445100000005000 0500000000001181   
0601SGC5Y       20170101001450100000005000 0500000000001187   
0601SGC5Y       20170101001455100000005000 0500000000001191   
0601SGC5Y       20170101001460100000005000 0500000000001196   
0601SGC5Y       20170101001465100000005000 0500000000001202   
0601SGC5Y       20170101001470100000005000 0500000000001206   
0601SGC5Y       20170101001475100000005000 0500000000001211   
0601SGC5Y       20170101001480100000005000 0500000000001217   
0601SGC5Y       20170101001485100000005000 0500000000001221   
0601SGC5Y       20170101001490100000005000 0500000000001227   
0601SGC5Y       20170101001495100000005000 0500000000001233   
0601SGC5Y       20170101001500100000005000 0500000000001237   
0601SGC5Y       20170101001505100000005000 0500000000001242   
0601SGC5Y       20170101001510100000005000 0500000000001249   
0601SGC5Y       20170101001515100000005000 0500000000001253   
0601SGC5Y       20170101001520100000005000 0500000000001259   
0601SGC5Y       20170101001525100000005000 0500000000001265   
0601SGC5Y       20170101001530100000005000 0500000000001269   
0601SGC5Y       20170101001535100000005000 0500000000001274   
0601SGC5Y       20170101001540100000005000 0500000000001281   
0601SGC5Y       20170101001545100000005000 0500000000001285   
0601SGC5Y       20170101001550100000005000 0500000000001290   
0601SGC5Y       20170101001555100000005000 0500000000001296   
0601SGC5Y       20170101001560100000005000 0500000000001300   
0601SGC5Y       20170101001565100000005000 0500000000001306   
0601SGC5Y       20170101001570100000005000 0500000000001312   
0601SGC5Y       20170101001575100000005000 0500000000001315   
0601SGC5Y       20170101001580100000005000 0500000000001321   
0601SGC5Y       20170101001585100000005000 0500000000001327   
0601SGC5Y       20170101001590100000005000 0500000000001331   
0601SGC5Y       20170101001595100000005000 0500000000001336   
0601SGC5Y       20170101001600100000005000 0500000000001342   
0601SGC5Y       20170101001605100000005000 0500000000001345   
0601SGC5Y       20170101001610100000005000 0500000000001351   
0601SGC5Y       20170101001615100000005000 0500000000001357   
0601SGC5Y       20170101001620100000005000 0500000000001360   
0601SGC5Y       20170101001625100000005000 0500000000001365   
0601SGC5Y       20170101001630100000005000 0500000000001371   
0601SGC5Y       20170101001635100000005000 0500000000001375   
0601SGC5Y       20170101001640100000005000 0500000000001380   
0601SGC5Y       20170101001645100000005000 0500000000001385   
0601SGC5Y       20170101001650100000005000 0500000000001389   
0601SGC5Y       20170101001655100000005000 0500000000001394   
0601SGC5Y       20170101001660100000005000 0500000000001400   
0601SGC5Y       20170101001665100000005000 0500000000001403   
0601SGC5Y       20170101001670100000005000 0500000000001408   
0601SGC5Y       20170101001675100000005000 0500000000001413   
0601SGC5Y       20170101001680100000005000 0500000000001417   
0601SGC5Y       20170101001685100000005000 0500000000001422   
0601SGC5Y       20170101001690100000005000 0500000000001427   
0601SGC5Y       20170101001695100000005000 0500000000001430   
0601SGC5Y       20170101001700100000005000 0500000000001435   
0601SGC5Y       20170101001705100000005000 0500000000001441   
0601SGC5Y       20170101001710100000005000 0500000000001444   
0601SGC5Y       20170101001715100000005000 0500000000001449   
0601SGC5Y       20170101001720100000005000 0500000000001454   
0601SGC5Y       20170101001725100000005000 0500000000001457   
0601SGC5Y       20170101001730100000005000 0500000000001462   
0601SGC5Y       20170101001735100000005000 0500000000001467   
0601SGC5Y       20170101001740100000005000 0500000000001470   
0601SGC5Y       20170101001745100000005000 0500000000001475   
0601SGC5Y       20170101001750100000005000 0500000000001480   
0601SGC5Y       20170101001755100000005000 0500000000001483   
0601SGC5Y       20170101001760100000005000 0500000000001488   
0601SGC5Y       20170101001765100000005000 0500000000001493   
0601SGC5Y       20170101001770100000005000 0500000000001496   
0601SGC5Y       20170101001775100000005000 0500000000001500   
0601SGC5Y       20170101001780100000005000 0500000000001505   
0601SGC5Y       20170101001785100000005000 0500000000001508   
0601SGC5Y       20170101001790100000005000 0500000000001513   
0601SGC5Y       20170101001795100000005000 0500000000001518   
0601SGC5Y       20170101001800100000005000 0500000000001521   
0601SGC5Y       20170101001805100000005000 0500000000001525   
0601SGC5Y       20170101001810100000005000 0500000000001530   
0601SGC5Y       20170101001815100000005000 0500000000001533   
0601SGC5Y       20170101001820100000005000 0500000000001537   
0601SGC5Y       20170101001825100000005000 0500000000001542   
0601SGC5Y       20170101001830100000005000 0500000000001545   
0601SGC5Y       20170101001835100000005000 0500000000001549   
0601SGC5Y       20170101001840100000005000 0500000000001554   
0601SGC5Y       20170101001845100000005000 0500000000001557   
0601SGC5Y       20170101001850100000005000 0500000000001561   
0601SGC5Y       20170101001855100000005000 0500000000001566   
0601SGC5Y       20170101001860100000005000 0500000000001568   
0601SGC5Y       20170101001865100000005000 0500000000001573   
0601SGC5Y       20170101001870100000005000 0500000000001577   
0601SGC5Y       20170101001875100000005000 0500000000001580   
0601SGC5Y       20170101001880100000005000 0500000000001584   
0601SGC5Y       20170101001885100000005000 0500000000001589   
0601SGC5Y       20170101001890100000005000 0500000000001592   
0601SGC5Y       20170101001895100000005000 0500000000001596   
0601SGC5Y       20170101001900100000005000 0500000000001601   
0601SGC5Y       20170101001905100000005000 0500000000001603   
0601SGC5Y       20170101001910100000005000 0500000000001607   
0601SGC5Y       20170101001915100000005000 0500000000001612   
0601SGC5Y       20170101001920100000005000 0500000000001615   
0601SGC5Y       20170101001925100000005000 0500000000001619   
0601SGC5Y       20170101001930100000005000 0500000000001623   
0601SGC5Y       20170101001935100000005000 0500000000001626   
0601SGC5Y       20170101001940100000005000 0500000000001630   
0601SGC5Y       20170101001945100000005000 0500000000001635   
0601SGC5Y       20170101001950100000005000 0500000000001637   
0601SGC5Y       20170101001955100000005000 0500000000001641   
0601SGC5Y       20170101001960100000005000 0500000000001646   
0601SGC5Y       20170101001965100000005000 0500000000001648   
0601SGC5Y       20170101001970100000005000 0500000000001652   
0601SGC5Y       20170101001975100000005000 0500000000001656   
0601SGC5Y       20170101001980100000005000 0500000000001659   
0601SGC5Y       20170101001985100000005000 0500000000001663   
0601SGC5Y       20170101001990100000005000 0500000000001667   
0601SGC5Y       20170101001995100000005000 0500000000001669   
0601SGC5Y       20170101002000100000005000 0500000000001673   
0601SGC5Y       20170101002005100000005000 0500000000001678   
0601SGC5Y       20170101002010100000005000 0500000000001680   
0601SGC5Y       20170101002015100000005000 0500000000001684   
0601SGC5Y       20170101002020100000005000 0500000000001688   
0601SGC5Y       20170101002025100000005000 0500000000001691   
0601SGC5Y       20170101002030100000005000 0500000000001694   
0601SGC5Y       20170101002035100000005000 0500000000001699   
0601SGC5Y       20170101002040100000005000 0500000000001701   
0601SGC5Y       20170101002045100000005000 0500000000001705   
0601SGC5Y       20170101002050100000005000 0500000000001709   
0601SGC5Y       20170101002055100000005000 0500000000001711   
0601SGC5Y       20170101002060100000005000 0500000000001715   
0601SGC5Y       20170101002065100000005000 0500000000001719   
0601SGC5Y       20170101002070100000005000 0500000000001721   
0601SGC5Y       20170101002075100000005000 0500000000001725   
0601SGC5Y       20170101002080100000005000 0500000000001729   
0601SGC5Y       20170101002085100000005000 0500000000001731   
0601SGC5Y       20170101002090100000005000 0500000000001735   
0601SGC5Y       20170101002095100000005000 0500000000001739   
0601SGC5Y       20170101002100100000005000 0500000000001741   
0601SGC5Y       20170101002105100000005000 0500000000001745   
0601SGC5Y       20170101002110100000005000 0500000000001749   
0601SGC5Y       20170101002115100000005000 0500000000001751   
0601SGC5Y       20170101002120100000005000 0500000000001754   
0601SGC5Y       20170101002125100000005000 0500000000001758   
0601SGC5Y       20170101002130100000005000 0500000000001760   
0601SGC5Y       20170101002135100000005000 0500000000001764   
0601SGC5Y       20170101002140100000005000 0500000000001768   
0601SGC5Y       20170101002145100000005000 0500000000001770   
0601SGC5Y       20170101002150100000005000 0500000000001773   
0601SGC5Y       20170101002155100000005000 0500000000001777   
0601SGC5Y       20170101002160100000005000 0500000000001779   
0601SGC5Y       20170101002165100000005000 0500000000001783   
0601SGC5Y       20170101002170100000005000 0500000000001786   
0601SGC5Y       20170101002175100000005000 0500000000001788   
0601SGC5Y       20170101002180100000005000 0500000000001792   
0601SGC5Y       20170101002185100000005000 0500000000001796   
0601SGC5Y       20170101002190100000005000 0500000000001798   
0601SGC5Y       20170101002195100000005000 0500000000001801   
0601SGC5Y       20170101002200100000005000 0500000000001805   
0601SGC5Y       20170101002205100000005000 0500000000001807   
0601SGC5Y       20170101002210100000005000 0500000000001810   
0601SGC5Y       20170101002215100000005000 0500000000001814   
0601SGC5Y       20170101002220100000005000 0500000000001816   
0601SGC5Y       20170101002225100000005000 0500000000001819   
0601SGC5Y       20170101002230100000005000 0500000000001823   
0601SGC5Y       20170101002235100000005000 0500000000001824   
0601SGC5Y       20170101002240100000005000 0500000000001828   
0601SGC5Y       20170101002245100000005000 0500000000001831   
0601SGC5Y       20170101002250100000005000 0500000000001833   
0601SGC5Y       20170101002255100000005000 0500000000001836   
0601SGC5Y       20170101002260100000005000 0500000000001840   
0601SGC5Y       20170101002265100000005000 0500000000001842   
0601SGC5Y       20170101002270100000005000 0500000000001845   
0601SGC5Y       20170101002275100000005000 0500000000001849   
0601SGC5Y       20170101002280100000005000 0500000000001850   
0601SGC5Y       20170101002285100000005000 0500000000001854   
0601SGC5Y       20170101002290100000005000 0500000000001855   
0601SGC5Y       20170101002295100000005000 0500000000001859   
0601SGC5Y       20170101002300100000005000 0500000000001862   
0601SGC5Y       20170101002305100000005000 0500000000001864   
0601SGC5Y       20170101002310100000005000 0500000000001867   
0601SGC5Y       20170101002315100000005000 0500000000001870   
0601SGC5Y       20170101002320100000005000 0500000000001872   
0601SGC5Y       20170101002325100000005000 0500000000001876   
0601SGC5Y       20170101002330100000005000 0500000000001879   
0601SGC5Y       20170101002335100000005000 0500000000001880   
