00GE               20161120                                                                                   
0601GEB2N       20170101001045005000005000 0200000000000655   
0601GEB2N       20170101001050005000005000 0200000000000664   
0601GEB2N       20170101001055005000005000 0200000000000672   
0601GEB2N       20170101001060005000005000 0200000000000681   
0601GEB2N       20170101001065005000005000 0200000000000689   
0601GEB2N       20170101001070005000005000 0200000000000697   
0601GEB2N       20170101001075005000005000 0200000000000705   
0601GEB2N       20170101001080005000005000 0200000000000714   
0601GEB2N       20170101001085005000005000 0200000000000722   
0601GEB2N       20170101001090005000005000 0200000000000730   
0601GEB2N       20170101001095005000005000 0200000000000737   
0601GEB2N       20170101001100005000005000 0200000000000745   
0601GEB2N       20170101001105005000005000 0200000000000753   
0601GEB2N       20170101001110005000005000 0200000000000761   
0601GEB2N       20170101001115005000005000 0200000000000768   
0601GEB2N       20170101001120005000005000 0200000000000776   
0601GEB2N       20170101001125005000005000 0200000000000784   
0601GEB2N       20170101001130005000005000 0200000000000792   
0601GEB2N       20170101001135005000005000 0200000000000800   
0601GEB2N       20170101001140005000005000 0200000000000808   
0601GEB2N       20170101001145005000005000 0200000000000816   
0601GEB2N       20170101001150005000005000 0200000000000824   
0601GEB2N       20170101001155005000005000 0200000000000831   
0601GEB2N       20170101001160005000005000 0200000000000839   
0601GEB2N       20170101001165005000005000 0200000000000847   
0601GEB2N       20170101001170005000005000 0200000000000855   
0601GEB2N       20170101001175005000005000 0200000000000862   
0601GEB2N       20170101001180005000005000 0200000000000869   
0601GEB2N       20170101001185005000005000 0200000000000877   
0601GEB2N       20170101001190005000005000 0200000000000885   
0601GEB2N       20170101001195005000005000 0200000000000892   
0601GEB2N       20170101001200005000005000 0200000000000899   
0601GEB2N       20170101001205005000005000 0200000000000907   
0601GEB2N       20170101001210005000005000 0200000000000914   
0601GEB2N       20170101001215005000005000 0200000000000922   
0601GEB2N       20170101001220005000005000 0200000000000929   
0601GEB2N       20170101001225005000005000 0200000000000936   
0601GEB2N       20170101001230005000005000 0200000000000943   
0601GEB2N       20170101001235005000005000 0200000000000951   
0601GEB2N       20170101001240005000005000 0200000000000958   
0601GEB2N       20170101001245005000005000 0200000000000965   
0601GEB2N       20170101001250005000005000 0200000000000973   
0601GEB2N       20170101001255005000005000 0200000000000980   
0601GEB2N       20170101001260005000005000 0200000000000987   
0601GEB2N       20170101001265005000005000 0200000000000994   
0601GEB2N       20170101001270005000005000 0200000000001001   
0601GEB2N       20170101001275005000005000 0200000000001009   
0601GEB2N       20170101001280005000005000 0200000000001016   
0601GEB2N       20170101001285005000005000 0200000000001023   
0601GEB2N       20170101001290005000005000 0200000000001030   
0601GEB2N       20170101001295005000005000 0200000000001037   
0601GEB2N       20170101001300005000005000 0200000000001044   
0601GEB2N       20170101001305005000005000 0200000000001051   
0601GEB2N       20170101001310005000005000 0200000000001058   
0601GEB2N       20170101001315005000005000 0200000000001065   
0601GEB2N       20170101001320005000005000 0200000000001072   
0601GEB2N       20170101001325005000005000 0200000000001078   
0601GEB2N       20170101001330005000005000 0200000000001085   
0601GEB2N       20170101001335005000005000 0200000000001092   
0601GEB2N       20170101001340005000005000 0200000000001098   
0601GEB2N       20170101001345005000005000 0200000000001105   
0601GEB2N       20170101001350005000005000 0200000000001111   
0601GEB2N       20170101001355005000005000 0200000000001118   
0601GEB2N       20170101001360005000005000 0200000000001124   
0601GEB2N       20170101001365005000005000 0200000000001130   
0601GEB2N       20170101001370005000005000 0200000000001137   
0601GEB2N       20170101001375005000005000 0200000000001144   
0601GEB2N       20170101001380005000005000 0200000000001150   
0601GEB2N       20170101001385005000005000 0200000000001156   
0601GEB2N       20170101001390005000005000 0200000000001163   
0601GEB2N       20170101001395005000005000 0200000000001169   
0601GEB2N       20170101001400005000005000 0200000000001176   
0601GEB2N       20170101001405005000005000 0200000000001182   
0601GEB2N       20170101001410005000005000 0200000000001188   
0601GEB2N       20170101001415005000005000 0200000000001194   
0601GEB2N       20170101001420005000005000 0200000000001201   
0601GEB2N       20170101001425005000005000 0200000000001207   
0601GEB2N       20170101001430005000005000 0200000000001213   
0601GEB2N       20170101001435005000005000 0200000000001219   
0601GEB2N       20170101001440005000005000 0200000000001225   
0601GEB2N       20170101001445005000005000 0200000000001231   
0601GEB2N       20170101001450005000005000 0200000000001237   
0601GEB2N       20170101001455005000005000 0200000000001243   
0601GEB2N       20170101001460005000005000 0200000000001249   
0601GEB2N       20170101001465005000005000 0200000000001255   
0601GEB2N       20170101001470005000005000 0200000000001261   
0601GEB2N       20170101001475005000005000 0200000000001267   
0601GEB2N       20170101001480005000005000 0200000000001273   
0601GEB2N       20170101001485005000005000 0200000000001279   
0601GEB2N       20170101001490005000005000 0200000000001285   
0601GEB2N       20170101001495005000005000 0200000000001291   
0601GEB2N       20170101001500005000005000 0200000000001296   
0601GEB2N       20170101001505005000005000 0200000000001302   
0601GEB2N       20170101001510005000005000 0200000000001308   
0601GEB2N       20170101001515005000005000 0200000000001314   
0601GEB2N       20170101001520005000005000 0200000000001319   
0601GEB2N       20170101001525005000005000 0200000000001325   
0601GEB2N       20170101001530005000005000 0200000000001331   
0601GEB2N       20170101001535005000005000 0200000000001336   
0601GEB2N       20170101001540005000005000 0200000000001343   
0601GEB2N       20170101001545005000005000 0200000000001348   
0601GEB2N       20170101001550005000005000 0200000000001354   
0601GEB2N       20170101001555005000005000 0200000000001360   
0601GEB2N       20170101001560005000005000 0200000000001365   
0601GEB2N       20170101001565005000005000 0200000000001371   
0601GEB2N       20170101001570005000005000 0200000000001377   
0601GEB2N       20170101001575005000005000 0200000000001382   
0601GEB2N       20170101001580005000005000 0200000000001387   
0601GEB2N       20170101001585005000005000 0200000000001393   
0601GEB2N       20170101001590005000005000 0200000000001399   
0601GEB2N       20170101001595005000005000 0200000000001405   
0601GEB2N       20170101001600005000005000 0200000000001411   
0601GEB2N       20170101001605005000005000 0200000000001416   
0601GEB2N       20170101001610005000005000 0200000000001421   
0601GEB2N       20170101001615005000005000 0200000000001427   
0601GEB2N       20170101001620005000005000 0200000000001433   
0601GEB2N       20170101001625005000005000 0200000000001438   
0601GEB2N       20170101001630005000005000 0200000000001445   
0601GEB2N       20170101001635005000005000 0200000000001450   
0601GEB2N       20170101001640005000005000 0200000000001456   
0601GEB2N       20170101001645005000005000 0200000000001462   
0601GEB2N       20170101001650005000005000 0200000000001468   
0601GEB2N       20170101001655005000005000 0200000000001474   
0601GEB2N       20170101001660005000005000 0200000000001480   
0601GEB2N       20170101001665005000005000 0200000000001486   
0601GEB2N       20170101001670005000005000 0200000000001492   
0601GEB2N       20170101001675005000005000 0200000000001498   
0601GEB2N       20170101001680005000005000 0200000000001504   
0601GEB2N       20170101001685005000005000 0200000000001509   
0601GEB2N       20170101001690005000005000 0200000000001516   
0601GEB2N       20170101001695005000005000 0200000000001521   
0601GEB2N       20170101001700005000005000 0200000000001527   
0601GEB2N       20170101001705005000005000 0200000000001533   
0601GEB2N       20170101001710005000005000 0200000000001538   
0601GEB2N       20170101001715005000005000 0200000000001544   
0601GEB2N       20170101001720005000005000 0200000000001550   
0601GEB2N       20170101001725005000005000 0200000000001556   
0601GEB2N       20170101001730005000005000 0200000000001562   
0601GEB2N       20170101001735005000005000 0200000000001568   
0601GEB2N       20170101001740005000005000 0200000000001573   
0601GEB2N       20170101001745005000005000 0200000000001579   
0601GEB2N       20170101001750005000005000 0200000000001585   
0601GEB2N       20170101001755005000005000 0200000000001590   
0601GEB2N       20170101001760005000005000 0200000000001596   
0601GEB2N       20170101001765005000005000 0200000000001602   
0601GEB2N       20170101001770005000005000 0200000000001607   
0601GEB2N       20170101001775005000005000 0200000000001612   
0601GEB2N       20170101001780005000005000 0200000000001618   
0601GEB2N       20170101001785005000005000 0200000000001623   
0601GEB2N       20170101001790005000005000 0200000000001628   
0601GEB2N       20170101001795005000005000 0200000000001634   
0601GEB2N       20170101001800005000005000 0200000000001639   
0601GEB2N       20170101001805005000005000 0200000000001644   
0601GEB2N       20170101001810005000005000 0200000000001650   
0601GEB2N       20170101001815005000005000 0200000000001655   
0601GEB2N       20170101001820005000005000 0200000000001660   
0601GEB2N       20170101001825005000005000 0200000000001665   
0601GEB2N       20170101001830005000005000 0200000000001671   
0601GEB2N       20170101001835005000005000 0200000000001676   
0601GEB2N       20170101001840005000005000 0200000000001681   
0601GEB2N       20170101001845005000005000 0200000000001686   
0601GEB2N       20170101001850005000005000 0200000000001691   
0601GEB2N       20170101001855005000005000 0200000000001696   
0601GEB2N       20170101001860005000005000 0200000000001701   
0601GEB2N       20170101001865005000005000 0200000000001706   
0601GEB2N       20170101001870005000005000 0200000000001711   
0601GEB2N       20170101001875005000005000 0200000000001716   
0601GEB2N       20170101001880005000005000 0200000000001721   
0601GEB2N       20170101001885005000005000 0200000000001725   
0601GEB2N       20170101001890005000005000 0200000000001731   
0601GEB2N       20170101001895005000005000 0200000000001735   
0601GEB2N       20170101001900005000005000 0200000000001740   
0601GEB2N       20170101001905005000005000 0200000000001745   
0601GEB2N       20170101001910005000005000 0200000000001750   
0601GEB2N       20170101001915005000005000 0200000000001754   
0601GEB2N       20170101001920005000005000 0200000000001759   
0601GEB2N       20170101001925005000005000 0200000000001764   
0601GEB2N       20170101001930005000005000 0200000000001768   
0601GEB2N       20170101001935005000005000 0200000000001773   
0601GEB2N       20170101001940005000005000 0200000000001778   
0601GEB2N       20170101001945005000005000 0200000000001782   
0601GEB2N       20170101001950005000005000 0200000000001787   
0601GEB2N       20170101001955005000005000 0200000000001791   
0601GEB2N       20170101001960005000005000 0200000000001796   
0601GEB2N       20170101001965005000010000 0200000000001802   
0601GEB2N       20170101001975005000010000 0200000000001811   
0601GEB2N       20170101001985005000010000 0200000000001820   
0601GEB2N       20170101001995005000010000 0200000000001829   
0601GEB2N       20170101002005005000010000 0200000000001838   
0601GEB2N       20170101002015005000010000 0200000000001846   
0601GEB2N       20170101002025005000010000 0200000000001854   
0601GEB2N       20170101002035005000010000 0200000000001863   
0601GEB2N       20170101002045005000010000 0200000000001871   
0601GEB2N       20170101002055005000010000 0200000000001879   
0601GEB2N       20170101002065005000010000 0200000000001887   
0601GEB2N       20170101002075005000010000 0200000000001896   
0601GEB2N       20170101002085005000010000 0200000000001903   
0601GEB2N       20170101002095005000010000 0200000000001911   
0601GEB2N       20170101002105005000010000 0200000000001919   
0601GEB2N       20170101002115005000010000 0200000000001927   
0601GEB2N       20170101002125005000010000 0200000000001935   
0601GEB2N       20170101002135005000010000 0200000000001942   
0601GEB2N       20170101002145005000010000 0200000000001950   
0601GEB2N       20170101002155005000010000 0200000000001957   
0601GEB2N       20170101002165005000010000 0200000000001965   
0601GEB2N       20170101002175005000010000 0200000000001972   
0601GEB2N       20170101002185005000010000 0200000000001979   
0601GEB2N       20170101002195005000010000 0200000000001986   
0601GEB2N       20170101002205005000010000 0200000000001993   
0601GEB2N       20170101002215005000010000 0200000000002000   
0601GEB2N       20170101002225005000010000 0200000000002008   
0601GEB2N       20170101002235005000010000 0200000000002014   
0601GEB2N       20170101002245005000010000 0200000000002021   
0601GEB2N       20170101002255005000010000 0200000000002028   
0601GEB2N       20170101002265005000010000 0200000000002035   
0601GEB2N       20170101002275005000010000 0200000000002042   
0601GEB2N       20170101002285005000010000 0200000000002048   
0601GEB2N       20170101002295005000010000 0200000000002055   
0601GEB2N       20170101002305005000010000 0200000000002061   
0601GEB2N       20170101002315005000010000 0200000000002067   
0601GEB2N       20170101002325005000010000 0200000000002074   
0601GEB2N       20170101002335005000010000 0200000000002080   
0601GEB2N       20170101002345005000010000 0200000000002086   
0601GEB2N       20170101002355005000010000 0200000000002093   
0601GEB2N       20170101002365005000010000 0200000000002099   
0601GEB2N       20170101002375005000010000 0200000000002105   
0601GEB2N       20170101002385005000010000 0200000000002111   
0601GEB2N       20170101002395005000010000 0200000000002117   
0601GEB2N       20170101002405005000010000 0200000000002123   
0601GEB2N       20170101002415005000010000 0200000000002129   
0601GEB2N       20170101002425005000010000 0200000000002135   
0601GEB2N       20170101002435005000010000 0200000000002141   
0601GEB2N       20170101002445005000010000 0200000000002147   
0601GEB2N       20170101002455005000010000 0200000000002153   
0601GEB2N       20170101002465005000010000 0200000000002158   
0601GEB2N       20170101002475005000010000 0200000000002164   
0601GEB2N       20170101002485005000010000 0200000000002170   
0601GEB2N       20170101002495005000010000 0200000000002175   
0601GEB2N       20170101002505005000010000 0200000000002181   
0601GEB2N       20170101002515005000010000 0200000000002186   
0601GEB2N       20170101002525005000010000 0200000000002191   
0601GEB2N       20170101002535005000010000 0200000000002197   
0601GEB2N       20170101002545005000010000 0200000000002202   
0601GEB2N       20170101002555005000010000 0200000000002207   
0601GEB2N       20170101002565005000010000 0200000000002213   
0601GEB2N       20170101002575005000010000 0200000000002218   
0601GEB2N       20170101002585005000010000 0200000000002223   
0601GEB2N       20170101002595005000010000 0200000000002229   
0601GEB2N       20170101002605005000010000 0200000000002234   
0601GEB2N       20170101002615005000010000 0200000000002240   
0601GEB2N       20170101002625005000010000 0200000000002245   
0601GEB2N       20170101002635005000010000 0200000000002250   
0601GEB2N       20170101002645005000010000 0200000000002255   
0601GEB2N       20170101002655005000010000 0200000000002261   
0601GEB2N       20170101002665005000010000 0200000000002266   
0601GEB2N       20170101002675005000010000 0200000000002271   
0601GEB2N       20170101002685005000010000 0200000000002276   
0601GEB2N       20170101002695005000010000 0200000000002281   
0601GEB2N       20170101002705005000010000 0200000000002286   
0601GEB2N       20170101002715005000010000 0200000000002291   
0601GEB2N       20170101002725005000010000 0200000000002296   
0601GEB2N       20170101002735005000010000 0200000000002301   
0601GEB2N       20170101002745005000010000 0200000000002306   
0601GEB2N       20170101002755005000010000 0200000000002311   
0601GEB2N       20170101002765005000010000 0200000000002315   
0601GEB2N       20170101002775005000010000 0200000000002320   
0601GEB2N       20170101002785005000010000 0200000000002325   
0601GEB2N       20170101002795005000010000 0200000000002329   
0601GEB2N       20170101002805005000010000 0200000000002334   
0601GEB2N       20170101002815005000010000 0200000000002339   
0601GEB2N       20170101002825005000010000 0200000000002343   
0601GEB2N       20170101002835005000010000 0200000000002348   
0601GEB2N       20170101002845005000010000 0200000000002352   
0601GEB2N       20170101002855005000010000 0200000000002357   
0601GEB2N       20170101002865005000010000 0200000000002361   
0601GEB2N       20170101002875005000010000 0200000000002366   
0601GEB2N       20170101002885005000010000 0200000000002370   
0601GEB2N       20170101002895005000010000 0200000000002375   
0601GEB2N       20170101002905005000010000 0200000000002379   
0601GEB2N       20170101002915005000010000 0200000000002383   
0601GEB2N       20170101002925005000010000 0200000000002388   
0601GEB2N       20170101002935005000010000 0200000000002392   
0601GEB2N       20170101002945005000010000 0200000000002396   
0601GEB2N       20170101002955005000010000 0200000000002400   
0601GEB2N       20170101002965005000010000 0200000000002404   
0601GEB2N       20170101002975005000010000 0200000000002408   
0601GEB2N       20170101002985005000010000 0200000000002413   
0601GEB2N       20170101002995005000010000 0200000000002417   
0601GEB2N       20170101003005005000010000 0200000000002421   
0601GEB2N       20170101003015005000010000 0200000000002425   
0601GEB2N       20170101003025005000010000 0200000000002429   
0601GEB2N       20170101003035005000010000 0200000000002433   
0601GEB2N       20170101003045005000010000 0200000000002437   
0601GEB2N       20170101003055005000010000 0200000000002441   
0601GEB2N       20170101003065005000010000 0200000000002445   
0601GEB2N       20170101003075005000010000 0200000000002449   
0601GEB2N       20170101003085005000010000 0200000000002452   
0601GEB2N       20170101003095005000010000 0200000000002456   
0601GEB2N       20170101003105005000010000 0200000000002460   
0601GEB2N       20170101003115005000010000 0200000000002464   
0601GEB2N       20170101003125005000010000 0200000000002467   
0601GEB2N       20170101003135005000010000 0200000000002471   
0601GEB2N       20170101003145005000010000 0200000000002475   
0601GEB2N       20170101003155005000010000 0200000000002479   
0601GEB2N       20170101003165005000010000 0200000000002482   
0601GEB2N       20170101003175005000010000 0200000000002486   
0601GEB2N       20170101003185005000010000 0200000000002489   
0601GEB2N       20170101003195005000010000 0200000000002493   
0601GEB2N       20170101003205005000010000 0200000000002496   
0601GEB2N       20170101003215005000010000 0200000000002500   
0601GEB2N       20170101003225005000010000 0200000000002504   
0601GEB2N       20170101003235005000010000 0200000000002507   
0601GEB2N       20170101003245005000010000 0200000000002511   
0601GEB2N       20170101003255005000010000 0200000000002514   
0601GEB2N       20170101003265005000010000 0200000000002517   
0601GEB2N       20170101003275005000010000 0200000000002521   
0601GEB2N       20170101003285005000010000 0200000000002524   
0601GEB2N       20170101003295005000010000 0200000000002528   
0601GEB2N       20170101003305005000010000 0200000000002531   
0601GEB2N       20170101003315005000010000 0200000000002534   
0601GEB2N       20170101003325005000010000 0200000000002538   
0601GEB2N       20170101003335005000010000 0200000000002541   
0601GEB2N       20170101003345005000010000 0200000000002544   
0601GEB2N       20170101003355005000010000 0200000000002548   
0601GEB2N       20170101003365005000010000 0200000000002551   
0601GEB2N       20170101003375005000010000 0200000000002555   
0601GEB2N       20170101003385005000010000 0200000000002558   
0601GEB2N       20170101003395005000010000 0200000000002562   
0601GEB2N       20170101003405005000010000 0200000000002565   
0601GEB2N       20170101003415005000010000 0200000000002568   
0601GEB2N       20170101003425005000010000 0200000000002572   
0601GEB2N       20170101003435005000010000 0200000000002575   
0601GEB2N       20170101003445005000010000 0200000000002578   
0601GEB2N       20170101003455005000010000 0200000000002582   
0601GEB2N       20170101003465005000010000 0200000000002585   
0601GEB2N       20170101003475005000010000 0200000000002588   
0601GEB2N       20170101003485005000010000 0200000000002591   
0601GEB2N       20170101003495005000010000 0200000000002594   
0601GEB2N       20170101003505005000010000 0200000000002598   
0601GEB2N       20170101003515005000010000 0200000000002601   
0601GEB2N       20170101003525005000010000 0200000000002604   
0601GEB2N       20170101003535005000010000 0200000000002607   
0601GEB2N       20170101003545005000010000 0200000000002610   
0601GEB2N       20170101003555005000010000 0200000000002613   
0601GEB2N       20170101003565005000010000 0200000000002616   
0601GEB2N       20170101003575005000010000 0200000000002620   
0601GEB2N       20170101003585005000010000 0200000000002622   
0601GEB2N       20170101003595005000010000 0200000000002626   
0601GEB2N       20170101003605005000010000 0200000000002629   
0601GEB2N       20170101003615005000010000 0200000000002631   
0601GEB2N       20170101003625005000010000 0200000000002635   
0601GEB2N       20170101003635005000010000 0200000000002638   
0601GEB2N       20170101003645005000010000 0200000000002640   
0601GEB2N       20170101003655005000010000 0200000000002643   
0601GEB2N       20170101003665005000010000 0200000000002646   
0601GEB2N       20170101003675005000010000 0200000000002649   
0601GEB2N       20170101003685005000010000 0200000000002652   
0601GEB2N       20170101003695005000010000 0200000000002655   
0601GEB2N       20170101003705005000010000 0200000000002658   
0601GEB2N       20170101003715005000010000 0200000000002661   
0601GEB2N       20170101003725005000010000 0200000000002664   
0601GEB2N       20170101003735005000010000 0200000000002666   
0601GEB2N       20170101003745005000010000 0200000000002669   
0601GEB2N       20170101003755005000010000 0200000000002672   
0601GEB2N       20170101003765005000010000 0200000000002675   
0601GEB2N       20170101003775005000010000 0200000000002678   
0601GEB2N       20170101003785005000010000 0200000000002681   
0601GEB2N       20170101003795005000010000 0200000000002684   
0601GEB2N       20170101003805005000010000 0200000000002687   
0601GEB2N       20170101003815005000010000 0200000000002690   
0601GEB2N       20170101003825005000010000 0200000000002693   
0601GEB2N       20170101003835005000010000 0200000000002696   
0601GEB2N       20170101003845005000010000 0200000000002698   
0601GEB2N       20170101003855005000010000 0200000000002701   
0601GEB2N       20170101003865005000010000 0200000000002704   
0601GEB2N       20170101003875005000010000 0200000000002707   
0601GEB2N       20170101003885005000010000 0200000000002710   
0601GEB2N       20170101003895005000010000 0200000000002713   
0601GEB2N       20170101003905005000010000 0200000000002715   
0601GEB2N       20170101003915005000010000 0200000000002718   
0601GEB2N       20170101003925005000010000 0200000000002721   
0601GEB2N       20170101003935005000010000 0200000000002723   
0601GEB2N       20170101003945005000010000 0200000000002726   
0601GEB2N       20170101003955005000010000 0200000000002729   
0601GEB2N       20170101003965005000010000 0200000000002731   
0601GEB2N       20170101003975005000010000 0200000000002734   
0601GEB2N       20170101003985005000010000 0200000000002737   
0601GEB2N       20170101003995005000010000 0200000000002739   
0601GEB2N       20170101004005005000010000 0200000000002742   
0601GEB2N       20170101004015005000010000 0200000000002745   
0601GEB2N       20170101004025005000010000 0200000000002747   
0601GEB2N       20170101004035005000010000 0200000000002750   
0601GEB2N       20170101004045005000010000 0200000000002753   
0601GEB2N       20170101004055005000010000 0200000000002755   
0601GEB2N       20170101004065005000010000 0200000000002758   
0601GEB2N       20170101004075005000010000 0200000000002760   
0601GEB2N       20170101004085005000010000 0200000000002763   
0601GEB2N       20170101004095005000010000 0200000000002765   
0601GEB2N       20170101004105005000010000 0200000000002768   
0601GEB2N       20170101004115005000010000 0200000000002770   
0601GEB2N       20170101004125005000010000 0200000000002773   
0601GEB2N       20170101004135005000010000 0200000000002775   
0601GEB2N       20170101004145005000010000 0200000000002777   
0601GEB2N       20170101004155005000010000 0200000000002780   
0601GEB2N       20170101004165005000010000 0200000000002782   
0601GEB2N       20170101004175005000010000 0200000000002785   
0601GEB2N       20170101004185005000010000 0200000000002787   
0601GEB2N       20170101004195005000010000 0200000000002790   
0601GEB2N       20170101004205005000010000 0200000000002792   
0601GEB2N       20170101004215005000010000 0200000000002794   
0601GEB2N       20170101004225005000010000 0200000000002797   
0601GEB2N       20170101004235005000010000 0200000000002799   
0601GEB2N       20170101004245005000010000 0200000000002801   
0601GEB2N       20170101004255005000010000 0200000000002804   
0601GEB2N       20170101004265005000010000 0200000000002806   
0601GEB2N       20170101004275005000010000 0200000000002808   
0601GEB2N       20170101004285005000010000 0200000000002811   
0601GEB2N       20170101004295005000010000 0200000000002813   
0601GEB2N       20170101004305005000010000 0200000000002815   
0601GEB2N       20170101004315005000010000 0200000000002817   
0601GEB2N       20170101004325005000010000 0200000000002820   
0601GEB2N       20170101004335005000010000 0200000000002822   
0601GEB2N       20170101004345005000010000 0200000000002824   
0601GEB2N       20170101004355005000010000 0200000000002826   
0601GEB2N       20170101004365005000010000 0200000000002829   
0601GEB2N       20170101004375005000010000 0200000000002831   
0601GEB2N       20170101004385005000010000 0200000000002833   
0601GEB2N       20170101004395005000010000 0200000000002835   
0601GEB2N       20170101004405005000010000 0200000000002837   
0601GEB2N       20170101004415005000010000 0200000000002839   
0601GEB2N       20170101004425005000010000 0200000000002842   
0601GEB2N       20170101004435005000010000 0200000000002844   
0601GEB2N       20170101004445005000010000 0200000000002846   
0601GEB2N       20170101004455005000010000 0200000000002848   
0601GEB2N       20170101004465005000010000 0200000000002850   
0601GEB2N       20170101004475005000010000 0200000000002852   
0601GEB2N       20170101004485005000010000 0200000000002854   
0601GEB2N       20170101004495005000010000 0200000000002856   
0601GEB2N       20170101004505005000010000 0200000000002859   
0601GEB2N       20170101004515005000010000 0200000000002861   
0601GEB2N       20170101004525005000010000 0200000000002863   
0601GEB2N       20170101004535005000010000 0200000000002865   
0601GEB2N       20170101004545005000010000 0200000000002867   
0601GEB2N       20170101004555005000010000 0200000000002869   
0601GEB2N       20170101004565005000010000 0200000000002871   
0601GEB2N       20170101004575005000010000 0200000000002873   
0601GEB2N       20170101004585005000010000 0200000000002875   
0601GEB2N       20170101004595005000010000 0200000000002877   
0601GEB2N       20170101004605005000010000 0200000000002879   
0601GEB2N       20170101004615005000010000 0200000000002881   
0601GEB2N       20170101004625005000010000 0200000000002883   
0601GEB2N       20170101004635005000010000 0200000000002885   
0601GEB2N       20170101004645005000010000 0200000000002887   
0601GEB2N       20170101004655005000010000 0200000000002889   
0601GEB2N       20170101004665005000010000 0200000000002891   
0601GEB2N       20170101004675005000010000 0200000000002892   
0601GEB2N       20170101004685005000010000 0200000000002894   
0601GEB2N       20170101004695005000010000 0200000000002896   
0601GEB2N       20170101004705005000010000 0200000000002898   
0601GEB2N       20170101004715005000010000 0200000000002900   
0601GEB2N       20170101004725005000010000 0200000000002902   
0601GEB2N       20170101004735005000010000 0200000000002904   
0601GEB2N       20170101004745005000010000 0200000000002906   
0601GEB2N       20170101004755005000010000 0200000000002908   
0601GEB2N       20170101004765005000010000 0200000000002909   
0601GEB2N       20170101004775005000010000 0200000000002911   
0601GEB2N       20170101004785005000010000 0200000000002913   
0601GEB2N       20170101004795005000010000 0200000000002915   
0601GEB2N       20170101004805005000010000 0200000000002917   
0601GEB2N       20170101004815005000010000 0200000000002919   
0601GEB2N       20170101004825005000010000 0200000000002920   
0601GEB2N       20170101004835005000020000 0200000000002923   
0601GEB2N       20170101004855005000020000 0200000000002927   
0601GEB2N       20170101004875005000020000 0200000000002930   
0601GEB2N       20170101004895005000020000 0200000000002934   
0601GEB2N       20170101004915005000020000 0200000000002937   
0601GEB2N       20170101004935005000020000 0200000000002941   
0601GEB2N       20170101004955005000020000 0200000000002944   
0601GEB2N       20170101004975005000020000 0200000000002947   
0601GEB2N       20170101004995005000020000 0200000000002951   
0601GEB2N       20170101005015005000020000 0200000000002954   
0601GEB2N       20170101005035005000020000 0200000000002957   
0601GEB2N       20170101005055005000020000 0200000000002961   
0601GEB2N       20170101005075005000020000 0200000000002964   
0601GEB2N       20170101005095005000020000 0200000000002967   
0601GEB2N       20170101005115005000020000 0200000000002971   
0601GEB2N       20170101005135005000020000 0200000000002974   
0601GEB2N       20170101005155005000020000 0200000000002977   
0601GEB2N       20170101005175005000020000 0200000000002980   
0601GEB2N       20170101005195005000020000 0200000000002983   
0601GEB2N       20170101005215005000020000 0200000000002987   
0601GEB2N       20170101005235005000020000 0200000000002990   
0601GEB2N       20170101005255005000020000 0200000000002993   
0601GEB2N       20170101005275005000020000 0200000000002997   
0601GEB2N       20170101005295005000020000 0200000000003000   
0601GEB2N       20170101005315005000020000 0200000000003003   
0601GEB2N       20170101005335005000020000 0200000000003006   
0601GEB2N       20170101005355005000020000 0200000000003010   
0601GEB2N       20170101005375005000020000 0200000000003013   
0601GEB2N       20170101005395005000020000 0200000000003016   
0601GEB2N       20170101005415005000020000 0200000000003019   
0601GEB2N       20170101005435005000020000 0200000000003022   
0601GEB2N       20170101005455005000020000 0200000000003025   
0601GEB2N       20170101005475005000020000 0200000000003028   
0601GEB2N       20170101005495005000020000 0200000000003032   
0601GEB2N       20170101005515005000020000 0200000000003035   
0601GEB2N       20170101005535005000020000 0200000000003038   
0601GEB2N       20170101005555005000020000 0200000000003041   
0601GEB2N       20170101005575005000020000 0200000000003044   
0601GEB2N       20170101005595005000020000 0200000000003048   
0601GEB2N       20170101005615005000020000 0200000000003051   
0601GEB2N       20170101005635005000020000 0200000000003054   
0601GEB2N       20170101005655005000020000 0200000000003057   
0601GEB2N       20170101005675005000020000 0200000000003060   
0601GEB2N       20170101005695005000020000 0200000000003063   
0601GEB2N       20170101005715005000020000 0200000000003067   
0601GEB2N       20170101005735005000020000 0200000000003070   
0601GEB2N       20170101005755005000020000 0200000000003073   
0601GEB2N       20170101005775005000020000 0200000000003076   
0601GEB2N       20170101005795005000020000 0200000000003079   
0601GEB2N       20170101005815005000020000 0200000000003082   
0601GEB2N       20170101005835005000020000 0200000000003085   
0601GEB2N       20170101005855005000020000 0200000000003088   
0601GEB2N       20170101005875005000020000 0200000000003091   
0601GEB2N       20170101005895005000020000 0200000000003093   
0601GEB2N       20170101005915005000020000 0200000000003096   
0601GEB2N       20170101005935005000020000 0200000000003099   
0601GEB2N       20170101005955005000020000 0200000000003102   
0601GEB2N       20170101005975005000020000 0200000000003105   
0601GEB2N       20170101005995005000020000 0200000000003108   
0601GEB2N       20170101006015005000020000 0200000000003110   
0601GEB2N       20170101006035005000020000 0200000000003113   
0601GEB2N       20170101006055005000020000 0200000000003116   
0601GEB2N       20170101006075005000020000 0200000000003119   
0601GEB2N       20170101006095005000020000 0200000000003121   
0601GEB2N       20170101006115005000020000 0200000000003124   
0601GEB2N       20170101006135005000020000 0200000000003127   
