00VD               20160830                                                                                   
0601VDA7N       20170101005700100000050000 0700000000003352   
0601VDA7N       20170101005750100000050000 0700000000003364   
0601VDA7N       20170101005800100000050000 0700000000003377   
0601VDA7N       20170101005850100000050000 0700000000003389   
0601VDA7N       20170101005900100000050000 0700000000003400   
0601VDA7N       20170101005950100000050000 0700000000003412   
0601VDA7N       20170101006000100000050000 0700000000003423   
0601VDA7N       20170101006050100000050000 0700000000003434   
0601VDA7N       20170101006100100000050000 0700000000003444   
0601VDA7N       20170101006150100000050000 0700000000003454   
0601VDA7N       20170101006200100000050000 0700000000003465   
0601VDA7N       20170101006250100000050000 0700000000003474   
0601VDA7N       20170101006300100000050000 0700000000003484   
0601VDA7N       20170101006350100000050000 0700000000003493   
0601VDA7N       20170101006400100000050000 0700000000003502   
0601VDA7N       20170101006450100000050000 0700000000003511   
0601VDA7N       20170101006500100000050000 0700000000003520   
0601VDA7N       20170101006550100000050000 0700000000003529   
0601VDA7N       20170101006600100000050000 0700000000003536   
0601VDA7N       20170101006650100000050000 0700000000003545   
0601VDA7N       20170101006700100000050000 0700000000003552   
0601VDA7N       20170101006750100000050000 0700000000003560   
0601VDA7N       20170101006800100000050000 0700000000003568   
0601VDA7N       20170101006850100000050000 0700000000003576   
0601VDA7N       20170101006900100000050000 0700000000003583   
0601VDA7N       20170101006950100000050000 0700000000003591   
0601VDA7N       20170101007000100000050000 0700000000003598   
0601VDA7N       20170101007050100000050000 0700000000003604   
0601VDA7N       20170101007100100000050000 0700000000003611   
0601VDA7N       20170101007150100000050000 0700000000003618   
0601VDA7N       20170101007200100000050000 0700000000003625   
0601VDA7N       20170101007250100000050000 0700000000003631   
0601VDA7N       20170101007300100000050000 0700000000003637   
0601VDA7N       20170101007350100000050000 0700000000003644   
0601VDA7N       20170101007400100000050000 0700000000003649   
0601VDA7N       20170101007450100000050000 0700000000003656   
0601VDA7N       20170101007500100000050000 0700000000003661   
0601VDA7N       20170101007550100000050000 0700000000003667   
0601VDA7N       20170101007600100000050000 0700000000003673   
0601VDA7N       20170101007650100000050000 0700000000003679   
0601VDA7N       20170101007700100000050000 0700000000003682   
0601VDA7N       20170101007750100000050000 0700000000003688   
0601VDA7N       20170101007800100000050000 0700000000003691   
0601VDA7N       20170101007850100000050000 0700000000003696   
0601VDA7N       20170101007900100000050000 0700000000003700   
0601VDA7N       20170101007950100000050000 0700000000003704   
0601VDA7N       20170101008000100000050000 0700000000003708   
0601VDA7N       20170101008050100000050000 0700000000003712   
0601VDA7N       20170101008100100000050000 0700000000003716   
0601VDA7N       20170101008150100000050000 0700000000003720   
0601VDA7N       20170101008200100000050000 0700000000003724   
0601VDA7N       20170101008250100000050000 0700000000003727   
0601VDA7N       20170101008300100000050000 0700000000003731   
0601VDA7N       20170101008350100000050000 0700000000003734   
0601VDA7N       20170101008400100000050000 0700000000003739   
0601VDA7N       20170101008450100000050000 0700000000003742   
0601VDA7N       20170101008500100000050000 0700000000003745   
0601VDA7N       20170101008550100000050000 0700000000003749   
0601VDA7N       20170101008600100000050000 0700000000003752   
0601VDA7N       20170101008650100000050000 0700000000003755   
0601VDA7N       20170101008700100000050000 0700000000003758   
0601VDA7N       20170101008750100000050000 0700000000003762   
0601VDA7N       20170101008800100000050000 0700000000003765   
0601VDA7N       20170101008850100000050000 0700000000003767   
0601VDA7N       20170101008900100000050000 0700000000003771   
0601VDA7N       20170101008950100000050000 0700000000003774   
0601VDA7N       20170101009000100000050000 0700000000003776   
0601VDA7N       20170101009050100000050000 0700000000003780   
0601VDA7N       20170101009100100000050000 0700000000003782   
0601VDA7N       20170101009150100000050000 0700000000003786   
0601VDA7N       20170101009200100000050000 0700000000003788   
0601VDA7N       20170101009250100000050000 0700000000003791   
0601VDA7N       20170101009300100000050000 0700000000003794   
0601VDA7N       20170101009350100000050000 0700000000003797   
0601VDA7N       20170101009400100000050000 0700000000003799   
0601VDA7N       20170101009450100000050000 0700000000003802   
0601VDA7N       20170101009500100000050000 0700000000003804   
0601VDA7N       20170101009550100000050000 0700000000003807   
0601VDA7N       20170101009600100000050000 0700000000003810   
0601VDA7N       20170101009650100000050000 0700000000003812   
0601VDA7N       20170101009700100000050000 0700000000003814   
0601VDA7N       20170101009750100000050000 0700000000003817   
0601VDA7N       20170101009800100000050000 0700000000003819   
0601VDA7N       20170101009850100000050000 0700000000003821   
0601VDA7N       20170101009900100000050000 0700000000003823   
0601VDA7N       20170101009950100000050000 0700000000003826   
0601VDA7N       20170101010000100040000000 0700000000003827   
0601VDA8N       20170101000000100000640000 0800000000000000   
0601VDA8N       20170101000640100000005000 0800000000000003   
0601VDA8N       20170101000645100000005000 0800000000000005   
0601VDA8N       20170101000650100000005000 0800000000000007   
0601VDA8N       20170101000655100000005000 0800000000000010   
0601VDA8N       20170101000660100000005000 0800000000000012   
0601VDA8N       20170101000665100000005000 0800000000000014   
0601VDA8N       20170101000670100000005000 0800000000000016   
0601VDA8N       20170101000675100000005000 0800000000000018   
0601VDA8N       20170101000680100000005000 0800000000000020   
0601VDA8N       20170101000685100000005000 0800000000000022   
0601VDA8N       20170101000690100000005000 0800000000000025   
0601VDA8N       20170101000695100000005000 0800000000000028   
0601VDA8N       20170101000700100000005000 0800000000000033   
0601VDA8N       20170101000705100000005000 0800000000000036   
0601VDA8N       20170101000710100000005000 0800000000000040   
0601VDA8N       20170101000715100000005000 0800000000000044   
0601VDA8N       20170101000720100000005000 0800000000000048   
0601VDA8N       20170101000725100000005000 0800000000000051   
0601VDA8N       20170101000730100000005000 0800000000000055   
0601VDA8N       20170101000735100000005000 0800000000000058   
0601VDA8N       20170101000740100000005000 0800000000000062   
0601VDA8N       20170101000745100000005000 0800000000000067   
0601VDA8N       20170101000750100000005000 0800000000000074   
0601VDA8N       20170101000755100000005000 0800000000000078   
0601VDA8N       20170101000760100000005000 0800000000000084   
0601VDA8N       20170101000765100000005000 0800000000000088   
0601VDA8N       20170101000770100000005000 0800000000000094   
0601VDA8N       20170101000775100000005000 0800000000000098   
0601VDA8N       20170101000780100000005000 0800000000000104   
0601VDA8N       20170101000785100000005000 0800000000000108   
0601VDA8N       20170101000790100000005000 0800000000000114   
0601VDA8N       20170101000795100000005000 0800000000000118   
0601VDA8N       20170101000800100000005000 0800000000000125   
0601VDA8N       20170101000805100000005000 0800000000000133   
0601VDA8N       20170101000810100000005000 0800000000000141   
0601VDA8N       20170101000815100000005000 0800000000000147   
0601VDA8N       20170101000820100000005000 0800000000000155   
0601VDA8N       20170101000825100000005000 0800000000000159   
0601VDA8N       20170101000830100000005000 0800000000000168   
0601VDA8N       20170101000835100000005000 0800000000000172   
0601VDA8N       20170101000840100000005000 0800000000000179   
0601VDA8N       20170101000845100000005000 0800000000000185   
0601VDA8N       20170101000850100000005000 0800000000000192   
0601VDA8N       20170101000855100000005000 0800000000000196   
0601VDA8N       20170101000860100000005000 0800000000000204   
0601VDA8N       20170101000865100000005000 0800000000000209   
0601VDA8N       20170101000870100000005000 0800000000000215   
0601VDA8N       20170101000875100000005000 0800000000000220   
0601VDA8N       20170101000880100000005000 0800000000000227   
0601VDA8N       20170101000885100000005000 0800000000000234   
0601VDA8N       20170101000890100000005000 0800000000000239   
0601VDA8N       20170101000895100000005000 0800000000000245   
0601VDA8N       20170101000900100000005000 0800000000000250   
0601VDA8N       20170101000905100000005000 0800000000000259   
0601VDA8N       20170101000910100000005000 0800000000000264   
0601VDA8N       20170101000915100000005000 0800000000000272   
0601VDA8N       20170101000920100000005000 0800000000000278   
0601VDA8N       20170101000925100000005000 0800000000000286   
0601VDA8N       20170101000930100000005000 0800000000000291   
0601VDA8N       20170101000935100000005000 0800000000000298   
0601VDA8N       20170101000940100000005000 0800000000000304   
0601VDA8N       20170101000945100000005000 0800000000000312   
0601VDA8N       20170101000950100000005000 0800000000000316   
0601VDA8N       20170101000955100000005000 0800000000000325   
0601VDA8N       20170101000960100000005000 0800000000000329   
0601VDA8N       20170101000965100000005000 0800000000000336   
0601VDA8N       20170101000970100000005000 0800000000000342   
0601VDA8N       20170101000975100000005000 0800000000000349   
0601VDA8N       20170101000980100000005000 0800000000000353   
0601VDA8N       20170101000985100000005000 0800000000000361   
0601VDA8N       20170101000990100000005000 0800000000000365   
0601VDA8N       20170101000995100000005000 0800000000000372   
0601VDA8N       20170101001000100000005000 0800000000000376   
0601VDA8N       20170101001005100000005000 0800000000000384   
0601VDA8N       20170101001010100000005000 0800000000000389   
0601VDA8N       20170101001015100000005000 0800000000000398   
0601VDA8N       20170101001020100000005000 0800000000000407   
0601VDA8N       20170101001025100000005000 0800000000000412   
0601VDA8N       20170101001030100000005000 0800000000000420   
0601VDA8N       20170101001035100000005000 0800000000000425   
0601VDA8N       20170101001040100000005000 0800000000000433   
0601VDA8N       20170101001045100000005000 0800000000000439   
0601VDA8N       20170101001050100000005000 0800000000000448   
0601VDA8N       20170101001055100000005000 0800000000000454   
0601VDA8N       20170101001060100000005000 0800000000000462   
0601VDA8N       20170101001065100000005000 0800000000000468   
0601VDA8N       20170101001070100000005000 0800000000000476   
0601VDA8N       20170101001075100000005000 0800000000000483   
0601VDA8N       20170101001080100000005000 0800000000000491   
0601VDA8N       20170101001085100000005000 0800000000000497   
0601VDA8N       20170101001090100000005000 0800000000000504   
0601VDA8N       20170101001095100000005000 0800000000000510   
0601VDA8N       20170101001100100000005000 0800000000000517   
0601VDA8N       20170101001105100000005000 0800000000000525   
0601VDA8N       20170101001110100000005000 0800000000000532   
0601VDA8N       20170101001115100000005000 0800000000000541   
0601VDA8N       20170101001120100000005000 0800000000000548   
0601VDA8N       20170101001125100000005000 0800000000000558   
0601VDA8N       20170101001130100000005000 0800000000000564   
0601VDA8N       20170101001135100000005000 0800000000000573   
0601VDA8N       20170101001140100000005000 0800000000000582   
0601VDA8N       20170101001145100000005000 0800000000000587   
0601VDA8N       20170101001150100000005000 0800000000000596   
0601VDA8N       20170101001155100000005000 0800000000000606   
0601VDA8N       20170101001160100000005000 0800000000000611   
0601VDA8N       20170101001165100000005000 0800000000000620   
0601VDA8N       20170101001170100000005000 0800000000000627   
0601VDA8N       20170101001175100000005000 0800000000000635   
0601VDA8N       20170101001180100000005000 0800000000000641   
0601VDA8N       20170101001185100000005000 0800000000000650   
0601VDA8N       20170101001190100000005000 0800000000000657   
0601VDA8N       20170101001195100000005000 0800000000000663   
0601VDA8N       20170101001200100000005000 0800000000000672   
0601VDA8N       20170101001205100000005000 0800000000000678   
0601VDA8N       20170101001210100000005000 0800000000000686   
0601VDA8N       20170101001215100000005000 0800000000000694   
0601VDA8N       20170101001220100000005000 0800000000000700   
0601VDA8N       20170101001225100000005000 0800000000000708   
0601VDA8N       20170101001230100000005000 0800000000000716   
0601VDA8N       20170101001235100000005000 0800000000000720   
0601VDA8N       20170101001240100000005000 0800000000000728   
0601VDA8N       20170101001245100000005000 0800000000000735   
0601VDA8N       20170101001250100000005000 0800000000000741   
0601VDA8N       20170101001255100000005000 0800000000000747   
0601VDA8N       20170101001260100000005000 0800000000000755   
0601VDA8N       20170101001265100000005000 0800000000000761   
0601VDA8N       20170101001270100000005000 0800000000000767   
0601VDA8N       20170101001275100000005000 0800000000000775   
0601VDA8N       20170101001280100000005000 0800000000000780   
0601VDA8N       20170101001285100000005000 0800000000000787   
0601VDA8N       20170101001290100000005000 0800000000000794   
0601VDA8N       20170101001295100000005000 0800000000000799   
0601VDA8N       20170101001300100000005000 0800000000000806   
0601VDA8N       20170101001305100000005000 0800000000000814   
0601VDA8N       20170101001310100000005000 0800000000000817   
0601VDA8N       20170101001315100000005000 0800000000000824   
0601VDA8N       20170101001320100000005000 0800000000000830   
0601VDA8N       20170101001325100000005000 0800000000000836   
0601VDA8N       20170101001330100000005000 0800000000000841   
0601VDA8N       20170101001335100000005000 0800000000000849   
0601VDA8N       20170101001340100000005000 0800000000000856   
0601VDA8N       20170101001345100000005000 0800000000000861   
0601VDA8N       20170101001350100000005000 0800000000000870   
0601VDA8N       20170101001355100000005000 0800000000000877   
0601VDA8N       20170101001360100000005000 0800000000000883   
0601VDA8N       20170101001365100000005000 0800000000000893   
0601VDA8N       20170101001370100000005000 0800000000000901   
0601VDA8N       20170101001375100000005000 0800000000000907   
0601VDA8N       20170101001380100000005000 0800000000000917   
0601VDA8N       20170101001385100000005000 0800000000000925   
0601VDA8N       20170101001390100000005000 0800000000000931   
0601VDA8N       20170101001395100000005000 0800000000000940   
0601VDA8N       20170101001400100000005000 0800000000000946   
0601VDA8N       20170101001405100000005000 0800000000000955   
0601VDA8N       20170101001410100000005000 0800000000000960   
0601VDA8N       20170101001415100000005000 0800000000000963   
0601VDA8N       20170101001420100000005000 0800000000000967   
0601VDA8N       20170101001425100000005000 0800000000000975   
0601VDA8N       20170101001430100000005000 0800000000000978   
0601VDA8N       20170101001435100000005000 0800000000000983   
0601VDA8N       20170101001440100000005000 0800000000000988   
0601VDA8N       20170101001445100000005000 0800000000000992   
0601VDA8N       20170101001450100000005000 0800000000000996   
0601VDA8N       20170101001455100000005000 0800000000001001   
0601VDA8N       20170101001460100000005000 0800000000001005   
0601VDA8N       20170101001465100000005000 0800000000001009   
0601VDA8N       20170101001470100000005000 0800000000001015   
0601VDA8N       20170101001475100000005000 0800000000001019   
0601VDA8N       20170101001480100000005000 0800000000001023   
0601VDA8N       20170101001485100000005000 0800000000001027   
0601VDA8N       20170101001490100000005000 0800000000001031   
0601VDA8N       20170101001495100000005000 0800000000001034   
0601VDA8N       20170101001500100000005000 0800000000001040   
0601VDA8N       20170101001505100000005000 0800000000001043   
0601VDA8N       20170101001510100000005000 0800000000001047   
0601VDA8N       20170101001515100000005000 0800000000001053   
0601VDA8N       20170101001520100000005000 0800000000001057   
0601VDA8N       20170101001525100000005000 0800000000001060   
0601VDA8N       20170101001530100000005000 0800000000001065   
0601VDA8N       20170101001535100000005000 0800000000001068   
0601VDA8N       20170101001540100000005000 0800000000001072   
0601VDA8N       20170101001545100000005000 0800000000001076   
0601VDA8N       20170101001550100000005000 0800000000001080   
0601VDA8N       20170101001555100000005000 0800000000001085   
0601VDA8N       20170101001560100000005000 0800000000001088   
0601VDA8N       20170101001565100000005000 0800000000001093   
0601VDA8N       20170101001570100000005000 0800000000001095   
0601VDA8N       20170101001575100000005000 0800000000001100   
0601VDA8N       20170101001580100000005000 0800000000001103   
0601VDA8N       20170101001585100000005000 0800000000001106   
0601VDA8N       20170101001590100000005000 0800000000001110   
0601VDA8N       20170101001595100000005000 0800000000001116   
0601VDA8N       20170101001600100000005000 0800000000001120   
0601VDA8N       20170101001605100000005000 0800000000001122   
0601VDA8N       20170101001610100000005000 0800000000001126   
0601VDA8N       20170101001615100000005000 0800000000001130   
0601VDA8N       20170101001620100000005000 0800000000001133   
0601VDA8N       20170101001625100000005000 0800000000001137   
0601VDA8N       20170101001630100000005000 0800000000001141   
0601VDA8N       20170101001635100000005000 0800000000001144   
0601VDA8N       20170101001640100000005000 0800000000001150   
0601VDA8N       20170101001645100000005000 0800000000001154   
0601VDA8N       20170101001650100000005000 0800000000001158   
0601VDA8N       20170101001655100000005000 0800000000001162   
0601VDA8N       20170101001660100000005000 0800000000001166   
0601VDA8N       20170101001665100000005000 0800000000001169   
0601VDA8N       20170101001670100000005000 0800000000001174   
0601VDA8N       20170101001675100000005000 0800000000001177   
0601VDA8N       20170101001680100000005000 0800000000001183   
0601VDA8N       20170101001685100000005000 0800000000001188   
0601VDA8N       20170101001690100000005000 0800000000001190   
0601VDA8N       20170101001695100000005000 0800000000001195   
0601VDA8N       20170101001700100000005000 0800000000001199   
0601VDA8N       20170101001705100000005000 0800000000001204   
0601VDA8N       20170101001710100000005000 0800000000001207   
0601VDA8N       20170101001715100000005000 0800000000001211   
0601VDA8N       20170101001720100000005000 0800000000001215   
0601VDA8N       20170101001725100000005000 0800000000001218   
0601VDA8N       20170101001730100000005000 0800000000001222   
0601VDA8N       20170101001735100000005000 0800000000001228   
0601VDA8N       20170101001740100000005000 0800000000001230   
0601VDA8N       20170101001745100000005000 0800000000001235   
0601VDA8N       20170101001750100000005000 0800000000001238   
0601VDA8N       20170101001755100000005000 0800000000001241   
0601VDA8N       20170101001760100000005000 0800000000001247   
0601VDA8N       20170101001765100000005000 0800000000001251   
0601VDA8N       20170101001770100000005000 0800000000001254   
0601VDA8N       20170101001775100000005000 0800000000001258   
0601VDA8N       20170101001780100000005000 0800000000001262   
0601VDA8N       20170101001785100000005000 0800000000001264   
0601VDA8N       20170101001790100000005000 0800000000001270   
0601VDA8N       20170101001795100000005000 0800000000001272   
0601VDA8N       20170101001800100000005000 0800000000001276   
0601VDA8N       20170101001805100000005000 0800000000001280   
0601VDA8N       20170101001810100000005000 0800000000001283   
0601VDA8N       20170101001815100000005000 0800000000001285   
0601VDA8N       20170101001820100000005000 0800000000001291   
0601VDA8N       20170101001825100000005000 0800000000001294   
0601VDA8N       20170101001830100000005000 0800000000001297   
0601VDA8N       20170101001835100000005000 0800000000001302   
0601VDA8N       20170101001840100000005000 0800000000001304   
0601VDA8N       20170101001845100000005000 0800000000001307   
0601VDA8N       20170101001850100000005000 0800000000001312   
0601VDA8N       20170101001855100000005000 0800000000001316   
0601VDA8N       20170101001860100000005000 0800000000001318   
0601VDA8N       20170101001865100000005000 0800000000001322   
0601VDA8N       20170101001870100000005000 0800000000001325   
0601VDA8N       20170101001875100000005000 0800000000001327   
0601VDA8N       20170101001880100000005000 0800000000001332   
0601VDA8N       20170101001885100000005000 0800000000001335   
0601VDA8N       20170101001890100000005000 0800000000001337   
0601VDA8N       20170101001895100000005000 0800000000001342   
0601VDA8N       20170101001900100000005000 0800000000001344   
0601VDA8N       20170101001905100000005000 0800000000001348   
0601VDA8N       20170101001910100000005000 0800000000001352   
0601VDA8N       20170101001915100000005000 0800000000001355   
0601VDA8N       20170101001920100000005000 0800000000001358   
0601VDA8N       20170101001925100000005000 0800000000001363   
0601VDA8N       20170101001930100000005000 0800000000001365   
0601VDA8N       20170101001935100000005000 0800000000001368   
0601VDA8N       20170101001940100000005000 0800000000001374   
0601VDA8N       20170101001945100000005000 0800000000001377   
0601VDA8N       20170101001950100000005000 0800000000001380   
0601VDA8N       20170101001955100000005000 0800000000001384   
0601VDA8N       20170101001960100000005000 0800000000001387   
0601VDA8N       20170101001965100000005000 0800000000001390   
0601VDA8N       20170101001970100000005000 0800000000001395   
0601VDA8N       20170101001975100000005000 0800000000001398   
0601VDA8N       20170101001980100000005000 0800000000001401   
0601VDA8N       20170101001985100000005000 0800000000001405   
0601VDA8N       20170101001990100000005000 0800000000001408   
0601VDA8N       20170101001995100000005000 0800000000001412   
0601VDA8N       20170101002000100000050000 0800000000001428   
0601VDA8N       20170101002050100000050000 0800000000001466   
0601VDA8N       20170101002100100000050000 0800000000001503   
0601VDA8N       20170101002150100000050000 0800000000001538   
0601VDA8N       20170101002200100000050000 0800000000001570   
0601VDA8N       20170101002250100000050000 0800000000001599   
0601VDA8N       20170101002300100000050000 0800000000001627   
0601VDA8N       20170101002350100000050000 0800000000001657   
0601VDA8N       20170101002400100000050000 0800000000001685   
0601VDA8N       20170101002450100000050000 0800000000001712   
0601VDA8N       20170101002500100000050000 0800000000001738   
0601VDA8N       20170101002550100000050000 0800000000001763   
0601VDA8N       20170101002600100000050000 0800000000001787   
0601VDA8N       20170101002650100000050000 0800000000001810   
0601VDA8N       20170101002700100000050000 0800000000001831   
0601VDA8N       20170101002750100000050000 0800000000001855   
0601VDA8N       20170101002800100000050000 0800000000001879   
0601VDA8N       20170101002850100000050000 0800000000001903   
0601VDA8N       20170101002900100000050000 0800000000001925   
0601VDA8N       20170101002950100000050000 0800000000001947   
0601VDA8N       20170101003000100000050000 0800000000001968   
0601VDA8N       20170101003050100000050000 0800000000001987   
0601VDA8N       20170101003100100000050000 0800000000002008   
0601VDA8N       20170101003150100000050000 0800000000002027   
0601VDA8N       20170101003200100000050000 0800000000002045   
0601VDA8N       20170101003250100000050000 0800000000002064   
0601VDA8N       20170101003300100000050000 0800000000002081   
0601VDA8N       20170101003350100000050000 0800000000002097   
0601VDA8N       20170101003400100000050000 0800000000002115   
0601VDA8N       20170101003450100000050000 0800000000002130   
0601VDA8N       20170101003500100000050000 0800000000002147   
0601VDA8N       20170101003550100000050000 0800000000002173   
0601VDA8N       20170101003600100000050000 0800000000002223   
0601VDA8N       20170101003650100000050000 0800000000002267   
0601VDA8N       20170101003700100000050000 0800000000002311   
0601VDA8N       20170101003750100000050000 0800000000002359   
0601VDA8N       20170101003800100000050000 0800000000002401   
0601VDA8N       20170101003850100000050000 0800000000002443   
0601VDA8N       20170101003900100000050000 0800000000002483   
0601VDA8N       20170101003950100000050000 0800000000002520   
0601VDA8N       20170101004000100000050000 0800000000002553   
0601VDA8N       20170101004050100000050000 0800000000002586   
0601VDA8N       20170101004100100000050000 0800000000002618   
0601VDA8N       20170101004150100000050000 0800000000002649   
0601VDA8N       20170101004200100000050000 0800000000002679   
0601VDA8N       20170101004250100000050000 0800000000002706   
0601VDA8N       20170101004300100000050000 0800000000002732   
0601VDA8N       20170101004350100000050000 0800000000002760   
0601VDA8N       20170101004400100000050000 0800000000002787   
0601VDA8N       20170101004450100000050000 0800000000002811   
0601VDA8N       20170101004500100000050000 0800000000002834   
0601VDA8N       20170101004550100000050000 0800000000002857   
0601VDA8N       20170101004600100000050000 0800000000002880   
0601VDA8N       20170101004650100000050000 0800000000002903   
0601VDA8N       20170101004700100000050000 0800000000002925   
0601VDA8N       20170101004750100000050000 0800000000002946   
0601VDA8N       20170101004800100000050000 0800000000002966   
0601VDA8N       20170101004850100000050000 0800000000002986   
0601VDA8N       20170101004900100000050000 0800000000003007   
0601VDA8N       20170101004950100000050000 0800000000003027   
0601VDA8N       20170101005000100000050000 0800000000003046   
0601VDA8N       20170101005050100000050000 0800000000003065   
0601VDA8N       20170101005100100000050000 0800000000003082   
0601VDA8N       20170101005150100000050000 0800000000003100   
0601VDA8N       20170101005200100000050000 0800000000003118   
0601VDA8N       20170101005250100000050000 0800000000003137   
0601VDA8N       20170101005300100000050000 0800000000003153   
0601VDA8N       20170101005350100000050000 0800000000003170   
0601VDA8N       20170101005400100000050000 0800000000003186   
0601VDA8N       20170101005450100000050000 0800000000003202   
0601VDA8N       20170101005500100000050000 0800000000003219   
0601VDA8N       20170101005550100000050000 0800000000003235   
0601VDA8N       20170101005600100000050000 0800000000003251   
0601VDA8N       20170101005650100000050000 0800000000003267   
0601VDA8N       20170101005700100000050000 0800000000003282   
0601VDA8N       20170101005750100000050000 0800000000003296   
0601VDA8N       20170101005800100000050000 0800000000003311   
0601VDA8N       20170101005850100000050000 0800000000003324   
0601VDA8N       20170101005900100000050000 0800000000003337   
0601VDA8N       20170101005950100000050000 0800000000003349   
0601VDA8N       20170101006000100000050000 0800000000003363   
0601VDA8N       20170101006050100000050000 0800000000003374   
0601VDA8N       20170101006100100000050000 0800000000003386   
0601VDA8N       20170101006150100000050000 0800000000003398   
0601VDA8N       20170101006200100000050000 0800000000003410   
0601VDA8N       20170101006250100000050000 0800000000003420   
0601VDA8N       20170101006300100000050000 0800000000003432   
0601VDA8N       20170101006350100000050000 0800000000003442   
0601VDA8N       20170101006400100000050000 0800000000003451   
0601VDA8N       20170101006450100000050000 0800000000003462   
0601VDA8N       20170101006500100000050000 0800000000003471   
0601VDA8N       20170101006550100000050000 0800000000003480   
0601VDA8N       20170101006600100000050000 0800000000003490   
0601VDA8N       20170101006650100000050000 0800000000003499   
0601VDA8N       20170101006700100000050000 0800000000003508   
0601VDA8N       20170101006750100000050000 0800000000003517   
0601VDA8N       20170101006800100000050000 0800000000003525   
0601VDA8N       20170101006850100000050000 0800000000003534   
0601VDA8N       20170101006900100000050000 0800000000003542   
0601VDA8N       20170101006950100000050000 0800000000003550   
0601VDA8N       20170101007000100000050000 0800000000003557   
0601VDA8N       20170101007050100000050000 0800000000003564   
0601VDA8N       20170101007100100000050000 0800000000003572   
0601VDA8N       20170101007150100000050000 0800000000003580   
0601VDA8N       20170101007200100000050000 0800000000003587   
0601VDA8N       20170101007250100000050000 0800000000003593   
0601VDA8N       20170101007300100000050000 0800000000003600   
0601VDA8N       20170101007350100000050000 0800000000003607   
0601VDA8N       20170101007400100000050000 0800000000003613   
0601VDA8N       20170101007450100000050000 0800000000003620   
0601VDA8N       20170101007500100000050000 0800000000003627   
0601VDA8N       20170101007550100000050000 0800000000003632   
0601VDA8N       20170101007600100000050000 0800000000003639   
0601VDA8N       20170101007650100000050000 0800000000003646   
0601VDA8N       20170101007700100000050000 0800000000003651   
0601VDA8N       20170101007750100000050000 0800000000003656   
0601VDA8N       20170101007800100000050000 0800000000003660   
0601VDA8N       20170101007850100000050000 0800000000003666   
0601VDA8N       20170101007900100000050000 0800000000003671   
0601VDA8N       20170101007950100000050000 0800000000003675   
0601VDA8N       20170101008000100000050000 0800000000003679   
0601VDA8N       20170101008050100000050000 0800000000003683   
0601VDA8N       20170101008100100000050000 0800000000003688   
0601VDA8N       20170101008150100000050000 0800000000003692   
0601VDA8N       20170101008200100000050000 0800000000003696   
0601VDA8N       20170101008250100000050000 0800000000003700   
0601VDA8N       20170101008300100000050000 0800000000003705   
0601VDA8N       20170101008350100000050000 0800000000003708   
0601VDA8N       20170101008400100000050000 0800000000003713   
0601VDA8N       20170101008450100000050000 0800000000003716   
0601VDA8N       20170101008500100000050000 0800000000003719   
0601VDA8N       20170101008550100000050000 0800000000003723   
0601VDA8N       20170101008600100000050000 0800000000003726   
0601VDA8N       20170101008650100000050000 0800000000003730   
0601VDA8N       20170101008700100000050000 0800000000003733   
0601VDA8N       20170101008750100000050000 0800000000003738   
0601VDA8N       20170101008800100000050000 0800000000003741   
0601VDA8N       20170101008850100000050000 0800000000003744   
0601VDA8N       20170101008900100000050000 0800000000003747   
0601VDA8N       20170101008950100000050000 0800000000003750   
0601VDA8N       20170101009000100000050000 0800000000003754   
0601VDA8N       20170101009050100000050000 0800000000003757   
0601VDA8N       20170101009100100000050000 0800000000003760   
0601VDA8N       20170101009150100000050000 0800000000003763   
0601VDA8N       20170101009200100000050000 0800000000003766   
0601VDA8N       20170101009250100000050000 0800000000003769   
0601VDA8N       20170101009300100000050000 0800000000003772   
0601VDA8N       20170101009350100000050000 0800000000003776   
0601VDA8N       20170101009400100000050000 0800000000003778   
0601VDA8N       20170101009450100000050000 0800000000003780   
0601VDA8N       20170101009500100000050000 0800000000003784   
0601VDA8N       20170101009550100000050000 0800000000003786   
0601VDA8N       20170101009600100000050000 0800000000003788   
0601VDA8N       20170101009650100000050000 0800000000003792   
0601VDA8N       20170101009700100000050000 0800000000003794   
0601VDA8N       20170101009750100000050000 0800000000003796   
0601VDA8N       20170101009800100000050000 0800000000003799   
0601VDA8N       20170101009850100000050000 0800000000003802   
0601VDA8N       20170101009900100000050000 0800000000003805   
0601VDA8N       20170101009950100000050000 0800000000003807   
0601VDA8N       20170101010000100040000000 0800000000003808   
0601VDA9N       20170101000000100000695000 0900000000000000   
0601VDA9N       20170101000695100000005000 0900000000000004   
0601VDA9N       20170101000700100000005000 0900000000000006   
0601VDA9N       20170101000705100000005000 0900000000000008   
0601VDA9N       20170101000710100000005000 0900000000000010   
0601VDA9N       20170101000715100000005000 0900000000000012   
0601VDA9N       20170101000720100000005000 0900000000000014   
0601VDA9N       20170101000725100000005000 0900000000000016   
0601VDA9N       20170101000730100000005000 0900000000000017   
0601VDA9N       20170101000735100000005000 0900000000000019   
0601VDA9N       20170101000740100000005000 0900000000000021   
0601VDA9N       20170101000745100000005000 0900000000000023   
0601VDA9N       20170101000750100000005000 0900000000000026   
0601VDA9N       20170101000755100000005000 0900000000000031   
0601VDA9N       20170101000760100000005000 0900000000000034   
0601VDA9N       20170101000765100000005000 0900000000000037   
