00AR               20131210                                                                                   
0601ARA2Y       20140101001430100000005000 0200023930001671   
0601ARA2Y       20140101001435100000005000 0200024050001673   
0601ARA2Y       20140101001440100000005000 0200024210001678   
0601ARA2Y       20140101001445100000005000 0200024340001682   
0601ARA2Y       20140101001450100000005000 0200024470001685   
0601ARA2Y       20140101001455100000005000 0200024620001689   
0601ARA2Y       20140101001460100000005000 0200024750001692   
0601ARA2Y       20140101001465100000005000 0200024880001695   
0601ARA2Y       20140101001470100000005000 0200025040001701   
0601ARA2Y       20140101001475100000005000 0200025160001703   
0601ARA2Y       20140101001480100000005000 0200025290001706   
0601ARA2Y       20140101001485100000005000 0200025450001711   
0601ARA2Y       20140101001490100000010000 0200000000001711   
0601ARA2Y       20140101001500100000500000 0200000000001890   
0601ARA2Y       20140101002000100000500000 0200000000002155   
0601ARA2Y       20140101002500100007499900 0200000000002253   
0601ARA3Y       20140101000000100000115000 0300000000000027   
0601ARA3Y       20140101000115100000005000 0300000030000026   
0601ARA3Y       20140101000120100000005000 0300000030000024   
0601ARA3Y       20140101000125100000005000 0300000030000024   
0601ARA3Y       20140101000130100000005000 0300000030000023   
0601ARA3Y       20140101000135100000005000 0300000030000022   
0601ARA3Y       20140101000140100000005000 0300000030000021   
0601ARA3Y       20140101000145100000005000 0300000030000020   
0601ARA3Y       20140101000150100000005000 0300000030000020   
0601ARA3Y       20140101000155100000005000 0300000030000019   
0601ARA3Y       20140101000160100000005000 0300000030000018   
0601ARA3Y       20140101000165100000005000 0300000030000018   
0601ARA3Y       20140101000170100000005000 0300000030000017   
0601ARA3Y       20140101000175100000005000 0300000030000017   
0601ARA3Y       20140101000180100000005000 0300000030000016   
0601ARA3Y       20140101000185100000005000 0300000030000016   
0601ARA3Y       20140101000190100000005000 0300000030000016   
0601ARA3Y       20140101000195100000005000 0300000030000015   
0601ARA3Y       20140101000200100000005000 0300000030000015   
0601ARA3Y       20140101000205100000005000 0300000030000014   
0601ARA3Y       20140101000210100000005000 0300000030000014   
0601ARA3Y       20140101000215100000005000 0300000030000014   
0601ARA3Y       20140101000220100000005000 0300000030000013   
0601ARA3Y       20140101000225100000005000 0300000030000013   
0601ARA3Y       20140101000230100000005000 0300000030000013   
0601ARA3Y       20140101000235100000005000 0300000030000013   
0601ARA3Y       20140101000240100000005000 0300000030000012   
0601ARA3Y       20140101000245100000005000 0300000030000012   
0601ARA3Y       20140101000250100000005000 0300000030000012   
0601ARA3Y       20140101000255100000005000 0300000030000012   
0601ARA3Y       20140101000260100000005000 0300000030000011   
0601ARA3Y       20140101000265100000005000 0300000030000011   
0601ARA3Y       20140101000270100000005000 0300000030000011   
0601ARA3Y       20140101000275100000005000 0300000030000011   
0601ARA3Y       20140101000280100000005000 0300000030000011   
0601ARA3Y       20140101000285100000005000 0300000030000010   
0601ARA3Y       20140101000290100000005000 0300000030000010   
0601ARA3Y       20140101000295100000005000 0300000030000010   
0601ARA3Y       20140101000300100000005000 0300000030000010   
0601ARA3Y       20140101000305100000005000 0300000030000010   
0601ARA3Y       20140101000310100000005000 0300000030000010   
0601ARA3Y       20140101000315100000005000 0300000030000009   
0601ARA3Y       20140101000320100000005000 0300000030000009   
0601ARA3Y       20140101000325100000005000 0300000030000009   
0601ARA3Y       20140101000330100000005000 0300000040000012   
0601ARA3Y       20140101000335100000005000 0300000070000021   
0601ARA3Y       20140101000340100000005000 0300000110000032   
0601ARA3Y       20140101000345100000005000 0300000140000040   
0601ARA3Y       20140101000350100000005000 0300000180000051   
0601ARA3Y       20140101000355100000005000 0300000230000064   
0601ARA3Y       20140101000360100000005000 0300000280000077   
0601ARA3Y       20140101000365100000005000 0300000330000090   
0601ARA3Y       20140101000370100000005000 0300000380000102   
0601ARA3Y       20140101000375100000005000 0300000430000114   
0601ARA3Y       20140101000380100000005000 0300000480000125   
0601ARA3Y       20140101000385100000005000 0300000520000134   
0601ARA3Y       20140101000390100000005000 0300000580000148   
0601ARA3Y       20140101000395100000005000 0300000640000161   
0601ARA3Y       20140101000400100000005000 0300000700000174   
0601ARA3Y       20140101000405100000005000 0300000760000187   
0601ARA3Y       20140101000410100000005000 0300000820000199   
0601ARA3Y       20140101000415100000005000 0300000880000211   
0601ARA3Y       20140101000420100000005000 0300000940000222   
0601ARA3Y       20140101000425100000005000 0300001000000234   
0601ARA3Y       20140101000430100000005000 0300001060000245   
0601ARA3Y       20140101000435100000005000 0300001120000256   
0601ARA3Y       20140101000440100000005000 0300001180000267   
0601ARA3Y       20140101000445100000005000 0300001240000277   
0601ARA3Y       20140101000450100000005000 0300001320000292   
0601ARA3Y       20140101000455100000005000 0300001380000302   
0601ARA3Y       20140101000460100000005000 0300001440000311   
0601ARA3Y       20140101000465100000005000 0300001510000323   
0601ARA3Y       20140101000470100000005000 0300001570000332   
0601ARA3Y       20140101000475100000005000 0300001640000343   
0601ARA3Y       20140101000480100000005000 0300001710000354   
0601ARA3Y       20140101000485100000005000 0300001770000363   
0601ARA3Y       20140101000490100000005000 0300001830000372   
0601ARA3Y       20140101000495100000005000 0300001900000382   
0601ARA3Y       20140101000500100000005000 0300001970000392   
0601ARA3Y       20140101000505100000005000 0300002040000402   
0601ARA3Y       20140101000510100000005000 0300002120000414   
0601ARA3Y       20140101000515100000005000 0300002200000425   
0601ARA3Y       20140101000520100000005000 0300002270000434   
0601ARA3Y       20140101000525100000005000 0300002350000445   
0601ARA3Y       20140101000530100000005000 0300002420000454   
0601ARA3Y       20140101000535100000005000 0300002500000465   
0601ARA3Y       20140101000540100000005000 0300002580000476   
0601ARA3Y       20140101000545100000005000 0300002650000484   
0601ARA3Y       20140101000550100000005000 0300002730000494   
0601ARA3Y       20140101000555100000005000 0300002810000504   
0601ARA3Y       20140101000560100000005000 0300002880000512   
0601ARA3Y       20140101000565100000005000 0300002970000523   
0601ARA3Y       20140101000570100000005000 0300003050000533   
0601ARA3Y       20140101000575100000005000 0300003130000542   
0601ARA3Y       20140101000580100000005000 0300003200000549   
0601ARA3Y       20140101000585100000005000 0300003280000558   
0601ARA3Y       20140101000590100000005000 0300003370000569   
0601ARA3Y       20140101000595100000005000 0300003450000577   
0601ARA3Y       20140101000600100000005000 0300003520000584   
0601ARA3Y       20140101000605100000005000 0300003600000593   
0601ARA3Y       20140101000610100000005000 0300003690000602   
0601ARA3Y       20140101000615100000005000 0300003770000611   
0601ARA3Y       20140101000620100000005000 0300003840000617   
0601ARA3Y       20140101000625100000005000 0300003920000625   
0601ARA3Y       20140101000630100000005000 0300004000000632   
0601ARA3Y       20140101000635100000005000 0300004090000642   
0601ARA3Y       20140101000640100000005000 0300004170000649   
0601ARA3Y       20140101000645100000005000 0300004250000656   
0601ARA3Y       20140101000650100000005000 0300004340000665   
0601ARA3Y       20140101000655100000005000 0300004440000675   
0601ARA3Y       20140101000660100000005000 0300004520000682   
0601ARA3Y       20140101000665100000005000 0300004600000689   
0601ARA3Y       20140101000670100000005000 0300004690000697   
0601ARA3Y       20140101000675100000005000 0300004770000704   
0601ARA3Y       20140101000680100000005000 0300004870000714   
0601ARA3Y       20140101000685100000005000 0300004960000721   
0601ARA3Y       20140101000690100000005000 0300005050000729   
0601ARA3Y       20140101000695100000005000 0300005140000737   
0601ARA3Y       20140101000700100000005000 0300005230000744   
0601ARA3Y       20140101000705100000005000 0300005340000755   
0601ARA3Y       20140101000710100000005000 0300005430000762   
0601ARA3Y       20140101000715100000005000 0300005520000769   
0601ARA3Y       20140101000720100000005000 0300005610000776   
0601ARA3Y       20140101000725100000005000 0300005720000786   
0601ARA3Y       20140101000730100000005000 0300005810000793   
0601ARA3Y       20140101000735100000005000 0300005900000800   
0601ARA3Y       20140101000740100000005000 0300005990000807   
0601ARA3Y       20140101000745100000005000 0300006080000813   
0601ARA3Y       20140101000750100000005000 0300006190000823   
0601ARA3Y       20140101000755100000005000 0300006290000830   
0601ARA3Y       20140101000760100000005000 0300006380000837   
0601ARA3Y       20140101000765100000005000 0300006480000844   
0601ARA3Y       20140101000770100000005000 0300006600000854   
0601ARA3Y       20140101000775100000005000 0300006700000862   
0601ARA3Y       20140101000780100000005000 0300006790000868   
0601ARA3Y       20140101000785100000005000 0300006890000875   
0601ARA3Y       20140101000790100000005000 0300006990000882   
0601ARA3Y       20140101000795100000005000 0300007100000890   
0601ARA3Y       20140101000800100000005000 0300007200000897   
0601ARA3Y       20140101000805100000005000 0300007290000903   
0601ARA3Y       20140101000810100000005000 0300007390000910   
0601ARA3Y       20140101000815100000005000 0300007490000916   
0601ARA3Y       20140101000820100000005000 0300007600000924   
0601ARA3Y       20140101000825100000005000 0300007700000931   
0601ARA3Y       20140101000830100000005000 0300007800000937   
0601ARA3Y       20140101000835100000005000 0300007900000943   
0601ARA3Y       20140101000840100000005000 0300008010000951   
0601ARA3Y       20140101000845100000005000 0300008110000957   
0601ARA3Y       20140101000850100000005000 0300008210000963   
0601ARA3Y       20140101000855100000005000 0300008310000969   
0601ARA3Y       20140101000860100000005000 0300008410000975   
0601ARA3Y       20140101000865100000005000 0300008520000982   
0601ARA3Y       20140101000870100000005000 0300008620000988   
0601ARA3Y       20140101000875100000005000 0300008720000994   
0601ARA3Y       20140101000880100000005000 0300008820000999   
0601ARA3Y       20140101000885100000005000 0300008940001007   
0601ARA3Y       20140101000890100000005000 0300009040001013   
0601ARA3Y       20140101000895100000005000 0300009130001017   
0601ARA3Y       20140101000900100000005000 0300009230001023   
0601ARA3Y       20140101000905100000005000 0300009330001028   
0601ARA3Y       20140101000910100000005000 0300009450001036   
0601ARA3Y       20140101000915100000005000 0300009540001040   
0601ARA3Y       20140101000920100000005000 0300009650001046   
0601ARA3Y       20140101000925100000005000 0300009740001050   
0601ARA3Y       20140101000930100000005000 0300009840001055   
0601ARA3Y       20140101000935100000005000 0300009960001062   
0601ARA3Y       20140101000940100000005000 0300010060001067   
0601ARA3Y       20140101000945100000005000 0300010160001072   
0601ARA3Y       20140101000950100000005000 0300010270001078   
0601ARA3Y       20140101000955100000005000 0300010390001085   
0601ARA3Y       20140101000960100000005000 0300010490001090   
0601ARA3Y       20140101000965100000005000 0300010590001095   
0601ARA3Y       20140101000970100000005000 0300010690001099   
0601ARA3Y       20140101000975100000005000 0300010800001105   
0601ARA3Y       20140101000980100000005000 0300010910001110   
0601ARA3Y       20140101000985100000005000 0300011010001115   
0601ARA3Y       20140101000990100000005000 0300011120001120   
0601ARA3Y       20140101000995100000005000 0300011240001127   
0601ARA3Y       20140101001000100000005000 0300011370001134   
0601ARA3Y       20140101001005100000005000 0300011480001139   
0601ARA3Y       20140101001010100000005000 0300011600001146   
0601ARA3Y       20140101001015100000005000 0300011720001152   
0601ARA3Y       20140101001020100000005000 0300011830001157   
0601ARA3Y       20140101001025100000005000 0300011960001164   
0601ARA3Y       20140101001030100000005000 0300012080001170   
0601ARA3Y       20140101001035100000005000 0300012190001175   
0601ARA3Y       20140101001040100000005000 0300012300001180   
0601ARA3Y       20140101001045100000005000 0300012410001185   
0601ARA3Y       20140101001050100000005000 0300012540001191   
0601ARA3Y       20140101001055100000005000 0300012660001197   
0601ARA3Y       20140101001060100000005000 0300012770001202   
0601ARA3Y       20140101001065100000005000 0300012900001208   
0601ARA3Y       20140101001070100000005000 0300013020001214   
0601ARA3Y       20140101001075100000005000 0300013140001219   
0601ARA3Y       20140101001080100000005000 0300013270001226   
0601ARA3Y       20140101001085100000005000 0300013390001231   
0601ARA3Y       20140101001090100000005000 0300013510001237   
0601ARA3Y       20140101001095100000005000 0300013640001243   
0601ARA3Y       20140101001100100000005000 0300013760001248   
0601ARA3Y       20140101001105100000005000 0300013880001253   
0601ARA3Y       20140101001110100000005000 0300014010001259   
0601ARA3Y       20140101001115100000005000 0300014130001264   
0601ARA3Y       20140101001120100000005000 0300014250001269   
0601ARA3Y       20140101001125100000005000 0300014390001276   
0601ARA3Y       20140101001130100000005000 0300014500001280   
0601ARA3Y       20140101001135100000005000 0300014620001285   
0601ARA3Y       20140101001140100000005000 0300014760001292   
0601ARA3Y       20140101001145100000005000 0300014880001297   
0601ARA3Y       20140101001150100000005000 0300014990001301   
0601ARA3Y       20140101001155100000005000 0300015130001307   
0601ARA3Y       20140101001160100000005000 0300015250001312   
0601ARA3Y       20140101001165100000005000 0300015370001316   
0601ARA3Y       20140101001170100000005000 0300015510001323   
0601ARA3Y       20140101001175100000005000 0300015620001327   
0601ARA3Y       20140101001180100000005000 0300015740001331   
0601ARA3Y       20140101001185100000005000 0300015880001337   
0601ARA3Y       20140101001190100000005000 0300016000001342   
0601ARA3Y       20140101001195100000005000 0300016120001346   
0601ARA3Y       20140101001200100000005000 0300016260001352   
0601ARA3Y       20140101001205100000005000 0300016370001356   
0601ARA3Y       20140101001210100000005000 0300016490001360   
0601ARA3Y       20140101001215100000005000 0300016630001366   
0601ARA3Y       20140101001220100000005000 0300016750001370   
0601ARA3Y       20140101001225100000005000 0300016860001374   
0601ARA3Y       20140101001230100000005000 0300017010001380   
0601ARA3Y       20140101001235100000005000 0300017120001383   
0601ARA3Y       20140101001240100000005000 0300017240001388   
0601ARA3Y       20140101001245100000005000 0300017380001393   
0601ARA3Y       20140101001250100000005000 0300017500001397   
0601ARA3Y       20140101001255100000005000 0300017610001400   
0601ARA3Y       20140101001260100000005000 0300017750001406   
0601ARA3Y       20140101001265100000005000 0300017870001410   
0601ARA3Y       20140101001270100000005000 0300017990001414   
0601ARA3Y       20140101001275100000005000 0300018130001419   
0601ARA3Y       20140101001280100000005000 0300018240001422   
0601ARA3Y       20140101001285100000005000 0300018360001426   
0601ARA3Y       20140101001290100000005000 0300018510001432   
0601ARA3Y       20140101001295100000005000 0300018640001437   
0601ARA3Y       20140101001300100000005000 0300018760001440   
0601ARA3Y       20140101001305100000005000 0300018910001446   
0601ARA3Y       20140101001310100000005000 0300019040001451   
0601ARA3Y       20140101001315100000005000 0300019170001455   
0601ARA3Y       20140101001320100000005000 0300019320001461   
0601ARA3Y       20140101001325100000005000 0300019440001464   
0601ARA3Y       20140101001330100000005000 0300019570001469   
0601ARA3Y       20140101001335100000005000 0300019720001474   
0601ARA3Y       20140101001340100000005000 0300019850001479   
0601ARA3Y       20140101001345100000005000 0300019970001482   
0601ARA3Y       20140101001350100000005000 0300020120001488   
0601ARA3Y       20140101001355100000005000 0300020250001492   
0601ARA3Y       20140101001360100000005000 0300020380001496   
0601ARA3Y       20140101001365100000005000 0300020530001501   
0601ARA3Y       20140101001370100000005000 0300020650001505   
0601ARA3Y       20140101001375100000005000 0300020780001509   
0601ARA3Y       20140101001380100000005000 0300020930001514   
0601ARA3Y       20140101001385100000005000 0300021060001518   
0601ARA3Y       20140101001390100000005000 0300021180001521   
0601ARA3Y       20140101001395100000005000 0300021330001526   
0601ARA3Y       20140101001400100000005000 0300021460001530   
0601ARA3Y       20140101001405100000005000 0300021590001534   
0601ARA3Y       20140101001410100000005000 0300021750001540   
0601ARA3Y       20140101001415100000005000 0300021880001544   
0601ARA3Y       20140101001420100000005000 0300022000001547   
0601ARA3Y       20140101001425100000005000 0300022160001552   
0601ARA3Y       20140101001430100000005000 0300022290001556   
0601ARA3Y       20140101001435100000005000 0300022420001560   
0601ARA3Y       20140101001440100000005000 0300022570001565   
0601ARA3Y       20140101001445100000005000 0300022700001568   
0601ARA3Y       20140101001450100000005000 0300022830001572   
0601ARA3Y       20140101001455100000005000 0300022990001577   
0601ARA3Y       20140101001460100000005000 0300023120001581   
0601ARA3Y       20140101001465100000005000 0300023240001584   
0601ARA3Y       20140101001470100000005000 0300023400001589   
0601ARA3Y       20140101001475100000005000 0300023530001593   
0601ARA3Y       20140101001480100000005000 0300023660001596   
0601ARA3Y       20140101001485100000005000 0300023810001601   
0601ARA3Y       20140101001490100000010000 0300000000001601   
0601ARA3Y       20140101001500100000500000 0300000000001789   
0601ARA3Y       20140101002000100000500000 0300000000002071   
0601ARA3Y       20140101002500100007499900 0300000000002177   
0601ARA4Y       20140101000000100000115000 0400000000000027   
0601ARA4Y       20140101000115100000005000 0400000030000026   
0601ARA4Y       20140101000120100000005000 0400000030000024   
0601ARA4Y       20140101000125100000005000 0400000030000024   
0601ARA4Y       20140101000130100000005000 0400000030000023   
0601ARA4Y       20140101000135100000005000 0400000030000022   
0601ARA4Y       20140101000140100000005000 0400000030000021   
0601ARA4Y       20140101000145100000005000 0400000030000020   
0601ARA4Y       20140101000150100000005000 0400000030000020   
0601ARA4Y       20140101000155100000005000 0400000030000019   
0601ARA4Y       20140101000160100000005000 0400000030000018   
0601ARA4Y       20140101000165100000005000 0400000030000018   
0601ARA4Y       20140101000170100000005000 0400000030000017   
0601ARA4Y       20140101000175100000005000 0400000030000017   
0601ARA4Y       20140101000180100000005000 0400000030000016   
0601ARA4Y       20140101000185100000005000 0400000030000016   
0601ARA4Y       20140101000190100000005000 0400000030000016   
0601ARA4Y       20140101000195100000005000 0400000030000015   
0601ARA4Y       20140101000200100000005000 0400000030000015   
0601ARA4Y       20140101000205100000005000 0400000030000014   
0601ARA4Y       20140101000210100000005000 0400000030000014   
0601ARA4Y       20140101000215100000005000 0400000030000014   
0601ARA4Y       20140101000220100000005000 0400000030000013   
0601ARA4Y       20140101000225100000005000 0400000030000013   
0601ARA4Y       20140101000230100000005000 0400000030000013   
0601ARA4Y       20140101000235100000005000 0400000030000013   
0601ARA4Y       20140101000240100000005000 0400000030000012   
0601ARA4Y       20140101000245100000005000 0400000030000012   
0601ARA4Y       20140101000250100000005000 0400000030000012   
0601ARA4Y       20140101000255100000005000 0400000030000012   
0601ARA4Y       20140101000260100000005000 0400000030000011   
0601ARA4Y       20140101000265100000005000 0400000030000011   
0601ARA4Y       20140101000270100000005000 0400000030000011   
0601ARA4Y       20140101000275100000005000 0400000030000011   
0601ARA4Y       20140101000280100000005000 0400000030000011   
0601ARA4Y       20140101000285100000005000 0400000030000010   
0601ARA4Y       20140101000290100000005000 0400000030000010   
0601ARA4Y       20140101000295100000005000 0400000030000010   
0601ARA4Y       20140101000300100000005000 0400000030000010   
0601ARA4Y       20140101000305100000005000 0400000030000010   
0601ARA4Y       20140101000310100000005000 0400000030000010   
0601ARA4Y       20140101000315100000005000 0400000030000009   
0601ARA4Y       20140101000320100000005000 0400000030000009   
0601ARA4Y       20140101000325100000005000 0400000030000009   
0601ARA4Y       20140101000330100000005000 0400000030000009   
0601ARA4Y       20140101000335100000005000 0400000030000009   
0601ARA4Y       20140101000340100000005000 0400000030000009   
0601ARA4Y       20140101000345100000005000 0400000030000009   
0601ARA4Y       20140101000350100000005000 0400000030000009   
0601ARA4Y       20140101000355100000005000 0400000030000008   
0601ARA4Y       20140101000360100000005000 0400000030000008   
0601ARA4Y       20140101000365100000005000 0400000030000008   
0601ARA4Y       20140101000370100000005000 0400000030000008   
0601ARA4Y       20140101000375100000005000 0400000030000008   
0601ARA4Y       20140101000380100000005000 0400000030000008   
0601ARA4Y       20140101000385100000005000 0400000030000008   
0601ARA4Y       20140101000390100000005000 0400000050000013   
0601ARA4Y       20140101000395100000005000 0400000070000018   
0601ARA4Y       20140101000400100000005000 0400000110000027   
0601ARA4Y       20140101000405100000005000 0400000140000034   
0601ARA4Y       20140101000410100000005000 0400000180000044   
0601ARA4Y       20140101000415100000005000 0400000230000055   
0601ARA4Y       20140101000420100000005000 0400000280000066   
0601ARA4Y       20140101000425100000005000 0400000330000077   
0601ARA4Y       20140101000430100000005000 0400000380000088   
0601ARA4Y       20140101000435100000005000 0400000430000098   
0601ARA4Y       20140101000440100000005000 0400000480000108   
0601ARA4Y       20140101000445100000005000 0400000520000116   
0601ARA4Y       20140101000450100000005000 0400000580000128   
0601ARA4Y       20140101000455100000005000 0400000640000140   
0601ARA4Y       20140101000460100000005000 0400000700000151   
0601ARA4Y       20140101000465100000005000 0400000760000163   
0601ARA4Y       20140101000470100000005000 0400000820000174   
0601ARA4Y       20140101000475100000005000 0400000890000186   
0601ARA4Y       20140101000480100000005000 0400000950000197   
0601ARA4Y       20140101000485100000005000 0400001010000207   
0601ARA4Y       20140101000490100000005000 0400001070000217   
0601ARA4Y       20140101000495100000005000 0400001130000227   
0601ARA4Y       20140101000500100000005000 0400001190000237   
0601ARA4Y       20140101000505100000005000 0400001250000246   
0601ARA4Y       20140101000510100000005000 0400001310000256   
0601ARA4Y       20140101000515100000005000 0400001370000265   
0601ARA4Y       20140101000520100000005000 0400001450000278   
0601ARA4Y       20140101000525100000005000 0400001510000286   
0601ARA4Y       20140101000530100000005000 0400001580000297   
0601ARA4Y       20140101000535100000005000 0400001640000305   
0601ARA4Y       20140101000540100000005000 0400001700000313   
0601ARA4Y       20140101000545100000005000 0400001760000321   
0601ARA4Y       20140101000550100000005000 0400001830000331   
0601ARA4Y       20140101000555100000005000 0400001890000339   
0601ARA4Y       20140101000560100000005000 0400001960000348   
0601ARA4Y       20140101000565100000005000 0400002050000361   
0601ARA4Y       20140101000570100000005000 0400002130000372   
0601ARA4Y       20140101000575100000005000 0400002210000383   
0601ARA4Y       20140101000580100000005000 0400002280000391   
0601ARA4Y       20140101000585100000005000 0400002360000402   
0601ARA4Y       20140101000590100000005000 0400002450000414   
0601ARA4Y       20140101000595100000005000 0400002520000422   
0601ARA4Y       20140101000600100000005000 0400002600000432   
0601ARA4Y       20140101000605100000005000 0400002670000440   
0601ARA4Y       20140101000610100000005000 0400002770000452   
0601ARA4Y       20140101000615100000005000 0400002840000460   
0601ARA4Y       20140101000620100000005000 0400002920000469   
0601ARA4Y       20140101000625100000005000 0400002990000476   
0601ARA4Y       20140101000630100000005000 0400003070000485   
0601ARA4Y       20140101000635100000005000 0400003160000496   
0601ARA4Y       20140101000640100000005000 0400003240000504   
0601ARA4Y       20140101000645100000005000 0400003310000511   
0601ARA4Y       20140101000650100000005000 0400003390000520   
0601ARA4Y       20140101000655100000005000 0400003480000529   
0601ARA4Y       20140101000660100000005000 0400003560000537   
0601ARA4Y       20140101000665100000005000 0400003630000544   
0601ARA4Y       20140101000670100000005000 0400003710000552   
0601ARA4Y       20140101000675100000005000 0400003790000559   
0601ARA4Y       20140101000680100000005000 0400003880000568   
0601ARA4Y       20140101000685100000005000 0400003950000575   
0601ARA4Y       20140101000690100000005000 0400004030000582   
0601ARA4Y       20140101000695100000005000 0400004110000589   
0601ARA4Y       20140101000700100000005000 0400004200000598   
0601ARA4Y       20140101000705100000005000 0400004290000606   
0601ARA4Y       20140101000710100000005000 0400004380000615   
0601ARA4Y       20140101000715100000005000 0400004460000622   
0601ARA4Y       20140101000720100000005000 0400004540000628   
0601ARA4Y       20140101000725100000005000 0400004640000638   
0601ARA4Y       20140101000730100000005000 0400004730000646   
0601ARA4Y       20140101000735100000005000 0400004810000652   
0601ARA4Y       20140101000740100000005000 0400004890000659   
0601ARA4Y       20140101000745100000005000 0400004980000666   
0601ARA4Y       20140101000750100000005000 0400005070000674   
0601ARA4Y       20140101000755100000005000 0400005160000681   
0601ARA4Y       20140101000760100000005000 0400005260000690   
0601ARA4Y       20140101000765100000005000 0400005350000697   
0601ARA4Y       20140101000770100000005000 0400005450000706   
0601ARA4Y       20140101000775100000005000 0400005540000713   
0601ARA4Y       20140101000780100000005000 0400005630000719   
0601ARA4Y       20140101000785100000005000 0400005720000726   
0601ARA4Y       20140101000790100000005000 0400005810000733   
0601ARA4Y       20140101000795100000005000 0400005920000742   
0601ARA4Y       20140101000800100000005000 0400006010000749   
0601ARA4Y       20140101000805100000005000 0400006100000755   
0601ARA4Y       20140101000810100000005000 0400006200000763   
0601ARA4Y       20140101000815100000005000 0400006300000771   
0601ARA4Y       20140101000820100000005000 0400006410000779   
0601ARA4Y       20140101000825100000005000 0400006510000787   
0601ARA4Y       20140101000830100000005000 0400006610000794   
0601ARA4Y       20140101000835100000005000 0400006700000800   
0601ARA4Y       20140101000840100000005000 0400006820000809   
0601ARA4Y       20140101000845100000005000 0400006910000815   
0601ARA4Y       20140101000850100000005000 0400007010000822   
0601ARA4Y       20140101000855100000005000 0400007110000829   
0601ARA4Y       20140101000860100000005000 0400007200000835   
0601ARA4Y       20140101000865100000005000 0400007320000844   
0601ARA4Y       20140101000870100000005000 0400007420000850   
0601ARA4Y       20140101000875100000005000 0400007510000856   
0601ARA4Y       20140101000880100000005000 0400007610000862   
0601ARA4Y       20140101000885100000005000 0400007730000871   
0601ARA4Y       20140101000890100000005000 0400007830000877   
0601ARA4Y       20140101000895100000005000 0400007920000882   
0601ARA4Y       20140101000900100000005000 0400008020000889   
0601ARA4Y       20140101000905100000005000 0400008120000895   
0601ARA4Y       20140101000910100000005000 0400008240000903   
0601ARA4Y       20140101000915100000005000 0400008330000908   
0601ARA4Y       20140101000920100000005000 0400008430000914   
0601ARA4Y       20140101000925100000005000 0400008530000920   
0601ARA4Y       20140101000930100000005000 0400008630000925   
0601ARA4Y       20140101000935100000005000 0400008750000933   
0601ARA4Y       20140101000940100000005000 0400008840000938   
0601ARA4Y       20140101000945100000005000 0400008940000944   
0601ARA4Y       20140101000950100000005000 0400009040000949   
0601ARA4Y       20140101000955100000005000 0400009160000957   
0601ARA4Y       20140101000960100000005000 0400009260000962   
0601ARA4Y       20140101000965100000005000 0400009360000967   
0601ARA4Y       20140101000970100000005000 0400009450000972   
0601ARA4Y       20140101000975100000005000 0400009550000977   
0601ARA4Y       20140101000980100000005000 0400009670000984   
0601ARA4Y       20140101000985100000005000 0400009770000989   
0601ARA4Y       20140101000990100000005000 0400009870000994   
0601ARA4Y       20140101000995100000005000 0400009970000999   
0601ARA4Y       20140101001000100000005000 0400010090001006   
0601ARA4Y       20140101001005100000005000 0400010190001011   
0601ARA4Y       20140101001010100000005000 0400010290001016   
0601ARA4Y       20140101001015100000005000 0400010400001022   
0601ARA4Y       20140101001020100000005000 0400010500001027   
0601ARA4Y       20140101001025100000005000 0400010620001034   
0601ARA4Y       20140101001030100000005000 0400010720001038   
0601ARA4Y       20140101001035100000005000 0400010820001043   
0601ARA4Y       20140101001040100000005000 0400010920001047   
0601ARA4Y       20140101001045100000005000 0400011020001052   
0601ARA4Y       20140101001050100000005000 0400011140001058   
0601ARA4Y       20140101001055100000005000 0400011250001064   
0601ARA4Y       20140101001060100000005000 0400011350001068   
0601ARA4Y       20140101001065100000005000 0400011480001075   
0601ARA4Y       20140101001070100000005000 0400011600001082   
0601ARA4Y       20140101001075100000005000 0400011710001087   
0601ARA4Y       20140101001080100000005000 0400011850001095   
0601ARA4Y       20140101001085100000005000 0400011960001100   
0601ARA4Y       20140101001090100000005000 0400012070001105   
0601ARA4Y       20140101001095100000005000 0400012200001112   
0601ARA4Y       20140101001100100000005000 0400012320001117   
0601ARA4Y       20140101001105100000005000 0400012430001122   
0601ARA4Y       20140101001110100000005000 0400012560001129   
0601ARA4Y       20140101001115100000005000 0400012670001134   
0601ARA4Y       20140101001120100000005000 0400012780001139   
0601ARA4Y       20140101001125100000005000 0400012920001146   
0601ARA4Y       20140101001130100000005000 0400013040001151   
0601ARA4Y       20140101001135100000005000 0400013160001157   
0601ARA4Y       20140101001140100000005000 0400013300001164   
0601ARA4Y       20140101001145100000005000 0400013410001169   
0601ARA4Y       20140101001150100000005000 0400013530001174   
0601ARA4Y       20140101001155100000005000 0400013670001181   
0601ARA4Y       20140101001160100000005000 0400013790001186   
0601ARA4Y       20140101001165100000005000 0400013900001191   
0601ARA4Y       20140101001170100000005000 0400014040001197   
0601ARA4Y       20140101001175100000005000 0400014160001203   
0601ARA4Y       20140101001180100000005000 0400014280001208   
0601ARA4Y       20140101001185100000005000 0400014420001214   
0601ARA4Y       20140101001190100000005000 0400014530001218   
0601ARA4Y       20140101001195100000005000 0400014650001223   
0601ARA4Y       20140101001200100000005000 0400014790001230   
0601ARA4Y       20140101001205100000005000 0400014910001235   
0601ARA4Y       20140101001210100000005000 0400015020001239   
0601ARA4Y       20140101001215100000005000 0400015160001245   
