00AG               20161121                                                                                   
0601AGA3N       20170101000135100000005000 0300000020000000   
0601AGA3N       20170101000140100000005000 0300000020000000   
0601AGA3N       20170101000145100000005000 0300000020000000   
0601AGA3N       20170101000150100000005000 0300000020000000   
0601AGA3N       20170101000155100000005000 0300000020000000   
0601AGA3N       20170101000160100000005000 0300000020000000   
0601AGA3N       20170101000165100000005000 0300000020000000   
0601AGA3N       20170101000170100000005000 0300000020000000   
0601AGA3N       20170101000175100000005000 0300000020000000   
0601AGA3N       20170101000180100000005000 0300000020000000   
0601AGA3N       20170101000185100000005000 0300000020000000   
0601AGA3N       20170101000190100000005000 0300000020000000   
0601AGA3N       20170101000195100000005000 0300000020000000   
0601AGA3N       20170101000200100000005000 0300000020000000   
0601AGA3N       20170101000205100000005000 0300000020000000   
0601AGA3N       20170101000210100000005000 0300000020000000   
0601AGA3N       20170101000215100000005000 0300000020000000   
0601AGA3N       20170101000220100000005000 0300000020000000   
0601AGA3N       20170101000225100000005000 0300000020000000   
0601AGA3N       20170101000230100000005000 0300000020000000   
0601AGA3N       20170101000235100000005000 0300000020000000   
0601AGA3N       20170101000240100000005000 0300000020000000   
0601AGA3N       20170101000245100000005000 0300000020000000   
0601AGA3N       20170101000250100000005000 0300000020000000   
0601AGA3N       20170101000255100000005000 0300000020000000   
0601AGA3N       20170101000260100000005000 0300000020000000   
0601AGA3N       20170101000265100000005000 0300000020000000   
0601AGA3N       20170101000270100000005000 0300000020000000   
0601AGA3N       20170101000275100000005000 0300000020000000   
0601AGA3N       20170101000280100000005000 0300000020000000   
0601AGA3N       20170101000285100000005000 0300000020000000   
0601AGA3N       20170101000290100000005000 0300000020000000   
0601AGA3N       20170101000295100000005000 0300000020000000   
0601AGA3N       20170101000300100000005000 0300000030000010   
0601AGA3N       20170101000305100000005000 0300000030000010   
0601AGA3N       20170101000310100000005000 0300000030000010   
0601AGA3N       20170101000315100000005000 0300000030000010   
0601AGA3N       20170101000320100000005000 0300000030000010   
0601AGA3N       20170101000325100000005000 0300000030000010   
0601AGA3N       20170101000330100000005000 0300000030000010   
0601AGA3N       20170101000335100000005000 0300000030000010   
0601AGA3N       20170101000340100000005000 0300000030000010   
0601AGA3N       20170101000345100000005000 0300000030000010   
0601AGA3N       20170101000350100000005000 0300000030000010   
0601AGA3N       20170101000355100000005000 0300000030000010   
0601AGA3N       20170101000360100000005000 0300000030000010   
0601AGA3N       20170101000365100000005000 0300000030000010   
0601AGA3N       20170101000370100000005000 0300000030000010   
0601AGA3N       20170101000375100000005000 0300000030000010   
0601AGA3N       20170101000380100000005000 0300000030000010   
0601AGA3N       20170101000385100000005000 0300000030000010   
0601AGA3N       20170101000390100000005000 0300000030000010   
0601AGA3N       20170101000395100000005000 0300000030000010   
0601AGA3N       20170101000400100000005000 0300000040000010   
0601AGA3N       20170101000405100000005000 0300000040000010   
0601AGA3N       20170101000410100000005000 0300000040000010   
0601AGA3N       20170101000415100000005000 0300000040000010   
0601AGA3N       20170101000420100000005000 0300000040000010   
0601AGA3N       20170101000425100000005000 0300000040000010   
0601AGA3N       20170101000430100000005000 0300000040000010   
0601AGA3N       20170101000435100000005000 0300000040000010   
0601AGA3N       20170101000440100000005000 0300000080000020   
0601AGA3N       20170101000445100000005000 0300000080000020   
0601AGA3N       20170101000450100000005000 0300000130000030   
0601AGA3N       20170101000455100000005000 0300000180000040   
0601AGA3N       20170101000460100000005000 0300000180000040   
0601AGA3N       20170101000465100000005000 0300000180000040   
0601AGA3N       20170101000470100000005000 0300000230000050   
0601AGA3N       20170101000475100000005000 0300000230000050   
0601AGA3N       20170101000480100000005000 0300000240000050   
0601AGA3N       20170101000485100000005000 0300000290000060   
0601AGA3N       20170101000490100000005000 0300000340000070   
0601AGA3N       20170101000495100000005000 0300000640000130   
0601AGA3N       20170101000500100000005000 0300000650000130   
0601AGA3N       20170101000505100000005000 0300000710000140   
0601AGA3N       20170101000510100000005000 0300000710000140   
0601AGA3N       20170101000515100000005000 0300000770000150   
0601AGA3N       20170101000520100000005000 0300000830000160   
0601AGA3N       20170101000525100000005000 0300000840000160   
0601AGA3N       20170101000530100000005000 0300000900000170   
0601AGA3N       20170101000535100000005000 0300000910000170   
0601AGA3N       20170101000540100000005000 0300000970000180   
0601AGA3N       20170101000545100000005000 0300001040000190   
0601AGA3N       20170101000550100000005000 0300001160000210   
0601AGA3N       20170101000555100000005000 0300001220000220   
0601AGA3N       20170101000560100000005000 0300001290000230   
0601AGA3N       20170101000565100000005000 0300001360000240   
0601AGA3N       20170101000570100000005000 0300001370000240   
0601AGA3N       20170101000575100000005000 0300001440000250   
0601AGA3N       20170101000580100000005000 0300001510000260   
0601AGA3N       20170101000585100000005000 0300001580000270   
0601AGA3N       20170101000590100000005000 0300001650000280   
0601AGA3N       20170101000595100000005000 0300001670000280   
0601AGA3N       20170101000600100000005000 0300001860000310   
0601AGA3N       20170101000605100000005000 0300001940000320   
0601AGA3N       20170101000610100000005000 0300001960000320   
0601AGA3N       20170101000615100000005000 0300002030000330   
0601AGA3N       20170101000620100000005000 0300002110000340   
0601AGA3N       20170101000625100000005000 0300002190000350   
0601AGA3N       20170101000630100000005000 0300002270000360   
0601AGA3N       20170101000635100000005000 0300002290000360   
0601AGA3N       20170101000640100000005000 0300002370000370   
0601AGA3N       20170101000645100000005000 0300002590000400   
0601AGA3N       20170101000650100000005000 0300002670000410   
0601AGA3N       20170101000655100000005000 0300002760000420   
0601AGA3N       20170101000660100000005000 0300002780000420   
0601AGA3N       20170101000665100000005000 0300002870000430   
0601AGA3N       20170101000670100000005000 0300002950000440   
0601AGA3N       20170101000675100000005000 0300002980000440   
0601AGA3N       20170101000680100000005000 0300003070000450   
0601AGA3N       20170101000685100000005000 0300003160000460   
0601AGA3N       20170101000690100000005000 0300003250000470   
0601AGA3N       20170101000695100000005000 0300003340000480   
0601AGA3N       20170101000700100000005000 0300003440000490   
0601AGA3N       20170101000705100000005000 0300003530000500   
0601AGA3N       20170101000710100000005000 0300003560000500   
0601AGA3N       20170101000715100000005000 0300003650000510   
0601AGA3N       20170101000720100000005000 0300003750000520   
0601AGA3N       20170101000725100000005000 0300003850000530   
0601AGA3N       20170101000730100000005000 0300003950000540   
0601AGA3N       20170101000735100000005000 0300003980000540   
0601AGA3N       20170101000740100000005000 0300004080000550   
0601AGA3N       20170101000745100000005000 0300004180000560   
0601AGA3N       20170101000750100000005000 0300004280000570   
0601AGA3N       20170101000755100000005000 0300004390000580   
0601AGA3N       20170101000760100000005000 0300004420000580   
0601AGA3N       20170101000765100000005000 0300004520000590   
0601AGA3N       20170101000770100000005000 0300004630000600   
0601AGA3N       20170101000775100000005000 0300004740000610   
0601AGA3N       20170101000780100000005000 0300004770000610   
0601AGA3N       20170101000785100000005000 0300004880000620   
0601AGA3N       20170101000790100000005000 0300004990000630   
0601AGA3N       20170101000795100000005000 0300005100000640   
0601AGA3N       20170101000800100000005000 0300005130000640   
0601AGA3N       20170101000805100000005000 0300005240000650   
0601AGA3N       20170101000810100000005000 0300005360000660   
0601AGA3N       20170101000815100000005000 0300005470000670   
0601AGA3N       20170101000820100000005000 0300005510000670   
0601AGA3N       20170101000825100000005000 0300005620000680   
0601AGA3N       20170101000830100000005000 0300005740000690   
0601AGA3N       20170101000835100000005000 0300005770000690   
0601AGA3N       20170101000840100000005000 0300005890000700   
0601AGA3N       20170101000845100000005000 0300006010000710   
0601AGA3N       20170101000850100000005000 0300006050000710   
0601AGA3N       20170101000855100000005000 0300006170000720   
0601AGA3N       20170101000860100000005000 0300006290000730   
0601AGA3N       20170101000865100000005000 0300006330000730   
0601AGA3N       20170101000870100000005000 0300006450000740   
0601AGA3N       20170101000875100000005000 0300006580000750   
0601AGA3N       20170101000880100000005000 0300006610000750   
0601AGA3N       20170101000885100000005000 0300006740000760   
0601AGA3N       20170101000890100000005000 0300006870000770   
0601AGA3N       20170101000895100000005000 0300006910000770   
0601AGA3N       20170101000900100000005000 0300007030000780   
0601AGA3N       20170101000905100000005000 0300007160000790   
0601AGA3N       20170101000910100000005000 0300007200000790   
0601AGA3N       20170101000915100000005000 0300007340000800   
0601AGA3N       20170101000920100000005000 0300007380000800   
0601AGA3N       20170101000925100000005000 0300007510000810   
0601AGA3N       20170101000930100000005000 0300007640000820   
0601AGA3N       20170101000935100000005000 0300007680000820   
0601AGA3N       20170101000940100000005000 0300007820000830   
0601AGA3N       20170101000945100000005000 0300007860000830   
0601AGA3N       20170101000950100000005000 0300008000000840   
0601AGA3N       20170101000955100000005000 0300008130000850   
0601AGA3N       20170101000960100000005000 0300008180000850   
0601AGA3N       20170101000965100000005000 0300008320000860   
0601AGA3N       20170101000970100000005000 0300008360000860   
0601AGA3N       20170101000975100000005000 0300008500000870   
0601AGA3N       20170101000980100000005000 0300008540000870   
0601AGA3N       20170101000985100000005000 0300008690000880   
0601AGA3N       20170101000990100000005000 0300008830000890   
0601AGA3N       20170101000995100000005000 0300008870000890   
0601AGA3N       20170101001000100000050000 0300000000000930   
0601AGA3N       20170101001050100000050000 0300000000001000   
0601AGA3N       20170101001100100000050000 0300000000001060   
0601AGA3N       20170101001150100000050000 0300000000001110   
0601AGA3N       20170101001200100000050000 0300000000001160   
0601AGA3N       20170101001250100000050000 0300000000001210   
0601AGA3N       20170101001300100000050000 0300000000001260   
0601AGA3N       20170101001350100000050000 0300000000001320   
0601AGA3N       20170101001400100000050000 0300000000001360   
0601AGA3N       20170101001450100000050000 0300000000001410   
0601AGA3N       20170101001500100000050000 0300000000001450   
0601AGA3N       20170101001550100000050000 0300000000001490   
0601AGA3N       20170101001600100000050000 0300000000001530   
0601AGA3N       20170101001650100000050000 0300000000001580   
0601AGA3N       20170101001700100000050000 0300000000001610   
0601AGA3N       20170101001750100000050000 0300000000001650   
0601AGA3N       20170101001800100000050000 0300000000001680   
0601AGA3N       20170101001850100000050000 0300000000001710   
0601AGA3N       20170101001900100000050000 0300000000001750   
0601AGA3N       20170101001950100000050000 0300000000001780   
0601AGA3N       20170101002000100000050000 0300000000001810   
0601AGA3N       20170101002050100000050000 0300000000001850   
0601AGA3N       20170101002100100000050000 0300000000001880   
0601AGA3N       20170101002150100000050000 0300000000001910   
0601AGA3N       20170101002200100000050000 0300000000001930   
0601AGA3N       20170101002250100000050000 0300000000001960   
0601AGA3N       20170101002300100000050000 0300000000001990   
0601AGA3N       20170101002350100000050000 0300000000002010   
0601AGA3N       20170101002400100000050000 0300000000002040   
0601AGA3N       20170101002450100000050000 0300000000002060   
0601AGA3N       20170101002500100000050000 0300000000002080   
0601AGA3N       20170101002550100000050000 0300000000002100   
0601AGA3N       20170101002600100000050000 0300000000002120   
0601AGA3N       20170101002650100000050000 0300000000002140   
0601AGA3N       20170101002700100000050000 0300000000002160   
0601AGA3N       20170101002750100000050000 0300000000002180   
0601AGA3N       20170101002800100000050000 0300000000002200   
0601AGA3N       20170101002850100000050000 0300000000002210   
0601AGA3N       20170101002900100000050000 0300000000002230   
0601AGA3N       20170101002950100000050000 0300000000002250   
0601AGA3N       20170101003000100000500000 0300000000002320   
0601AGA3N       20170101003500100000500000 0300000000002450   
0601AGA3N       20170101004000100000500000 0300000000002540   
0601AGA3N       20170101004500100000500000 0300000000002620   
0601AGA3N       20170101005000100000500000 0300000000002680   
0601AGA3N       20170101005500100000500000 0300000000002730   
0601AGA3N       20170101006000100000500000 0300000000002770   
0601AGA3N       20170101006500100000500000 0300000000002810   
0601AGA3N       20170101007000100000500000 0300000000002840   
0601AGA3N       20170101007500100000500000 0300000000002860   
0601AGA3N       20170101008000100000500000 0300000000002880   
0601AGA3N       20170101008500100000500000 0300000000002890   
0601AGA3N       20170101009000100000500000 0300000000002900   
0601AGA3N       20170101009500100000500000 0300000000002910   
0601AGA4N       20170101000000100000025000 0400000020000000   
0601AGA4N       20170101000025100000005000 0400000020000000   
0601AGA4N       20170101000030100000005000 0400000020000000   
0601AGA4N       20170101000035100000005000 0400000020000000   
0601AGA4N       20170101000040100000005000 0400000020000000   
0601AGA4N       20170101000045100000005000 0400000020000000   
0601AGA4N       20170101000050100000005000 0400000020000000   
0601AGA4N       20170101000055100000005000 0400000020000000   
0601AGA4N       20170101000060100000005000 0400000020000000   
0601AGA4N       20170101000065100000005000 0400000020000000   
0601AGA4N       20170101000070100000005000 0400000020000000   
0601AGA4N       20170101000075100000005000 0400000020000000   
0601AGA4N       20170101000080100000005000 0400000020000000   
0601AGA4N       20170101000085100000005000 0400000020000000   
0601AGA4N       20170101000090100000005000 0400000020000000   
0601AGA4N       20170101000095100000005000 0400000020000000   
0601AGA4N       20170101000100100000005000 0400000020000000   
0601AGA4N       20170101000105100000005000 0400000020000000   
0601AGA4N       20170101000110100000005000 0400000020000000   
0601AGA4N       20170101000115100000005000 0400000020000000   
0601AGA4N       20170101000120100000005000 0400000020000000   
0601AGA4N       20170101000125100000005000 0400000020000000   
0601AGA4N       20170101000130100000005000 0400000020000000   
0601AGA4N       20170101000135100000005000 0400000020000000   
0601AGA4N       20170101000140100000005000 0400000020000000   
0601AGA4N       20170101000145100000005000 0400000020000000   
0601AGA4N       20170101000150100000005000 0400000020000000   
0601AGA4N       20170101000155100000005000 0400000020000000   
0601AGA4N       20170101000160100000005000 0400000020000000   
0601AGA4N       20170101000165100000005000 0400000020000000   
0601AGA4N       20170101000170100000005000 0400000020000000   
0601AGA4N       20170101000175100000005000 0400000020000000   
0601AGA4N       20170101000180100000005000 0400000020000000   
0601AGA4N       20170101000185100000005000 0400000020000000   
0601AGA4N       20170101000190100000005000 0400000020000000   
0601AGA4N       20170101000195100000005000 0400000020000000   
0601AGA4N       20170101000200100000005000 0400000020000000   
0601AGA4N       20170101000205100000005000 0400000020000000   
0601AGA4N       20170101000210100000005000 0400000020000000   
0601AGA4N       20170101000215100000005000 0400000020000000   
0601AGA4N       20170101000220100000005000 0400000020000000   
0601AGA4N       20170101000225100000005000 0400000020000000   
0601AGA4N       20170101000230100000005000 0400000020000000   
0601AGA4N       20170101000235100000005000 0400000020000000   
0601AGA4N       20170101000240100000005000 0400000020000000   
0601AGA4N       20170101000245100000005000 0400000020000000   
0601AGA4N       20170101000250100000005000 0400000020000000   
0601AGA4N       20170101000255100000005000 0400000020000000   
0601AGA4N       20170101000260100000005000 0400000020000000   
0601AGA4N       20170101000265100000005000 0400000020000000   
0601AGA4N       20170101000270100000005000 0400000020000000   
0601AGA4N       20170101000275100000005000 0400000020000000   
0601AGA4N       20170101000280100000005000 0400000020000000   
0601AGA4N       20170101000285100000005000 0400000020000000   
0601AGA4N       20170101000290100000005000 0400000020000000   
0601AGA4N       20170101000295100000005000 0400000020000000   
0601AGA4N       20170101000300100000005000 0400000030000010   
0601AGA4N       20170101000305100000005000 0400000030000010   
0601AGA4N       20170101000310100000005000 0400000030000010   
0601AGA4N       20170101000315100000005000 0400000030000010   
0601AGA4N       20170101000320100000005000 0400000030000010   
0601AGA4N       20170101000325100000005000 0400000030000010   
0601AGA4N       20170101000330100000005000 0400000030000010   
0601AGA4N       20170101000335100000005000 0400000030000010   
0601AGA4N       20170101000340100000005000 0400000030000010   
0601AGA4N       20170101000345100000005000 0400000030000010   
0601AGA4N       20170101000350100000005000 0400000030000010   
0601AGA4N       20170101000355100000005000 0400000030000010   
0601AGA4N       20170101000360100000005000 0400000030000010   
0601AGA4N       20170101000365100000005000 0400000030000010   
0601AGA4N       20170101000370100000005000 0400000030000010   
0601AGA4N       20170101000375100000005000 0400000030000010   
0601AGA4N       20170101000380100000005000 0400000030000010   
0601AGA4N       20170101000385100000005000 0400000030000010   
0601AGA4N       20170101000390100000005000 0400000030000010   
0601AGA4N       20170101000395100000005000 0400000030000010   
0601AGA4N       20170101000400100000005000 0400000040000010   
0601AGA4N       20170101000405100000005000 0400000040000010   
0601AGA4N       20170101000410100000005000 0400000040000010   
0601AGA4N       20170101000415100000005000 0400000040000010   
0601AGA4N       20170101000420100000005000 0400000040000010   
0601AGA4N       20170101000425100000005000 0400000040000010   
0601AGA4N       20170101000430100000005000 0400000040000010   
0601AGA4N       20170101000435100000005000 0400000040000010   
0601AGA4N       20170101000440100000005000 0400000040000010   
0601AGA4N       20170101000445100000005000 0400000040000010   
0601AGA4N       20170101000450100000005000 0400000040000010   
0601AGA4N       20170101000455100000005000 0400000040000010   
0601AGA4N       20170101000460100000005000 0400000040000010   
0601AGA4N       20170101000465100000005000 0400000040000010   
0601AGA4N       20170101000470100000005000 0400000040000010   
0601AGA4N       20170101000475100000005000 0400000040000010   
0601AGA4N       20170101000480100000005000 0400000040000010   
0601AGA4N       20170101000485100000005000 0400000040000010   
0601AGA4N       20170101000490100000005000 0400000040000010   
0601AGA4N       20170101000495100000005000 0400000040000010   
0601AGA4N       20170101000500100000005000 0400000050000010   
0601AGA4N       20170101000505100000005000 0400000050000010   
0601AGA4N       20170101000510100000005000 0400000050000010   
0601AGA4N       20170101000515100000005000 0400000050000010   
0601AGA4N       20170101000520100000005000 0400000050000010   
0601AGA4N       20170101000525100000005000 0400000100000020   
0601AGA4N       20170101000530100000005000 0400000150000030   
0601AGA4N       20170101000535100000005000 0400000160000030   
0601AGA4N       20170101000540100000005000 0400000160000030   
0601AGA4N       20170101000545100000005000 0400000210000040   
0601AGA4N       20170101000550100000005000 0400000220000040   
0601AGA4N       20170101000555100000005000 0400000220000040   
0601AGA4N       20170101000560100000005000 0400000280000050   
0601AGA4N       20170101000565100000005000 0400000280000050   
0601AGA4N       20170101000570100000005000 0400000340000060   
0601AGA4N       20170101000575100000005000 0400000630000110   
0601AGA4N       20170101000580100000005000 0400000690000120   
0601AGA4N       20170101000585100000005000 0400000700000120   
0601AGA4N       20170101000590100000005000 0400000770000130   
0601AGA4N       20170101000595100000005000 0400000770000130   
0601AGA4N       20170101000600100000005000 0400000840000140   
0601AGA4N       20170101000605100000005000 0400000910000150   
0601AGA4N       20170101000610100000005000 0400000980000160   
0601AGA4N       20170101000615100000005000 0400000980000160   
0601AGA4N       20170101000620100000005000 0400001050000170   
0601AGA4N       20170101000625100000005000 0400001190000190   
0601AGA4N       20170101000630100000005000 0400001260000200   
0601AGA4N       20170101000635100000005000 0400001330000210   
0601AGA4N       20170101000640100000005000 0400001340000210   
0601AGA4N       20170101000645100000005000 0400001420000220   
0601AGA4N       20170101000650100000005000 0400001500000230   
0601AGA4N       20170101000655100000005000 0400001570000240   
0601AGA4N       20170101000660100000005000 0400001590000240   
0601AGA4N       20170101000665100000005000 0400001660000250   
0601AGA4N       20170101000670100000005000 0400001810000270   
0601AGA4N       20170101000675100000005000 0400001890000280   
0601AGA4N       20170101000680100000005000 0400001970000290   
0601AGA4N       20170101000685100000005000 0400001990000290   
0601AGA4N       20170101000690100000005000 0400002070000300   
0601AGA4N       20170101000695100000005000 0400002160000310   
0601AGA4N       20170101000700100000005000 0400002240000320   
0601AGA4N       20170101000705100000005000 0400002260000320   
0601AGA4N       20170101000710100000005000 0400002350000330   
0601AGA4N       20170101000715100000005000 0400002430000340   
0601AGA4N       20170101000720100000005000 0400002600000360   
0601AGA4N       20170101000725100000005000 0400002690000370   
0601AGA4N       20170101000730100000005000 0400002780000380   
0601AGA4N       20170101000735100000005000 0400002800000380   
0601AGA4N       20170101000740100000005000 0400002890000390   
0601AGA4N       20170101000745100000005000 0400002990000400   
0601AGA4N       20170101000750100000005000 0400003080000410   
0601AGA4N       20170101000755100000005000 0400003100000410   
0601AGA4N       20170101000760100000005000 0400003200000420   
0601AGA4N       20170101000765100000005000 0400003300000430   
0601AGA4N       20170101000770100000005000 0400003390000440   
0601AGA4N       20170101000775100000005000 0400003490000450   
0601AGA4N       20170101000780100000005000 0400003520000450   
0601AGA4N       20170101000785100000005000 0400003620000460   
0601AGA4N       20170101000790100000005000 0400003720000470   
0601AGA4N       20170101000795100000005000 0400003820000480   
0601AGA4N       20170101000800100000005000 0400003930000490   
0601AGA4N       20170101000805100000005000 0400003950000490   
0601AGA4N       20170101000810100000005000 0400004060000500   
0601AGA4N       20170101000815100000005000 0400004160000510   
0601AGA4N       20170101000820100000005000 0400004270000520   
0601AGA4N       20170101000825100000005000 0400004300000520   
0601AGA4N       20170101000830100000005000 0400004410000530   
0601AGA4N       20170101000835100000005000 0400004520000540   
0601AGA4N       20170101000840100000005000 0400004630000550   
0601AGA4N       20170101000845100000005000 0400004660000550   
0601AGA4N       20170101000850100000005000 0400004770000560   
0601AGA4N       20170101000855100000005000 0400004880000570   
0601AGA4N       20170101000860100000005000 0400005000000580   
0601AGA4N       20170101000865100000005000 0400005030000580   
0601AGA4N       20170101000870100000005000 0400005140000590   
0601AGA4N       20170101000875100000005000 0400005260000600   
0601AGA4N       20170101000880100000005000 0400005290000600   
0601AGA4N       20170101000885100000005000 0400005410000610   
0601AGA4N       20170101000890100000005000 0400005530000620   
0601AGA4N       20170101000895100000005000 0400005560000620   
0601AGA4N       20170101000900100000005000 0400005680000630   
0601AGA4N       20170101000905100000005000 0400005800000640   
0601AGA4N       20170101000910100000005000 0400005840000640   
0601AGA4N       20170101000915100000005000 0400005960000650   
0601AGA4N       20170101000920100000005000 0400006080000660   
0601AGA4N       20170101000925100000005000 0400006120000660   
0601AGA4N       20170101000930100000005000 0400006240000670   
0601AGA4N       20170101000935100000005000 0400006370000680   
0601AGA4N       20170101000940100000005000 0400006400000680   
0601AGA4N       20170101000945100000005000 0400006530000690   
0601AGA4N       20170101000950100000005000 0400006660000700   
0601AGA4N       20170101000955100000005000 0400006700000700   
0601AGA4N       20170101000960100000005000 0400006830000710   
0601AGA4N       20170101000965100000005000 0400006860000710   
0601AGA4N       20170101000970100000005000 0400007000000720   
0601AGA4N       20170101000975100000005000 0400007130000730   
0601AGA4N       20170101000980100000005000 0400007170000730   
0601AGA4N       20170101000985100000005000 0400007300000740   
0601AGA4N       20170101000990100000005000 0400007340000740   
0601AGA4N       20170101000995100000005000 0400007480000750   
0601AGA4N       20170101001000100000050000 0400000000000780   
0601AGA4N       20170101001050100000050000 0400000000000840   
0601AGA4N       20170101001100100000050000 0400000000000910   
0601AGA4N       20170101001150100000050000 0400000000000970   
0601AGA4N       20170101001200100000050000 0400000000001030   
0601AGA4N       20170101001250100000050000 0400000000001080   
0601AGA4N       20170101001300100000050000 0400000000001130   
0601AGA4N       20170101001350100000050000 0400000000001180   
0601AGA4N       20170101001400100000050000 0400000000001230   
0601AGA4N       20170101001450100000050000 0400000000001280   
0601AGA4N       20170101001500100000050000 0400000000001330   
0601AGA4N       20170101001550100000050000 0400000000001370   
0601AGA4N       20170101001600100000050000 0400000000001410   
0601AGA4N       20170101001650100000050000 0400000000001460   
0601AGA4N       20170101001700100000050000 0400000000001500   
0601AGA4N       20170101001750100000050000 0400000000001540   
0601AGA4N       20170101001800100000050000 0400000000001570   
0601AGA4N       20170101001850100000050000 0400000000001610   
0601AGA4N       20170101001900100000050000 0400000000001640   
0601AGA4N       20170101001950100000050000 0400000000001670   
0601AGA4N       20170101002000100000050000 0400000000001710   
0601AGA4N       20170101002050100000050000 0400000000001740   
0601AGA4N       20170101002100100000050000 0400000000001770   
0601AGA4N       20170101002150100000050000 0400000000001810   
0601AGA4N       20170101002200100000050000 0400000000001840   
0601AGA4N       20170101002250100000050000 0400000000001870   
0601AGA4N       20170101002300100000050000 0400000000001890   
0601AGA4N       20170101002350100000050000 0400000000001920   
0601AGA4N       20170101002400100000050000 0400000000001950   
0601AGA4N       20170101002450100000050000 0400000000001970   
0601AGA4N       20170101002500100000050000 0400000000001990   
0601AGA4N       20170101002550100000050000 0400000000002020   
0601AGA4N       20170101002600100000050000 0400000000002040   
0601AGA4N       20170101002650100000050000 0400000000002060   
0601AGA4N       20170101002700100000050000 0400000000002080   
0601AGA4N       20170101002750100000050000 0400000000002100   
0601AGA4N       20170101002800100000050000 0400000000002120   
0601AGA4N       20170101002850100000050000 0400000000002140   
0601AGA4N       20170101002900100000050000 0400000000002160   
0601AGA4N       20170101002950100000050000 0400000000002170   
0601AGA4N       20170101003000100000500000 0400000000002260   
0601AGA4N       20170101003500100000500000 0400000000002390   
0601AGA4N       20170101004000100000500000 0400000000002490   
0601AGA4N       20170101004500100000500000 0400000000002570   
0601AGA4N       20170101005000100000500000 0400000000002640   
0601AGA4N       20170101005500100000500000 0400000000002690   
0601AGA4N       20170101006000100000500000 0400000000002740   
0601AGA4N       20170101006500100000500000 0400000000002780   
0601AGA4N       20170101007000100000500000 0400000000002810   
0601AGA4N       20170101007500100000500000 0400000000002830   
0601AGA4N       20170101008000100000500000 0400000000002850   
0601AGA4N       20170101008500100000500000 0400000000002870   
0601AGA4N       20170101009000100000500000 0400000000002880   
0601AGA4N       20170101009500100000500000 0400000000002890   
0601AGA5N       20170101000000100000025000 0500000020000000   
0601AGA5N       20170101000025100000005000 0500000020000000   
0601AGA5N       20170101000030100000005000 0500000020000000   
0601AGA5N       20170101000035100000005000 0500000020000000   
0601AGA5N       20170101000040100000005000 0500000020000000   
0601AGA5N       20170101000045100000005000 0500000020000000   
0601AGA5N       20170101000050100000005000 0500000020000000   
0601AGA5N       20170101000055100000005000 0500000020000000   
0601AGA5N       20170101000060100000005000 0500000020000000   
0601AGA5N       20170101000065100000005000 0500000020000000   
0601AGA5N       20170101000070100000005000 0500000020000000   
0601AGA5N       20170101000075100000005000 0500000020000000   
0601AGA5N       20170101000080100000005000 0500000020000000   
0601AGA5N       20170101000085100000005000 0500000020000000   
0601AGA5N       20170101000090100000005000 0500000020000000   
0601AGA5N       20170101000095100000005000 0500000020000000   
0601AGA5N       20170101000100100000005000 0500000020000000   
0601AGA5N       20170101000105100000005000 0500000020000000   
0601AGA5N       20170101000110100000005000 0500000020000000   
0601AGA5N       20170101000115100000005000 0500000020000000   
0601AGA5N       20170101000120100000005000 0500000020000000   
0601AGA5N       20170101000125100000005000 0500000020000000   
0601AGA5N       20170101000130100000005000 0500000020000000   
0601AGA5N       20170101000135100000005000 0500000020000000   
0601AGA5N       20170101000140100000005000 0500000020000000   
0601AGA5N       20170101000145100000005000 0500000020000000   
0601AGA5N       20170101000150100000005000 0500000020000000   
0601AGA5N       20170101000155100000005000 0500000020000000   
0601AGA5N       20170101000160100000005000 0500000020000000   
0601AGA5N       20170101000165100000005000 0500000020000000   
0601AGA5N       20170101000170100000005000 0500000020000000   
0601AGA5N       20170101000175100000005000 0500000020000000   
0601AGA5N       20170101000180100000005000 0500000020000000   
0601AGA5N       20170101000185100000005000 0500000020000000   
0601AGA5N       20170101000190100000005000 0500000020000000   
0601AGA5N       20170101000195100000005000 0500000020000000   
0601AGA5N       20170101000200100000005000 0500000020000000   
0601AGA5N       20170101000205100000005000 0500000020000000   
0601AGA5N       20170101000210100000005000 0500000020000000   
0601AGA5N       20170101000215100000005000 0500000020000000   
0601AGA5N       20170101000220100000005000 0500000020000000   
0601AGA5N       20170101000225100000005000 0500000020000000   
0601AGA5N       20170101000230100000005000 0500000020000000   
0601AGA5N       20170101000235100000005000 0500000020000000   
0601AGA5N       20170101000240100000005000 0500000020000000   
0601AGA5N       20170101000245100000005000 0500000020000000   
0601AGA5N       20170101000250100000005000 0500000020000000   
0601AGA5N       20170101000255100000005000 0500000020000000   
0601AGA5N       20170101000260100000005000 0500000020000000   
0601AGA5N       20170101000265100000005000 0500000020000000   
0601AGA5N       20170101000270100000005000 0500000020000000   
0601AGA5N       20170101000275100000005000 0500000020000000   
0601AGA5N       20170101000280100000005000 0500000020000000   
0601AGA5N       20170101000285100000005000 0500000020000000   
0601AGA5N       20170101000290100000005000 0500000020000000   
0601AGA5N       20170101000295100000005000 0500000020000000   
0601AGA5N       20170101000300100000005000 0500000030000010   
0601AGA5N       20170101000305100000005000 0500000030000010   
0601AGA5N       20170101000310100000005000 0500000030000010   
0601AGA5N       20170101000315100000005000 0500000030000010   
