00AG               20161121                                                                                   
0601AGB6N       20170101008000100000500000 0600000000002650   
0601AGB6N       20170101008500100000500000 0600000000002680   
0601AGB6N       20170101009000100000500000 0600000000002710   
0601AGB6N       20170101009500100000500000 0600000000002730   
0601AGB0Y       20170101000000100000025000 0000000020000000   
0601AGB0Y       20170101000025100000005000 0000000020000000   
0601AGB0Y       20170101000030100000005000 0000000020000000   
0601AGB0Y       20170101000035100000005000 0000000020000000   
0601AGB0Y       20170101000040100000005000 0000000020000000   
0601AGB0Y       20170101000045100000005000 0000000020000000   
0601AGB0Y       20170101000050100000005000 0000000020000000   
0601AGB0Y       20170101000055100000005000 0000000020000000   
0601AGB0Y       20170101000060100000005000 0000000020000000   
0601AGB0Y       20170101000065100000005000 0000000020000000   
0601AGB0Y       20170101000070100000005000 0000000020000000   
0601AGB0Y       20170101000075100000005000 0000000020000000   
0601AGB0Y       20170101000080100000005000 0000000020000000   
0601AGB0Y       20170101000085100000005000 0000000020000000   
0601AGB0Y       20170101000090100000005000 0000000020000000   
0601AGB0Y       20170101000095100000005000 0000000020000000   
0601AGB0Y       20170101000100100000005000 0000000020000000   
0601AGB0Y       20170101000105100000005000 0000000020000000   
0601AGB0Y       20170101000110100000005000 0000000020000000   
0601AGB0Y       20170101000115100000005000 0000000020000000   
0601AGB0Y       20170101000120100000005000 0000000020000000   
0601AGB0Y       20170101000125100000005000 0000000020000000   
0601AGB0Y       20170101000130100000005000 0000000020000000   
0601AGB0Y       20170101000135100000005000 0000000020000000   
0601AGB0Y       20170101000140100000005000 0000000020000000   
0601AGB0Y       20170101000145100000005000 0000000020000000   
0601AGB0Y       20170101000150100000005000 0000000020000000   
0601AGB0Y       20170101000155100000005000 0000000020000000   
0601AGB0Y       20170101000160100000005000 0000000020000000   
0601AGB0Y       20170101000165100000005000 0000000020000000   
0601AGB0Y       20170101000170100000005000 0000000020000000   
0601AGB0Y       20170101000175100000005000 0000000020000000   
0601AGB0Y       20170101000180100000005000 0000000020000000   
0601AGB0Y       20170101000185100000005000 0000000020000000   
0601AGB0Y       20170101000190100000005000 0000000020000000   
0601AGB0Y       20170101000195100000005000 0000000020000000   
0601AGB0Y       20170101000200100000005000 0000000020000000   
0601AGB0Y       20170101000205100000005000 0000000020000000   
0601AGB0Y       20170101000210100000005000 0000000020000000   
0601AGB0Y       20170101000215100000005000 0000000020000000   
0601AGB0Y       20170101000220100000005000 0000000020000000   
0601AGB0Y       20170101000225100000005000 0000000040000020   
0601AGB0Y       20170101000230100000005000 0000000040000020   
0601AGB0Y       20170101000235100000005000 0000000040000020   
0601AGB0Y       20170101000240100000005000 0000000070000030   
0601AGB0Y       20170101000245100000005000 0000000070000030   
0601AGB0Y       20170101000250100000005000 0000000070000030   
0601AGB0Y       20170101000255100000005000 0000000100000040   
0601AGB0Y       20170101000260100000005000 0000000100000040   
0601AGB0Y       20170101000265100000005000 0000000100000040   
0601AGB0Y       20170101000270100000005000 0000000240000090   
0601AGB0Y       20170101000275100000005000 0000000270000100   
0601AGB0Y       20170101000280100000005000 0000000280000100   
0601AGB0Y       20170101000285100000005000 0000000310000110   
0601AGB0Y       20170101000290100000005000 0000000320000110   
0601AGB0Y       20170101000295100000005000 0000000350000120   
0601AGB0Y       20170101000300100000005000 0000000360000120   
0601AGB0Y       20170101000305100000005000 0000000360000120   
0601AGB0Y       20170101000310100000005000 0000000400000130   
0601AGB0Y       20170101000315100000005000 0000000410000130   
0601AGB0Y       20170101000320100000005000 0000000450000140   
0601AGB0Y       20170101000325100000005000 0000000520000160   
0601AGB0Y       20170101000330100000005000 0000000530000160   
0601AGB0Y       20170101000335100000005000 0000000570000170   
0601AGB0Y       20170101000340100000005000 0000000580000170   
0601AGB0Y       20170101000345100000005000 0000000620000180   
0601AGB0Y       20170101000350100000005000 0000000630000180   
0601AGB0Y       20170101000355100000005000 0000000670000190   
0601AGB0Y       20170101000360100000005000 0000000680000190   
0601AGB0Y       20170101000365100000005000 0000000730000200   
0601AGB0Y       20170101000370100000005000 0000000740000200   
0601AGB0Y       20170101000375100000005000 0000000790000210   
0601AGB0Y       20170101000380100000005000 0000000870000230   
0601AGB0Y       20170101000385100000005000 0000000890000230   
0601AGB0Y       20170101000390100000005000 0000000940000240   
0601AGB0Y       20170101000395100000005000 0000000950000240   
0601AGB0Y       20170101000400100000005000 0000001000000250   
0601AGB0Y       20170101000405100000005000 0000001050000260   
0601AGB0Y       20170101000410100000005000 0000001110000270   
0601AGB0Y       20170101000415100000005000 0000001120000270   
0601AGB0Y       20170101000420100000005000 0000001180000280   
0601AGB0Y       20170101000425100000005000 0000001190000280   
0601AGB0Y       20170101000430100000005000 0000001250000290   
0601AGB0Y       20170101000435100000005000 0000001350000310   
0601AGB0Y       20170101000440100000005000 0000001410000320   
0601AGB0Y       20170101000445100000005000 0000001430000320   
0601AGB0Y       20170101000450100000005000 0000001490000330   
0601AGB0Y       20170101000455100000005000 0000001550000340   
0601AGB0Y       20170101000460100000005000 0000001570000340   
0601AGB0Y       20170101000465100000005000 0000001630000350   
0601AGB0Y       20170101000470100000005000 0000001650000350   
0601AGB0Y       20170101000475100000005000 0000001710000360   
0601AGB0Y       20170101000480100000005000 0000001730000360   
0601AGB0Y       20170101000485100000005000 0000001800000370   
0601AGB0Y       20170101000490100000005000 0000001870000380   
0601AGB0Y       20170101000495100000005000 0000001890000380   
0601AGB0Y       20170101000500100000005000 0000001950000390   
0601AGB0Y       20170101000505100000005000 0000001970000390   
0601AGB0Y       20170101000510100000005000 0000002050000400   
0601AGB0Y       20170101000515100000005000 0000002070000400   
0601AGB0Y       20170101000520100000005000 0000002140000410   
0601AGB0Y       20170101000525100000005000 0000002160000410   
0601AGB0Y       20170101000530100000005000 0000002230000420   
0601AGB0Y       20170101000535100000005000 0000002310000430   
0601AGB0Y       20170101000540100000005000 0000002330000430   
0601AGB0Y       20170101000545100000005000 0000002400000440   
0601AGB0Y       20170101000550100000005000 0000002430000440   
0601AGB0Y       20170101000555100000005000 0000002500000450   
0601AGB0Y       20170101000560100000005000 0000002530000450   
0601AGB0Y       20170101000565100000005000 0000002610000460   
0601AGB0Y       20170101000570100000005000 0000002630000460   
0601AGB0Y       20170101000575100000005000 0000002710000470   
0601AGB0Y       20170101000580100000005000 0000002790000480   
0601AGB0Y       20170101000585100000005000 0000002870000490   
0601AGB0Y       20170101000590100000005000 0000002900000490   
0601AGB0Y       20170101000595100000005000 0000002980000500   
0601AGB0Y       20170101000600100000005000 0000003070000510   
0601AGB0Y       20170101000605100000005000 0000003090000510   
0601AGB0Y       20170101000610100000005000 0000003180000520   
0601AGB0Y       20170101000615100000005000 0000003270000530   
0601AGB0Y       20170101000620100000005000 0000003290000530   
0601AGB0Y       20170101000625100000005000 0000003380000540   
0601AGB0Y       20170101000630100000005000 0000003470000550   
0601AGB0Y       20170101000635100000005000 0000003570000560   
0601AGB0Y       20170101000640100000005000 0000003590000560   
0601AGB0Y       20170101000645100000005000 0000003690000570   
0601AGB0Y       20170101000650100000005000 0000003780000580   
0601AGB0Y       20170101000655100000005000 0000003810000580   
0601AGB0Y       20170101000660100000005000 0000003900000590   
0601AGB0Y       20170101000665100000005000 0000003930000590   
0601AGB0Y       20170101000670100000005000 0000004030000600   
0601AGB0Y       20170101000675100000005000 0000004130000610   
0601AGB0Y       20170101000680100000005000 0000004160000610   
0601AGB0Y       20170101000685100000005000 0000004260000620   
0601AGB0Y       20170101000690100000005000 0000004290000620   
0601AGB0Y       20170101000695100000005000 0000004390000630   
0601AGB0Y       20170101000700100000005000 0000004490000640   
0601AGB0Y       20170101000705100000005000 0000004520000640   
0601AGB0Y       20170101000710100000005000 0000004630000650   
0601AGB0Y       20170101000715100000005000 0000004730000660   
0601AGB0Y       20170101000720100000005000 0000004840000670   
0601AGB0Y       20170101000725100000005000 0000004870000670   
0601AGB0Y       20170101000730100000005000 0000004980000680   
0601AGB0Y       20170101000735100000005000 0000005010000680   
0601AGB0Y       20170101000740100000005000 0000005120000690   
0601AGB0Y       20170101000745100000005000 0000005230000700   
0601AGB0Y       20170101000750100000005000 0000005340000710   
0601AGB0Y       20170101000755100000005000 0000005370000710   
0601AGB0Y       20170101000760100000005000 0000005490000720   
0601AGB0Y       20170101000765100000005000 0000005600000730   
0601AGB0Y       20170101000770100000005000 0000005630000730   
0601AGB0Y       20170101000775100000005000 0000005750000740   
0601AGB0Y       20170101000780100000005000 0000005790000740   
0601AGB0Y       20170101000785100000005000 0000005900000750   
0601AGB0Y       20170101000790100000005000 0000006020000760   
0601AGB0Y       20170101000795100000005000 0000006060000760   
0601AGB0Y       20170101000800100000005000 0000006170000770   
0601AGB0Y       20170101000805100000005000 0000006210000770   
0601AGB0Y       20170101000810100000005000 0000006330000780   
0601AGB0Y       20170101000815100000005000 0000006370000780   
0601AGB0Y       20170101000820100000005000 0000006490000790   
0601AGB0Y       20170101000825100000005000 0000006530000790   
0601AGB0Y       20170101000830100000005000 0000006660000800   
0601AGB0Y       20170101000835100000005000 0000006780000810   
0601AGB0Y       20170101000840100000005000 0000006820000810   
0601AGB0Y       20170101000845100000005000 0000006940000820   
0601AGB0Y       20170101000850100000005000 0000006990000820   
0601AGB0Y       20170101000855100000005000 0000007110000830   
0601AGB0Y       20170101000860100000005000 0000007150000830   
0601AGB0Y       20170101000865100000005000 0000007280000840   
0601AGB0Y       20170101000870100000005000 0000007410000850   
0601AGB0Y       20170101000875100000005000 0000007450000850   
0601AGB0Y       20170101000880100000005000 0000007580000860   
0601AGB0Y       20170101000885100000005000 0000007720000870   
0601AGB0Y       20170101000890100000005000 0000007760000870   
0601AGB0Y       20170101000895100000005000 0000007890000880   
0601AGB0Y       20170101000900100000005000 0000007940000880   
0601AGB0Y       20170101000905100000005000 0000008070000890   
0601AGB0Y       20170101000910100000005000 0000008210000900   
0601AGB0Y       20170101000915100000005000 0000008250000900   
0601AGB0Y       20170101000920100000005000 0000008390000910   
0601AGB0Y       20170101000925100000005000 0000008440000910   
0601AGB0Y       20170101000930100000005000 0000008570000920   
0601AGB0Y       20170101000935100000005000 0000008620000920   
0601AGB0Y       20170101000940100000005000 0000008760000930   
0601AGB0Y       20170101000945100000005000 0000008900000940   
0601AGB0Y       20170101000950100000005000 0000008950000940   
0601AGB0Y       20170101000955100000005000 0000009090000950   
0601AGB0Y       20170101000960100000005000 0000009140000950   
0601AGB0Y       20170101000965100000005000 0000009280000960   
0601AGB0Y       20170101000970100000005000 0000009330000960   
0601AGB0Y       20170101000975100000005000 0000009480000970   
0601AGB0Y       20170101000980100000005000 0000009530000970   
0601AGB0Y       20170101000985100000005000 0000009670000980   
0601AGB0Y       20170101000990100000005000 0000009720000980   
0601AGB0Y       20170101000995100000005000 0000009870000990   
0601AGB0Y       20170101001000100000050000 0000000000001020   
0601AGB0Y       20170101001050100000050000 0000000000001070   
0601AGB0Y       20170101001100100000050000 0000000000001120   
0601AGB0Y       20170101001150100000050000 0000000000001170   
0601AGB0Y       20170101001200100000050000 0000000000001210   
0601AGB0Y       20170101001250100000050000 0000000000001260   
0601AGB0Y       20170101001300100000050000 0000000000001310   
0601AGB0Y       20170101001350100000050000 0000000000001360   
0601AGB0Y       20170101001400100000050000 0000000000001400   
0601AGB0Y       20170101001450100000050000 0000000000001450   
0601AGB0Y       20170101001500100000050000 0000000000001500   
0601AGB0Y       20170101001550100000050000 0000000000001550   
0601AGB0Y       20170101001600100000050000 0000000000001600   
0601AGB0Y       20170101001650100000050000 0000000000001650   
0601AGB0Y       20170101001700100000050000 0000000000001690   
0601AGB0Y       20170101001750100000050000 0000000000001730   
0601AGB0Y       20170101001800100000050000 0000000000001770   
0601AGB0Y       20170101001850100000050000 0000000000001800   
0601AGB0Y       20170101001900100000050000 0000000000001840   
0601AGB0Y       20170101001950100000050000 0000000000001870   
0601AGB0Y       20170101002000100000050000 0000000000001900   
0601AGB0Y       20170101002050100000050000 0000000000001930   
0601AGB0Y       20170101002100100000050000 0000000000001960   
0601AGB0Y       20170101002150100000050000 0000000000001990   
0601AGB0Y       20170101002200100000050000 0000000000002020   
0601AGB0Y       20170101002250100000050000 0000000000002050   
0601AGB0Y       20170101002300100000050000 0000000000002070   
0601AGB0Y       20170101002350100000050000 0000000000002100   
0601AGB0Y       20170101002400100000050000 0000000000002120   
0601AGB0Y       20170101002450100000050000 0000000000002140   
0601AGB0Y       20170101002500100000050000 0000000000002160   
0601AGB0Y       20170101002550100000050000 0000000000002190   
0601AGB0Y       20170101002600100000050000 0000000000002210   
0601AGB0Y       20170101002650100000050000 0000000000002220   
0601AGB0Y       20170101002700100000050000 0000000000002240   
0601AGB0Y       20170101002750100000050000 0000000000002260   
0601AGB0Y       20170101002800100000050000 0000000000002280   
0601AGB0Y       20170101002850100000050000 0000000000002300   
0601AGB0Y       20170101002900100000050000 0000000000002310   
0601AGB0Y       20170101002950100000050000 0000000000002330   
0601AGB0Y       20170101003000100000500000 0000000000002400   
0601AGB0Y       20170101003500100000500000 0000000000002530   
0601AGB0Y       20170101004000100000500000 0000000000002620   
0601AGB0Y       20170101004500100000500000 0000000000002700   
0601AGB0Y       20170101005000100000500000 0000000000002760   
0601AGB0Y       20170101005500100000500000 0000000000002810   
0601AGB0Y       20170101006000100000500000 0000000000002850   
0601AGB0Y       20170101006500100000500000 0000000000002900   
0601AGB0Y       20170101007000100000500000 0000000000002930   
0601AGB0Y       20170101007500100000500000 0000000000002970   
0601AGB0Y       20170101008000100000500000 0000000000002990   
0601AGB0Y       20170101008500100000500000 0000000000003020   
0601AGB0Y       20170101009000100000500000 0000000000003030   
0601AGB0Y       20170101009500100000500000 0000000000003050   
0601AGB1Y       20170101000000100000025000 0100000020000000   
0601AGB1Y       20170101000025100000005000 0100000020000000   
0601AGB1Y       20170101000030100000005000 0100000020000000   
0601AGB1Y       20170101000035100000005000 0100000020000000   
0601AGB1Y       20170101000040100000005000 0100000020000000   
0601AGB1Y       20170101000045100000005000 0100000020000000   
0601AGB1Y       20170101000050100000005000 0100000020000000   
0601AGB1Y       20170101000055100000005000 0100000020000000   
0601AGB1Y       20170101000060100000005000 0100000020000000   
0601AGB1Y       20170101000065100000005000 0100000020000000   
0601AGB1Y       20170101000070100000005000 0100000020000000   
0601AGB1Y       20170101000075100000005000 0100000020000000   
0601AGB1Y       20170101000080100000005000 0100000020000000   
0601AGB1Y       20170101000085100000005000 0100000020000000   
0601AGB1Y       20170101000090100000005000 0100000020000000   
0601AGB1Y       20170101000095100000005000 0100000020000000   
0601AGB1Y       20170101000100100000005000 0100000020000000   
0601AGB1Y       20170101000105100000005000 0100000020000000   
0601AGB1Y       20170101000110100000005000 0100000020000000   
0601AGB1Y       20170101000115100000005000 0100000020000000   
0601AGB1Y       20170101000120100000005000 0100000020000000   
0601AGB1Y       20170101000125100000005000 0100000020000000   
0601AGB1Y       20170101000130100000005000 0100000020000000   
0601AGB1Y       20170101000135100000005000 0100000020000000   
0601AGB1Y       20170101000140100000005000 0100000020000000   
0601AGB1Y       20170101000145100000005000 0100000020000000   
0601AGB1Y       20170101000150100000005000 0100000020000000   
0601AGB1Y       20170101000155100000005000 0100000020000000   
0601AGB1Y       20170101000160100000005000 0100000020000000   
0601AGB1Y       20170101000165100000005000 0100000020000000   
0601AGB1Y       20170101000170100000005000 0100000020000000   
0601AGB1Y       20170101000175100000005000 0100000020000000   
0601AGB1Y       20170101000180100000005000 0100000020000000   
0601AGB1Y       20170101000185100000005000 0100000020000000   
0601AGB1Y       20170101000190100000005000 0100000020000000   
0601AGB1Y       20170101000195100000005000 0100000020000000   
0601AGB1Y       20170101000200100000005000 0100000020000000   
0601AGB1Y       20170101000205100000005000 0100000020000000   
0601AGB1Y       20170101000210100000005000 0100000020000000   
0601AGB1Y       20170101000215100000005000 0100000020000000   
0601AGB1Y       20170101000220100000005000 0100000020000000   
0601AGB1Y       20170101000225100000005000 0100000020000000   
0601AGB1Y       20170101000230100000005000 0100000020000000   
0601AGB1Y       20170101000235100000005000 0100000020000000   
0601AGB1Y       20170101000240100000005000 0100000020000000   
0601AGB1Y       20170101000245100000005000 0100000020000000   
0601AGB1Y       20170101000250100000005000 0100000020000000   
0601AGB1Y       20170101000255100000005000 0100000020000000   
0601AGB1Y       20170101000260100000005000 0100000020000000   
0601AGB1Y       20170101000265100000005000 0100000020000000   
0601AGB1Y       20170101000270100000005000 0100000020000000   
0601AGB1Y       20170101000275100000005000 0100000020000000   
0601AGB1Y       20170101000280100000005000 0100000020000000   
0601AGB1Y       20170101000285100000005000 0100000020000000   
0601AGB1Y       20170101000290100000005000 0100000020000000   
0601AGB1Y       20170101000295100000005000 0100000020000000   
0601AGB1Y       20170101000300100000005000 0100000030000010   
0601AGB1Y       20170101000305100000005000 0100000030000010   
0601AGB1Y       20170101000310100000005000 0100000030000010   
0601AGB1Y       20170101000315100000005000 0100000060000020   
0601AGB1Y       20170101000320100000005000 0100000060000020   
0601AGB1Y       20170101000325100000005000 0100000060000020   
0601AGB1Y       20170101000330100000005000 0100000060000020   
0601AGB1Y       20170101000335100000005000 0100000100000030   
0601AGB1Y       20170101000340100000005000 0100000100000030   
0601AGB1Y       20170101000345100000005000 0100000100000030   
0601AGB1Y       20170101000350100000005000 0100000240000070   
0601AGB1Y       20170101000355100000005000 0100000250000070   
0601AGB1Y       20170101000360100000005000 0100000290000080   
0601AGB1Y       20170101000365100000005000 0100000290000080   
0601AGB1Y       20170101000370100000005000 0100000290000080   
0601AGB1Y       20170101000375100000005000 0100000330000090   
0601AGB1Y       20170101000380100000005000 0100000340000090   
0601AGB1Y       20170101000385100000005000 0100000380000100   
0601AGB1Y       20170101000390100000005000 0100000390000100   
0601AGB1Y       20170101000395100000005000 0100000390000100   
0601AGB1Y       20170101000400100000005000 0100000440000110   
0601AGB1Y       20170101000405100000005000 0100000480000120   
0601AGB1Y       20170101000410100000005000 0100000530000130   
0601AGB1Y       20170101000415100000005000 0100000540000130   
0601AGB1Y       20170101000420100000005000 0100000590000140   
0601AGB1Y       20170101000425100000005000 0100000590000140   
0601AGB1Y       20170101000430100000005000 0100000640000150   
0601AGB1Y       20170101000435100000005000 0100000650000150   
0601AGB1Y       20170101000440100000005000 0100000700000160   
0601AGB1Y       20170101000445100000005000 0100000710000160   
0601AGB1Y       20170101000450100000005000 0100000720000160   
0601AGB1Y       20170101000455100000005000 0100000770000170   
0601AGB1Y       20170101000460100000005000 0100000830000180   
0601AGB1Y       20170101000465100000005000 0100000880000190   
0601AGB1Y       20170101000470100000005000 0100000890000190   
0601AGB1Y       20170101000475100000005000 0100000950000200   
0601AGB1Y       20170101000480100000005000 0100000960000200   
0601AGB1Y       20170101000485100000005000 0100001020000210   
0601AGB1Y       20170101000490100000005000 0100001030000210   
0601AGB1Y       20170101000495100000005000 0100001090000220   
0601AGB1Y       20170101000500100000005000 0100001100000220   
0601AGB1Y       20170101000505100000005000 0100001160000230   
0601AGB1Y       20170101000510100000005000 0100001170000230   
0601AGB1Y       20170101000515100000005000 0100001240000240   
0601AGB1Y       20170101000520100000005000 0100001350000260   
0601AGB1Y       20170101000525100000005000 0100001370000260   
0601AGB1Y       20170101000530100000005000 0100001380000260   
0601AGB1Y       20170101000535100000005000 0100001450000270   
0601AGB1Y       20170101000540100000005000 0100001460000270   
0601AGB1Y       20170101000545100000005000 0100001530000280   
0601AGB1Y       20170101000550100000005000 0100001540000280   
0601AGB1Y       20170101000555100000005000 0100001610000290   
0601AGB1Y       20170101000560100000005000 0100001630000290   
0601AGB1Y       20170101000565100000005000 0100001700000300   
0601AGB1Y       20170101000570100000005000 0100001770000310   
0601AGB1Y       20170101000575100000005000 0100001790000310   
0601AGB1Y       20170101000580100000005000 0100001860000320   
0601AGB1Y       20170101000585100000005000 0100001930000330   
0601AGB1Y       20170101000590100000005000 0100001950000330   
0601AGB1Y       20170101000595100000005000 0100002030000340   
0601AGB1Y       20170101000600100000005000 0100002040000340   
0601AGB1Y       20170101000605100000005000 0100002120000350   
0601AGB1Y       20170101000610100000005000 0100002140000350   
0601AGB1Y       20170101000615100000005000 0100002220000360   
0601AGB1Y       20170101000620100000005000 0100002240000360   
0601AGB1Y       20170101000625100000005000 0100002320000370   
0601AGB1Y       20170101000630100000005000 0100002400000380   
0601AGB1Y       20170101000635100000005000 0100002420000380   
0601AGB1Y       20170101000640100000005000 0100002500000390   
0601AGB1Y       20170101000645100000005000 0100002520000390   
0601AGB1Y       20170101000650100000005000 0100002610000400   
0601AGB1Y       20170101000655100000005000 0100002630000400   
0601AGB1Y       20170101000660100000005000 0100002710000410   
0601AGB1Y       20170101000665100000005000 0100002800000420   
0601AGB1Y       20170101000670100000005000 0100002820000420   
0601AGB1Y       20170101000675100000005000 0100002910000430   
0601AGB1Y       20170101000680100000005000 0100002930000430   
0601AGB1Y       20170101000685100000005000 0100003020000440   
0601AGB1Y       20170101000690100000005000 0100003110000450   
0601AGB1Y       20170101000695100000005000 0100003130000450   
0601AGB1Y       20170101000700100000005000 0100003230000460   
0601AGB1Y       20170101000705100000005000 0100003320000470   
0601AGB1Y       20170101000710100000005000 0100003340000470   
0601AGB1Y       20170101000715100000005000 0100003440000480   
0601AGB1Y       20170101000720100000005000 0100003540000490   
0601AGB1Y       20170101000725100000005000 0100003560000490   
0601AGB1Y       20170101000730100000005000 0100003660000500   
0601AGB1Y       20170101000735100000005000 0100003760000510   
0601AGB1Y       20170101000740100000005000 0100003780000510   
0601AGB1Y       20170101000745100000005000 0100003880000520   
0601AGB1Y       20170101000750100000005000 0100003910000520   
0601AGB1Y       20170101000755100000005000 0100004010000530   
0601AGB1Y       20170101000760100000005000 0100004110000540   
0601AGB1Y       20170101000765100000005000 0100004140000540   
0601AGB1Y       20170101000770100000005000 0100004240000550   
0601AGB1Y       20170101000775100000005000 0100004270000550   
0601AGB1Y       20170101000780100000005000 0100004380000560   
0601AGB1Y       20170101000785100000005000 0100004480000570   
0601AGB1Y       20170101000790100000005000 0100004590000580   
0601AGB1Y       20170101000795100000005000 0100004620000580   
0601AGB1Y       20170101000800100000005000 0100004730000590   
0601AGB1Y       20170101000805100000005000 0100004840000600   
0601AGB1Y       20170101000810100000005000 0100004870000600   
0601AGB1Y       20170101000815100000005000 0100004980000610   
0601AGB1Y       20170101000820100000005000 0100005090000620   
0601AGB1Y       20170101000825100000005000 0100005130000620   
0601AGB1Y       20170101000830100000005000 0100005240000630   
0601AGB1Y       20170101000835100000005000 0100005360000640   
0601AGB1Y       20170101000840100000005000 0100005390000640   
0601AGB1Y       20170101000845100000005000 0100005500000650   
0601AGB1Y       20170101000850100000005000 0100005540000650   
0601AGB1Y       20170101000855100000005000 0100005650000660   
0601AGB1Y       20170101000860100000005000 0100005770000670   
0601AGB1Y       20170101000865100000005000 0100005810000670   
0601AGB1Y       20170101000870100000005000 0100005930000680   
0601AGB1Y       20170101000875100000005000 0100005960000680   
0601AGB1Y       20170101000880100000005000 0100006080000690   
0601AGB1Y       20170101000885100000005000 0100006210000700   
0601AGB1Y       20170101000890100000005000 0100006240000700   
0601AGB1Y       20170101000895100000005000 0100006370000710   
0601AGB1Y       20170101000900100000005000 0100006400000710   
0601AGB1Y       20170101000905100000005000 0100006530000720   
0601AGB1Y       20170101000910100000005000 0100006570000720   
0601AGB1Y       20170101000915100000005000 0100006690000730   
0601AGB1Y       20170101000920100000005000 0100006730000730   
0601AGB1Y       20170101000925100000005000 0100006860000740   
0601AGB1Y       20170101000930100000005000 0100006900000740   
0601AGB1Y       20170101000935100000005000 0100007030000750   
0601AGB1Y       20170101000940100000005000 0100007160000760   
0601AGB1Y       20170101000945100000005000 0100007200000760   
0601AGB1Y       20170101000950100000005000 0100007330000770   
0601AGB1Y       20170101000955100000005000 0100007460000780   
0601AGB1Y       20170101000960100000005000 0100007500000780   
0601AGB1Y       20170101000965100000005000 0100007640000790   
0601AGB1Y       20170101000970100000005000 0100007780000800   
0601AGB1Y       20170101000975100000005000 0100007820000800   
0601AGB1Y       20170101000980100000005000 0100007950000810   
0601AGB1Y       20170101000985100000005000 0100007990000810   
0601AGB1Y       20170101000990100000005000 0100008130000820   
0601AGB1Y       20170101000995100000005000 0100008270000830   
0601AGB1Y       20170101001000100000050000 0100000000000860   
0601AGB1Y       20170101001050100000050000 0100000000000910   
0601AGB1Y       20170101001100100000050000 0100000000000960   
0601AGB1Y       20170101001150100000050000 0100000000001010   
0601AGB1Y       20170101001200100000050000 0100000000001060   
0601AGB1Y       20170101001250100000050000 0100000000001110   
0601AGB1Y       20170101001300100000050000 0100000000001160   
0601AGB1Y       20170101001350100000050000 0100000000001210   
0601AGB1Y       20170101001400100000050000 0100000000001260   
0601AGB1Y       20170101001450100000050000 0100000000001300   
0601AGB1Y       20170101001500100000050000 0100000000001350   
0601AGB1Y       20170101001550100000050000 0100000000001400   
0601AGB1Y       20170101001600100000050000 0100000000001450   
0601AGB1Y       20170101001650100000050000 0100000000001500   
0601AGB1Y       20170101001700100000050000 0100000000001550   
0601AGB1Y       20170101001750100000050000 0100000000001590   
0601AGB1Y       20170101001800100000050000 0100000000001640   
0601AGB1Y       20170101001850100000050000 0100000000001680   
0601AGB1Y       20170101001900100000050000 0100000000001710   
0601AGB1Y       20170101001950100000050000 0100000000001750   
0601AGB1Y       20170101002000100000050000 0100000000001790   
0601AGB1Y       20170101002050100000050000 0100000000001820   
0601AGB1Y       20170101002100100000050000 0100000000001850   
0601AGB1Y       20170101002150100000050000 0100000000001880   
0601AGB1Y       20170101002200100000050000 0100000000001910   
0601AGB1Y       20170101002250100000050000 0100000000001940   
0601AGB1Y       20170101002300100000050000 0100000000001970   
0601AGB1Y       20170101002350100000050000 0100000000001990   
0601AGB1Y       20170101002400100000050000 0100000000002020   
0601AGB1Y       20170101002450100000050000 0100000000002040   
0601AGB1Y       20170101002500100000050000 0100000000002070   
0601AGB1Y       20170101002550100000050000 0100000000002090   
0601AGB1Y       20170101002600100000050000 0100000000002110   
0601AGB1Y       20170101002650100000050000 0100000000002130   
0601AGB1Y       20170101002700100000050000 0100000000002150   
0601AGB1Y       20170101002750100000050000 0100000000002170   
0601AGB1Y       20170101002800100000050000 0100000000002190   
0601AGB1Y       20170101002850100000050000 0100000000002210   
0601AGB1Y       20170101002900100000050000 0100000000002230   
0601AGB1Y       20170101002950100000050000 0100000000002240   
0601AGB1Y       20170101003000100000500000 0100000000002330   
0601AGB1Y       20170101003500100000500000 0100000000002460   
0601AGB1Y       20170101004000100000500000 0100000000002560   
0601AGB1Y       20170101004500100000500000 0100000000002650   
0601AGB1Y       20170101005000100000500000 0100000000002710   
0601AGB1Y       20170101005500100000500000 0100000000002770   
0601AGB1Y       20170101006000100000500000 0100000000002810   
0601AGB1Y       20170101006500100000500000 0100000000002860   
0601AGB1Y       20170101007000100000500000 0100000000002900   
0601AGB1Y       20170101007500100000500000 0100000000002930   
0601AGB1Y       20170101008000100000500000 0100000000002960   
0601AGB1Y       20170101008500100000500000 0100000000002990   
0601AGB1Y       20170101009000100000500000 0100000000003010   
0601AGB1Y       20170101009500100000500000 0100000000003020   
0601AGB2Y       20170101000000100000025000 0200000020000000   
0601AGB2Y       20170101000025100000005000 0200000020000000   
0601AGB2Y       20170101000030100000005000 0200000020000000   
0601AGB2Y       20170101000035100000005000 0200000020000000   
0601AGB2Y       20170101000040100000005000 0200000020000000   
0601AGB2Y       20170101000045100000005000 0200000020000000   
0601AGB2Y       20170101000050100000005000 0200000020000000   
0601AGB2Y       20170101000055100000005000 0200000020000000   
0601AGB2Y       20170101000060100000005000 0200000020000000   
0601AGB2Y       20170101000065100000005000 0200000020000000   
0601AGB2Y       20170101000070100000005000 0200000020000000   
0601AGB2Y       20170101000075100000005000 0200000020000000   
0601AGB2Y       20170101000080100000005000 0200000020000000   
0601AGB2Y       20170101000085100000005000 0200000020000000   
